"plot_ID","CCS_nr","CCS_position","CCS_dist","CCS_RG_inv_status","CCS_max_dist_cm","inv_year","inv"
60001,1,"n",1000,1,354,2011,"HBI"
60001,2,"o",1000,1,334,2011,"HBI"
60001,3,"s",1500,1,160,2011,"HBI"
60001,4,"w",1000,1,434,2011,"HBI"
60002,1,"n",1000,1,114,2011,"HBI"
60002,2,"o",1000,1,70,2011,"HBI"
60002,3,"s",1000,1,302,2011,"HBI"
60002,4,"w",1000,1,76,2011,"HBI"
60003,1,"n",1000,1,464,2011,"HBI"
60003,2,"o",1000,1,449,2011,"HBI"
60003,3,"s",1000,1,459,2011,"HBI"
60003,4,"w",1000,1,500,2011,"HBI"
60004,1,"n",1000,1,418,2012,"HBI"
60004,2,"o",1000,2,500,2012,"HBI"
60004,3,"s",1000,1,433,2012,"HBI"
60004,4,"w",1000,1,423,2012,"HBI"
60005,1,"n",1000,1,70,2012,"HBI"
60005,2,"o",1000,1,68,2012,"HBI"
60005,3,"s",1000,1,118,2012,"HBI"
60005,4,"w",1000,1,94,2012,"HBI"
60006,1,"n",1000,1,190,2012,"HBI"
60006,2,"o",1000,1,441,2012,"HBI"
60006,3,"s",1000,1,435,2012,"HBI"
60006,4,"w",1500,2,500,2012,"HBI"
60007,1,"n",1000,1,258,2011,"HBI"
60007,2,"o",1000,1,159,2011,"HBI"
60007,3,"s",1000,1,274,2011,"HBI"
60007,4,"w",1000,1,281,2011,"HBI"
60008,1,"n",1000,2,500,2011,"HBI"
60008,2,"o",1000,1,383,2011,"HBI"
60008,3,"s",1000,2,500,2011,"HBI"
60008,4,"w",1000,2,500,2011,"HBI"
60009,1,"n",1000,1,264,2011,"HBI"
60009,2,"o",1000,1,457,2011,"HBI"
60009,3,"s",1000,1,319,2011,"HBI"
60009,4,"w",1000,1,264,2011,"HBI"
60010,1,"n",1000,1,319,2011,"HBI"
60010,2,"o",1000,1,207,2011,"HBI"
60010,3,"s",1000,1,439,2011,"HBI"
60010,4,"w",1000,2,500,2011,"HBI"
60011,1,"n",1000,1,452,2012,"HBI"
60011,2,"o",1000,1,310,2012,"HBI"
60011,3,"s",1000,1,471,2012,"HBI"
60011,4,"w",1000,1,143,2012,"HBI"
60012,1,"n",1000,2,500,2011,"HBI"
60012,2,"o",1000,2,500,2011,"HBI"
60012,3,"s",1000,2,500,2011,"HBI"
60012,4,"w",1000,2,500,2011,"HBI"
60013,1,"n",1500,1,221,2011,"HBI"
60013,2,"o",1000,1,102,2011,"HBI"
60013,3,"s",1000,1,108,2011,"HBI"
60013,4,"w",1000,1,496,2011,"HBI"
60014,1,"n",1000,1,367,2011,"HBI"
60014,2,"o",1000,1,379,2011,"HBI"
60014,3,"s",1000,1,289,2011,"HBI"
60014,4,"w",1000,1,312,2011,"HBI"
60015,1,"n",1000,1,495,2012,"HBI"
60015,2,"o",1000,1,305,2012,"HBI"
60015,3,"s",1000,1,390,2012,"HBI"
60015,4,"w",1000,1,169,2012,"HBI"
60016,1,"n",1000,1,473,2012,"HBI"
60016,2,"o",1000,1,342,2012,"HBI"
60016,3,"s",1000,1,194,2012,"HBI"
60016,4,"w",1000,1,465,2012,"HBI"
60017,1,"n",1000,1,469,2012,"HBI"
60017,2,"o",1000,1,371,2012,"HBI"
60017,3,"s",1000,1,473,2012,"HBI"
60017,4,"w",1000,1,265,2012,"HBI"
60018,1,"n",1000,1,73,2011,"HBI"
60018,2,"o",1000,1,151,2011,"HBI"
60018,3,"s",1000,1,219,2011,"HBI"
60018,4,"w",1000,1,166,2011,"HBI"
60019,1,"n",1000,1,466,2011,"HBI"
60019,2,"o",1000,1,454,2011,"HBI"
60019,3,"s",1000,1,470,2011,"HBI"
60019,4,"w",600,1,167,2011,"HBI"
60020,1,"n",1000,2,500,2012,"HBI"
60020,2,"o",1000,1,353,2012,"HBI"
60020,3,"s",1000,1,475,2012,"HBI"
60020,4,"w",1000,1,430,2012,"HBI"
60021,1,"n",1000,1,90,2012,"HBI"
60021,2,"o",1000,1,315,2012,"HBI"
60021,3,"s",1000,1,325,2012,"HBI"
60021,4,"w",1000,1,223,2012,"HBI"
60022,1,"n",1010,1,192,2012,"HBI"
60022,2,"o",1000,1,357,2012,"HBI"
60022,3,"s",1000,1,245,2012,"HBI"
60022,4,"w",1000,1,173,2012,"HBI"
60023,1,"n",1000,1,492,2012,"HBI"
60023,2,"o",1000,1,408,2012,"HBI"
60023,3,"s",1000,2,500,2012,"HBI"
60023,4,"w",1000,2,500,2012,"HBI"
60024,1,"n",1000,1,390,2011,"HBI"
60024,2,"o",1000,1,498,2011,"HBI"
60024,3,"s",1000,1,39,2011,"HBI"
60024,4,"w",1000,1,182,2011,"HBI"
60025,1,"n",1000,1,62,2011,"HBI"
60025,2,"o",1000,1,53,2011,"HBI"
60025,3,"s",1000,1,189,2011,"HBI"
60025,4,"w",1000,1,87,2011,"HBI"
60026,1,"n",1000,1,497,2011,"HBI"
60026,2,"o",1000,1,495,2011,"HBI"
60026,3,"s",1000,1,493,2011,"HBI"
60026,4,"w",1000,1,399,2011,"HBI"
60027,1,"n",1000,1,442,2011,"HBI"
60027,2,"o",1000,1,445,2011,"HBI"
60027,3,"s",1000,2,500,2011,"HBI"
60027,4,"w",1000,2,500,2011,"HBI"
60028,1,"n",1000,2,500,2012,"HBI"
60028,2,"o",1000,2,500,2012,"HBI"
60028,3,"s",1000,1,378,2012,"HBI"
60028,4,"w",1000,1,355,2012,"HBI"
60029,1,"n",1000,1,340,2012,"HBI"
60029,2,"o",1000,1,151,2012,"HBI"
60029,3,"s",1000,1,330,2012,"HBI"
60029,4,"w",1000,1,292,2012,"HBI"
60030,1,"n",1000,1,272,2011,"HBI"
60030,2,"o",1000,1,290,2011,"HBI"
60030,3,"s",1000,1,246,2011,"HBI"
60030,4,"w",1000,1,144,2011,"HBI"
60031,1,"n",1000,1,498,2011,"HBI"
60031,2,"o",1000,1,496,2011,"HBI"
60031,3,"s",1040,1,295,2011,"HBI"
60031,4,"w",1000,1,479,2011,"HBI"
60032,1,"n",1000,1,136,2011,"HBI"
60032,2,"o",1000,1,183,2011,"HBI"
60032,3,"s",1000,1,66,2011,"HBI"
60032,4,"w",1000,1,56,2011,"HBI"
60033,1,"n",1000,1,327,2011,"HBI"
60033,2,"no",1000,1,267,2011,"HBI"
60033,3,"s",2500,1,495,2011,"HBI"
60033,4,"w",1000,1,497,2011,"HBI"
60034,1,"n",1000,1,247,2012,"HBI"
60034,2,"o",1000,1,468,2012,"HBI"
60034,3,"s",1000,1,499,2012,"HBI"
60034,4,"w",1000,1,486,2012,"HBI"
60035,1,"n",1000,2,500,2012,"HBI"
60035,2,"o",1000,1,451,2012,"HBI"
60035,3,"s",1000,1,453,2012,"HBI"
60035,4,"w",1000,1,95,2012,"HBI"
60036,1,"n",1000,1,487,2011,"HBI"
60036,2,"o",1000,1,488,2011,"HBI"
60036,3,"s",1000,2,500,2011,"HBI"
60036,4,"w",1000,2,500,2011,"HBI"
60037,1,"n",1000,1,282,2011,"HBI"
60037,2,"o",1000,1,286,2011,"HBI"
60037,3,"s",1000,1,462,2011,"HBI"
60037,4,"w",1000,1,500,2011,"HBI"
60038,1,"n",1000,1,267,2011,"HBI"
60038,2,"o",600,1,236,2011,"HBI"
60038,3,"s",1000,1,484,2011,"HBI"
60038,4,"w",1000,1,177,2011,"HBI"
60039,1,"n",1000,1,180,2012,"HBI"
60039,2,"o",1000,1,485,2012,"HBI"
60039,3,"s",1700,1,215,2012,"HBI"
60039,4,"w",2400,1,315,2012,"HBI"
60040,1,"n",1000,1,459,2012,"HBI"
60040,2,"o",1000,1,410,2012,"HBI"
60040,3,"s",1000,1,161,2012,"HBI"
60040,4,"w",1000,1,282,2012,"HBI"
60041,1,"n",1000,1,169,2011,"HBI"
60041,2,"o",1000,1,157,2011,"HBI"
60041,3,"s",1000,1,66,2011,"HBI"
60041,4,"w",1000,1,137,2011,"HBI"
60042,1,"n",1000,1,299,2011,"HBI"
60042,2,"o",1000,1,499,2011,"HBI"
60042,3,"s",1000,1,416,2011,"HBI"
60042,4,"w",1000,1,236,2011,"HBI"
60043,1,"n",1000,1,488,2011,"HBI"
60043,2,"o",1000,1,454,2011,"HBI"
60043,3,"s",1000,2,500,2011,"HBI"
60043,4,"w",1000,1,246,2011,"HBI"
60044,1,"n",1000,1,167,2011,"HBI"
60044,2,"o",1000,1,404,2011,"HBI"
60044,3,"s",1000,1,309,2011,"HBI"
60044,4,"w",1000,1,465,2011,"HBI"
60045,1,"n",1000,1,76,2012,"HBI"
60045,2,"o",1000,1,46,2012,"HBI"
60045,3,"s",1000,1,75,2012,"HBI"
60045,4,"w",1000,1,341,2012,"HBI"
60046,1,"n",1000,1,472,2012,"HBI"
60046,2,"o",1000,2,500,2012,"HBI"
60046,3,"s",1000,2,500,2012,"HBI"
60046,4,"w",1000,1,429,2012,"HBI"
60047,1,"n",1000,1,303,2012,"HBI"
60047,2,"o",1000,2,500,2012,"HBI"
60047,3,"s",1000,2,500,2012,"HBI"
60047,4,"w",1000,2,500,2012,"HBI"
60048,1,"n",1000,1,44,2012,"HBI"
60048,2,"o",1000,1,103,2012,"HBI"
60048,3,"s",700,1,435,2012,"HBI"
60048,4,"w",1000,1,139,2012,"HBI"
60049,1,"n",1000,2,500,2012,"HBI"
60049,2,"o",1000,1,475,2012,"HBI"
60049,3,"s",1000,1,194,2012,"HBI"
60049,4,"w",1000,1,445,2012,"HBI"
60050,1,"n",1100,1,234,2012,"HBI"
60050,2,"o",1000,1,382,2012,"HBI"
60050,3,"s",1000,1,362,2012,"HBI"
60050,4,"w",1000,1,420,2012,"HBI"
60051,1,"n",1000,1,265,2012,"HBI"
60051,2,"o",700,1,167,2012,"HBI"
60051,3,"s",500,1,75,2012,"HBI"
60051,4,"w",1000,1,318,2012,"HBI"
60052,1,"n",1000,1,100,2011,"HBI"
60052,2,"o",1000,1,274,2011,"HBI"
60052,3,"s",1000,1,209,2011,"HBI"
60052,4,"w",1000,1,172,2011,"HBI"
60053,1,"n",1000,1,122,2012,"HBI"
60053,2,"o",1000,1,116,2012,"HBI"
60053,3,"s",1000,1,146,2012,"HBI"
60053,4,"w",1000,1,205,2012,"HBI"
60054,1,"n",1000,1,392,2012,"HBI"
60054,2,"o",1000,1,272,2012,"HBI"
60054,3,"s",1000,1,417,2012,"HBI"
60054,4,"w",1000,1,355,2012,"HBI"
60055,1,"n",1000,1,155,2012,"HBI"
60055,2,"o",1000,1,116,2012,"HBI"
60055,3,"s",1000,1,145,2012,"HBI"
60055,4,"w",1000,1,244,2012,"HBI"
60056,1,"n",1000,1,463,2012,"HBI"
60056,2,"o",1000,1,339,2012,"HBI"
60056,3,"s",1000,1,139,2012,"HBI"
60056,4,"w",1000,1,49,2012,"HBI"
60057,1,"n",1000,1,327,2012,"HBI"
60057,2,"o",1020,1,217,2012,"HBI"
60057,3,"s",1000,1,114,2012,"HBI"
60057,4,"w",1000,1,117,2012,"HBI"
60058,1,"no",1400,1,138,2012,"HBI"
60058,2,"o",1000,1,392,2012,"HBI"
60058,3,"s",1000,1,271,2012,"HBI"
60058,4,"w",1000,1,495,2012,"HBI"
60059,1,"n",1000,1,231,2012,"HBI"
60059,2,"o",1000,1,244,2012,"HBI"
60059,3,"s",1000,1,285,2012,"HBI"
60059,4,"w",1000,1,385,2012,"HBI"
60060,1,"n",1000,1,404,2012,"HBI"
60060,2,"o",1000,1,304,2012,"HBI"
60060,3,"s",1000,1,459,2012,"HBI"
60060,4,"w",1000,1,389,2012,"HBI"
60061,1,"n",1000,1,221,2011,"HBI"
60061,2,"o",1000,1,318,2011,"HBI"
60061,3,"s",1000,1,247,2011,"HBI"
60061,4,"w",1000,1,245,2011,"HBI"
60062,1,"n",1000,1,404,2011,"HBI"
60062,2,"o",1000,1,286,2011,"HBI"
60062,3,"s",1500,1,259,2011,"HBI"
60062,4,"w",1000,1,137,2011,"HBI"
60063,1,"n",1000,1,54,2011,"HBI"
60063,2,"o",1000,1,71,2011,"HBI"
60063,3,"s",1000,1,56,2011,"HBI"
60063,4,"w",1000,1,120,2011,"HBI"
60064,1,"n",1000,2,500,2011,"HBI"
60064,2,"o",1000,2,500,2011,"HBI"
60064,3,"s",1000,1,492,2011,"HBI"
60064,4,"w",2000,1,475,2011,"HBI"
60065,1,"n",1600,1,93,2012,"HBI"
60065,2,"o",1000,1,394,2012,"HBI"
60065,3,"s",1000,1,277,2012,"HBI"
60065,4,"w",1000,1,400,2012,"HBI"
60066,1,"n",1000,1,113,2011,"HBI"
60066,2,"o",1000,1,149,2011,"HBI"
60066,3,"s",1000,1,63,2011,"HBI"
60066,4,"w",1000,1,102,2011,"HBI"
60067,1,"n",1000,2,500,2011,"HBI"
60067,2,"o",1000,2,500,2011,"HBI"
60067,3,"s",1000,2,500,2011,"HBI"
60067,4,"w",1000,2,500,2011,"HBI"
60068,1,"n",1000,1,497,2012,"HBI"
60068,2,"o",1000,1,361,2012,"HBI"
60068,3,"s",1000,1,429,2012,"HBI"
60068,4,"w",1000,2,500,2012,"HBI"
60069,1,"n",1000,1,124,2011,"HBI"
60069,2,"o",1000,1,115,2011,"HBI"
60069,3,"s",1000,1,143,2011,"HBI"
60069,4,"w",2000,1,224,2011,"HBI"
60070,1,"n",1000,1,211,2011,"HBI"
60070,2,"o",1000,1,277,2011,"HBI"
60070,3,"s",1000,1,187,2011,"HBI"
60070,4,"w",1000,1,123,2011,"HBI"
60071,1,"n",1000,1,201,2011,"HBI"
60071,2,"o",1000,1,156,2011,"HBI"
60071,3,"s",1000,1,173,2011,"HBI"
60071,4,"w",1000,1,173,2011,"HBI"
60072,1,"n",1000,1,391,2011,"HBI"
60072,2,"o",1000,1,500,2011,"HBI"
60072,3,"s",1000,1,500,2011,"HBI"
60072,4,"w",1000,2,500,2011,"HBI"
60073,1,"n",1000,1,443,2011,"HBI"
60073,2,"o",1000,1,304,2011,"HBI"
60073,3,"s",1000,1,500,2011,"HBI"
60073,4,"w",1000,1,405,2011,"HBI"
60074,1,"n",1000,1,342,2011,"HBI"
60074,2,"o",1000,2,500,2011,"HBI"
60074,3,"s",1000,1,264,2011,"HBI"
60074,4,"w",500,1,397,2011,"HBI"
60075,1,"n",1000,1,252,2011,"HBI"
60075,2,"o",1000,1,182,2011,"HBI"
60075,3,"s",1000,1,298,2011,"HBI"
60075,4,"w",1000,1,398,2011,"HBI"
60076,1,"n",2000,1,273,2011,"HBI"
60076,2,"o",2000,1,410,2011,"HBI"
60076,3,"s",1000,2,500,2011,"HBI"
60076,4,"w",1000,1,284,2011,"HBI"
60077,1,"n",1000,1,44,2011,"HBI"
60077,2,"o",1000,1,194,2011,"HBI"
60077,3,"s",1000,1,332,2011,"HBI"
60077,4,"w",1000,1,500,2011,"HBI"
60078,1,"n",1000,1,451,2011,"HBI"
60078,2,"o",1000,1,472,2011,"HBI"
60078,3,"s",1000,1,157,2011,"HBI"
60078,4,"w",1000,1,254,2011,"HBI"
60079,1,"n",1000,1,232,2011,"HBI"
60079,2,"no",1100,1,232,2011,"HBI"
60079,3,"sw",1000,1,432,2011,"HBI"
60079,4,"w",600,1,481,2011,"HBI"
60080,1,"n",1000,1,154,2011,"HBI"
60080,2,"o",1000,1,94,2011,"HBI"
60080,3,"s",1000,1,342,2011,"HBI"
60080,4,"w",1000,1,120,2011,"HBI"
60081,1,"n",1000,1,382,2011,"HBI"
60081,2,"o",1000,1,366,2011,"HBI"
60081,3,"s",1000,1,83,2011,"HBI"
60081,4,"w",1000,1,65,2011,"HBI"
60082,1,"n",1000,1,153,2012,"HBI"
60082,2,"o",1000,1,196,2012,"HBI"
60082,3,"s",1000,1,474,2012,"HBI"
60082,4,"w",1000,1,359,2012,"HBI"
60083,1,"n",1000,1,108,2011,"HBI"
60083,2,"o",1000,1,55,2011,"HBI"
60083,3,"s",1000,1,103,2011,"HBI"
60083,4,"w",1000,1,72,2011,"HBI"
60084,1,"n",1000,1,57,2011,"HBI"
60084,2,"o",1000,1,77,2011,"HBI"
60084,3,"s",1000,1,93,2011,"HBI"
60084,4,"w",1000,1,78,2011,"HBI"
60085,1,"n",1000,1,497,2011,"HBI"
60085,2,"o",1000,1,486,2011,"HBI"
60085,3,"s",1000,1,492,2011,"HBI"
60085,4,"w",1000,1,304,2011,"HBI"
60086,1,"n",1000,1,268,2011,"HBI"
60086,2,"o",1000,2,500,2011,"HBI"
60086,3,"s",1000,1,349,2011,"HBI"
60086,4,"w",1000,1,137,2011,"HBI"
60087,1,"w",1000,1,476,2012,"HBI"
60087,2,"o",1000,1,245,2012,"HBI"
60087,3,"s",1000,1,376,2012,"HBI"
60087,4,"n",1000,1,496,2012,"HBI"
60088,1,"n",1000,1,242,2012,"HBI"
60088,2,"o",1000,1,158,2012,"HBI"
60088,3,"s",1000,1,129,2012,"HBI"
60088,4,"w",1000,1,188,2012,"HBI"
60089,1,"n",1000,1,142,2011,"HBI"
60089,2,"o",1000,1,232,2011,"HBI"
60089,3,"s",1000,1,459,2011,"HBI"
60089,4,"w",1000,1,357,2011,"HBI"
60090,1,"n",1000,1,436,2011,"HBI"
60090,2,"o",1000,2,500,2011,"HBI"
60090,3,"s",1000,2,500,2011,"HBI"
60090,4,"w",1000,2,500,2011,"HBI"
60091,1,"n",1000,1,69,2011,"HBI"
60091,2,"o",1000,1,320,2011,"HBI"
60091,3,"s",1000,1,255,2011,"HBI"
60091,4,"w",1000,1,95,2011,"HBI"
60092,1,"n",1000,1,141,2011,"HBI"
60092,2,"o",1000,1,361,2011,"HBI"
60092,3,"s",1000,1,279,2011,"HBI"
60092,4,"w",1000,1,489,2011,"HBI"
60093,1,"n",1000,1,289,2011,"HBI"
60093,2,"o",1000,2,500,2011,"HBI"
60093,3,"s",1000,2,500,2011,"HBI"
60093,4,"w",1000,1,500,2011,"HBI"
60094,1,"n",1000,1,103,2011,"HBI"
60094,2,"o",1000,1,94,2011,"HBI"
60094,3,"s",1000,1,106,2011,"HBI"
60094,4,"w",1000,1,148,2011,"HBI"
60095,1,"n",1000,2,500,2011,"HBI"
60095,2,"o",1000,2,500,2011,"HBI"
60095,3,"s",1000,2,500,2011,"HBI"
60095,4,"w",1000,1,434,2011,"HBI"
60096,1,"n",1000,1,205,2011,"HBI"
60096,2,"o",1000,1,496,2011,"HBI"
60096,3,"s",1000,1,281,2011,"HBI"
60096,4,"w",1000,1,427,2011,"HBI"
60097,1,"n",1000,1,477,2011,"HBI"
60097,2,"o",1000,1,434,2011,"HBI"
60097,3,"s",1000,1,489,2011,"HBI"
60097,4,"w",1000,1,344,2011,"HBI"
60098,1,"n",1000,1,151,2011,"HBI"
60098,2,"o",1000,1,233,2011,"HBI"
60098,3,"s",1000,1,189,2011,"HBI"
60098,4,"w",1000,1,166,2011,"HBI"
60099,1,"n",1000,1,83,2011,"HBI"
60099,2,"o",1000,1,139,2011,"HBI"
60099,3,"s",1000,1,142,2011,"HBI"
60099,4,"w",1000,1,79,2011,"HBI"
60100,1,"n",1000,2,500,2011,"HBI"
60100,2,"o",1000,2,500,2011,"HBI"
60100,3,"s",1000,2,500,2011,"HBI"
60100,4,"w",1000,2,500,2011,"HBI"
60101,1,"n",1000,1,222,2011,"HBI"
60101,2,"o",1000,1,129,2011,"HBI"
60101,3,"s",1000,1,224,2011,"HBI"
60101,4,"w",1000,1,500,2011,"HBI"
60102,1,"n",1000,1,142,2011,"HBI"
60102,2,"o",1000,1,101,2011,"HBI"
60102,3,"s",1000,1,189,2011,"HBI"
60102,4,"w",1000,1,160,2011,"HBI"
60103,1,"n",1000,1,154,2011,"HBI"
60103,2,"o",1000,1,434,2011,"HBI"
60103,3,"s",1000,1,132,2011,"HBI"
60103,4,"w",1000,1,252,2011,"HBI"
60104,1,"n",1000,2,500,2012,"HBI"
60104,2,"o",1000,2,500,2012,"HBI"
60104,3,"s",1000,2,500,2012,"HBI"
60104,4,"w",1000,2,500,2012,"HBI"
60105,1,"n",1000,1,114,2012,"HBI"
60105,2,"o",1000,1,61,2012,"HBI"
60105,3,"s",1000,1,228,2012,"HBI"
60105,4,"w",1000,1,124,2012,"HBI"
60106,1,"n",1000,1,134,2012,"HBI"
60106,2,"o",1000,1,47,2012,"HBI"
60106,3,"s",1000,1,79,2012,"HBI"
60106,4,"w",1000,1,224,2012,"HBI"
60107,1,"n",1000,1,492,2012,"HBI"
60107,2,"o",1000,1,498,2012,"HBI"
60107,3,"s",1000,1,480,2012,"HBI"
60107,4,"w",1000,1,340,2012,"HBI"
60108,1,"n",1000,2,500,2012,"HBI"
60108,2,"o",1000,1,367,2012,"HBI"
60108,3,"s",1000,1,390,2012,"HBI"
60108,4,"w",1000,1,227,2012,"HBI"
60109,1,"n",1000,1,372,2012,"HBI"
60109,2,"o",1000,1,54,2012,"HBI"
60109,3,"s",1000,1,166,2012,"HBI"
60109,4,"w",1000,1,464,2012,"HBI"
60110,1,"n",1000,1,304,2012,"HBI"
60110,2,"o",1000,2,500,2012,"HBI"
60110,3,"s",1000,1,497,2012,"HBI"
60110,4,"w",1000,1,266,2012,"HBI"
60111,1,"n",1000,1,212,2012,"HBI"
60111,2,"o",1000,1,435,2012,"HBI"
60111,3,"s",1000,1,282,2012,"HBI"
60111,4,"w",1000,1,408,2012,"HBI"
60112,1,"n",1000,1,119,2012,"HBI"
60112,2,"o",1000,1,370,2012,"HBI"
60112,3,"s",1000,1,184,2012,"HBI"
60112,4,"w",1000,1,262,2012,"HBI"
60113,1,"n",1000,2,500,2012,"HBI"
60113,2,"o",1000,1,295,2012,"HBI"
60113,3,"s",1000,2,500,2012,"HBI"
60113,4,"w",1000,1,355,2012,"HBI"
60114,1,"n",1000,1,252,2012,"HBI"
60114,2,"o",1000,1,312,2012,"HBI"
60114,3,"s",1000,1,315,2012,"HBI"
60114,4,"w",1000,1,305,2012,"HBI"
60115,1,"n",1000,1,70,2012,"HBI"
60115,2,"o",1000,1,162,2012,"HBI"
60115,3,"s",1000,1,84,2012,"HBI"
60115,4,"w",1000,1,187,2012,"HBI"
60116,1,"n",1000,1,292,2012,"HBI"
60116,2,"o",1000,1,209,2012,"HBI"
60116,3,"s",1000,1,461,2012,"HBI"
60116,4,"w",1000,1,198,2012,"HBI"
60117,1,"n",1000,1,418,2012,"HBI"
60117,2,"o",1000,1,358,2012,"HBI"
60117,3,"s",1000,1,274,2012,"HBI"
60117,4,"w",1000,1,264,2012,"HBI"
60118,1,"n",1000,2,500,2012,"HBI"
60118,2,"o",1000,1,168,2012,"HBI"
60118,3,"w",1000,1,494,2012,"HBI"
60118,4,"s",1000,1,232,2012,"HBI"
60119,1,"n",1000,1,106,2012,"HBI"
60119,2,"o",1000,1,229,2012,"HBI"
60119,3,"s",1000,1,294,2012,"HBI"
60119,4,"w",1000,1,349,2012,"HBI"
60120,1,"n",1000,1,157,2012,"HBI"
60120,2,"o",1000,1,208,2012,"HBI"
60120,3,"s",1000,1,154,2012,"HBI"
60120,4,"w",1000,1,374,2012,"HBI"
60121,1,"n",1000,1,116,2012,"HBI"
60121,2,"o",1000,1,67,2012,"HBI"
60121,3,"s",1000,1,175,2012,"HBI"
60121,4,"w",1000,1,435,2012,"HBI"
60122,1,"n",1000,1,500,2012,"HBI"
60122,2,"o",1000,1,459,2012,"HBI"
60122,3,"s",1000,1,463,2012,"HBI"
60122,4,"w",1000,2,500,2012,"HBI"
60123,1,"n",1000,1,440,2012,"HBI"
60123,2,"o",1000,1,418,2012,"HBI"
60123,3,"s",1000,1,212,2012,"HBI"
60123,4,"w",1000,1,270,2012,"HBI"
60124,1,"n",1000,1,453,2012,"HBI"
60124,2,"o",1000,2,500,2012,"HBI"
60124,3,"s",1000,1,252,2012,"HBI"
60124,4,"w",1000,1,335,2012,"HBI"
60125,1,"n",1000,1,465,2012,"HBI"
60125,2,"o",1000,1,319,2012,"HBI"
60125,3,"s",1000,1,415,2012,"HBI"
60125,4,"w",1000,1,302,2012,"HBI"
60126,1,"n",1000,1,475,2012,"HBI"
60126,2,"o",1000,1,341,2012,"HBI"
60126,3,"s",1000,1,215,2012,"HBI"
60126,4,"w",1000,1,495,2012,"HBI"
60127,1,"n",1000,1,144,2012,"HBI"
60127,2,"o",1000,1,190,2012,"HBI"
60127,3,"s",1000,1,498,2012,"HBI"
60127,4,"w",1000,1,100,2012,"HBI"
60128,1,"n",1000,1,224,2012,"HBI"
60128,2,"o",1000,1,187,2012,"HBI"
60128,3,"s",1000,1,205,2012,"HBI"
60128,4,"w",1000,1,483,2012,"HBI"
60129,1,"n",1000,1,138,2012,"HBI"
60129,2,"o",1000,1,197,2012,"HBI"
60129,3,"s",900,1,207,2012,"HBI"
60129,4,"w",1000,1,94,2012,"HBI"
60130,1,"n",1000,1,362,2012,"HBI"
60130,2,"o",1000,1,352,2012,"HBI"
60130,3,"s",1000,1,425,2012,"HBI"
60130,4,"w",1000,1,135,2012,"HBI"
60131,1,"n",1000,1,303,2012,"HBI"
60131,2,"o",760,1,485,2012,"HBI"
60131,3,"s",1000,1,203,2012,"HBI"
60131,4,"w",1000,1,115,2012,"HBI"
60132,1,"n",1000,1,221,2012,"HBI"
60132,2,"o",1000,1,92,2012,"HBI"
60132,3,"s",1000,1,217,2012,"HBI"
60132,4,"w",1000,1,213,2012,"HBI"
60133,1,"n",1000,1,87,2012,"HBI"
60133,2,"o",1000,1,222,2012,"HBI"
60133,3,"s",1000,1,182,2012,"HBI"
60133,4,"w",1000,1,206,2012,"HBI"
60134,1,"n",1000,1,307,2012,"HBI"
60134,2,"o",1000,1,272,2012,"HBI"
60134,3,"s",1000,1,351,2012,"HBI"
60134,4,"w",1000,1,271,2012,"HBI"
60135,1,"n",1000,1,185,2012,"HBI"
60135,2,"o",1000,1,263,2012,"HBI"
60135,3,"s",1000,1,228,2012,"HBI"
60135,4,"w",1000,1,208,2012,"HBI"
60136,1,"n",1000,1,112,2012,"HBI"
60136,2,"o",1000,1,472,2012,"HBI"
60136,3,"s",1000,1,263,2012,"HBI"
60136,4,"w",1000,1,213,2012,"HBI"
60137,1,"n",1000,1,246,2012,"HBI"
60137,2,"o",1000,1,174,2012,"HBI"
60137,3,"s",1000,1,310,2012,"HBI"
60137,4,"w",1000,1,168,2012,"HBI"
60138,1,"n",1000,1,125,2012,"HBI"
60138,2,"o",1000,1,256,2012,"HBI"
60138,3,"s",1000,1,262,2012,"HBI"
60138,4,"w",1000,1,162,2012,"HBI"
60139,1,"n",1000,1,485,2012,"HBI"
60139,2,"o",1000,1,440,2012,"HBI"
60139,3,"s",500,1,494,2012,"HBI"
60139,4,"w",2315,1,463,2012,"HBI"
70001,1,"n",1000,2,500,2012,"HBI"
70001,2,"o",1000,1,374,2012,"HBI"
70001,3,"s",1000,1,478,2012,"HBI"
70001,4,"w",1000,1,454,2012,"HBI"
70002,1,"n",1000,1,360,2012,"HBI"
70002,2,"o",1000,1,190,2012,"HBI"
70002,3,"s",1000,1,206,2012,"HBI"
70002,4,"w",1000,1,495,2012,"HBI"
70003,1,"n",1000,2,500,2012,"HBI"
70003,2,"o",1000,1,465,2012,"HBI"
70003,3,"s",1000,2,500,2012,"HBI"
70003,4,"w",1000,2,500,2012,"HBI"
70004,1,"n",1000,1,336,2012,"HBI"
70004,2,"o",1000,1,119,2012,"HBI"
70004,3,"s",1000,1,100,2012,"HBI"
70004,4,"w",1000,1,182,2012,"HBI"
70005,1,"n",1000,1,498,2012,"HBI"
70005,2,"o",1000,1,152,2012,"HBI"
70005,3,"s",1000,1,258,2012,"HBI"
70005,4,"w",1000,2,500,2012,"HBI"
70006,1,"n",1000,2,500,2012,"HBI"
70006,2,"o",1000,1,330,2012,"HBI"
70006,3,"s",1000,1,487,2012,"HBI"
70006,4,"w",1000,1,435,2012,"HBI"
70007,1,"n",1000,2,500,2012,"HBI"
