"plot_ID","CCS_nr","CCS_position","CCS_dist","CCS_RG_inv_status","CCS_max_dist_cm","inv_year","inv","rem_reason"
100054,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100059,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100059,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100059,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100059,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100060,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100060,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100060,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100060,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100061,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100061,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100061,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100061,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100063,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100063,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100063,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100063,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100067,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100067,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100067,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100067,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100069,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100069,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100069,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100069,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100074,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100074,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100074,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100074,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100075,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100075,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100075,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100075,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100076,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100076,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100076,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100076,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100077,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100077,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100077,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100077,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100079,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100079,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100079,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100079,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100100,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100100,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100100,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100100,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100101,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100101,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100101,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100101,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100102,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100102,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100102,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100102,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100103,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100103,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100103,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100103,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100104,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100104,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100104,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100104,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100105,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100105,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100105,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100105,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100106,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100106,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100106,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100106,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100107,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100107,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100107,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100107,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100108,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100108,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100108,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100108,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100109,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100109,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100109,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100109,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100110,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100110,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100110,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100110,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100111,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100111,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100111,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100111,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100112,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100112,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100112,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100112,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100113,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100113,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100113,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100113,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100114,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
