"plot_ID","CCS_nr","plot_A_ha","inv_year","compartiment","B_t_ha","C_t_ha","N_t_ha"
"50076","2","0.00785398163397448","2011","ag","0","0","0"
"50076","2","0.00785398163397448","2011","bg","0","0","0"
"50076","2","0.00785398163397448","2011","total","0","0","0"
"50076","3","0.00785398163397448","2011","ag","0","0","0"
"50076","3","0.00785398163397448","2011","bg","0","0","0"
"50076","3","0.00785398163397448","2011","total","0","0","0"
"50076","4","0.00785398163397448","2011","ag","0","0","0"
"50076","4","0.00785398163397448","2011","bg","0","0","0"
"50076","4","0.00785398163397448","2011","total","0","0","0"
"50078","2","0.00785398163397448","2011","ag","0","0","0"
"50078","2","0.00785398163397448","2011","bg","0","0","0"
"50078","2","0.00785398163397448","2011","total","0","0","0"
"50078","3","0.00785398163397448","2011","ag","0","0","0"
"50078","3","0.00785398163397448","2011","bg","0","0","0"
"50078","3","0.00785398163397448","2011","total","0","0","0"
"50079","1","0.00785398163397448","2012","ag","0","0","0"
"50079","1","0.00785398163397448","2012","bg","0","0","0"
"50079","1","0.00785398163397448","2012","total","0","0","0"
"50079","2","0.00785398163397448","2012","ag","0","0","0"
"50079","2","0.00785398163397448","2012","bg","0","0","0"
"50079","2","0.00785398163397448","2012","total","0","0","0"
"50079","3","0.00785398163397448","2012","ag","0","0","0"
"50079","3","0.00785398163397448","2012","bg","0","0","0"
"50079","3","0.00785398163397448","2012","total","0","0","0"
"50079","4","0.00785398163397448","2012","ag","0","0","0"
"50079","4","0.00785398163397448","2012","bg","0","0","0"
"50079","4","0.00785398163397448","2012","total","0","0","0"
"50082","1","0.00785398163397448","2011","ag","0","0","0"
"50082","1","0.00785398163397448","2011","bg","0","0","0"
"50082","1","0.00785398163397448","2011","total","0","0","0"
"50082","2","0.00785398163397448","2011","ag","0","0","0"
"50082","2","0.00785398163397448","2011","bg","0","0","0"
"50082","2","0.00785398163397448","2011","total","0","0","0"
"50083","2","0.00785398163397448","2011","ag","0","0","0"
"50083","2","0.00785398163397448","2011","bg","0","0","0"
"50083","2","0.00785398163397448","2011","total","0","0","0"
"50083","3","0.00785398163397448","2011","ag","0","0","0"
"50083","3","0.00785398163397448","2011","bg","0","0","0"
"50083","3","0.00785398163397448","2011","total","0","0","0"
"50083","4","0.00785398163397448","2011","ag","0","0","0"
"50083","4","0.00785398163397448","2011","bg","0","0","0"
"50083","4","0.00785398163397448","2011","total","0","0","0"
"50086","1","0.00785398163397448","2011","ag","0","0","0"
"50086","1","0.00785398163397448","2011","bg","0","0","0"
"50086","1","0.00785398163397448","2011","total","0","0","0"
"50086","2","0.00785398163397448","2011","ag","0","0","0"
"50086","2","0.00785398163397448","2011","bg","0","0","0"
"50086","2","0.00785398163397448","2011","total","0","0","0"
"50086","3","0.00785398163397448","2011","ag","0","0","0"
"50086","3","0.00785398163397448","2011","bg","0","0","0"
"50086","3","0.00785398163397448","2011","total","0","0","0"
"50086","4","0.00785398163397448","2011","ag","0","0","0"
"50086","4","0.00785398163397448","2011","bg","0","0","0"
"50086","4","0.00785398163397448","2011","total","0","0","0"
"50088","3","0.00785398163397448","2012","ag","0","0","0"
"50088","3","0.00785398163397448","2012","bg","0","0","0"
"50088","3","0.00785398163397448","2012","total","0","0","0"
"50088","4","0.00785398163397448","2012","ag","0","0","0"
"50088","4","0.00785398163397448","2012","bg","0","0","0"
"50088","4","0.00785398163397448","2012","total","0","0","0"
"50090","4","0.00785398163397448","2011","ag","0","0","0"
"50090","4","0.00785398163397448","2011","bg","0","0","0"
"50090","4","0.00785398163397448","2011","total","0","0","0"
"50091","1","0.00785398163397448","2011","ag","0","0","0"
"50091","1","0.00785398163397448","2011","bg","0","0","0"
"50091","1","0.00785398163397448","2011","total","0","0","0"
"50091","2","0.00785398163397448","2011","ag","0","0","0"
"50091","2","0.00785398163397448","2011","bg","0","0","0"
"50091","2","0.00785398163397448","2011","total","0","0","0"
"50091","3","0.00785398163397448","2011","ag","0","0","0"
"50091","3","0.00785398163397448","2011","bg","0","0","0"
"50091","3","0.00785398163397448","2011","total","0","0","0"
"50091","4","0.00785398163397448","2011","ag","0","0","0"
"50091","4","0.00785398163397448","2011","bg","0","0","0"
"50091","4","0.00785398163397448","2011","total","0","0","0"
"50094","1","0.00785398163397448","2011","ag","0","0","0"
"50094","1","0.00785398163397448","2011","bg","0","0","0"
"50094","1","0.00785398163397448","2011","total","0","0","0"
"50094","2","0.00785398163397448","2011","ag","0","0","0"
"50094","2","0.00785398163397448","2011","bg","0","0","0"
"50094","2","0.00785398163397448","2011","total","0","0","0"
"50094","3","0.00785398163397448","2011","ag","0","0","0"
"50094","3","0.00785398163397448","2011","bg","0","0","0"
"50094","3","0.00785398163397448","2011","total","0","0","0"
"50094","4","0.00785398163397448","2011","ag","0","0","0"
"50094","4","0.00785398163397448","2011","bg","0","0","0"
"50094","4","0.00785398163397448","2011","total","0","0","0"
"50096","1","0.00785398163397448","2012","ag","0","0","0"
"50096","1","0.00785398163397448","2012","bg","0","0","0"
"50096","1","0.00785398163397448","2012","total","0","0","0"
"50096","2","0.00785398163397448","2012","ag","0","0","0"
"50096","2","0.00785398163397448","2012","bg","0","0","0"
"50096","2","0.00785398163397448","2012","total","0","0","0"
"50096","3","0.00785398163397448","2012","ag","0","0","0"
"50096","3","0.00785398163397448","2012","bg","0","0","0"
"50096","3","0.00785398163397448","2012","total","0","0","0"
"50096","4","0.00785398163397448","2012","ag","0","0","0"
"50096","4","0.00785398163397448","2012","bg","0","0","0"
"50096","4","0.00785398163397448","2012","total","0","0","0"
"50099","1","0.00785398163397448","2011","ag","0","0","0"
"50099","1","0.00785398163397448","2011","bg","0","0","0"
"50099","1","0.00785398163397448","2011","total","0","0","0"
"50099","2","0.00785398163397448","2011","ag","0","0","0"
"50099","2","0.00785398163397448","2011","bg","0","0","0"
"50099","2","0.00785398163397448","2011","total","0","0","0"
"50099","3","0.00785398163397448","2011","ag","0","0","0"
"50099","3","0.00785398163397448","2011","bg","0","0","0"
"50099","3","0.00785398163397448","2011","total","0","0","0"
"50099","4","0.00785398163397448","2011","ag","0","0","0"
"50099","4","0.00785398163397448","2011","bg","0","0","0"
"50099","4","0.00785398163397448","2011","total","0","0","0"
"50100","4","0.00785398163397448","2011","ag","0","0","0"
"50100","4","0.00785398163397448","2011","bg","0","0","0"
"50100","4","0.00785398163397448","2011","total","0","0","0"
"50101","1","0.00785398163397448","2011","ag","0","0","0"
"50101","1","0.00785398163397448","2011","bg","0","0","0"
"50101","1","0.00785398163397448","2011","total","0","0","0"
"50103","1","0.00785398163397448","2012","ag","0","0","0"
"50103","1","0.00785398163397448","2012","bg","0","0","0"
"50103","1","0.00785398163397448","2012","total","0","0","0"
"50103","2","0.00785398163397448","2012","ag","0","0","0"
"50103","2","0.00785398163397448","2012","bg","0","0","0"
"50103","2","0.00785398163397448","2012","total","0","0","0"
"50103","3","0.00785398163397448","2012","ag","0","0","0"
"50103","3","0.00785398163397448","2012","bg","0","0","0"
"50103","3","0.00785398163397448","2012","total","0","0","0"
"50103","4","0.00785398163397448","2012","ag","0","0","0"
"50103","4","0.00785398163397448","2012","bg","0","0","0"
"50103","4","0.00785398163397448","2012","total","0","0","0"
"50104","1","0.00785398163397448","2012","ag","0","0","0"
"50104","1","0.00785398163397448","2012","bg","0","0","0"
"50104","1","0.00785398163397448","2012","total","0","0","0"
"50104","2","0.00785398163397448","2012","ag","0","0","0"
"50104","2","0.00785398163397448","2012","bg","0","0","0"
"50104","2","0.00785398163397448","2012","total","0","0","0"
"50104","3","0.00785398163397448","2012","ag","0","0","0"
"50104","3","0.00785398163397448","2012","bg","0","0","0"
"50104","3","0.00785398163397448","2012","total","0","0","0"
"50104","4","0.00785398163397448","2012","ag","0","0","0"
"50104","4","0.00785398163397448","2012","bg","0","0","0"
"50104","4","0.00785398163397448","2012","total","0","0","0"
"50106","1","0.00785398163397448","2011","ag","0","0","0"
"50106","1","0.00785398163397448","2011","bg","0","0","0"
"50106","1","0.00785398163397448","2011","total","0","0","0"
"50106","2","0.00785398163397448","2011","ag","0","0","0"
"50106","2","0.00785398163397448","2011","bg","0","0","0"
"50106","2","0.00785398163397448","2011","total","0","0","0"
"50106","4","0.00785398163397448","2011","ag","0","0","0"
"50106","4","0.00785398163397448","2011","bg","0","0","0"
"50106","4","0.00785398163397448","2011","total","0","0","0"
"50111","1","0.00785398163397448","2011","ag","0","0","0"
"50111","1","0.00785398163397448","2011","bg","0","0","0"
"50111","1","0.00785398163397448","2011","total","0","0","0"
"50111","2","0.00785398163397448","2011","ag","0","0","0"
"50111","2","0.00785398163397448","2011","bg","0","0","0"
"50111","2","0.00785398163397448","2011","total","0","0","0"
"50111","4","0.00785398163397448","2011","ag","0","0","0"
"50111","4","0.00785398163397448","2011","bg","0","0","0"
"50111","4","0.00785398163397448","2011","total","0","0","0"
"50112","1","0.00785398163397448","2011","ag","0","0","0"
"50112","1","0.00785398163397448","2011","bg","0","0","0"
"50112","1","0.00785398163397448","2011","total","0","0","0"
"50112","2","0.00785398163397448","2011","ag","0","0","0"
"50112","2","0.00785398163397448","2011","bg","0","0","0"
"50112","2","0.00785398163397448","2011","total","0","0","0"
"50112","3","0.00785398163397448","2011","ag","0","0","0"
"50112","3","0.00785398163397448","2011","bg","0","0","0"
"50112","3","0.00785398163397448","2011","total","0","0","0"
"50117","3","0.00785398163397448","2012","ag","0","0","0"
"50117","3","0.00785398163397448","2012","bg","0","0","0"
"50117","3","0.00785398163397448","2012","total","0","0","0"
"50117","4","0.00785398163397448","2012","ag","0","0","0"
"50117","4","0.00785398163397448","2012","bg","0","0","0"
"50117","4","0.00785398163397448","2012","total","0","0","0"
"50122","1","0.00785398163397448","2012","ag","0","0","0"
"50122","1","0.00785398163397448","2012","bg","0","0","0"
"50122","1","0.00785398163397448","2012","total","0","0","0"
"50122","2","0.00785398163397448","2012","ag","0","0","0"
"50122","2","0.00785398163397448","2012","bg","0","0","0"
"50122","2","0.00785398163397448","2012","total","0","0","0"
"50122","3","0.00785398163397448","2012","ag","0","0","0"
"50122","3","0.00785398163397448","2012","bg","0","0","0"
"50122","3","0.00785398163397448","2012","total","0","0","0"
"50123","1","0.00785398163397448","2012","ag","0","0","0"
"50123","1","0.00785398163397448","2012","bg","0","0","0"
"50123","1","0.00785398163397448","2012","total","0","0","0"
"50123","2","0.00785398163397448","2012","ag","0","0","0"
"50123","2","0.00785398163397448","2012","bg","0","0","0"
"50123","2","0.00785398163397448","2012","total","0","0","0"
"50123","3","0.00785398163397448","2012","ag","0","0","0"
"50123","3","0.00785398163397448","2012","bg","0","0","0"
"50123","3","0.00785398163397448","2012","total","0","0","0"
"50123","4","0.00785398163397448","2012","ag","0","0","0"
"50123","4","0.00785398163397448","2012","bg","0","0","0"
"50123","4","0.00785398163397448","2012","total","0","0","0"
"50128","1","0.00785398163397448","2011","ag","0","0","0"
"50128","1","0.00785398163397448","2011","bg","0","0","0"
"50128","1","0.00785398163397448","2011","total","0","0","0"
"50128","2","0.00785398163397448","2011","ag","0","0","0"
"50128","2","0.00785398163397448","2011","bg","0","0","0"
"50128","2","0.00785398163397448","2011","total","0","0","0"
"50128","3","0.00785398163397448","2011","ag","0","0","0"
"50128","3","0.00785398163397448","2011","bg","0","0","0"
"50128","3","0.00785398163397448","2011","total","0","0","0"
"50128","4","0.00785398163397448","2011","ag","0","0","0"
"50128","4","0.00785398163397448","2011","bg","0","0","0"
"50128","4","0.00785398163397448","2011","total","0","0","0"
"50129","1","0.00785398163397448","2012","ag","0","0","0"
"50129","1","0.00785398163397448","2012","bg","0","0","0"
"50129","1","0.00785398163397448","2012","total","0","0","0"
"50129","2","0.00785398163397448","2012","ag","0","0","0"
"50129","2","0.00785398163397448","2012","bg","0","0","0"
"50129","2","0.00785398163397448","2012","total","0","0","0"
"50129","3","0.00785398163397448","2012","ag","0","0","0"
"50129","3","0.00785398163397448","2012","bg","0","0","0"
"50129","3","0.00785398163397448","2012","total","0","0","0"
"50129","4","0.00785398163397448","2012","ag","0","0","0"
"50129","4","0.00785398163397448","2012","bg","0","0","0"
"50129","4","0.00785398163397448","2012","total","0","0","0"
"50134","1","0.00785398163397448","2011","ag","0","0","0"
"50134","1","0.00785398163397448","2011","bg","0","0","0"
"50134","1","0.00785398163397448","2011","total","0","0","0"
"50134","3","0.00785398163397448","2011","ag","0","0","0"
"50134","3","0.00785398163397448","2011","bg","0","0","0"
"50134","3","0.00785398163397448","2011","total","0","0","0"
"50134","4","0.00785398163397448","2011","ag","0","0","0"
"50134","4","0.00785398163397448","2011","bg","0","0","0"
"50134","4","0.00785398163397448","2011","total","0","0","0"
"50137","1","0.00785398163397448","2011","ag","0","0","0"
"50137","1","0.00785398163397448","2011","bg","0","0","0"
"50137","1","0.00785398163397448","2011","total","0","0","0"
"50137","3","0.00785398163397448","2011","ag","0","0","0"
"50137","3","0.00785398163397448","2011","bg","0","0","0"
"50137","3","0.00785398163397448","2011","total","0","0","0"
"50137","4","0.00785398163397448","2011","ag","0","0","0"
"50137","4","0.00785398163397448","2011","bg","0","0","0"
"50137","4","0.00785398163397448","2011","total","0","0","0"
"50140","2","0.00785398163397448","2011","ag","0","0","0"
"50140","2","0.00785398163397448","2011","bg","0","0","0"
"50140","2","0.00785398163397448","2011","total","0","0","0"
"50144","1","0.00785398163397448","2011","ag","0","0","0"
"50144","1","0.00785398163397448","2011","bg","0","0","0"
"50144","1","0.00785398163397448","2011","total","0","0","0"
"50144","3","0.00785398163397448","2011","ag","0","0","0"
"50144","3","0.00785398163397448","2011","bg","0","0","0"
"50144","3","0.00785398163397448","2011","total","0","0","0"
"50144","4","0.00785398163397448","2011","ag","0","0","0"
"50144","4","0.00785398163397448","2011","bg","0","0","0"
"50144","4","0.00785398163397448","2011","total","0","0","0"
"50145","1","0.00785398163397448","2011","ag","0","0","0"
"50145","1","0.00785398163397448","2011","bg","0","0","0"
"50145","1","0.00785398163397448","2011","total","0","0","0"
"50145","2","0.00785398163397448","2011","ag","0","0","0"
"50145","2","0.00785398163397448","2011","bg","0","0","0"
"50145","2","0.00785398163397448","2011","total","0","0","0"
"50145","3","0.00785398163397448","2011","ag","0","0","0"
"50145","3","0.00785398163397448","2011","bg","0","0","0"
"50145","3","0.00785398163397448","2011","total","0","0","0"
"50145","4","0.00785398163397448","2011","ag","0","0","0"
"50145","4","0.00785398163397448","2011","bg","0","0","0"
"50145","4","0.00785398163397448","2011","total","0","0","0"
"60004","2","0.00785398163397448","2012","ag","0","0","0"
"60004","2","0.00785398163397448","2012","bg","0","0","0"
"60004","2","0.00785398163397448","2012","total","0","0","0"
"60006","4","0.00785398163397448","2012","ag","0","0","0"
"60006","4","0.00785398163397448","2012","bg","0","0","0"
"60006","4","0.00785398163397448","2012","total","0","0","0"
"60008","1","0.00785398163397448","2011","ag","0","0","0"
"60008","1","0.00785398163397448","2011","bg","0","0","0"
"60008","1","0.00785398163397448","2011","total","0","0","0"
"60008","3","0.00785398163397448","2011","ag","0","0","0"
"60008","3","0.00785398163397448","2011","bg","0","0","0"
"60008","3","0.00785398163397448","2011","total","0","0","0"
"60008","4","0.00785398163397448","2011","ag","0","0","0"
"60008","4","0.00785398163397448","2011","bg","0","0","0"
"60008","4","0.00785398163397448","2011","total","0","0","0"
"60010","4","0.00785398163397448","2011","ag","0","0","0"
"60010","4","0.00785398163397448","2011","bg","0","0","0"
"60010","4","0.00785398163397448","2011","total","0","0","0"
"60012","1","0.00785398163397448","2011","ag","0","0","0"
"60012","1","0.00785398163397448","2011","bg","0","0","0"
"60012","1","0.00785398163397448","2011","total","0","0","0"
"60012","2","0.00785398163397448","2011","ag","0","0","0"
"60012","2","0.00785398163397448","2011","bg","0","0","0"
"60012","2","0.00785398163397448","2011","total","0","0","0"
"60012","3","0.00785398163397448","2011","ag","0","0","0"
"60012","3","0.00785398163397448","2011","bg","0","0","0"
"60012","3","0.00785398163397448","2011","total","0","0","0"
"60012","4","0.00785398163397448","2011","ag","0","0","0"
"60012","4","0.00785398163397448","2011","bg","0","0","0"
"60012","4","0.00785398163397448","2011","total","0","0","0"
"60020","1","0.00785398163397448","2012","ag","0","0","0"
"60020","1","0.00785398163397448","2012","bg","0","0","0"
"60020","1","0.00785398163397448","2012","total","0","0","0"
"60023","3","0.00785398163397448","2012","ag","0","0","0"
"60023","3","0.00785398163397448","2012","bg","0","0","0"
"60023","3","0.00785398163397448","2012","total","0","0","0"
"60023","4","0.00785398163397448","2012","ag","0","0","0"
"60023","4","0.00785398163397448","2012","bg","0","0","0"
"60023","4","0.00785398163397448","2012","total","0","0","0"
"60027","3","0.00785398163397448","2011","ag","0","0","0"
"60027","3","0.00785398163397448","2011","bg","0","0","0"
"60027","3","0.00785398163397448","2011","total","0","0","0"
"60027","4","0.00785398163397448","2011","ag","0","0","0"
"60027","4","0.00785398163397448","2011","bg","0","0","0"
"60027","4","0.00785398163397448","2011","total","0","0","0"
"60028","1","0.00785398163397448","2012","ag","0","0","0"
"60028","1","0.00785398163397448","2012","bg","0","0","0"
"60028","1","0.00785398163397448","2012","total","0","0","0"
"60028","2","0.00785398163397448","2012","ag","0","0","0"
"60028","2","0.00785398163397448","2012","bg","0","0","0"
"60028","2","0.00785398163397448","2012","total","0","0","0"
"60035","1","0.00785398163397448","2012","ag","0","0","0"
"60035","1","0.00785398163397448","2012","bg","0","0","0"
"60035","1","0.00785398163397448","2012","total","0","0","0"
"60036","3","0.00785398163397448","2011","ag","0","0","0"
"60036","3","0.00785398163397448","2011","bg","0","0","0"
"60036","3","0.00785398163397448","2011","total","0","0","0"
"60036","4","0.00785398163397448","2011","ag","0","0","0"
"60036","4","0.00785398163397448","2011","bg","0","0","0"
"60036","4","0.00785398163397448","2011","total","0","0","0"
"60043","3","0.00785398163397448","2011","ag","0","0","0"
"60043","3","0.00785398163397448","2011","bg","0","0","0"
"60043","3","0.00785398163397448","2011","total","0","0","0"
"60046","2","0.00785398163397448","2012","ag","0","0","0"
"60046","2","0.00785398163397448","2012","bg","0","0","0"
"60046","2","0.00785398163397448","2012","total","0","0","0"
"60046","3","0.00785398163397448","2012","ag","0","0","0"
"60046","3","0.00785398163397448","2012","bg","0","0","0"
"60046","3","0.00785398163397448","2012","total","0","0","0"
"60047","2","0.00785398163397448","2012","ag","0","0","0"
"60047","2","0.00785398163397448","2012","bg","0","0","0"
"60047","2","0.00785398163397448","2012","total","0","0","0"
"60047","3","0.00785398163397448","2012","ag","0","0","0"
"60047","3","0.00785398163397448","2012","bg","0","0","0"
"60047","3","0.00785398163397448","2012","total","0","0","0"
"60047","4","0.00785398163397448","2012","ag","0","0","0"
"60047","4","0.00785398163397448","2012","bg","0","0","0"
"60047","4","0.00785398163397448","2012","total","0","0","0"
"60049","1","0.00785398163397448","2012","ag","0","0","0"
"60049","1","0.00785398163397448","2012","bg","0","0","0"
"60049","1","0.00785398163397448","2012","total","0","0","0"
"60064","1","0.00785398163397448","2011","ag","0","0","0"
"60064","1","0.00785398163397448","2011","bg","0","0","0"
"60064","1","0.00785398163397448","2011","total","0","0","0"
"60064","2","0.00785398163397448","2011","ag","0","0","0"
"60064","2","0.00785398163397448","2011","bg","0","0","0"
"60064","2","0.00785398163397448","2011","total","0","0","0"
"60067","1","0.00785398163397448","2011","ag","0","0","0"
"60067","1","0.00785398163397448","2011","bg","0","0","0"
"60067","1","0.00785398163397448","2011","total","0","0","0"
"60067","2","0.00785398163397448","2011","ag","0","0","0"
"60067","2","0.00785398163397448","2011","bg","0","0","0"
"60067","2","0.00785398163397448","2011","total","0","0","0"
"60067","3","0.00785398163397448","2011","ag","0","0","0"
"60067","3","0.00785398163397448","2011","bg","0","0","0"
"60067","3","0.00785398163397448","2011","total","0","0","0"
"60067","4","0.00785398163397448","2011","ag","0","0","0"
"60067","4","0.00785398163397448","2011","bg","0","0","0"
"60067","4","0.00785398163397448","2011","total","0","0","0"
"60068","4","0.00785398163397448","2012","ag","0","0","0"
"60068","4","0.00785398163397448","2012","bg","0","0","0"
"60068","4","0.00785398163397448","2012","total","0","0","0"
"60072","4","0.00785398163397448","2011","ag","0","0","0"
"60072","4","0.00785398163397448","2011","bg","0","0","0"
"60072","4","0.00785398163397448","2011","total","0","0","0"
"60074","2","0.00785398163397448","2011","ag","0","0","0"
"60074","2","0.00785398163397448","2011","bg","0","0","0"
"60074","2","0.00785398163397448","2011","total","0","0","0"
"60076","3","0.00785398163397448","2011","ag","0","0","0"
"60076","3","0.00785398163397448","2011","bg","0","0","0"
"60076","3","0.00785398163397448","2011","total","0","0","0"
"60086","2","0.00785398163397448","2011","ag","0","0","0"
"60086","2","0.00785398163397448","2011","bg","0","0","0"
"60086","2","0.00785398163397448","2011","total","0","0","0"
"60090","2","0.00785398163397448","2011","ag","0","0","0"
"60090","2","0.00785398163397448","2011","bg","0","0","0"
"60090","2","0.00785398163397448","2011","total","0","0","0"
"60090","3","0.00785398163397448","2011","ag","0","0","0"
"60090","3","0.00785398163397448","2011","bg","0","0","0"
"60090","3","0.00785398163397448","2011","total","0","0","0"
"60090","4","0.00785398163397448","2011","ag","0","0","0"
"60090","4","0.00785398163397448","2011","bg","0","0","0"
"60090","4","0.00785398163397448","2011","total","0","0","0"
"60093","2","0.00785398163397448","2011","ag","0","0","0"
"60093","2","0.00785398163397448","2011","bg","0","0","0"
"60093","2","0.00785398163397448","2011","total","0","0","0"
"60093","3","0.00785398163397448","2011","ag","0","0","0"
"60093","3","0.00785398163397448","2011","bg","0","0","0"
"60093","3","0.00785398163397448","2011","total","0","0","0"
"60095","1","0.00785398163397448","2011","ag","0","0","0"
"60095","1","0.00785398163397448","2011","bg","0","0","0"
"60095","1","0.00785398163397448","2011","total","0","0","0"
"60095","2","0.00785398163397448","2011","ag","0","0","0"
"60095","2","0.00785398163397448","2011","bg","0","0","0"
"60095","2","0.00785398163397448","2011","total","0","0","0"
"60095","3","0.00785398163397448","2011","ag","0","0","0"
"60095","3","0.00785398163397448","2011","bg","0","0","0"
"60095","3","0.00785398163397448","2011","total","0","0","0"
"60100","1","0.00785398163397448","2011","ag","0","0","0"
"60100","1","0.00785398163397448","2011","bg","0","0","0"
"60100","1","0.00785398163397448","2011","total","0","0","0"
"60100","2","0.00785398163397448","2011","ag","0","0","0"
"60100","2","0.00785398163397448","2011","bg","0","0","0"
"60100","2","0.00785398163397448","2011","total","0","0","0"
"60100","3","0.00785398163397448","2011","ag","0","0","0"
"60100","3","0.00785398163397448","2011","bg","0","0","0"
"60100","3","0.00785398163397448","2011","total","0","0","0"
"60100","4","0.00785398163397448","2011","ag","0","0","0"
"60100","4","0.00785398163397448","2011","bg","0","0","0"
"60100","4","0.00785398163397448","2011","total","0","0","0"
"60104","1","0.00785398163397448","2012","ag","0","0","0"
"60104","1","0.00785398163397448","2012","bg","0","0","0"
"60104","1","0.00785398163397448","2012","total","0","0","0"
"60104","2","0.00785398163397448","2012","ag","0","0","0"
"60104","2","0.00785398163397448","2012","bg","0","0","0"
"60104","2","0.00785398163397448","2012","total","0","0","0"
"60104","3","0.00785398163397448","2012","ag","0","0","0"
"60104","3","0.00785398163397448","2012","bg","0","0","0"
"60104","3","0.00785398163397448","2012","total","0","0","0"
"60104","4","0.00785398163397448","2012","ag","0","0","0"
"60104","4","0.00785398163397448","2012","bg","0","0","0"
"60104","4","0.00785398163397448","2012","total","0","0","0"
"60108","1","0.00785398163397448","2012","ag","0","0","0"
"60108","1","0.00785398163397448","2012","bg","0","0","0"
"60108","1","0.00785398163397448","2012","total","0","0","0"
"60110","2","0.00785398163397448","2012","ag","0","0","0"
"60110","2","0.00785398163397448","2012","bg","0","0","0"
"60110","2","0.00785398163397448","2012","total","0","0","0"
"60113","1","0.00785398163397448","2012","ag","0","0","0"
"60113","1","0.00785398163397448","2012","bg","0","0","0"
"60113","1","0.00785398163397448","2012","total","0","0","0"
"60113","3","0.00785398163397448","2012","ag","0","0","0"
"60113","3","0.00785398163397448","2012","bg","0","0","0"
"60113","3","0.00785398163397448","2012","total","0","0","0"
"60118","1","0.00785398163397448","2012","ag","0","0","0"
"60118","1","0.00785398163397448","2012","bg","0","0","0"
"60118","1","0.00785398163397448","2012","total","0","0","0"
"60122","4","0.00785398163397448","2012","ag","0","0","0"
"60122","4","0.00785398163397448","2012","bg","0","0","0"
"60122","4","0.00785398163397448","2012","total","0","0","0"
"60124","2","0.00785398163397448","2012","ag","0","0","0"
"60124","2","0.00785398163397448","2012","bg","0","0","0"
"60124","2","0.00785398163397448","2012","total","0","0","0"
"70001","1","0.00785398163397448","2012","ag","0","0","0"
"70001","1","0.00785398163397448","2012","bg","0","0","0"
"70001","1","0.00785398163397448","2012","total","0","0","0"
"70003","1","0.00785398163397448","2012","ag","0","0","0"
"70003","1","0.00785398163397448","2012","bg","0","0","0"
"70003","1","0.00785398163397448","2012","total","0","0","0"
"70003","3","0.00785398163397448","2012","ag","0","0","0"
"70003","3","0.00785398163397448","2012","bg","0","0","0"
"70003","3","0.00785398163397448","2012","total","0","0","0"
"70003","4","0.00785398163397448","2012","ag","0","0","0"
"70003","4","0.00785398163397448","2012","bg","0","0","0"
"70003","4","0.00785398163397448","2012","total","0","0","0"
"70005","4","0.00785398163397448","2012","ag","0","0","0"
"70005","4","0.00785398163397448","2012","bg","0","0","0"
"70005","4","0.00785398163397448","2012","total","0","0","0"
"70006","1","0.00785398163397448","2012","ag","0","0","0"
"70006","1","0.00785398163397448","2012","bg","0","0","0"
"70006","1","0.00785398163397448","2012","total","0","0","0"
"70007","1","0.00785398163397448","2012","ag","0","0","0"
"70007","1","0.00785398163397448","2012","bg","0","0","0"
"70007","1","0.00785398163397448","2012","total","0","0","0"
"70007","2","0.00785398163397448","2012","ag","0","0","0"
"70007","2","0.00785398163397448","2012","bg","0","0","0"
"70007","2","0.00785398163397448","2012","total","0","0","0"
"70007","4","0.00785398163397448","2012","ag","0","0","0"
"70007","4","0.00785398163397448","2012","bg","0","0","0"
"70007","4","0.00785398163397448","2012","total","0","0","0"
"70008","4","0.00785398163397448","2012","ag","0","0","0"
"70008","4","0.00785398163397448","2012","bg","0","0","0"
"70008","4","0.00785398163397448","2012","total","0","0","0"
"70009","1","0.00785398163397448","2012","ag","0","0","0"
"70009","1","0.00785398163397448","2012","bg","0","0","0"
"70009","1","0.00785398163397448","2012","total","0","0","0"
"70009","4","0.00785398163397448","2012","ag","0","0","0"
"70009","4","0.00785398163397448","2012","bg","0","0","0"
"70009","4","0.00785398163397448","2012","total","0","0","0"
"70014","1","0.00785398163397448","2012","ag","0","0","0"
"70014","1","0.00785398163397448","2012","bg","0","0","0"
"70014","1","0.00785398163397448","2012","total","0","0","0"
"70014","3","0.00785398163397448","2012","ag","0","0","0"
"70014","3","0.00785398163397448","2012","bg","0","0","0"
"70014","3","0.00785398163397448","2012","total","0","0","0"
"70014","4","0.00785398163397448","2012","ag","0","0","0"
"70014","4","0.00785398163397448","2012","bg","0","0","0"
"70014","4","0.00785398163397448","2012","total","0","0","0"
"70015","1","0.00785398163397448","2012","ag","0","0","0"
"70015","1","0.00785398163397448","2012","bg","0","0","0"
"70015","1","0.00785398163397448","2012","total","0","0","0"
"70015","4","0.00785398163397448","2012","ag","0","0","0"
"70015","4","0.00785398163397448","2012","bg","0","0","0"
"70015","4","0.00785398163397448","2012","total","0","0","0"
"70018","2","0.00785398163397448","2012","ag","0","0","0"
"70018","2","0.00785398163397448","2012","bg","0","0","0"
"70018","2","0.00785398163397448","2012","total","0","0","0"
"70018","3","0.00785398163397448","2012","ag","0","0","0"
"70018","3","0.00785398163397448","2012","bg","0","0","0"
"70018","3","0.00785398163397448","2012","total","0","0","0"
"70018","4","0.00785398163397448","2012","ag","0","0","0"
"70018","4","0.00785398163397448","2012","bg","0","0","0"
"70018","4","0.00785398163397448","2012","total","0","0","0"
