"plot_ID","CCS_nr","tree_ID","SP_code","H_cm","D_class_cm","inv_year","inv","rem_reason"
100044,2,9,"tei",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
100044,2,10,"tei",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
100044,3,1,"tei",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
100044,3,2,"tei",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
100044,3,3,"tei",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
100044,3,4,"tei",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
100044,3,5,"tei",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
100044,3,6,"tei",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
100045,2,1,"kir",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
100045,2,2,"kir",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
100045,2,3,"rbu",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
100045,2,4,"rbu",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
100045,2,5,"rbu",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
100045,2,6,"rbu",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
100045,2,7,"kir",20,0,2011,"HBI","RG circle excluded during inventory status sorting"
100045,2,8,"kir",20,0,2011,"HBI","RG circle excluded during inventory status sorting"
100045,2,9,"kir",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
100045,2,10,"rbu",10,0,2011,"HBI","RG circle excluded during inventory status sorting"
120027,1,1,"-9",-9,-9,2012,"HBI","RG circle excluded during inventory status sorting"
130070,1,1,"-9",-9,-9,2012,"HBI","RG circle excluded during inventory status sorting"
