"plot_ID","e_ID","e_form","X","Y","CCS_r_m","stand"
10003,0,0,17.84,0,17.84,"A"
10003,0,0,17.8155509000216,-0.933673459374117,17.84,"A"
10003,0,0,17.74227061337,-1.86478778469494,17.84,"A"
10003,0,0,17.6203599962173,-2.79079085631772,17.84,"A"
10003,0,0,17.4501531970911,-3.70914456418882,17.84,"A"
10003,0,0,17.232116740997,-4.61733176462897,17.84,"A"
10003,0,0,16.9668482507055,-5.51286317964906,17.84,"A"
10003,0,0,16.6550748087101,-6.39328421988815,17.84,"A"
10003,0,0,16.297650964344,-7.25618171247227,17.84,"A"
10003,0,0,15.8955563915205,-8.09919051535351,17.84,"A"
10003,0,0,15.4498932035144,-8.91999999999999,17.84,"A"
10003,0,0,14.9618829321464,-9.71636038466808,17.84,"A"
10003,0,0,14.4328631796491,-10.4860889008977,17.84,"A"
10003,0,0,13.8642839523924,-11.2270757763291,17.84,"A"
10003,0,0,13.2577036865167,-11.937290017442,17.84,"A"
10003,0,0,12.614784976368,-12.614784976368,17.84,"A"
10003,0,0,11.937290017442,-13.2577036865167,17.84,"A"
10003,0,0,12.5953701935763,-12.6332089173078,17.84,"A"
10003,0,0,-12.6175723258019,12.6118477229324,17.84,"A"
10003,0,0,-12.6147849763681,12.6147849763679,17.84,"A"
10003,0,0,-11.9372900174422,13.2577036865166,17.84,"A"
10003,0,0,-11.2270757763292,13.8642839523923,17.84,"A"
10003,0,0,-10.4860889008979,14.432863179649,17.84,"A"
10003,0,0,-9.71636038466821,14.9618829321463,17.84,"A"
10003,0,0,-8.92000000000013,15.4498932035143,17.84,"A"
10003,0,0,-8.09919051535364,15.8955563915204,17.84,"A"
10003,0,0,-7.2561817124724,16.2976509643439,17.84,"A"
10003,0,0,-6.39328421988828,16.65507480871,17.84,"A"
10003,0,0,-5.51286317964919,16.9668482507055,17.84,"A"
10003,0,0,-4.61733176462909,17.2321167409969,17.84,"A"
10003,0,0,-3.70914456418894,17.4501531970911,17.84,"A"
