"plot_ID","CCS_nr","CCS_position","CCS_dist","CCS_RG_inv_status","CCS_max_dist_cm","inv_year","inv","e_ID","e_form","CCS_gon","stand","area_m2"
100002,1,"n",1000,1,500,2011,"HBI",NA,NA,0,"A","78.5398163397448"
100002,2,"o",1000,1,380,2011,"HBI",NA,NA,100,"A","45.3645979178366"
100002,3,"s",1000,1,138,2011,"HBI",NA,NA,200,"A","5.9828490494964"
100002,4,"w",1000,1,326,2011,"HBI",NA,NA,300,"A","33.3875900852909"
100003,1,"n",1000,1,300,2011,"HBI",NA,NA,0,"A","28.2743338823081"
100003,2,"o",1000,1,280,2011,"HBI",NA,NA,100,"A","24.630086404144"
100003,3,"s",1000,1,300,2011,"HBI",NA,NA,200,"A","28.2743338823081"
100003,4,"w",1000,1,500,2011,"HBI",NA,NA,300,"A","78.5398163397448"
100004,1,"n",1000,1,90,2011,"HBI",NA,NA,0,"A","2.54469004940773"
100004,2,"o",1000,1,140,2011,"HBI",NA,NA,100,"A","6.15752160103599"
100004,3,"s",1000,1,200,2011,"HBI",NA,NA,200,"A","12.5663706143592"
100004,4,"w",1000,1,110,2011,"HBI",NA,NA,300,"A","3.80132711084365"
100009,1,"n",1000,1,495,2011,"HBI",NA,NA,0,"A","76.9768739945839"
100009,2,"o",1000,1,500,2011,"HBI",NA,NA,100,"A","78.5398163397448"
100009,3,"s",1000,1,500,2011,"HBI",NA,NA,200,"A","78.5398163397448"
100009,4,"w",1000,1,370,2011,"HBI",NA,NA,300,"A","43.0084034276443"
10001,1,"n",1000,1,308,2012,"HBI",NA,NA,0,"A","29.8024045490142"
10001,2,"o",1000,1,307,2012,"HBI",NA,NA,100,"A","29.6091966008184"
10001,3,"s",1000,2,500,2012,"HBI",NA,NA,200,"A","78.5398163397448"
10001,4,"w",1000,2,500,2012,"HBI",NA,NA,300,"A","78.5398163397448"
100010,1,"n",1000,2,500,2011,"HBI",NA,NA,0,"A","78.5398163397448"
100010,2,"o",1000,2,500,2011,"HBI",NA,NA,100,"A","78.5398163397448"
100010,3,"s",1000,2,500,2011,"HBI",NA,NA,200,"A","78.5398163397448"
100010,4,"w",1000,2,500,2011,"HBI",NA,NA,300,"A","78.5398163397448"
100011,1,"n",1000,1,500,2011,"HBI",NA,NA,0,"A","78.5398163397448"
100011,3,"s",1000,1,500,2011,"HBI",NA,NA,200,"A","78.5398163397448"
100011,4,"w",1000,1,500,2011,"HBI",NA,NA,300,"A","78.5398163397448"
100013,1,"n",1000,1,500,2011,"HBI",NA,NA,0,"A","78.5398163397448"
100013,2,"o",1000,1,500,2011,"HBI",NA,NA,100,"A","78.5398163397448"
100013,3,"s",1000,1,500,2011,"HBI",NA,NA,200,"A","78.5398163397448"
100013,4,"w",1000,1,500,2011,"HBI",NA,NA,300,"A","78.5398163397448"
100014,1,"n",1000,1,300,2011,"HBI",NA,NA,0,"A","28.2743338823081"
100014,2,"o",1000,1,500,2011,"HBI",NA,NA,100,"A","78.5398163397448"
100014,3,"s",1000,1,260,2011,"HBI",NA,NA,200,"A","21.237166338267"
100014,4,"w",1000,1,500,2011,"HBI",NA,NA,300,"A","78.5398163397448"
100015,1,"n",1000,1,500,2011,"HBI",NA,NA,0,"A","78.5398163397448"
100015,2,"o",1000,1,500,2011,"HBI",NA,NA,100,"A","78.5398163397448"
100015,3,"s",1000,2,500,2011,"HBI",NA,NA,200,"A","78.5398163397448"
100015,4,"w",1000,1,500,2011,"HBI",NA,NA,300,"A","78.5398163397448"
100016,1,"n",1000,1,270,2011,"HBI",NA,NA,0,"A","22.9022104446696"
100016,2,"o",1000,1,260,2011,"HBI",NA,NA,100,"A","21.237166338267"
100016,3,"s",1000,1,495,2011,"HBI",NA,NA,200,"A","76.9768739945839"
100016,4,"w",1000,1,265,2011,"HBI",NA,NA,300,"A","22.0618344098343"
100018,2,"o",1000,1,500,2011,"HBI",1,1,100,"warning","78.5039343644157"
100018,4,"w",1000,1,500,2011,"HBI",1,1,300,"A","78.5039343644158"
10002,1,"n",1000,1,473,2012,"HBI",NA,NA,0,"A","70.2865382794991"
10002,2,"o",1000,1,359,2012,"HBI",NA,NA,100,"A","40.4891602787306"
10002,3,"s",1000,1,389,2012,"HBI",NA,NA,200,"A","47.5388941933861"
10002,4,"w",1000,1,381,2012,"HBI",NA,NA,300,"A","45.6036731187748"
100020,3,"s",1000,1,72,2011,"HBI",NA,NA,200,"A","1.62860163162095"
100021,1,"n",1000,1,230,2011,"HBI",1,1,0,"A","16.6114325115104"
100021,2,"o",1000,1,500,2011,"HBI",1,1,100,"warning","78.5039343644157"
100021,3,"s",1000,1,500,2011,"HBI",1,1,200,"warning","78.5039343644158"
100021,4,"w",1000,1,500,2011,"HBI",1,1,300,"A","78.5039343644158"
100022,1,"n",1000,1,165,2011,"HBI",1,1,0,"warning","8.54907845228488"
100022,2,"o",1000,2,500,2011,"HBI",1,1,100,"A","78.5398163397448"
100022,3,"s",1000,2,500,2011,"HBI",1,1,200,NA,"78.5039343644158"
