"plot_ID","tree_ID","inv_year","lon","lat","t_stat"
10001,1,2012,-3.05202866141008,8.47733572827757,"A"
10001,2,2012,-1.14197159479369,7.2101248863445,"A"
10001,3,2012,-1.30085180716768,16.5288893932953,"A"
10001,4,2012,13.6895296100739,7.24823282289628,"A"
10001,5,2012,9.78328552508184,5.17998304386455,"A"
10001,6,2012,16.9967323382836,1.87645671965688,"A"
10001,7,2012,9.69922068588073,0.45740363639063,"A"
10001,8,2012,8.1109857846912,-0.382504379762298,"A"
10001,9,2012,4.36784366879825,-0.137265017171421,"A"
10001,10,2012,-3.53396811999011,7.51006453546796,"A"
10001,11,2012,1.56754122807688,-0.198026509031601,"A"
10001,12,2012,1.2804293385272,-3.55652930664697,"A"
10001,13,2012,6.27797187634959,-4.56121355778959,"A"
10001,14,2012,6.88131037796435,-4.67653370372973,"A"
10001,15,2012,-1.30153474913472,8.21756699375154,"A"
10001,16,2012,-1.42357295031351,8.15670522056153,"A"
10001,17,2012,-2.3909537787562,8.2297168862514,"A"
10001,18,2012,-2.99128450554949,9.20622707773709,"A"
10001,19,2012,9.79566227523613,-6.43454742693811,"A"
10001,20,2012,8.01136521536131,-7.52317269415629,"A"
10001,21,2012,1.0787185398861,-0.892393585648166,"A"
10001,22,2012,5.52142809999825,-15.3363565339539,"A"
10001,23,2012,-3.52554349953532,-11.459958247432,"A"
10001,24,2012,-5.39302469683053,-13.6212255182629,"A"
10001,25,2012,-5.9848500506939,-6.17588616076343,"A"
10001,26,2012,-9.31987577519939,-6.77128610640929,"A"
10001,27,2012,-8.60813830808248,-4.90999540416516,"A"
10001,28,2012,-14.7411279932288,-3.53903171605552,"A"
10001,29,2012,-16.7671263822836,5.44796961083032,"A"
10001,30,2012,-14.3107964957938,5.15220376693088,"A"
10001,31,2012,-9.7528703015887,2.34145699947473,"A"
10001,32,2012,-7.1790593847032,4.87888371975649,"A"
10001,33,2012,-3.98499157133524,1.50580283449963,"A"
10001,34,2012,-3.01664742238515,0.142261481143119,"A"
10001,35,2012,-2.89882296083637,4.5678140769659,"A"
10001,36,2012,-10.0840475178243,12.189519500713,"A"
10001,37,2012,-8.23487138461755,11.334328091193,"A"
10002,1,2012,-0.350844067524581,-2.46515890771423,"A"
10002,2,2012,2.49932444148698,-5.31133479797553,"A"
10002,3,2012,5.72585692096823,-4.89034380392628,"A"
10002,4,2012,6.85649796073612,-4.65967120239416,"A"
10002,5,2012,9.14916368675938,-2.97274348588699,"A"
10002,6,2012,7.26942611385635,-5.63874489360738,"A"
10002,7,2012,6.26493141648377,-7.81991268153006,"A"
10002,8,2012,0.505463682210974,-8.03411516384759,"A"
10002,9,2012,-6.50538238691623,-6.50538238691624,"A"
10002,10,2012,-9.91585036959514,-5.25017251600363,"A"
10002,11,2012,-3.34444390769086,-1.38531402516162,"A"
10002,12,2012,-1.66325664912286,1.09255540781628,"A"
10002,13,2012,-6.45282859225433,-0.304307671584291,"A"
10002,14,2012,-12.4445973774971,1.77112848545541,"A"
10002,15,2012,-11.0142476030763,6.28241591572292,"A"
10002,16,2012,-8.76748135023049,2.54718879813816,"A"
10002,17,2012,-7.95258585077758,6.37122266806084,"A"
10002,18,2012,-4.47527895431488,3.14527872867673,"A"
10002,19,2012,0.146929815698593,2.33538254452216,"A"
10002,20,2012,-1.54307385508753,6.42736517382864,"A"
10002,21,2012,-1.87166901118234,8.37336581743445,"A"
10002,22,2012,-4.39703263787489,10.6153758285547,"A"
10002,23,2012,0,13.13,"A"
10002,24,2012,4.04121066642889,15.7394763683403,"A"
10002,25,2012,1.14975405261067,8.07859304696711,"A"
10002,26,2012,2.83278709376808,2.57763792674243,"A"
10002,27,2012,5.70635172417544,5.70635172417544,"A"
10002,28,2012,7.93481753428023,8.72025060979781,"A"
10002,29,2012,8.99863664810723,6.11546715103118,"A"
10004,1,2012,5.0344325353523,0.396218433425617,"A"
10004,2,2012,5.2580534543579,0.58049450567163,"A"
10004,3,2012,7.05817472283055,-0.555490397753142,"A"
10004,4,2012,11.8571429984227,1.12083001162351,"A"
10004,5,2012,11.1255974444617,-0.875603508322749,"A"
10004,6,2012,10.4440476402837,-4.5195429954238,"A"
10004,7,2012,9.53376980881554,-4.85769834721315,"A"
10004,8,2012,7.39377401196388,-4.37266576129569,"A"
10004,9,2012,6.29941612601176,-3.2097128331586,"A"
10004,10,2012,2.24083920502725,-2.31236667879747,"A"
10004,11,2012,4.63477922530481,-4.78272114310284,"A"
10004,12,2012,9.36430735088383,-7.0309208385661,"A"
10004,13,2012,8.37214428924872,-8.37214428924872,"A"
10004,14,2012,6.38372752118755,-7.96819445892435,"A"
10004,15,2012,-0.389493412568787,-12.3938813485351,"A"
10004,16,2012,-6.17167822046449,-14.2619068831291,"A"
10004,17,2012,-8.23779400082327,-8.23779400082328,"A"
10004,18,2012,-4.05440121852955,-3.04413054240223,"A"
10004,19,2012,-6.43571668253568,-4.22747569858561,"A"
10004,20,2012,-6.84289911468135,-4.04687925521545,"A"
10004,21,2012,-7.50317019945301,-3.97272412307227,"A"
10004,22,2012,-10.6180474688438,-4.20398239165902,"A"
10004,23,2012,-11.0621094146655,-1.75206600845059,"A"
10004,24,2012,-11.1476663858884,-1.58654787161718,"A"
10004,25,2012,-9.01375033431618,-1.5731512675566,"A"
10004,26,2012,-7.04718317417722,-0.778016265635514,"A"
10004,27,2012,-5.94410322684471,1.93135621484342,"A"
10004,28,2012,-6.27697300754801,2.03951216287465,"A"
10004,29,2012,-9.91157356345868,3.04919817265899,"A"
