"plot_ID","team","date","stand_spec","stand_type","structure","hbi_status","inv_year","inv","CCS_r_m","CCS_LT_inv_status","rem_reason"
80888,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100001,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100001,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100001,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100005,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100005,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100005,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100006,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100006,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100006,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100007,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100007,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100007,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100008,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100008,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100008,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100012,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100012,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100012,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100017,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100017,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100017,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100019,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100019,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100019,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100023,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100023,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100023,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100024,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100024,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100024,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100026,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100026,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100026,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100027,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100027,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100027,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100030,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100030,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100030,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100031,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100031,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100031,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100032,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100032,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100032,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100033,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100033,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100033,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100034,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100034,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100034,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100035,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100035,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100035,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100036,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100036,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100036,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100038,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100038,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100038,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100041,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100041,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100041,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100042,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100042,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100042,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100043,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100043,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100043,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100046,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100046,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100046,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100048,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100048,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100048,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100049,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100049,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100049,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100051,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100051,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100051,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100053,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100053,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100053,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100054,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100054,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100054,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100059,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100059,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100059,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100060,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100060,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100060,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100061,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100061,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100061,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100063,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100063,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100063,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100067,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100067,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100067,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100069,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100069,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100069,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100074,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100074,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100074,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100075,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100075,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100075,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100076,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100076,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100076,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100077,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100077,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100077,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100079,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100079,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100079,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100100,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100100,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100100,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100101,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100101,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100101,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100102,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100102,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100102,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100103,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100103,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100103,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100104,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100104,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100104,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100105,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100105,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100105,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100106,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100106,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100106,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100107,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100107,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100107,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100108,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100108,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100108,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100109,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100109,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100109,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100110,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100110,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100110,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100111,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100111,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100111,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100112,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100112,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100112,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100113,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100113,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100113,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100114,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100114,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100114,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100115,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100115,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100115,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100116,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100116,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100116,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100117,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100117,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100117,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100118,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100118,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100118,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100119,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100119,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100119,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100120,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100120,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100120,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100121,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100121,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100121,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100122,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100122,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100122,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100123,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100123,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100123,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100124,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100124,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100124,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
100125,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
100125,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
100125,"-9",1970-01-01,-9,-9,-9,1,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
120023,"-9",1970-01-01,-9,-9,-9,3,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
120023,"-9",1970-01-01,-9,-9,-9,3,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
120023,"-9",1970-01-01,-9,-9,-9,3,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
120064,"-9",1970-01-01,-9,-9,-9,3,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
120064,"-9",1970-01-01,-9,-9,-9,3,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
120064,"-9",1970-01-01,-9,-9,-9,3,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
120082,"-9",1970-01-01,-9,-9,-9,3,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
120082,"-9",1970-01-01,-9,-9,-9,3,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
120082,"-9",1970-01-01,-9,-9,-9,3,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
120121,"-9",1970-01-01,-9,-9,-9,3,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
120121,"-9",1970-01-01,-9,-9,-9,3,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
120121,"-9",1970-01-01,-9,-9,-9,3,1970,"warning",17.84,-1,"whole plot excluded during inventory status sorting"
120126,"-9",1970-01-01,-9,-9,-9,3,1970,"warning",5.64,-1,"whole plot excluded during inventory status sorting"
120126,"-9",1970-01-01,-9,-9,-9,3,1970,"warning",12.62,-1,"whole plot excluded during inventory status sorting"
