"plot_ID","inv_year","e_form","e_ID","e_type","stand","geometry"
10003,2012,1,1,NA,NA,"12.5953701935763, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466809, 8.92000000000002, 8.09919051535353, 7.2561817124723, 6.39328421988818, 5.51286317964909, 4.617331764629, 3.70914456418886, 2.79079085631775, 1.86478778469498, 0.93367345937416, 4.46664182153276e-14, -0.933673459374071, -1.86478778469489, -2.79079085631767, -3.70914456418877, -4.61733176462891, -5.512863179649, -6.3932842198881, -7.25618171247222, -8.09919051535346, -8.91999999999994, -9.71636038466802, -10.4860889008977, -11.227075776329, -11.937290017442, -12.614784976368, -13.2577036865167, -13.8642839523923, -14.432863179649, -14.9618829321463, -15.4498932035143, -15.8955563915204, -16.297650964344, -16.65507480871, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962172, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.2976509643441, -15.8955563915205, -15.4498932035145, -14.9618829321464, -14.4328631796492, -13.8642839523925, -13.2577036865168, -12.6175723258019, 12.5953701935763, -12.6332089173078, -13.2577036865167, -13.8642839523924, -14.4328631796491, -14.9618829321464, -15.4498932035144, -15.8955563915205, -16.297650964344, -16.6550748087101, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962173, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.297650964344, -15.8955563915205, -15.4498932035144, -14.9618829321464, -14.4328631796491, -13.8642839523924, -13.2577036865168, -12.6147849763681, -11.9372900174421, -11.2270757763292, -10.4860889008978, -9.71636038466816, -8.92000000000008, -8.0991905153536, -7.25618171247237, -6.39328421988825, -5.51286317964916, -4.61733176462907, -3.70914456418893, -2.79079085631783, -1.86478778469505, -0.933673459374236, -1.21023042445556e-13, 0.933673459373994, 1.86478778469481, 2.79079085631759, 3.7091445641887, 4.61733176462884, 5.51286317964893, 6.39328421988803, 7.25618171247215, 8.09919051535338, 8.91999999999987, 9.71636038466796, 10.4860889008976, 11.227075776329, 11.9372900174419, 12.6118477229324, -12.6332089173078"
10005,2012,1,1,NA,NA,"12.5953701935763, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466809, 8.92000000000002, 8.09919051535353, 7.2561817124723, 6.39328421988818, 5.51286317964909, 4.617331764629, 3.70914456418886, 2.79079085631775, 1.86478778469498, 0.93367345937416, 4.46664182153276e-14, -0.933673459374071, -1.86478778469489, -2.79079085631767, -3.70914456418877, -4.61733176462891, -5.512863179649, -6.3932842198881, -7.25618171247222, -8.09919051535346, -8.91999999999994, -9.71636038466802, -10.4860889008977, -11.227075776329, -11.937290017442, -12.614784976368, -13.2577036865167, -13.8642839523923, -14.432863179649, -14.9618829321463, -15.4498932035143, -15.8955563915204, -16.297650964344, -16.65507480871, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962172, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.2976509643441, -15.8955563915205, -15.4498932035145, -14.9618829321464, -14.4328631796492, -13.8642839523925, -13.2577036865168, -12.6175723258019, 12.5953701935763, -12.6332089173078, -13.2577036865167, -13.8642839523924, -14.4328631796491, -14.9618829321464, -15.4498932035144, -15.8955563915205, -16.297650964344, -16.6550748087101, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962173, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.297650964344, -15.8955563915205, -15.4498932035144, -14.9618829321464, -14.4328631796491, -13.8642839523924, -13.2577036865168, -12.6147849763681, -11.9372900174421, -11.2270757763292, -10.4860889008978, -9.71636038466816, -8.92000000000008, -8.0991905153536, -7.25618171247237, -6.39328421988825, -5.51286317964916, -4.61733176462907, -3.70914456418893, -2.79079085631783, -1.86478778469505, -0.933673459374236, -1.21023042445556e-13, 0.933673459373994, 1.86478778469481, 2.79079085631759, 3.7091445641887, 4.61733176462884, 5.51286317964893, 6.39328421988803, 7.25618171247215, 8.09919051535338, 8.91999999999987, 9.71636038466796, 10.4860889008976, 11.227075776329, 11.9372900174419, 12.6118477229324, -12.6332089173078"
10013,2012,1,1,NA,NA,"12.5953701935763, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466809, 8.92000000000002, 8.09919051535353, 7.2561817124723, 6.39328421988818, 5.51286317964909, 4.617331764629, 3.70914456418886, 2.79079085631775, 1.86478778469498, 0.93367345937416, 4.46664182153276e-14, -0.933673459374071, -1.86478778469489, -2.79079085631767, -3.70914456418877, -4.61733176462891, -5.512863179649, -6.3932842198881, -7.25618171247222, -8.09919051535346, -8.91999999999994, -9.71636038466802, -10.4860889008977, -11.227075776329, -11.937290017442, -12.614784976368, -13.2577036865167, -13.8642839523923, -14.432863179649, -14.9618829321463, -15.4498932035143, -15.8955563915204, -16.297650964344, -16.65507480871, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962172, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.2976509643441, -15.8955563915205, -15.4498932035145, -14.9618829321464, -14.4328631796492, -13.8642839523925, -13.2577036865168, -12.6175723258019, 12.5953701935763, -12.6332089173078, -13.2577036865167, -13.8642839523924, -14.4328631796491, -14.9618829321464, -15.4498932035144, -15.8955563915205, -16.297650964344, -16.6550748087101, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962173, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.297650964344, -15.8955563915205, -15.4498932035144, -14.9618829321464, -14.4328631796491, -13.8642839523924, -13.2577036865168, -12.6147849763681, -11.9372900174421, -11.2270757763292, -10.4860889008978, -9.71636038466816, -8.92000000000008, -8.0991905153536, -7.25618171247237, -6.39328421988825, -5.51286317964916, -4.61733176462907, -3.70914456418893, -2.79079085631783, -1.86478778469505, -0.933673459374236, -1.21023042445556e-13, 0.933673459373994, 1.86478778469481, 2.79079085631759, 3.7091445641887, 4.61733176462884, 5.51286317964893, 6.39328421988803, 7.25618171247215, 8.09919051535338, 8.91999999999987, 9.71636038466796, 10.4860889008976, 11.227075776329, 11.9372900174419, 12.6118477229324, -12.6332089173078"
10014,2012,1,1,NA,NA,"12.5953701935763, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466809, 8.92000000000002, 8.09919051535353, 7.2561817124723, 6.39328421988818, 5.51286317964909, 4.617331764629, 3.70914456418886, 2.79079085631775, 1.86478778469498, 0.93367345937416, 4.46664182153276e-14, -0.933673459374071, -1.86478778469489, -2.79079085631767, -3.70914456418877, -4.61733176462891, -5.512863179649, -6.3932842198881, -7.25618171247222, -8.09919051535346, -8.91999999999994, -9.71636038466802, -10.4860889008977, -11.227075776329, -11.937290017442, -12.614784976368, -13.2577036865167, -13.8642839523923, -14.432863179649, -14.9618829321463, -15.4498932035143, -15.8955563915204, -16.297650964344, -16.65507480871, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962172, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.2976509643441, -15.8955563915205, -15.4498932035145, -14.9618829321464, -14.4328631796492, -13.8642839523925, -13.2577036865168, -12.6175723258019, 12.5953701935763, -12.6332089173078, -13.2577036865167, -13.8642839523924, -14.4328631796491, -14.9618829321464, -15.4498932035144, -15.8955563915205, -16.297650964344, -16.6550748087101, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962173, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.297650964344, -15.8955563915205, -15.4498932035144, -14.9618829321464, -14.4328631796491, -13.8642839523924, -13.2577036865168, -12.6147849763681, -11.9372900174421, -11.2270757763292, -10.4860889008978, -9.71636038466816, -8.92000000000008, -8.0991905153536, -7.25618171247237, -6.39328421988825, -5.51286317964916, -4.61733176462907, -3.70914456418893, -2.79079085631783, -1.86478778469505, -0.933673459374236, -1.21023042445556e-13, 0.933673459373994, 1.86478778469481, 2.79079085631759, 3.7091445641887, 4.61733176462884, 5.51286317964893, 6.39328421988803, 7.25618171247215, 8.09919051535338, 8.91999999999987, 9.71636038466796, 10.4860889008976, 11.227075776329, 11.9372900174419, 12.6118477229324, -12.6332089173078"
10022,2012,2,1,NA,NA,"12.5953701935763, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466809, 8.92000000000002, 8.09919051535353, 7.2561817124723, 6.39328421988818, 5.51286317964909, 4.617331764629, 3.70914456418886, 2.79079085631775, 1.86478778469498, 0.93367345937416, 4.46664182153276e-14, -0.933673459374071, -1.86478778469489, -2.79079085631767, -3.70914456418877, -4.61733176462891, -5.512863179649, -6.3932842198881, -7.25618171247222, -8.09919051535346, -8.91999999999994, -9.71636038466802, -10.4860889008977, -11.227075776329, -11.937290017442, -12.614784976368, -13.2577036865167, -13.8642839523923, -14.432863179649, -14.9618829321463, -15.4498932035143, -15.8955563915204, -16.297650964344, -16.65507480871, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962172, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.2976509643441, -15.8955563915205, -15.4498932035145, -14.9618829321464, -14.4328631796492, -13.8642839523925, -13.2577036865168, -12.6175723258019, 12.5953701935763, -12.6332089173078, -13.2577036865167, -13.8642839523924, -14.4328631796491, -14.9618829321464, -15.4498932035144, -15.8955563915205, -16.297650964344, -16.6550748087101, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962173, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.297650964344, -15.8955563915205, -15.4498932035144, -14.9618829321464, -14.4328631796491, -13.8642839523924, -13.2577036865168, -12.6147849763681, -11.9372900174421, -11.2270757763292, -10.4860889008978, -9.71636038466816, -8.92000000000008, -8.0991905153536, -7.25618171247237, -6.39328421988825, -5.51286317964916, -4.61733176462907, -3.70914456418893, -2.79079085631783, -1.86478778469505, -0.933673459374236, -1.21023042445556e-13, 0.933673459373994, 1.86478778469481, 2.79079085631759, 3.7091445641887, 4.61733176462884, 5.51286317964893, 6.39328421988803, 7.25618171247215, 8.09919051535338, 8.91999999999987, 9.71636038466796, 10.4860889008976, 11.227075776329, 11.9372900174419, 12.6118477229324, -12.6332089173078"
10024,2012,1,1,NA,NA,"12.5953701935763, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466809, 8.92000000000002, 8.09919051535353, 7.2561817124723, 6.39328421988818, 5.51286317964909, 4.617331764629, 3.70914456418886, 2.79079085631775, 1.86478778469498, 0.93367345937416, 4.46664182153276e-14, -0.933673459374071, -1.86478778469489, -2.79079085631767, -3.70914456418877, -4.61733176462891, -5.512863179649, -6.3932842198881, -7.25618171247222, -8.09919051535346, -8.91999999999994, -9.71636038466802, -10.4860889008977, -11.227075776329, -11.937290017442, -12.614784976368, -13.2577036865167, -13.8642839523923, -14.432863179649, -14.9618829321463, -15.4498932035143, -15.8955563915204, -16.297650964344, -16.65507480871, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962172, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.2976509643441, -15.8955563915205, -15.4498932035145, -14.9618829321464, -14.4328631796492, -13.8642839523925, -13.2577036865168, -12.6175723258019, 12.5953701935763, -12.6332089173078, -13.2577036865167, -13.8642839523924, -14.4328631796491, -14.9618829321464, -15.4498932035144, -15.8955563915205, -16.297650964344, -16.6550748087101, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962173, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.297650964344, -15.8955563915205, -15.4498932035144, -14.9618829321464, -14.4328631796491, -13.8642839523924, -13.2577036865168, -12.6147849763681, -11.9372900174421, -11.2270757763292, -10.4860889008978, -9.71636038466816, -8.92000000000008, -8.0991905153536, -7.25618171247237, -6.39328421988825, -5.51286317964916, -4.61733176462907, -3.70914456418893, -2.79079085631783, -1.86478778469505, -0.933673459374236, -1.21023042445556e-13, 0.933673459373994, 1.86478778469481, 2.79079085631759, 3.7091445641887, 4.61733176462884, 5.51286317964893, 6.39328421988803, 7.25618171247215, 8.09919051535338, 8.91999999999987, 9.71636038466796, 10.4860889008976, 11.227075776329, 11.9372900174419, 12.6118477229324, -12.6332089173078"
10033,2012,1,1,NA,NA,"12.5953701935763, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466809, 8.92000000000002, 8.09919051535353, 7.2561817124723, 6.39328421988818, 5.51286317964909, 4.617331764629, 3.70914456418886, 2.79079085631775, 1.86478778469498, 0.93367345937416, 4.46664182153276e-14, -0.933673459374071, -1.86478778469489, -2.79079085631767, -3.70914456418877, -4.61733176462891, -5.512863179649, -6.3932842198881, -7.25618171247222, -8.09919051535346, -8.91999999999994, -9.71636038466802, -10.4860889008977, -11.227075776329, -11.937290017442, -12.614784976368, -13.2577036865167, -13.8642839523923, -14.432863179649, -14.9618829321463, -15.4498932035143, -15.8955563915204, -16.297650964344, -16.65507480871, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962172, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.2976509643441, -15.8955563915205, -15.4498932035145, -14.9618829321464, -14.4328631796492, -13.8642839523925, -13.2577036865168, -12.6175723258019, 12.5953701935763, -12.6332089173078, -13.2577036865167, -13.8642839523924, -14.4328631796491, -14.9618829321464, -15.4498932035144, -15.8955563915205, -16.297650964344, -16.6550748087101, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962173, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.297650964344, -15.8955563915205, -15.4498932035144, -14.9618829321464, -14.4328631796491, -13.8642839523924, -13.2577036865168, -12.6147849763681, -11.9372900174421, -11.2270757763292, -10.4860889008978, -9.71636038466816, -8.92000000000008, -8.0991905153536, -7.25618171247237, -6.39328421988825, -5.51286317964916, -4.61733176462907, -3.70914456418893, -2.79079085631783, -1.86478778469505, -0.933673459374236, -1.21023042445556e-13, 0.933673459373994, 1.86478778469481, 2.79079085631759, 3.7091445641887, 4.61733176462884, 5.51286317964893, 6.39328421988803, 7.25618171247215, 8.09919051535338, 8.91999999999987, 9.71636038466796, 10.4860889008976, 11.227075776329, 11.9372900174419, 12.6118477229324, -12.6332089173078"
30009,2011,1,1,NA,NA,"12.5953701935763, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466809, 8.92000000000002, 8.09919051535353, 7.2561817124723, 6.39328421988818, 5.51286317964909, 4.617331764629, 3.70914456418886, 2.79079085631775, 1.86478778469498, 0.93367345937416, 4.46664182153276e-14, -0.933673459374071, -1.86478778469489, -2.79079085631767, -3.70914456418877, -4.61733176462891, -5.512863179649, -6.3932842198881, -7.25618171247222, -8.09919051535346, -8.91999999999994, -9.71636038466802, -10.4860889008977, -11.227075776329, -11.937290017442, -12.614784976368, -13.2577036865167, -13.8642839523923, -14.432863179649, -14.9618829321463, -15.4498932035143, -15.8955563915204, -16.297650964344, -16.65507480871, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962172, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.2976509643441, -15.8955563915205, -15.4498932035145, -14.9618829321464, -14.4328631796492, -13.8642839523925, -13.2577036865168, -12.6175723258019, 12.5953701935763, -12.6332089173078, -13.2577036865167, -13.8642839523924, -14.4328631796491, -14.9618829321464, -15.4498932035144, -15.8955563915205, -16.297650964344, -16.6550748087101, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962173, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.297650964344, -15.8955563915205, -15.4498932035144, -14.9618829321464, -14.4328631796491, -13.8642839523924, -13.2577036865168, -12.6147849763681, -11.9372900174421, -11.2270757763292, -10.4860889008978, -9.71636038466816, -8.92000000000008, -8.0991905153536, -7.25618171247237, -6.39328421988825, -5.51286317964916, -4.61733176462907, -3.70914456418893, -2.79079085631783, -1.86478778469505, -0.933673459374236, -1.21023042445556e-13, 0.933673459373994, 1.86478778469481, 2.79079085631759, 3.7091445641887, 4.61733176462884, 5.51286317964893, 6.39328421988803, 7.25618171247215, 8.09919051535338, 8.91999999999987, 9.71636038466796, 10.4860889008976, 11.227075776329, 11.9372900174419, 12.6118477229324, -12.6332089173078"
30016,2011,1,1,NA,NA,"12.5953701935763, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466809, 8.92000000000002, 8.09919051535353, 7.2561817124723, 6.39328421988818, 5.51286317964909, 4.617331764629, 3.70914456418886, 2.79079085631775, 1.86478778469498, 0.93367345937416, 4.46664182153276e-14, -0.933673459374071, -1.86478778469489, -2.79079085631767, -3.70914456418877, -4.61733176462891, -5.512863179649, -6.3932842198881, -7.25618171247222, -8.09919051535346, -8.91999999999994, -9.71636038466802, -10.4860889008977, -11.227075776329, -11.937290017442, -12.614784976368, -13.2577036865167, -13.8642839523923, -14.432863179649, -14.9618829321463, -15.4498932035143, -15.8955563915204, -16.297650964344, -16.65507480871, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962172, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.2976509643441, -15.8955563915205, -15.4498932035145, -14.9618829321464, -14.4328631796492, -13.8642839523925, -13.2577036865168, -12.6175723258019, 12.5953701935763, -12.6332089173078, -13.2577036865167, -13.8642839523924, -14.4328631796491, -14.9618829321464, -15.4498932035144, -15.8955563915205, -16.297650964344, -16.6550748087101, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962173, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.297650964344, -15.8955563915205, -15.4498932035144, -14.9618829321464, -14.4328631796491, -13.8642839523924, -13.2577036865168, -12.6147849763681, -11.9372900174421, -11.2270757763292, -10.4860889008978, -9.71636038466816, -8.92000000000008, -8.0991905153536, -7.25618171247237, -6.39328421988825, -5.51286317964916, -4.61733176462907, -3.70914456418893, -2.79079085631783, -1.86478778469505, -0.933673459374236, -1.21023042445556e-13, 0.933673459373994, 1.86478778469481, 2.79079085631759, 3.7091445641887, 4.61733176462884, 5.51286317964893, 6.39328421988803, 7.25618171247215, 8.09919051535338, 8.91999999999987, 9.71636038466796, 10.4860889008976, 11.227075776329, 11.9372900174419, 12.6118477229324, -12.6332089173078"
30026,2011,1,1,NA,NA,"12.5953701935763, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466809, 8.92000000000002, 8.09919051535353, 7.2561817124723, 6.39328421988818, 5.51286317964909, 4.617331764629, 3.70914456418886, 2.79079085631775, 1.86478778469498, 0.93367345937416, 4.46664182153276e-14, -0.933673459374071, -1.86478778469489, -2.79079085631767, -3.70914456418877, -4.61733176462891, -5.512863179649, -6.3932842198881, -7.25618171247222, -8.09919051535346, -8.91999999999994, -9.71636038466802, -10.4860889008977, -11.227075776329, -11.937290017442, -12.614784976368, -13.2577036865167, -13.8642839523923, -14.432863179649, -14.9618829321463, -15.4498932035143, -15.8955563915204, -16.297650964344, -16.65507480871, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962172, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.2976509643441, -15.8955563915205, -15.4498932035145, -14.9618829321464, -14.4328631796492, -13.8642839523925, -13.2577036865168, -12.6175723258019, 12.5953701935763, -12.6332089173078, -13.2577036865167, -13.8642839523924, -14.4328631796491, -14.9618829321464, -15.4498932035144, -15.8955563915205, -16.297650964344, -16.6550748087101, -16.9668482507055, -17.232116740997, -17.4501531970911, -17.6203599962173, -17.74227061337, -17.8155509000216, -17.84, -17.8155509000216, -17.74227061337, -17.6203599962173, -17.4501531970911, -17.232116740997, -16.9668482507056, -16.6550748087101, -16.297650964344, -15.8955563915205, -15.4498932035144, -14.9618829321464, -14.4328631796491, -13.8642839523924, -13.2577036865168, -12.6147849763681, -11.9372900174421, -11.2270757763292, -10.4860889008978, -9.71636038466816, -8.92000000000008, -8.0991905153536, -7.25618171247237, -6.39328421988825, -5.51286317964916, -4.61733176462907, -3.70914456418893, -2.79079085631783, -1.86478778469505, -0.933673459374236, -1.21023042445556e-13, 0.933673459373994, 1.86478778469481, 2.79079085631759, 3.7091445641887, 4.61733176462884, 5.51286317964893, 6.39328421988803, 7.25618171247215, 8.09919051535338, 8.91999999999987, 9.71636038466796, 10.4860889008976, 11.227075776329, 11.9372900174419, 12.6118477229324, -12.6332089173078"
