"plot_ID","CCS_r_m","plot_A_ha","inv_year","compartiment","B_CCS_t_ha","C_CCS_t_ha","N_CCS_t_ha","BA_CCS_m2_ha","n_trees_CCS_ha"
"80233","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"80233","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"80248","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"80248","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"80248","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"80268","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"80268","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"80268","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"80272","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"80272","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"80272","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"80285","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"80285","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"80285","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"80286","5.64","0.00999328056736299","2012","ag","0","0","0","0","0"
"80286","5.64","0.00999328056736299","2012","bg","0","0","0","0","0"
"80286","5.64","0.00999328056736299","2012","total","0","0","0","0","0"
"80290","5.64","0.00999328056736299","2012","ag","0","0","0","0","0"
"80290","5.64","0.00999328056736299","2012","bg","0","0","0","0","0"
"80290","5.64","0.00999328056736299","2012","total","0","0","0","0","0"
"80290","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"80290","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"80290","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"80306","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"80306","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"80306","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"80308","12.62","0.0500343869018386","2011","ag","0","0","0","0","0"
"80308","12.62","0.0500343869018386","2011","bg","0","0","0","0","0"
"80308","12.62","0.0500343869018386","2011","total","0","0","0","0","0"
"80308","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"80308","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"80308","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"100015","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"100015","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"100015","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"100022","5.64","0.00999328056736299","2011","ag","0","0","0","0","0"
"100022","5.64","0.00999328056736299","2011","bg","0","0","0","0","0"
"100022","5.64","0.00999328056736299","2011","total","0","0","0","0","0"
"100047","5.64","0.00999328056736299","2011","ag","0","0","0","0","0"
"100047","5.64","0.00999328056736299","2011","bg","0","0","0","0","0"
"100047","5.64","0.00999328056736299","2011","total","0","0","0","0","0"
"100047","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"100047","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"100047","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"100071","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"100071","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"100071","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"100072","5.64","0.00999328056736299","2011","ag","0","0","0","0","0"
"100072","5.64","0.00999328056736299","2011","bg","0","0","0","0","0"
"100072","5.64","0.00999328056736299","2011","total","0","0","0","0","0"
"100080","5.64","0.00999328056736299","2011","ag","0","0","0","0","0"
"100080","5.64","0.00999328056736299","2011","bg","0","0","0","0","0"
"100080","5.64","0.00999328056736299","2011","total","0","0","0","0","0"
"100089","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"100089","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"100089","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"130029","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"130029","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"130029","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"130073","5.64","0.00999328056736299","2012","ag","0","0","0","0","0"
"130073","5.64","0.00999328056736299","2012","bg","0","0","0","0","0"
"130073","5.64","0.00999328056736299","2012","total","0","0","0","0","0"
"130073","12.62","0.0500343869018386","2012","ag","0","0","0","0","0"
"130073","12.62","0.0500343869018386","2012","bg","0","0","0","0","0"
"130073","12.62","0.0500343869018386","2012","total","0","0","0","0","0"
"130073","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"130073","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"130073","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"130074","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"130074","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"130074","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"130075","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"130075","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"130075","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"140010","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"140010","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"140010","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"140013","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"140013","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"140013","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"140014","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"140014","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"140014","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"140020","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"140020","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"140020","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"140030","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"140030","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"140030","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"140048","5.64","0.00999328056736299","2011","ag","0","0","0","0","0"
"140048","5.64","0.00999328056736299","2011","bg","0","0","0","0","0"
"140048","5.64","0.00999328056736299","2011","total","0","0","0","0","0"
"140050","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"140050","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"140050","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"140064","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"140064","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"140064","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"140065","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"140065","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"140065","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"150000","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"150000","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"150000","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"150004","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"150004","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"150004","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"150006","5.64","0.00999328056736299","2011","ag","0","0","0","0","0"
"150006","5.64","0.00999328056736299","2011","bg","0","0","0","0","0"
"150006","5.64","0.00999328056736299","2011","total","0","0","0","0","0"
"150006","12.62","0.0500343869018386","2011","ag","0","0","0","0","0"
"150006","12.62","0.0500343869018386","2011","bg","0","0","0","0","0"
"150006","12.62","0.0500343869018386","2011","total","0","0","0","0","0"
"150006","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"150006","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"150006","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"150012","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"150012","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"150012","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"150049","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"150049","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"150049","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"150052","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"150052","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"150052","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"150061","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"150061","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"150061","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"150068","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"150068","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"150068","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"150071","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"150071","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"150071","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"150502","12.62","0.0500343869018386","2012","ag","0","0","0","0","0"
"150502","12.62","0.0500343869018386","2012","bg","0","0","0","0","0"
"150502","12.62","0.0500343869018386","2012","total","0","0","0","0","0"
"150502","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"150502","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"150502","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"150507","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"150507","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"150507","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"150510","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"150510","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"150510","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"160035","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"160035","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"160035","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"160043","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"160043","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"160043","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"160057","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"160057","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"160057","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"160059","5.64","0.00999328056736299","2012","ag","0","0","0","0","0"
"160059","5.64","0.00999328056736299","2012","bg","0","0","0","0","0"
"160059","5.64","0.00999328056736299","2012","total","0","0","0","0","0"
"160059","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"160059","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"160059","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
"160069","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"160069","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"160069","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"160073","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"160073","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"160073","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"160074","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"160074","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"160074","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"160083","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"160083","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"160083","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"160088","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"160088","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"160088","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"160092","17.84","0.0999860870850348","2011","ag","0","0","0","0","0"
"160092","17.84","0.0999860870850348","2011","bg","0","0","0","0","0"
"160092","17.84","0.0999860870850348","2011","total","0","0","0","0","0"
"160097","17.84","0.0999860870850348","2012","ag","0","0","0","0","0"
"160097","17.84","0.0999860870850348","2012","bg","0","0","0","0","0"
"160097","17.84","0.0999860870850348","2012","total","0","0","0","0","0"
