"stand_type","compartiment","stand_component","inv","B_t_ha","C_t_ha","N_t_ha","BA_m2_ha","n_ha","n_SP","plot_ID","stand","dom_SP","SP_code"
"3","bg","LT","HBI",17.1710950663092,8.5855475331546,0.0662932307905761,17.7997177528157,407.010459818627,2.64814814814815,"all","all","all","all"
"3","bg","RG","HBI",0.279513705662102,0.139756852831051,0.00111282411434021,NA,4853.91343815207,4.09259259259259,"all","all","all","all"
"3","bg","all","HBI",31.0815821013995,15.5407910506997,0.11987518728818,NA,NA,NA,"all","all","all","all"
"3","fwb","DW","HBI",0.44626401879987,0.223132009399935,0.00193812463364783,NA,203.182063274655,NA,"all","all","all","all"
"3","fwb","LT","HBI",17.3113003544575,8.65565017722877,0.0754714784353318,17.7997177528157,407.010459818627,2.64814814814815,"all","all","all","all"
"3","fwb","RG","HBI",1.94110584443495,0.970552922217476,0.00893052729562897,NA,4853.91343815207,4.09259259259259,"all","all","all","all"
"3","ndl","LT","HBI",8.68267155879993,4.34133577939996,0,17.7997177528157,407.010459818627,2.64814814814815,"all","all","all","all"
"3","ndl","RG","HBI",0.220368313030517,0.110184156515258,0,NA,4853.91343815207,4.09259259259259,"all","all","all","all"
"3","sb","DW","HBI",0.337442133278653,0.168721066639326,0.00163321992506868,NA,203.182063274655,NA,"all","all","all","all"
"3","sb","LT","HBI",9.774342516546,4.887171258273,0.0478009549479793,17.7997177528157,407.010459818627,2.64814814814815,"all","all","all","all"
"3","stb","DW","HBI",0.105809180109508,0.0529045900547542,0.000516125023149165,NA,203.182063274655,NA,"all","all","all","all"
"3","stb","LT","HBI",0.330262746471581,0.165131373235791,0.00160718377643475,17.7997177528157,407.010459818627,2.64814814814815,"all","all","all","all"
"3","stw","DW","HBI",1.29878127607014,0.649390638035069,0.00107218526713446,NA,203.182063274655,NA,"all","all","all","all"
"3","stw","LT","HBI",2.59162282989054,1.29581141494527,0.00222516375229676,17.7997177528157,407.010459818627,2.64814814814815,"all","all","all","all"
"3","sw","DW","HBI",2.83945388648686,1.41972694324343,0.00230563655582733,NA,203.182063274655,NA,"all","all","all","all"
"3","sw","LT","HBI",70.0487032771541,35.024351638577,0.0605371422371293,17.7997177528157,407.010459818627,2.64814814814815,"all","all","all","all"
"3","total","LT","HBI",123.827665836692,61.913832918346,0.248716910745029,17.7997177528157,407.010459818627,2.64814814814815,"all","all","all","all"
"3","total","RG","HBI",1.47353286669285,0.736766433346424,NA,NA,4853.91343815207,4.09259259259259,"all","all","all","all"
"3","total","all","HBI",228.536771632614,114.268385816307,0.458249733747887,NA,NA,NA,"all","all","all","all"
"4","ag","DW","HBI",2.52310126540123,1.26155063270061,0.00378338745298848,NA,160.50887799441,NA,"all","all","all","all"
"4","ag","LT","HBI",179.032363125437,89.5161815627185,0.38199389155141,19.3239784268394,372.491276583867,1.98947368421053,"all","all","all","all"
"4","ag","RG","HBI",NA,NA,NA,NA,11369.8356720735,2.39473684210526,"all","all","all","all"
"4","ag","all","HBI",283.810076901833,141.905038450916,0.608856558170212,NA,NA,NA,"all","all","all","all"
"4","bg","LT","HBI",15.3097871384648,7.65489356923238,0.0475867036630275,19.3239784268394,372.491276583867,1.98947368421053,"all","all","all","all"
"4","bg","RG","HBI",NA,NA,NA,NA,11369.8356720735,2.39473684210526,"all","all","all","all"
"4","bg","all","HBI",22.3278013235344,11.1639006617672,0.0691107865612424,NA,NA,NA,"all","all","all","all"
"4","fwb","DW","HBI",1.57779212107581,0.788896060537904,0.00796212672904165,NA,160.50887799441,NA,"all","all","all","all"
"4","fwb","LT","HBI",25.3672132911392,12.6836066455696,0.117773490396753,19.3239784268394,372.491276583867,1.98947368421053,"all","all","all","all"
"4","fwb","RG","HBI",NA,NA,NA,NA,11369.8356720735,2.39473684210526,"all","all","all","all"
"4","ndl","LT","HBI",2.19842220361347,1.09921110180673,0,19.3239784268394,372.491276583867,1.98947368421053,"all","all","all","all"
"4","ndl","RG","HBI",NA,NA,NA,NA,11369.8356720735,2.39473684210526,"all","all","all","all"
"4","sb","DW","HBI",0.748816726987264,0.374408363493632,0.00499439175457459,NA,160.50887799441,NA,"all","all","all","all"
"4","sb","LT","HBI",10.4413940735521,5.22069703677606,0.0738245376183851,19.3239784268394,372.491276583867,1.98947368421053,"all","all","all","all"
"4","stb","DW","HBI",0.0545124994070569,0.0272562497035285,0.000338870156539682,NA,160.50887799441,NA,"all","all","all","all"
"4","stb","LT","HBI",0.256010248496835,0.128005124248418,0.00179460232922819,19.3239784268394,372.491276583867,1.98947368421053,"all","all","all","all"
"4","stw","DW","HBI",0.827395300313437,0.413697650156719,0.000979686015355096,NA,160.50887799441,NA,"all","all","all","all"
"4","stw","LT","HBI",4.34218968160536,2.17109484080268,0.0058079638638265,19.3239784268394,372.491276583867,1.98947368421053,"all","all","all","all"
"4","sw","DW","HBI",7.59852013015105,3.79926006507553,0.0108419712696432,NA,160.50887799441,NA,"all","all","all","all"
"4","sw","LT","HBI",137.543996302099,68.7719981510493,0.184570872406847,19.3239784268394,372.491276583867,1.98947368421053,"all","all","all","all"
"4","total","LT","HBI",193.26492376618,96.63246188309,0.427546551985854,19.3239784268394,372.491276583867,1.98947368421053,"all","all","all","all"
"4","total","RG","HBI",NA,NA,NA,NA,11369.8356720735,2.39473684210526,"all","all","all","all"
"4","total","all","HBI",298.285942385225,149.142971192613,0.660232572720227,NA,NA,NA,"all","all","all","all"
"5","ag","DW","HBI",3.57828310563347,1.78914155281673,0.00785850419262183,NA,137.69128232759,NA,"all","all","all","all"
"5","ag","LT","HBI",106.77566857156,53.3878342857802,0.292310655724355,14.9517860309322,581.586297928234,2.88709677419355,"all","all","all","all"
"5","ag","RG","HBI",NA,NA,NA,NA,3141.26226597862,3.35483870967742,"all","all","all","all"
"5","ag","all","HBI",221.602866489262,110.801433244631,0.609195000953818,NA,NA,NA,"all","all","all","all"
"5","bg","DW","HBI",0,0,0,NA,137.69128232759,NA,"all","all","all","all"
"5","bg","LT","HBI",21.8042970198508,10.9021485099254,0.079378262763267,14.9517860309322,581.586297928234,2.88709677419355,"all","all","all","all"
"5","bg","RG","HBI",0.012013642355346,0.00600682117767297,NA,NA,3141.26226597862,3.35483870967742,"all","all","all","all"
"5","bg","all","HBI",42.887426573925,21.4437132869625,0.156331444764816,NA,NA,NA,"all","all","all","all"
"5","fwb","DW","HBI",4.1164233419381,2.05821167096905,0.0252409260991015,NA,137.69128232759,NA,"all","all","all","all"
"5","fwb","LT","HBI",15.5235398167788,7.7617699083894,0.0908883024629502,14.9517860309322,581.586297928234,2.88709677419355,"all","all","all","all"
"5","fwb","RG","HBI",1.56036534598752,0.780182672993758,0.00801103128468765,NA,3141.26226597862,3.35483870967742,"all","all","all","all"
"5","ndl","LT","HBI",1.95123710203104,0.97561855101552,0,14.9517860309322,581.586297928234,2.88709677419355,"all","all","all","all"
"5","ndl","RG","HBI",0.00828800511093958,0.00414400255546979,0,NA,3141.26226597862,3.35483870967742,"all","all","all","all"
"5","sb","DW","HBI",1.58336442409437,0.791682212047188,0.0103148046204179,NA,137.69128232759,NA,"all","all","all","all"
"5","sb","LT","HBI",10.7258342284057,5.36291711420285,0.0700781363486806,14.9517860309322,581.586297928234,2.88709677419355,"all","all","all","all"
"5","stb","DW","HBI",0.0592038081217434,0.0296019040608717,0.000379163741930707,NA,137.69128232759,NA,"all","all","all","all"
"5","stb","LT","HBI",0.298592619219323,0.149296309609661,0.00194679379642915,14.9517860309322,581.586297928234,2.88709677419355,"all","all","all","all"
"5","stw","DW","HBI",0.517194728080752,0.258597364040376,0.000834030757394576,NA,137.69128232759,NA,"all","all","all","all"
"5","stw","LT","HBI",2.46018886996438,1.23009443498219,0.0041094465813436,14.9517860309322,581.586297928234,2.88709677419355,"all","all","all","all"
"5","sw","DW","HBI",11.1957316569121,5.59786582845603,0.0194085309976492,NA,137.69128232759,NA,"all","all","all","all"
"5","sw","LT","HBI",78.3740815003993,39.1870407501997,0.131379161289995,14.9517860309322,581.586297928234,2.88709677419355,"all","all","all","all"
"5","total","DW","HBI",0,0,0,NA,137.69128232759,NA,"all","all","all","all"
"5","total","LT","HBI",132.208278950654,66.1041394753269,0.381455340193953,14.9517860309322,581.586297928234,2.88709677419355,"all","all","all","all"
"5","total","RG","HBI",NA,NA,NA,NA,3141.26226597862,3.35483870967742,"all","all","all","all"
"5","total","all","HBI",255.184627259797,127.592313629898,0.742674757300335,NA,NA,NA,"all","all","all","all"
"6","ag","DW","HBI",3.43951963171999,1.71975981585999,0.00456268365557171,NA,190.187672041392,NA,"all","all","all","all"
"6","ag","LT","HBI",75.7231159503596,37.8615579751798,0.14558873669825,11.994552157507,546.810983661069,3.75,"all","all","all","all"
"6","ag","RG","HBI",1.23529694938474,0.617648474692372,0.00556265989531953,NA,3717.089463184,3.65217391304348,"all","all","all","all"
"6","ag","all","HBI",193.990483615332,96.9952418076662,0.375750926061826,NA,NA,NA,"all","all","all","all"
"6","bg","DW","HBI",0,0,0,NA,190.187672041392,NA,"all","all","all","all"
"6","bg","LT","HBI",10.9826461954912,5.49132309774562,0.032157702129732,11.994552157507,546.810983661069,3.75,"all","all","all","all"
"6","bg","RG","HBI",0.130590685011446,0.0652953425057229,0.000525167474229006,NA,3717.089463184,3.65217391304348,"all","all","all","all"
"6","bg","all","HBI",25.8377469380959,12.918873469048,0.0757318244076794,NA,NA,NA,"all","all","all","all"
"6","fwb","DW","HBI",2.57858095771967,1.28929047885984,0.0118965044249688,NA,190.187672041392,NA,"all","all","all","all"
"6","fwb","LT","HBI",11.421197825247,5.71059891262348,0.0533306790001514,11.994552157507,546.810983661069,3.75,"all","all","all","all"
"6","fwb","RG","HBI",2.09308162919168,1.04654081459584,0.00984087367825588,NA,3717.089463184,3.65217391304348,"all","all","all","all"
"6","ndl","LT","HBI",2.64325472655261,1.3216273632763,0,11.994552157507,546.810983661069,3.75,"all","all","all","all"
"6","ndl","RG","HBI",0.0945587981726161,0.047279399086308,0,NA,3717.089463184,3.65217391304348,"all","all","all","all"
"6","sb","DW","HBI",0.47947806195311,0.239739030976555,0.00274754741605031,NA,190.187672041392,NA,"all","all","all","all"
"6","sb","LT","HBI",5.12158442523187,2.56079221261594,0.0286897665683455,11.994552157507,546.810983661069,3.75,"all","all","all","all"
"6","stb","DW","HBI",0.0682820830047278,0.0341410415023639,0.000352864536005558,NA,190.187672041392,NA,"all","all","all","all"
"6","stb","LT","HBI",0.161991044265472,0.0809955221327361,0.00087747558125015,11.994552157507,546.810983661069,3.75,"all","all","all","all"
"6","stw","DW","HBI",0.864837653524705,0.432418826762353,0.00079547078504508,NA,190.187672041392,NA,"all","all","all","all"
"6","stw","LT","HBI",1.96666837764266,0.98333418882133,0.00213815979901156,11.994552157507,546.810983661069,3.75,"all","all","all","all"
"6","sw","DW","HBI",4.55196807026614,2.27598403513307,0.00513477495783939,NA,190.187672041392,NA,"all","all","all","all"
"6","sw","LT","HBI",54.904713783108,27.452356891554,0.0612789157723709,11.994552157507,546.810983661069,3.75,"all","all","all","all"
"6","total","DW","HBI",0,0,0,NA,190.187672041392,NA,"all","all","all","all"
"6","total","LT","HBI",86.9450438406373,43.4725219203186,0.178055571747685,11.994552157507,546.810983661069,3.75,"all","all","all","all"
"6","total","RG","HBI",1.38117833932132,0.690589169660658,NA,NA,3717.089463184,3.65217391304348,"all","all","all","all"
"6","total","all","HBI",206.931362884061,103.46568144203,0.429398434206009,NA,NA,NA,"all","all","all","all"
"7","ag","DW","HBI",2.54745371753999,1.27372685877,0.00283946979937988,NA,156.347500332094,NA,"all","all","all","all"
"7","ag","LT","HBI",89.5707374730433,44.7853687365217,0.186940779390626,12.8432281210878,586.883901676943,3.8,"all","all","all","all"
"7","ag","RG","HBI",NA,NA,NA,NA,6073.55220580841,3.08,"all","all","all","all"
"7","ag","all","HBI",216.947392225061,108.47369611253,0.450938861815214,NA,NA,NA,"all","all","all","all"
"7","bg","LT","HBI",11.3992314257018,5.69961571285088,0.0356309409398914,12.8432281210878,586.883901676943,3.8,"all","all","all","all"
"7","bg","RG","HBI",0.199209006998581,0.0996045034992903,NA,NA,6073.55220580841,3.08,"all","all","all","all"
"7","bg","all","HBI",25.7362129300877,12.8681064650439,0.0806499540121421,NA,NA,NA,"all","all","all","all"
"7","fwb","DW","HBI",1.02902543923957,0.514512719619783,0.0045141563346595,NA,156.347500332094,NA,"all","all","all","all"
"7","fwb","LT","HBI",13.3195231441083,6.65976157205416,0.0643005904398667,12.8432281210878,586.883901676943,3.8,"all","all","all","all"
"7","fwb","RG","HBI",2.59733621840175,1.29866810920088,0.0128164383953952,NA,6073.55220580841,3.08,"all","all","all","all"
"7","ndl","LT","HBI",2.47765247802798,1.23882623901399,0,12.8432281210878,586.883901676943,3.8,"all","all","all","all"
"7","ndl","RG","HBI",0.145228631353022,0.0726143156765109,0,NA,6073.55220580841,3.08,"all","all","all","all"
"7","sb","DW","HBI",0.400725415470192,0.200362707735096,0.00202273920849238,NA,156.347500332094,NA,"all","all","all","all"
"7","sb","LT","HBI",6.07466030538287,3.03733015269143,0.0373987584588467,12.8432281210878,586.883901676943,3.8,"all","all","all","all"
"7","stb","DW","HBI",0.0376621975676849,0.0188310987838425,0.000192982452563637,NA,156.347500332094,NA,"all","all","all","all"
"7","stb","LT","HBI",0.183907233486495,0.0919536167432473,0.00109183601709561,12.8432281210878,586.883901676943,3.8,"all","all","all","all"
"7","stw","DW","HBI",0.468634035842509,0.234317017921255,0.000420619016089949,NA,156.347500332094,NA,"all","all","all","all"
"7","stw","LT","HBI",2.24124909054263,1.12062454527132,0.0027342502284687,12.8432281210878,586.883901676943,3.8,"all","all","all","all"
"7","sw","DW","HBI",4.0764484494272,2.0382242247136,0.00351483406420046,NA,156.347500332094,NA,"all","all","all","all"
"7","sw","LT","HBI",65.2383311733881,32.619165586694,0.0815904217738341,12.8432281210878,586.883901676943,3.8,"all","all","all","all"
"7","total","LT","HBI",100.456037809337,50.2280189046686,0.220965243634651,12.8432281210878,586.883901676943,3.8,"all","all","all","all"
"7","total","RG","HBI",NA,NA,NA,NA,6073.55220580841,3.08,"all","all","all","all"
"7","total","all","HBI",233.233283247251,116.616641623625,0.517573147305885,NA,NA,NA,"all","all","all","all"
"8","ag","DW","HBI",2.37611088238314,1.18805544119157,0.00335537526513805,NA,168.615001516892,NA,"all","all","all","all"
"8","ag","DW","momok",3.3230345643275,1.66151728216375,0.00412978960999351,NA,186.176307298012,NA,"all","all","all","all"
"8","ag","LT","HBI",97.4267806627889,48.7133903313945,0.271124880600368,14.9128278404799,618.344269453764,2.625,"all","all","all","all"
"8","ag","LT","momok",115.060216922246,57.5301084611229,0.417603131599425,24.0815449852157,829.429569736069,1.4,"all","all","all","all"
"8","ag","RG","HBI",1.10763223828923,0.553816119144613,0.00578213404416439,NA,5836.09112148046,3.375,"all","all","all","all"
"8","ag","RG","momok",NA,NA,NA,NA,1844.31482874461,2.75,"all","all","all","all"
"8","ag","all","HBI",175.035171857515,87.5175859287576,0.494748608164075,NA,NA,NA,"all","all","all","all"
"8","ag","all","momok",148.147974834718,74.0739874173589,0.50801930148939,NA,NA,NA,"all","all","all","all"
"8","bg","DW","HBI",0,0,0,NA,168.615001516892,NA,"all","all","all","all"
