"plot_ID","e_ID","inv_year","CCS_r_m","inter_stat","area_m2","stand"
80129,0,2012,5.64,"0",96.7563543510992,"A"
80141,1,2012,17.84,"partly intersecting",499.008757934083,"B"
80141,0,2012,17.84,"0",500.395312979973,"A"
80141,1,2012,12.62,"partly intersecting",249.567216185804,"B"
80141,0,2012,12.62,"0",250.548063981719,"A"
80141,1,2012,5.64,"partly intersecting",49.7243998301458,"B"
80141,0,2012,5.64,"0",50.162750192187,"A"
80149,1,2012,17.84,"partly intersecting",498.992011575287,"B"
80149,0,2012,17.84,"0",500.412059338769,"A"
80149,1,2012,12.62,"partly intersecting",249.55536982661,"B"
80149,0,2012,12.62,"0",250.559910340912,"A"
80149,1,2012,5.64,"partly intersecting",49.7191055777012,"B"
80149,0,2012,5.64,"0",50.1680444446315,"A"
80157,1,2012,17.84,"partly intersecting",499.635003821603,"B"
80157,0,2012,17.84,"0",499.769067092453,"A"
80157,1,2012,12.62,"partly intersecting",250.010221964979,"B"
80157,0,2012,12.62,"0",250.105058202543,"A"
80157,1,2012,5.64,"partly intersecting",49.9223833954827,"B"
80157,0,2012,5.64,"0",49.9647666268501,"A"
80208,1,2012,17.84,"partly intersecting",60.2001695525604,"B"
80208,0,2012,17.84,"0",939.203901361496,"A"
80208,1,2012,12.62,"partly intersecting",27.8267445873949,"B"
80208,0,2012,12.62,"0",472.288535580127,"A"
80208,1,2012,5.64,"partly intersecting",3.77433465394971,"B"
80208,0,2012,5.64,"0",96.1128153683831,"A"
80233,1,2012,17.84,"partly intersecting",499.198140510877,"B"
80233,0,2012,17.84,"0",500.205930403179,"A"
80233,1,2012,12.62,"partly intersecting",249.701185250778,"B"
80233,0,2012,12.62,"0",250.414094916744,"A"
80233,1,2012,5.64,"partly intersecting",49.7842730193687,"B"
80233,0,2012,5.64,"0",50.102877002964,"A"
80234,1,2012,17.84,"partly intersecting",475.083023394813,"B"
80234,0,2012,17.84,"0",524.321047519243,"A"
80234,1,2012,12.62,"partly intersecting",236.121475043694,"B"
80234,0,2012,12.62,"0",263.993805123829,"A"
80234,1,2012,5.64,"partly intersecting",45.5757457091932,"B"
80234,0,2012,5.64,"0",54.3114043131396,"A"
80236,1,2012,17.84,"partly intersecting",220.795186126242,"B"
80236,0,2012,17.84,"0",778.608884787814,"A"
80236,1,2012,12.62,"partly intersecting",108.577778156007,"B"
80236,0,2012,12.62,"0",391.537502011515,"A"
80236,1,2012,5.64,"partly intersecting",18.6173272556028,"B"
80236,0,2012,5.64,"0",81.26982276673,"A"
80263,1,2012,17.84,"partly intersecting",499.062080903576,"B"
80263,0,2012,17.84,"0",500.34199001048,"A"
80263,1,2012,12.62,"partly intersecting",249.604936806599,"B"
80263,0,2012,12.62,"0",250.510343360923,"A"
80263,1,2012,5.64,"partly intersecting",49.741257540232,"B"
80263,0,2012,5.64,"0",50.1458924821007,"A"
80264,1,2011,17.84,"partly intersecting",499.197167557673,"B"
80264,0,2011,17.84,"0",500.206903356383,"A"
80264,1,2011,12.62,"partly intersecting",249.700496984554,"B"
80264,0,2011,12.62,"0",250.414783182969,"A"
80264,1,2011,5.64,"partly intersecting",49.7839643075586,"B"
80264,0,2011,5.64,"0",50.1031857147742,"A"
80303,1,2012,17.84,"partly intersecting",498.990152228656,"B"
80303,0,2012,17.84,"0",500.4139186854,"A"
80303,1,2012,12.62,"partly intersecting",249.554054526471,"B"
80303,0,2012,12.62,"0",250.561225641051,"A"
80303,1,2012,5.64,"partly intersecting",49.7185177573536,"B"
80303,0,2012,5.64,"0",50.1686322649791,"A"
100039,1,2011,17.84,"partly intersecting",498.99176273282,"B"
100039,0,2011,17.84,"0",500.412308181236,"A"
100039,1,2011,12.62,"partly intersecting",249.555193795672,"B"
100039,0,2011,12.62,"0",250.56008637185,"A"
100039,1,2011,5.64,"partly intersecting",49.7190269077734,"B"
100039,0,2011,5.64,"0",50.1681231145594,"A"
100045,1,2011,17.84,"partly intersecting",499.087747904912,"B"
100045,0,2011,17.84,"0",500.316323009144,"A"
100045,1,2011,12.62,"partly intersecting",249.623093620324,"B"
100045,0,2011,12.62,"0",250.492186547198,"A"
100045,1,2011,5.64,"partly intersecting",49.7493719958112,"B"
100045,0,2011,5.64,"0",50.1377780265216,"A"
120008,1,2011,17.84,"partly intersecting",499.546537011917,"B"
120008,0,2011,17.84,"0",499.857533902139,"A"
120008,1,2011,12.62,"partly intersecting",249.947640668779,"B"
120008,0,2011,12.62,"0",250.167639498743,"A"
120008,1,2011,5.64,"partly intersecting",49.8944154246135,"B"
120008,0,2011,5.64,"0",49.9927345977193,"A"
120020,1,2011,17.84,"partly intersecting",499.066548191916,"B"
120020,0,2011,17.84,"0",500.33752272214,"A"
120020,1,2011,12.62,"partly intersecting",249.608097724476,"B"
120020,0,2011,12.62,"0",250.507182443046,"A"
120020,1,2011,5.64,"partly intersecting",49.7426737824856,"B"
120020,0,2011,5.64,"0",50.1444762398472,"A"
120039,1,2011,17.84,"partly intersecting",499.19810237198,"B"
120039,0,2011,17.84,"0",500.205968542075,"A"
120039,1,2011,12.62,"partly intersecting",249.701158271356,"B"
120039,0,2011,12.62,"0",250.414121896166,"A"
120039,1,2011,5.64,"partly intersecting",49.7842598430236,"B"
120039,0,2011,5.64,"0",50.1028901793092,"A"
120073,1,2011,17.84,"partly intersecting",499.418400175131,"B"
120073,0,2011,17.84,"0",499.985670738925,"A"
120073,1,2011,12.62,"partly intersecting",249.856996739729,"B"
120073,0,2011,12.62,"0",250.258283427793,"A"
120073,1,2011,5.64,"partly intersecting",49.85390556106,"B"
120073,0,2011,5.64,"0",50.0332444612727,"A"
120075,1,2011,17.84,"partly intersecting",499.056158391922,"B"
120075,0,2011,17.84,"0",500.347912522134,"A"
120075,1,2011,12.62,"partly intersecting",249.600747227167,"B"
120075,0,2011,12.62,"0",250.514532940355,"A"
120075,1,2011,5.64,"partly intersecting",49.7393851766822,"B"
120075,0,2011,5.64,"0",50.1477648456506,"A"
120093,1,2011,17.84,"partly intersecting",499.111603624866,"B"
120093,0,2011,17.84,"0",500.29246728919,"A"
120093,1,2011,12.62,"partly intersecting",249.639969135225,"B"
120093,0,2011,12.62,"0",250.475311032297,"A"
120093,1,2011,5.64,"partly intersecting",49.756913826559,"B"
120093,0,2011,5.64,"0",50.1302361957737,"A"
120100,1,2011,17.84,"partly intersecting",499.56821068683,"B"
120100,0,2011,17.84,"0",499.835860227225,"A"
120100,1,2011,12.62,"partly intersecting",249.962972561346,"B"
120100,0,2011,12.62,"0",250.152307606177,"A"
120100,1,2011,5.64,"partly intersecting",49.9012671802295,"B"
120100,0,2011,5.64,"0",49.9858828421032,"A"
120117,1,2011,17.84,"partly intersecting",499.001182082027,"B"
120117,0,2011,17.84,"0",500.402888832029,"A"
120117,1,2011,12.62,"partly intersecting",249.561857034853,"B"
120117,0,2011,12.62,"0",250.553423132669,"A"
120117,1,2011,5.64,"partly intersecting",49.722004773778,"B"
120117,0,2011,5.64,"0",50.1651452485547,"A"
120118,1,2011,17.84,"partly intersecting",499.099310907474,"B"
120118,0,2011,17.84,"0",500.304760006582,"A"
120118,1,2011,12.62,"partly intersecting",249.631273277966,"B"
120118,0,2011,12.62,"0",250.484006889556,"A"
120118,1,2011,5.64,"partly intersecting",49.7530275638857,"B"
120118,0,2011,5.64,"0",50.134122458447,"A"
120163,1,2011,17.84,"partly intersecting",419.671231306465,"B"
120163,0,2011,17.84,"0",579.73283960759,"A"
120163,1,2011,12.62,"partly intersecting",209.947575194445,"B"
120163,0,2011,12.62,"0",290.167704973077,"A"
120163,1,2011,5.64,"partly intersecting",41.8804527420769,"B"
120163,0,2011,5.64,"0",58.0066972802559,"A"
130013,1,2012,17.84,"partly intersecting",499.513622337961,"B"
130013,0,2012,17.84,"0",499.890448576095,"A"
130013,1,2012,12.62,"partly intersecting",249.924356812313,"B"
130013,0,2012,12.62,"0",250.190923355209,"A"
130013,1,2012,5.64,"partly intersecting",49.8840094286809,"B"
130013,0,2012,5.64,"0",50.0031405936518,"A"
130059,1,2012,17.84,"partly intersecting",499.239169702739,"B"
130059,0,2012,17.84,"0",500.164901211317,"A"
130059,1,2012,12.62,"partly intersecting",249.730209264303,"B"
130059,0,2012,12.62,"0",250.385070903219,"A"
130059,1,2012,5.64,"partly intersecting",49.797243012613,"B"
130059,0,2012,5.64,"0",50.0899070097197,"A"
130064,1,2012,17.84,"partly intersecting",499.229903471241,"B"
130064,0,2012,17.84,"0",500.174167442815,"A"
130064,1,2012,12.62,"partly intersecting",249.723654340452,"B"
130064,0,2012,12.62,"0",250.39162582707,"A"
130064,1,2012,5.64,"partly intersecting",49.7943135537762,"B"
130064,0,2012,5.64,"0",50.0928364685565,"A"
140014,1,2012,17.84,"partly intersecting",499.131911228154,"B"
140014,0,2012,17.84,"0",500.272159685902,"A"
140014,1,2012,12.62,"partly intersecting",249.654334715578,"B"
140014,0,2012,12.62,"0",250.460945451944,"A"
140014,1,2012,5.64,"partly intersecting",49.7633339432937,"B"
140014,0,2012,5.64,"0",50.1238160790391,"A"
140029,1,2011,17.84,"partly intersecting",499.238992652431,"B"
140029,0,2011,17.84,"0",500.165078261625,"A"
140029,1,2011,12.62,"partly intersecting",249.730084019074,"B"
140029,0,2011,12.62,"0",250.385196148448,"A"
140029,1,2011,5.64,"partly intersecting",49.7971870393093,"B"
140029,0,2011,5.64,"0",50.0899629830234,"A"
140033,1,2011,17.84,"partly intersecting",499.020385062977,"B"
140033,0,2011,17.84,"0",500.383685851079,"A"
140033,1,2011,12.62,"partly intersecting",249.575441206355,"B"
140033,0,2011,12.62,"0",250.539838961167,"A"
140033,1,2011,5.64,"partly intersecting",49.7280756713431,"B"
140033,0,2011,5.64,"0",50.1590743509897,"A"
140042,1,2011,17.84,"partly intersecting",499.093835986184,"B"
140042,0,2011,17.84,"0",500.310234927872,"A"
140042,1,2011,12.62,"partly intersecting",249.627401872434,"B"
140042,0,2011,12.62,"0",250.487878295088,"A"
140042,1,2011,5.64,"partly intersecting",49.7513011988982,"B"
140042,0,2011,5.64,"0",50.1358488234345,"A"
140043,1,2011,17.84,"partly intersecting",499.093511646476,"B"
140043,0,2011,17.84,"0",500.310559267579,"A"
140043,1,2011,12.62,"partly intersecting",249.627170885938,"B"
140043,0,2011,12.62,"0",250.488109281584,"A"
140043,1,2011,5.64,"partly intersecting",49.7511941652297,"B"
140043,0,2011,5.64,"0",50.135955857103,"A"
140046,1,2011,17.84,"partly intersecting",499.124979849471,"B"
140046,0,2011,17.84,"0",500.279091064585,"A"
140046,1,2011,12.62,"partly intersecting",249.649432860168,"B"
140046,0,2011,12.62,"0",250.465847307354,"A"
140046,1,2011,5.64,"partly intersecting",49.7611466815277,"B"
140046,0,2011,5.64,"0",50.1260033408051,"A"
140048,1,2011,17.84,"partly intersecting",319.015482105256,"B"
140048,0,2011,17.84,"0",680.388588808801,"A"
140048,1,2011,12.62,"partly intersecting",153.389198666351,"B"
140048,0,2011,12.62,"0",346.726081501171,"A"
140048,1,2011,5.64,"partly intersecting",24.785329751572,"B"
140048,0,2011,5.64,"0",75.1018202707608,"A"
140054,1,2011,17.84,"partly intersecting",498.988583968612,"B"
140054,0,2011,17.84,"0",500.415486945444,"A"
140054,1,2011,12.62,"partly intersecting",249.552945140722,"B"
140054,0,2011,12.62,"0",250.5623350268,"A"
140054,1,2011,5.64,"partly intersecting",49.7180219621378,"B"
140054,0,2011,5.64,"0",50.1691280601949,"A"
150003,1,2011,17.84,"partly intersecting",255.231686285025,"B"
150003,0,2011,17.84,"0",744.172384629031,"A"
150003,1,2011,12.62,"partly intersecting",125.408347689021,"B"
150003,0,2011,12.62,"0",374.706932478501,"A"
150003,1,2011,5.64,"partly intersecting",23.1296071971834,"B"
150003,0,2011,5.64,"0",76.7575428251493,"A"
150017,1,2012,17.84,"partly intersecting",499.061006319663,"B"
150017,0,2012,17.84,"0",500.343064594393,"A"
150017,1,2012,12.62,"partly intersecting",249.604176646903,"B"
150017,0,2012,12.62,"0",250.511103520619,"A"
150017,1,2012,5.64,"partly intersecting",49.7409178175151,"B"
150017,0,2012,5.64,"0",50.1462322048177,"A"
150501,1,2012,17.84,"partly intersecting",499.449625788283,"B"
150501,0,2012,17.84,"0",499.954445125773,"A"
150501,1,2012,12.62,"partly intersecting",249.879085710467,"B"
150501,0,2012,12.62,"0",250.236194457055,"A"
150501,1,2012,5.64,"partly intersecting",49.8637773356214,"B"
150501,0,2012,5.64,"0",50.0233726867113,"A"
150505,1,2012,17.84,"partly intersecting",499.668387743604,"B"
150505,0,2012,17.84,"0",499.735683170452,"A"
150505,1,2012,12.62,"partly intersecting",250.033837721462,"B"
150505,0,2012,12.62,"0",250.08144244606,"A"
150505,1,2012,5.64,"partly intersecting",49.932937505353,"B"
150505,0,2012,5.64,"0",49.9542125169798,"A"
150508,1,2012,17.84,"partly intersecting",499.60134447155,"B"
150508,0,2012,17.84,"0",499.802726442506,"A"
150508,1,2012,12.62,"partly intersecting",249.98641137094,"B"
150508,0,2012,12.62,"0",250.128868796582,"A"
150508,1,2012,5.64,"partly intersecting",49.9117422108246,"B"
150508,0,2012,5.64,"0",49.9754078115081,"A"
160008,1,2012,17.84,"partly intersecting",166.000351473929,"B"
160008,0,2012,17.84,"0",833.403719440127,"A"
160008,1,2012,12.62,"partly intersecting",82.4078108901384,"B"
160008,0,2012,12.62,"0",417.707469277384,"A"
160008,1,2012,5.64,"partly intersecting",15.7948916292079,"B"
160008,0,2012,5.64,"0",84.0922583931249,"A"
160030,1,2011,17.84,"partly intersecting",226.446563819821,"B"
160030,0,2011,17.84,"0",772.957507094234,"A"
160030,1,2011,12.62,"partly intersecting",126.534962911514,"B"
160030,0,2011,12.62,"0",373.580317256008,"A"
160030,1,2011,5.64,"partly intersecting",36.7331735523853,"B"
160030,0,2011,5.64,"0",63.1539764699475,"A"
160041,1,2011,17.84,"partly intersecting",499.492477924332,"B"
160041,0,2011,17.84,"0",499.911592989724,"A"
160041,1,2011,12.62,"partly intersecting",249.909399273076,"B"
160041,0,2011,12.62,"0",250.205880894446,"A"
160041,1,2011,5.64,"partly intersecting",49.8773247597984,"B"
160041,0,2011,5.64,"0",50.0098252625343,"A"
160046,1,2011,17.84,"partly intersecting",499.690844028293,"B"
160046,0,2011,17.84,"0",499.713226885763,"A"
160046,1,2011,12.62,"partly intersecting",250.049723277111,"B"
160046,0,2011,12.62,"0",250.065556890411,"A"
160046,1,2011,5.64,"partly intersecting",49.9400369137411,"B"
160046,0,2011,5.64,"0",49.9471131085917,"A"
160070,1,2012,17.84,"partly intersecting",499.557202162228,"B"
160070,0,2012,17.84,"0",499.846868751828,"A"
160070,1,2012,12.62,"partly intersecting",249.955185140915,"B"
160070,0,2012,12.62,"0",250.160095026607,"A"
160070,1,2012,5.64,"partly intersecting",49.8977869067564,"B"
160070,0,2012,5.64,"0",49.9893631155763,"A"
160081,1,2012,17.84,"partly intersecting",499.247023773034,"B"
160081,0,2012,17.84,"0",500.157047141022,"A"
160081,1,2012,12.62,"partly intersecting",249.735765226586,"B"
160081,0,2012,12.62,"0",250.379514940936,"A"
160081,1,2012,5.64,"partly intersecting",49.7997260258678,"B"
160081,0,2012,5.64,"0",50.0874239964649,"A"
160091,1,2011,17.84,"partly intersecting",499.291485422935,"B"
160091,0,2011,17.84,"0",500.112585491121,"A"
160091,1,2011,12.62,"partly intersecting",249.76721735785,"B"
160091,0,2011,12.62,"0",250.348062809673,"A"
160091,1,2011,5.64,"partly intersecting",49.8137822873835,"B"
160091,0,2011,5.64,"0",50.0733677349493,"A"
160093,1,2011,17.84,"partly intersecting",499.051579436453,"B"
160093,0,2011,17.84,"0",500.352491477602,"A"
160093,1,2011,12.62,"partly intersecting",249.597508078175,"B"
160093,0,2011,12.62,"0",250.517772089347,"A"
160093,1,2011,5.64,"partly intersecting",49.7379375696842,"B"
160093,0,2011,5.64,"0",50.1492124526485,"A"
30506,1,2011,17.84,"partly intersecting",499.612722368039,"A"
30506,2,2011,17.84,"partly intersecting",469.394404726773,"B"
30506,0,2011,17.84,"0",30.3969438192444,"C"
30506,1,2011,12.62,"partly intersecting",249.994460084711,"A"
30506,2,2011,12.62,"partly intersecting",234.842522286885,"B"
30506,0,2011,12.62,"0",15.2782977959254,"C"
30506,1,2011,5.64,"partly intersecting",49.9153392588178,"A"
30506,2,2011,5.64,"partly intersecting",46.8631610596177,"B"
30506,0,2011,5.64,"0",3.10864970389732,"C"
30509,1,2011,17.84,"partly intersecting",499.450119166666,"A"
30509,2,2011,17.84,"partly intersecting",42.2940291061166,"C"
30509,0,2011,17.84,"0",457.659922641274,"B"
30509,1,2011,12.62,"partly intersecting",249.879434725893,"A"
30509,2,2011,12.62,"partly intersecting",21.1540110736903,"C"
30509,0,2011,12.62,"0",229.081834367939,"B"
30509,1,2011,5.64,"partly intersecting",49.8639333139892,"A"
30509,2,2011,5.64,"partly intersecting",4.21619286532718,"C"
30509,0,2011,5.64,"0",45.8070238430164,"B"
30517,1,2011,17.84,"partly intersecting",24.8681515257899,"C"
30517,2,2011,17.84,"partly intersecting",474.789051730025,"B"
30517,0,2011,17.84,"0",499.746867658241,"A"
30517,1,2011,12.62,"partly intersecting",10.608402793753,"C"
30517,2,2011,12.62,"partly intersecting",239.417523031078,"B"
30517,0,2011,12.62,"0",250.089354342691,"A"
30517,1,2011,5.64,"partly intersecting",0.781710271293692,"C"
30517,2,2011,5.64,"partly intersecting",49.1476913309691,"B"
30517,0,2011,5.64,"0",49.95774842007,"A"
50063,1,2011,17.84,"partly intersecting",499.546246635699,"A"
50063,2,2011,17.84,"partly intersecting",281.948735432985,"B"
50063,0,2011,17.84,"0",217.909088845371,"C"
50063,1,2011,12.62,"partly intersecting",249.947435303919,"A"
50063,2,2011,12.62,"partly intersecting",141.03320610385,"B"
50063,0,2011,12.62,"0",109.134638759753,"C"
50063,1,2011,5.64,"partly intersecting",49.8943236738712,"A"
50063,2,2011,5.64,"partly intersecting",28.119485554254,"B"
50063,0,2011,5.64,"0",21.8733407942076,"C"
50075,1,2011,17.84,"partly intersecting",472.453111552763,"A"
50075,2,2011,17.84,"partly intersecting",278.350291580974,"B"
50075,0,2011,17.84,"0",248.600667780318,"C"
50075,1,2011,12.62,"partly intersecting",237.277783772877,"A"
50075,2,2011,12.62,"partly intersecting",138.808275621655,"B"
50075,0,2011,12.62,"0",124.029220772991,"C"
50075,1,2011,5.64,"partly intersecting",48.1139367458083,"A"
50075,2,2011,5.64,"partly intersecting",27.316986072342,"B"
50075,0,2011,5.64,"0",24.4562272041824,"C"
60001,1,2011,17.84,"partly intersecting",499.051312928312,"A"
60001,2,2011,17.84,"partly intersecting",190.147170971617,"C"
60001,0,2011,17.84,"0",310.205587014127,"B"
60001,1,2011,12.62,"partly intersecting",249.597319550555,"A"
60001,2,2011,12.62,"partly intersecting",95.1698228742608,"C"
60001,0,2011,12.62,"0",155.348137742707,"B"
60001,1,2011,5.64,"partly intersecting",49.7378533148681,"A"
60001,2,2011,5.64,"partly intersecting",19.022919872599,"C"
60001,0,2011,5.64,"0",31.1263768348656,"B"
60019,1,2011,17.84,"partly intersecting",499.535247395224,"A"
60019,2,2011,17.84,"partly intersecting",274.656421403236,"B"
60019,0,2011,17.84,"0",225.212402115596,"C"
60019,1,2011,12.62,"partly intersecting",249.939654383962,"A"
60019,2,2011,12.62,"partly intersecting",137.390772411464,"B"
60019,0,2011,12.62,"0",112.784853372095,"C"
60019,1,2011,5.64,"partly intersecting",49.8908462898256,"A"
60019,2,2011,5.64,"partly intersecting",27.3976875382164,"B"
60019,0,2011,5.64,"0",22.5986161942908,"C"
60033,1,2011,17.84,"partly intersecting",499.160045272471,"A"
60033,2,2011,17.84,"partly intersecting",85.30398822665,"C"
60033,0,2011,17.84,"0",414.940037414935,"B"
60033,1,2011,12.62,"partly intersecting",249.674236713295,"A"
60033,2,2011,12.62,"partly intersecting",42.6791409050706,"C"
60033,0,2011,12.62,"0",207.761902549156,"B"
60033,1,2011,5.64,"partly intersecting",49.7722283384701,"A"
60033,2,2011,5.64,"partly intersecting",8.51734053256787,"C"
60033,0,2011,5.64,"0",41.5975811512948,"B"
60038,1,2011,17.84,"partly intersecting",499.397940281789,"A"
60038,2,2011,17.84,"partly intersecting",297.016320032485,"B"
60038,0,2011,17.84,"0",202.989810599783,"C"
60038,1,2011,12.62,"partly intersecting",249.842523429528,"A"
60038,2,2011,12.62,"partly intersecting",148.607705330556,"B"
60038,0,2011,12.62,"0",101.665051407438,"C"
60038,1,2011,5.64,"partly intersecting",49.847437298815,"A"
60038,2,2011,5.64,"partly intersecting",29.6614329284725,"B"
60038,0,2011,5.64,"0",20.3782797950452,"C"
60039,1,2011,17.84,"partly intersecting",499.623594973845,"A"
60039,2,2011,17.84,"partly intersecting",329.72823611038,"B"
60039,0,2011,17.84,"0",170.05223982983,"C"
60039,1,2011,12.62,"partly intersecting",250.002151356308,"A"
60039,2,2011,12.62,"partly intersecting",164.970002063288,"B"
60039,0,2011,12.62,"0",85.1431267479264,"C"
60039,1,2011,5.64,"partly intersecting",49.9187765624471,"A"
60039,2,2011,5.64,"partly intersecting",32.923420538603,"B"
60039,0,2011,5.64,"0",17.0449529212827,"C"
60069,1,2011,17.84,"partly intersecting",498.988480481352,"A"
60069,2,2011,17.84,"partly intersecting",125.562161470353,"C"
60069,0,2011,17.84,"0",374.853428962351,"B"
60069,1,2011,12.62,"partly intersecting",249.552871933928,"A"
60069,2,2011,12.62,"partly intersecting",62.8385785449195,"C"
60069,0,2011,12.62,"0",187.723829688675,"B"
60069,1,2011,5.64,"partly intersecting",49.7179903211222,"A"
60069,2,2011,5.64,"partly intersecting",12.5552940532709,"C"
60069,0,2011,5.64,"0",37.6138656479397,"B"
60074,1,2011,17.84,"partly intersecting",499.056797999811,"B"
60074,2,2011,17.84,"no intersections",0,"C"
60074,0,2011,17.84,"0",500.347272914245,"A"
60074,1,2011,12.62,"partly intersecting",249.601199685214,"B"
60074,2,2011,12.62,"no intersections",0,"C"
60074,0,2011,12.62,"0",250.514080482308,"A"
60074,1,2011,5.64,"partly intersecting",49.7395873845574,"B"
60074,2,2011,5.64,"no intersections",0,"C"
60074,0,2011,5.64,"0",50.1475626377753,"A"
60076,1,2011,17.84,"partly intersecting",74.1107605370053,"C"
60076,2,2011,17.84,"partly intersecting",426.032784374129,"B"
60076,0,2011,17.84,"0",499.260526002922,"A"
60076,1,2011,12.62,"partly intersecting",42.10608358127,"C"
60076,2,2011,12.62,"partly intersecting",208.399603325559,"B"
60076,0,2011,12.62,"0",249.609593260694,"A"
60076,1,2011,5.64,"partly intersecting",13.2672386313268,"C"
60076,2,2011,5.64,"partly intersecting",37.1331247422459,"B"
60076,0,2011,5.64,"0",49.4867866487601,"A"
60092,1,2011,17.84,"partly intersecting",499.035136204346,"A"
60092,2,2011,17.84,"partly intersecting",5.4404697481507,"C"
60092,0,2011,17.84,"0",494.928464961559,"B"
60092,1,2011,12.62,"partly intersecting",249.58587615053,"A"
60092,2,2011,12.62,"partly intersecting",2.72024607511927,"C"
60092,0,2011,12.62,"0",247.809157941873,"B"
60092,1,2011,5.64,"partly intersecting",49.7327391487714,"A"
60092,2,2011,5.64,"partly intersecting",0.541421052864858,"C"
60092,0,2011,5.64,"0",49.6129898206965,"B"
60093,1,2011,17.84,"partly intersecting",139.900491022771,"C"
60093,2,2011,17.84,"partly intersecting",148.613683718337,"B"
60093,0,2011,17.84,"0",710.889896172948,"A"
60093,1,2011,12.62,"partly intersecting",67.8971897554184,"C"
60093,2,2011,12.62,"partly intersecting",72.470898793522,"B"
60093,0,2011,12.62,"0",359.747191618582,"A"
60093,1,2011,5.64,"partly intersecting",11.8172693702774,"C"
60093,2,2011,5.64,"partly intersecting",12.9430014297392,"B"
60093,0,2011,5.64,"0",75.1268792223162,"A"
70146,1,2011,17.84,"partly intersecting",499.19709815903,"B"
70146,2,2011,17.84,"no intersections",0,"C"
70146,0,2011,17.84,"0",500.206972755026,"A"
70146,1,2011,12.62,"partly intersecting",249.70044857142,"B"
70146,2,2011,12.62,"no intersections",0,"C"
70146,0,2011,12.62,"0",250.414831596102,"A"
70146,1,2011,5.64,"partly intersecting",49.7839450609414,"B"
70146,2,2011,5.64,"no intersections",0,"C"
70146,0,2011,5.64,"0",50.1032049613914,"A"
80003,1,2011,17.84,"partly intersecting",499.175082199876,"B"
80003,2,2011,17.84,"no intersections",0,"C"
80003,0,2011,17.84,"0",500.22898871418,"A"
80003,1,2011,12.62,"partly intersecting",249.684873822255,"B"
80003,2,2011,12.62,"no intersections",0,"C"
80003,0,2011,12.62,"0",250.430406345267,"A"
80003,1,2011,5.64,"partly intersecting",49.7769821652953,"B"
80003,2,2011,5.64,"no intersections",0,"C"
80003,0,2011,5.64,"0",50.1101678570374,"A"
80016,1,2011,17.84,"partly intersecting",30.7941365799941,"C"
80016,2,2011,17.84,"partly intersecting",414.250624770517,"B"
80016,0,2011,17.84,"0",554.359309563545,"A"
80016,1,2011,12.62,"partly intersecting",16.1249417762068,"C"
80016,2,2011,12.62,"partly intersecting",213.332086708031,"B"
80016,0,2011,12.62,"0",270.658251683284,"A"
80016,1,2011,5.64,"partly intersecting",3.74511112476965,"C"
80016,2,2011,5.64,"partly intersecting",47.3486785816512,"B"
80016,0,2011,5.64,"0",48.7933603159119,"A"
140027,1,2012,17.84,"partly intersecting",499.367970655409,"A"
140027,2,2012,17.84,"partly intersecting",185.015084657563,"C"
140027,0,2012,17.84,"0",315.021015601083,"B"
140027,1,2012,12.62,"partly intersecting",249.821322942706,"A"
140027,2,2012,12.62,"partly intersecting",92.5790488103271,"C"
140027,0,2012,12.62,"0",157.714908414489,"B"
140027,1,2012,5.64,"partly intersecting",49.8379625963048,"A"
140027,2,2012,5.64,"partly intersecting",18.4864068387425,"C"
140027,0,2012,5.64,"0",31.5627805872854,"B"
150011,1,2012,17.84,"partly intersecting",498.997370428143,"A"
150011,2,2012,17.84,"partly intersecting",125.07063100542,"C"
150011,0,2012,17.84,"0",375.336069480492,"B"
150011,1,2012,12.62,"partly intersecting",249.559161398557,"A"
150011,2,2012,12.62,"partly intersecting",62.6001205876395,"C"
150011,0,2012,12.62,"0",187.955998181326,"B"
150011,1,2012,5.64,"partly intersecting",49.7208043580906,"A"
150011,2,2012,5.64,"partly intersecting",12.5140219163579,"C"
150011,0,2012,5.64,"0",37.6523237478843,"B"
160086,1,2011,17.84,"partly intersecting",498.988548420081,"A"
160086,2,2011,17.84,"partly intersecting",430.055285744654,"B"
160086,0,2011,17.84,"0",70.3602367493209,"C"
160086,1,2011,12.62,"partly intersecting",249.552921936104,"A"
160086,2,2011,12.62,"partly intersecting",215.204816370054,"B"
160086,0,2011,12.62,"0",35.3575418613646,"C"
160086,1,2011,5.64,"partly intersecting",49.7180167132094,"A"
160086,2,2011,5.64,"partly intersecting",42.9812527644762,"B"
160086,0,2011,5.64,"0",7.18788054464717,"C"
160087,1,2011,17.84,"partly intersecting",499.535309556103,"A"
160087,2,2011,17.84,"partly intersecting",69.5553073476145,"C"
160087,0,2011,17.84,"0",430.313454010338,"B"
160087,1,2011,12.62,"partly intersecting",249.939698330977,"A"
160087,2,2011,12.62,"partly intersecting",34.7614600797282,"C"
160087,0,2011,12.62,"0",215.414121756817,"B"
160087,1,2011,5.64,"partly intersecting",49.8908657016813,"A"
160087,2,2011,5.64,"partly intersecting",6.90492344440952,"C"
160087,0,2011,5.64,"0",43.0913608762419,"B"
30058,1,2011,17.84,"partly intersecting",499.418980596623,"warning"
30058,0,2011,17.84,"0",499.985090317433,"A"
30058,1,2011,12.62,"partly intersecting",249.857407329371,"warning"
30058,0,2011,12.62,"0",250.257872838151,"A"
30058,1,2011,5.64,"partly intersecting",49.8540890575405,"warning"
