"plot_ID","e_ID","inv_year","CCS_r_m","inter_stat","area_m2","stand"
60026,0,2011,17.84,"0",500.414258956677,"A"
60026,1,2011,12.62,"partly intersecting",249.553814398148,"B"
60026,0,2011,12.62,"0",250.561465769374,"A"
60026,1,2011,5.64,"partly intersecting",49.7184147059752,"B"
60026,0,2011,5.64,"0",50.1687353163576,"A"
60044,1,2011,17.84,"partly intersecting",499.230532619917,"B"
60044,0,2011,17.84,"0",500.173538294139,"A"
60044,1,2011,12.62,"partly intersecting",249.724099399661,"B"
60044,0,2011,12.62,"0",250.391180767861,"A"
60044,1,2011,5.64,"partly intersecting",49.7945124550393,"B"
60044,0,2011,5.64,"0",50.0926375672934,"A"
60058,1,2012,17.84,"partly intersecting",499.309974323467,"B"
60058,0,2012,17.84,"0",500.094096590589,"A"
60058,1,2012,12.62,"partly intersecting",249.780296389504,"B"
60058,0,2012,12.62,"0",250.334983778018,"A"
60058,1,2012,5.64,"partly intersecting",49.8196274330675,"B"
60058,0,2012,5.64,"0",50.0675225892652,"A"
60062,1,2011,17.84,"partly intersecting",499.348216938484,"B"
60062,0,2011,17.84,"0",500.055853975572,"A"
60062,1,2011,12.62,"partly intersecting",249.807349181069,"B"
60062,0,2011,12.62,"0",250.307930986453,"A"
60062,1,2011,5.64,"partly intersecting",49.8317175871425,"B"
60062,0,2011,5.64,"0",50.0554324351903,"A"
60064,1,2011,17.84,"partly intersecting",499.230747229093,"B"
60064,0,2011,17.84,"0",500.173323684963,"A"
60064,1,2011,12.62,"partly intersecting",249.724251214,"B"
60064,0,2011,12.62,"0",250.391028953522,"A"
60064,1,2011,5.64,"partly intersecting",49.794580302335,"B"
60064,0,2011,5.64,"0",50.0925697199977,"A"
60065,1,2012,17.84,"partly intersecting",499.196781366189,"B"
60065,0,2012,17.84,"0",500.207289547866,"A"
60065,1,2012,12.62,"partly intersecting",249.700223793045,"B"
60065,0,2012,12.62,"0",250.415056374478,"A"
60065,1,2012,5.64,"partly intersecting",49.783843340658,"B"
60065,0,2012,5.64,"0",50.1033066816748,"A"
60071,1,2011,17.84,"partly intersecting",498.991865375838,"B"
60071,0,2011,17.84,"0",500.412205538218,"A"
60071,1,2011,12.62,"partly intersecting",249.555266405251,"B"
60071,0,2011,12.62,"0",250.560013762271,"A"
60071,1,2011,5.64,"partly intersecting",49.7190593576961,"B"
60071,0,2011,5.64,"0",50.1680906646367,"A"
60072,1,2011,17.84,"partly intersecting",499.524399789048,"B"
60072,0,2011,17.84,"0",499.879671125007,"A"
60072,1,2011,12.62,"partly intersecting",249.931980771547,"B"
60072,0,2011,12.62,"0",250.183299395975,"A"
60072,1,2011,5.64,"partly intersecting",49.8874166497647,"B"
60072,0,2011,5.64,"0",49.999733372568,"A"
60079,1,2011,17.84,"partly intersecting",499.238014407978,"B"
60079,0,2011,17.84,"0",500.166056506078,"A"
60079,1,2011,12.62,"partly intersecting",249.729392009826,"B"
60079,0,2011,12.62,"0",250.385888157696,"A"
60079,1,2011,5.64,"partly intersecting",49.7968790178285,"B"
60079,0,2011,5.64,"0",50.0902710045043,"A"
60090,1,2011,17.84,"partly intersecting",499.230610620456,"B"
60090,0,2011,17.84,"0",500.1734602936,"A"
60090,1,2011,12.62,"partly intersecting",249.724154577173,"B"
60090,0,2011,12.62,"0",250.391125590349,"A"
60090,1,2011,5.64,"partly intersecting",49.7945371144026,"B"
60090,0,2011,5.64,"0",50.0926129079301,"A"
60099,1,2011,17.84,"partly intersecting",499.137984156567,"B"
60099,0,2011,17.84,"0",500.266086757489,"A"
60099,1,2011,12.62,"partly intersecting",249.65863069969,"B"
60099,0,2011,12.62,"0",250.456649467832,"A"
60099,1,2011,5.64,"partly intersecting",49.7652538601237,"B"
60099,0,2011,5.64,"0",50.121896162209,"A"
60100,1,2011,17.84,"partly intersecting",205.331908567634,"B"
60100,0,2011,17.84,"0",794.072162346422,"A"
60100,1,2011,12.62,"partly intersecting",96.8977036185404,"B"
60100,0,2011,12.62,"0",403.217576548982,"A"
60100,1,2011,5.64,"partly intersecting",13.5984128222357,"B"
60100,0,2011,5.64,"0",86.2887372000971,"A"
60101,1,2011,17.84,"partly intersecting",499.213114247382,"B"
60101,0,2011,17.84,"0",500.190956666674,"A"
60101,1,2011,12.62,"partly intersecting",249.711777658552,"B"
60101,0,2011,12.62,"0",250.40350250897,"A"
60101,1,2011,5.64,"partly intersecting",49.789005749821,"B"
60101,0,2011,5.64,"0",50.0981442725117,"A"
60127,1,2012,17.84,"partly intersecting",499.043110123237,"B"
60127,0,2012,17.84,"0",500.360960790819,"A"
60127,1,2012,12.62,"partly intersecting",249.591517134519,"B"
60127,0,2012,12.62,"0",250.523763033003,"A"
60127,1,2012,5.64,"partly intersecting",49.7352635568547,"B"
60127,0,2012,5.64,"0",50.1518864654781,"A"
60131,1,2012,17.84,"partly intersecting",3.28092921821261,"B"
60131,0,2012,17.84,"0",996.123141695844,"A"
60131,1,2012,12.62,"partly intersecting",1.5530922652594,"B"
60131,0,2012,12.62,"0",498.562187902263,"A"
60131,1,2012,5.64,"partly intersecting",0.230397790587316,"B"
60131,0,2012,5.64,"0",99.6567522317454,"A"
70003,1,2012,17.84,"partly intersecting",499.51388801248,"B"
70003,0,2012,17.84,"0",499.890182901576,"A"
70003,1,2012,12.62,"partly intersecting",249.92454488001,"B"
70003,0,2012,12.62,"0",250.190735287512,"A"
70003,1,2012,5.64,"partly intersecting",49.8840938309187,"B"
70003,0,2012,5.64,"0",50.0030561914141,"A"
70005,1,2012,17.84,"partly intersecting",499.503085014104,"B"
70005,0,2012,17.84,"0",499.900985899952,"A"
70005,1,2012,12.62,"partly intersecting",249.916902888682,"B"
70005,0,2012,12.62,"0",250.19837727884,"A"
70005,1,2012,5.64,"partly intersecting",49.8806786075771,"B"
70005,0,2012,5.64,"0",50.0064714147557,"A"
70009,1,2012,17.84,"partly intersecting",499.481726102505,"B"
70009,0,2012,17.84,"0",499.922344811551,"A"
70009,1,2012,12.62,"partly intersecting",249.901793581098,"B"
70009,0,2012,12.62,"0",250.213486586424,"A"
70009,1,2012,5.64,"partly intersecting",49.8739261620988,"B"
70009,0,2012,5.64,"0",50.0132238602339,"A"
70012,1,2012,17.84,"partly intersecting",499.460495697737,"B"
70012,0,2012,17.84,"0",499.943575216319,"A"
70012,1,2012,12.62,"partly intersecting",249.886775299315,"B"
70012,0,2012,12.62,"0",250.228504868207,"A"
70012,1,2012,5.64,"partly intersecting",49.8672144753656,"B"
70012,0,2012,5.64,"0",50.0199355469671,"A"
70030,1,2012,17.84,"partly intersecting",499.04243974398,"B"
70030,0,2012,17.84,"0",500.361631170076,"A"
70030,1,2012,12.62,"partly intersecting",249.591042893223,"B"
70030,0,2012,12.62,"0",250.524237274299,"A"
70030,1,2012,5.64,"partly intersecting",49.7350516000826,"B"
70030,0,2012,5.64,"0",50.1520984222501,"A"
70031,1,2012,17.84,"partly intersecting",499.679650595675,"B"
70031,0,2012,17.84,"0",499.724420318381,"A"
70031,1,2012,12.62,"partly intersecting",250.041805053176,"B"
70031,0,2012,12.62,"0",250.073475114346,"A"
70031,1,2012,5.64,"partly intersecting",49.9364981868147,"B"
70031,0,2012,5.64,"0",49.950651835518,"A"
70038,1,2012,17.84,"partly intersecting",499.590315934671,"B"
70038,0,2012,17.84,"0",499.813754979385,"A"
70038,1,2012,12.62,"partly intersecting",249.978609841902,"B"
70038,0,2012,12.62,"0",250.13667032562,"A"
70038,1,2012,5.64,"partly intersecting",49.9082557579039,"B"
70038,0,2012,5.64,"0",49.9788942644289,"A"
70056,1,2012,17.84,"partly intersecting",534.117058109612,"A"
70056,0,2012,17.84,"0",465.287012804444,"B"
70056,1,2012,12.62,"partly intersecting",284.957161869719,"A"
70056,0,2012,12.62,"0",215.158118297803,"B"
70056,1,2012,5.64,"partly intersecting",71.5588916946188,"A"
70056,0,2012,5.64,"0",28.328258327714,"B"
70059,1,2012,17.84,"partly intersecting",498.997106003053,"B"
70059,0,2012,17.84,"0",500.406964911003,"A"
70059,1,2012,12.62,"partly intersecting",249.558974076417,"B"
70059,0,2012,12.62,"0",250.556306091105,"A"
70059,1,2012,5.64,"partly intersecting",49.7207204335683,"B"
70059,0,2012,5.64,"0",50.1664295887645,"A"
70061,1,2012,17.84,"partly intersecting",499.159772799475,"B"
70061,0,2012,17.84,"0",500.24429811458,"A"
70061,1,2012,12.62,"partly intersecting",249.674044739819,"B"
70061,0,2012,12.62,"0",250.441235427704,"A"
70061,1,2012,5.64,"partly intersecting",49.7721452937992,"B"
70061,0,2012,5.64,"0",50.1150047285335,"A"
70083,1,2012,17.84,"partly intersecting",499.264414499817,"B"
70083,0,2012,17.84,"0",500.139656414239,"A"
70083,1,2012,12.62,"partly intersecting",249.748068207794,"B"
70083,0,2012,12.62,"0",250.367211959728,"A"
70083,1,2012,5.64,"partly intersecting",49.8052263131947,"B"
70083,0,2012,5.64,"0",50.081923709138,"A"
70093,1,2012,17.84,"partly intersecting",499.124441603493,"B"
70093,0,2012,17.84,"0",500.279629310563,"A"
70093,1,2012,12.62,"partly intersecting",249.649051892137,"B"
70093,0,2012,12.62,"0",250.466228275385,"A"
70093,1,2012,5.64,"partly intersecting",49.7609763006055,"B"
70093,0,2012,5.64,"0",50.1261737217273,"A"
70100,1,2011,17.84,"partly intersecting",499.612538690395,"B"
70100,0,2011,17.84,"0",499.791532223661,"A"
70100,1,2011,12.62,"partly intersecting",249.994330187459,"B"
70100,0,2011,12.62,"0",250.120949980063,"A"
70100,1,2011,5.64,"partly intersecting",49.915281290397,"B"
70100,0,2011,5.64,"0",49.9718687319357,"A"
70110,1,2012,17.84,"partly intersecting",499.282274713709,"B"
70110,0,2012,17.84,"0",500.121796200347,"A"
70110,1,2012,12.62,"partly intersecting",249.760702229494,"B"
70110,0,2012,12.62,"0",250.354577938028,"A"
70110,1,2012,5.64,"partly intersecting",49.8108722946105,"B"
70110,0,2012,5.64,"0",50.0762777277223,"A"
70117,1,2012,17.84,"partly intersecting",499.093254979219,"B"
70117,0,2012,17.84,"0",500.310815934837,"A"
70117,1,2012,12.62,"partly intersecting",249.626990017457,"B"
70117,0,2012,12.62,"0",250.488290150065,"A"
70117,1,2012,5.64,"partly intersecting",49.751116633815,"B"
70117,0,2012,5.64,"0",50.1360333885177,"A"
70129,1,2012,17.84,"partly intersecting",498.99071011221,"B"
70129,0,2012,17.84,"0",500.413360801846,"A"
70129,1,2012,12.62,"partly intersecting",249.554450486844,"B"
70129,0,2012,12.62,"0",250.560829680679,"A"
70129,1,2012,5.64,"partly intersecting",49.7186994378938,"B"
70129,0,2012,5.64,"0",50.1684505844389,"A"
70140,1,2012,17.84,"partly intersecting",499.238956715462,"B"
70140,0,2012,17.84,"0",500.165114198594,"A"
70140,1,2012,12.62,"partly intersecting",249.730059131559,"B"
70140,0,2012,12.62,"0",250.385221035963,"A"
70140,1,2012,5.64,"partly intersecting",49.797177904525,"B"
70140,0,2012,5.64,"0",50.0899721178077,"A"
70157,1,2012,17.84,"partly intersecting",498.990608856306,"B"
70157,0,2012,17.84,"0",500.41346205775,"A"
70157,1,2012,12.62,"partly intersecting",249.554379649955,"B"
70157,0,2012,12.62,"0",250.560900517567,"A"
70157,1,2012,5.64,"partly intersecting",49.7186682542441,"B"
70157,0,2012,5.64,"0",50.1684817680887,"A"
70162,1,2012,17.84,"partly intersecting",498.997340855027,"B"
70162,0,2012,17.84,"0",500.406730059029,"A"
70162,1,2012,12.62,"partly intersecting",249.559141287482,"B"
70162,0,2012,12.62,"0",250.55613888004,"A"
70162,1,2012,5.64,"partly intersecting",49.7207958599211,"B"
70162,0,2012,5.64,"0",50.1663541624117,"A"
80054,1,2011,17.84,"partly intersecting",499.124385290507,"B"
80054,0,2011,17.84,"0",500.279685623549,"A"
80054,1,2011,12.62,"partly intersecting",249.649011693276,"B"
80054,0,2011,12.62,"0",250.466268474246,"A"
80054,1,2011,5.64,"partly intersecting",49.7609581188783,"B"
80054,0,2011,5.64,"0",50.1261919034545,"A"
80065,1,2011,17.84,"partly intersecting",498.990693489124,"B"
80065,0,2011,17.84,"0",500.413377424931,"A"
80065,1,2011,12.62,"partly intersecting",249.554439444892,"B"
80065,0,2011,12.62,"0",250.56084072263,"A"
80065,1,2011,5.64,"partly intersecting",49.7186949318799,"B"
80065,0,2011,5.64,"0",50.1684550904529,"A"
80066,1,2011,17.84,"partly intersecting",499.328914236135,"B"
80066,0,2011,17.84,"0",500.075156677921,"A"
80066,1,2011,12.62,"partly intersecting",249.793694963059,"B"
80066,0,2011,12.62,"0",250.321585204463,"A"
80066,1,2011,5.64,"partly intersecting",49.8256167648645,"B"
80066,0,2011,5.64,"0",50.0615332574682,"A"
80076,1,2011,17.84,"partly intersecting",499.238949390067,"B"
80076,0,2011,17.84,"0",500.165121523989,"A"
80076,1,2011,12.62,"partly intersecting",249.730053979553,"B"
80076,0,2011,12.62,"0",250.38522618797,"A"
80076,1,2011,5.64,"partly intersecting",49.7971756200061,"B"
80076,0,2011,5.64,"0",50.0899744023266,"A"
80083,1,2011,17.84,"partly intersecting",499.328924110409,"B"
80083,0,2011,17.84,"0",500.075146803647,"A"
80083,1,2011,12.62,"partly intersecting",249.793701972819,"B"
80083,0,2011,12.62,"0",250.321578194703,"A"
80083,1,2011,5.64,"partly intersecting",49.8256199123012,"B"
80083,0,2011,5.64,"0",50.0615301100315,"A"
80086,1,2011,17.84,"partly intersecting",499.378452447735,"B"
80086,0,2011,17.84,"0",500.025618466321,"A"
80086,1,2011,12.62,"partly intersecting",249.828737753196,"B"
80086,0,2011,12.62,"0",250.286542414326,"A"
80086,1,2011,5.64,"partly intersecting",49.8412763467935,"B"
80086,0,2011,5.64,"0",50.0458736755392,"A"
80088,1,2011,17.84,"partly intersecting",499.019815062559,"B"
80088,0,2011,17.84,"0",500.384255851497,"A"
80088,1,2011,12.62,"partly intersecting",249.575039486811,"B"
80088,0,2011,12.62,"0",250.540240680711,"A"
80088,1,2011,5.64,"partly intersecting",49.7279006555014,"B"
80088,0,2011,5.64,"0",50.1592493668314,"A"
80094,1,2011,17.84,"partly intersecting",499.196947202259,"B"
80094,0,2011,17.84,"0",500.207123711797,"A"
80094,1,2011,12.62,"partly intersecting",249.700341156321,"B"
80094,0,2011,12.62,"0",250.414939011202,"A"
80094,1,2011,5.64,"partly intersecting",49.7838965148789,"B"
80094,0,2011,5.64,"0",50.1032535074538,"A"
80102,1,2011,17.84,"partly intersecting",499.702035457025,"B"
80102,0,2011,17.84,"0",499.702035457031,"A"
80102,1,2011,12.62,"partly intersecting",250.057640083759,"B"
80102,0,2011,12.62,"0",250.057640083763,"A"
80102,1,2011,5.64,"partly intersecting",49.9435750111655,"B"
80102,0,2011,5.64,"0",49.9435750111673,"A"
80103,1,2011,17.84,"partly intersecting",499.358050578924,"B"
80103,0,2011,17.84,"0",500.046020335132,"A"
80103,1,2011,12.62,"partly intersecting",249.814305489497,"B"
80103,0,2011,12.62,"0",250.300974678025,"A"
80103,1,2011,5.64,"partly intersecting",49.8348264286268,"B"
80103,0,2011,5.64,"0",50.0523235937059,"A"
80110,1,2012,17.84,"partly intersecting",499.524317053232,"B"
80110,0,2012,17.84,"0",499.879753860824,"A"
80110,1,2012,12.62,"partly intersecting",249.931922247065,"B"
80110,0,2012,12.62,"0",250.183357920457,"A"
80110,1,2012,5.64,"partly intersecting",49.8873907136004,"B"
80110,0,2012,5.64,"0",49.9997593087324,"A"
80111,1,2012,17.84,"partly intersecting",499.357943213153,"B"
80111,0,2012,17.84,"0",500.046127700903,"A"
80111,1,2012,12.62,"partly intersecting",249.814229807233,"B"
80111,0,2012,12.62,"0",250.301050360289,"A"
80111,1,2012,5.64,"partly intersecting",49.8347936869292,"B"
80111,0,2012,5.64,"0",50.0523563354035,"A"
80116,1,2012,17.84,"partly intersecting",499.094082144797,"B"
80116,0,2012,17.84,"0",500.309988769259,"A"
80116,1,2012,12.62,"partly intersecting",249.627574488245,"B"
80116,0,2012,12.62,"0",250.487705679277,"A"
80116,1,2012,5.64,"partly intersecting",49.7513771018637,"B"
80116,0,2012,5.64,"0",50.135772920469,"A"
80127,1,2012,17.84,"partly intersecting",499.124430316239,"B"
80127,0,2012,17.84,"0",500.279640597816,"A"
80127,1,2012,12.62,"partly intersecting",249.649043840219,"B"
80127,0,2012,12.62,"0",250.466236327303,"A"
80127,1,2012,5.64,"partly intersecting",49.7609726619967,"B"
80127,0,2012,5.64,"0",50.1261773603361,"A"
80159,1,2012,17.84,"partly intersecting",498.988454264985,"B"
80159,0,2012,17.84,"0",500.415616649071,"A"
80159,1,2012,12.62,"partly intersecting",249.552854728269,"B"
80159,0,2012,12.62,"0",250.562425439254,"A"
80159,1,2012,5.64,"partly intersecting",49.717986318344,"B"
80159,0,2012,5.64,"0",50.1691637039887,"A"
80160,1,2012,17.84,"partly intersecting",499.125306281241,"B"
80160,0,2012,17.84,"0",500.278764632815,"A"
80160,1,2012,12.62,"partly intersecting",249.649662382055,"B"
80160,0,2012,12.62,"0",250.465617785467,"A"
80160,1,2012,5.64,"partly intersecting",49.7612477542341,"B"
80160,0,2012,5.64,"0",50.1259022680986,"A"
80169,1,2012,17.84,"partly intersecting",305.292374606956,"B"
80169,0,2012,17.84,"0",694.1116963071,"A"
80169,1,2012,12.62,"partly intersecting",138.429247366243,"B"
80169,0,2012,12.62,"0",361.686032801279,"A"
80169,1,2012,5.64,"partly intersecting",16.3629992805889,"B"
80169,0,2012,5.64,"0",83.5241507417439,"A"
80173,1,2011,17.84,"partly intersecting",499.702035457028,"B"
80173,0,2011,17.84,"0",499.702035457028,"A"
80173,1,2011,12.62,"partly intersecting",250.057640083761,"B"
80173,0,2011,12.62,"0",250.057640083761,"A"
80173,1,2011,5.64,"partly intersecting",49.9435750111664,"B"
80173,0,2011,5.64,"0",49.9435750111664,"A"
80177,1,2012,17.84,"partly intersecting",499.450192335527,"B"
80177,0,2012,17.84,"0",499.953878578529,"A"
80177,1,2012,12.62,"partly intersecting",249.87948648548,"B"
80177,0,2012,12.62,"0",250.235793682042,"A"
80177,1,2012,5.64,"partly intersecting",49.8639568123231,"B"
80177,0,2012,5.64,"0",50.0231932100097,"A"
80179,1,2011,17.84,"partly intersecting",499.481351128307,"B"
80179,0,2011,17.84,"0",499.922719785749,"A"
80179,1,2011,12.62,"partly intersecting",249.901528370723,"B"
80179,0,2011,12.62,"0",250.213751796799,"A"
80179,1,2011,5.64,"partly intersecting",49.8738076658148,"B"
80179,0,2011,5.64,"0",50.013342356518,"A"
80193,1,2011,17.84,"partly intersecting",499.377824351599,"B"
80193,0,2011,17.84,"0",500.026246562457,"A"
80193,1,2011,12.62,"partly intersecting",249.828293811071,"B"
80193,0,2011,12.62,"0",250.286986356451,"A"
80193,1,2011,5.64,"partly intersecting",49.8410789851746,"B"
80193,0,2011,5.64,"0",50.0460710371581,"A"
80198,1,2012,17.84,"partly intersecting",499.125261296356,"B"
80198,0,2012,17.84,"0",500.278809617699,"A"
80198,1,2012,12.62,"partly intersecting",249.649630565635,"B"
80198,0,2012,12.62,"0",250.465649601887,"A"
80198,1,2012,5.64,"partly intersecting",49.7612338040415,"B"
80198,0,2012,5.64,"0",50.1259162182913,"A"
80211,1,2012,17.84,"partly intersecting",499.37757176337,"B"
80211,0,2012,17.84,"0",500.026499150686,"A"
80211,1,2012,12.62,"partly intersecting",249.828114757866,"B"
80211,0,2012,12.62,"0",250.287165409656,"A"
80211,1,2012,5.64,"partly intersecting",49.8409984864576,"B"
80211,0,2012,5.64,"0",50.0461515358751,"A"
80218,1,2011,17.84,"partly intersecting",299.488068963288,"B"
80218,0,2011,17.84,"0",699.916001950768,"A"
80218,1,2011,12.62,"partly intersecting",131.159331419849,"B"
80218,0,2011,12.62,"0",368.955948747673,"A"
80218,1,2011,5.64,"partly intersecting",12.1504273728285,"B"
80218,0,2011,5.64,"0",87.7367226495042,"A"
80219,1,2011,17.84,"partly intersecting",174.897106254741,"B"
80219,0,2011,17.84,"0",824.506964659315,"A"
80219,1,2011,12.62,"partly intersecting",86.4936550738024,"B"
80219,0,2011,12.62,"0",413.62162509372,"A"
80219,1,2011,5.64,"partly intersecting",16.4140620361528,"B"
80219,0,2011,5.64,"0",83.4730879861799,"A"
80246,1,2011,17.84,"partly intersecting",499.428649728293,"B"
80246,0,2011,17.84,"0",499.975421185763,"A"
80246,1,2011,12.62,"partly intersecting",249.864247349454,"B"
80246,0,2011,12.62,"0",250.251032818068,"A"
80246,1,2011,5.64,"partly intersecting",49.8571465566437,"B"
80246,0,2011,5.64,"0",50.030003465689,"A"
80249,1,2012,17.84,"partly intersecting",498.988458814105,"B"
80249,0,2012,17.84,"0",500.41561209995,"A"
80249,1,2012,12.62,"partly intersecting",249.552857073972,"B"
80249,0,2012,12.62,"0",250.56242309355,"A"
80249,1,2012,5.64,"partly intersecting",49.7179867867991,"B"
80249,0,2012,5.64,"0",50.1691632355337,"A"
80255,1,2011,17.84,"partly intersecting",499.310612541914,"B"
80255,0,2011,17.84,"0",500.093458372142,"A"
80255,1,2011,12.62,"partly intersecting",249.780748180196,"B"
80255,0,2011,12.62,"0",250.334531987326,"A"
80255,1,2011,5.64,"partly intersecting",49.8198307232809,"B"
80255,0,2011,5.64,"0",50.0673192990518,"A"
80265,1,2012,17.84,"partly intersecting",499.37768764958,"B"
80265,0,2012,17.84,"0",500.026383264476,"A"
80265,1,2012,12.62,"partly intersecting",249.828196790146,"B"
80265,0,2012,12.62,"0",250.287083377376,"A"
80265,1,2012,5.64,"partly intersecting",49.8410354034328,"B"
80265,0,2012,5.64,"0",50.0461146188999,"A"
80267,1,2012,17.84,"partly intersecting",498.991521868499,"B"
80267,0,2012,17.84,"0",500.412549045556,"A"
80267,1,2012,12.62,"partly intersecting",249.555023408468,"B"
80267,0,2012,12.62,"0",250.560256759054,"A"
80267,1,2012,5.64,"partly intersecting",49.718953677192,"B"
80267,0,2012,5.64,"0",50.1681963451407,"A"
80272,1,2012,17.84,"partly intersecting",499.023010764187,"B"
80272,0,2012,17.84,"0",500.381060149869,"A"
80272,1,2012,12.62,"partly intersecting",249.577298625036,"B"
80272,0,2012,12.62,"0",250.537981542486,"A"
80272,1,2012,5.64,"partly intersecting",49.7289080217309,"B"
80272,0,2012,5.64,"0",50.1582420006018,"A"
80273,1,2012,17.84,"partly intersecting",499.023663557419,"B"
80273,0,2012,17.84,"0",500.380407356637,"A"
80273,1,2012,12.62,"partly intersecting",249.577760648699,"B"
80273,0,2012,12.62,"0",250.537519518823,"A"
80273,1,2012,5.64,"partly intersecting",49.729115832014,"B"
80273,0,2012,5.64,"0",50.1580341903187,"A"
80276,1,2012,17.84,"partly intersecting",499.196947202259,"B"
80276,0,2012,17.84,"0",500.207123711797,"A"
80276,1,2012,12.62,"partly intersecting",249.700341156321,"B"
80276,0,2012,12.62,"0",250.414939011202,"A"
80276,1,2012,5.64,"partly intersecting",49.7838965148789,"B"
80276,0,2012,5.64,"0",50.1032535074538,"A"
80278,1,2012,17.84,"partly intersecting",498.988466599458,"B"
80278,0,2012,17.84,"0",500.415604314598,"A"
80278,1,2012,12.62,"partly intersecting",249.552862113888,"B"
80278,0,2012,12.62,"0",250.562418053634,"A"
80278,1,2012,5.64,"partly intersecting",49.7179877988933,"B"
80278,0,2012,5.64,"0",50.1691622234394,"A"
80282,1,2012,17.84,"partly intersecting",499.59050917151,"B"
80282,0,2012,17.84,"0",499.813561742545,"A"
80282,1,2012,12.62,"partly intersecting",249.978746526052,"B"
80282,0,2012,12.62,"0",250.13653364147,"A"
80282,1,2012,5.64,"partly intersecting",49.9083168362131,"B"
80282,0,2012,5.64,"0",49.9788331861197,"A"
80283,1,2011,17.84,"partly intersecting",499.197048911421,"B"
80283,0,2011,17.84,"0",500.207022002635,"A"
80283,1,2011,12.62,"partly intersecting",249.700413474282,"B"
80283,0,2011,12.62,"0",250.41486669324,"A"
80283,1,2011,5.64,"partly intersecting",49.7839292206464,"B"
80283,0,2011,5.64,"0",50.1032208016863,"A"
80293,1,2011,17.84,"partly intersecting",498.99701873917,"B"
80293,0,2011,17.84,"0",500.407052174886,"A"
80293,1,2011,12.62,"partly intersecting",249.558911889851,"B"
80293,0,2011,12.62,"0",250.556368277672,"A"
80293,1,2011,5.64,"partly intersecting",49.720690038214,"B"
80293,0,2011,5.64,"0",50.1664599841188,"A"
80297,1,2011,17.84,"partly intersecting",498.990591427824,"B"
80297,0,2011,17.84,"0",500.413479486232,"A"
80297,1,2011,12.62,"partly intersecting",249.554365906726,"B"
80297,0,2011,12.62,"0",250.560914260797,"A"
80297,1,2011,5.64,"partly intersecting",49.718661256589,"B"
80297,0,2011,5.64,"0",50.1684887657438,"A"
80307,1,2011,17.84,"partly intersecting",499.408028094059,"B"
80307,0,2011,17.84,"0",499.996042819997,"A"
80307,1,2011,12.62,"partly intersecting",249.849659586842,"B"
80307,0,2011,12.62,"0",250.26562058068,"A"
80307,1,2011,5.64,"partly intersecting",49.8506271929421,"B"
80307,0,2011,5.64,"0",50.0365228293907,"A"
80001,1,2011,17.84,"partly intersecting",499.20526654516,"B"
80001,0,2011,17.84,"0",500.198804368896,"A"
80001,1,2011,12.62,"partly intersecting",249.706226201038,"B"
80001,0,2011,12.62,"0",250.409053966484,"A"
80001,1,2011,5.64,"partly intersecting",49.7865247497911,"B"
80001,0,2011,5.64,"0",50.1006252725416,"A"
80049,1,2012,17.84,"partly intersecting",499.41920429988,"B"
80049,0,2012,17.84,"0",499.984866614176,"A"
80049,1,2012,12.62,"partly intersecting",249.857565576855,"B"
80049,0,2012,12.62,"0",250.257714590667,"A"
80049,1,2012,5.64,"partly intersecting",49.8541597798708,"B"
80049,0,2012,5.64,"0",50.0329902424619,"A"
80079,1,2012,17.84,"partly intersecting",68.5581076203609,"B"
80079,0,2012,17.84,"0",930.845963293695,"A"
80079,1,2012,12.62,"partly intersecting",39.5402938484162,"B"
80079,0,2012,12.62,"0",460.574986319106,"A"
80079,1,2012,5.64,"partly intersecting",13.1198051452717,"B"
80079,0,2012,5.64,"0",86.767344877061,"A"
80114,1,2012,17.84,"partly intersecting",499.198131095106,"B"
80114,0,2012,17.84,"0",500.20593981895,"A"
80114,1,2012,12.62,"partly intersecting",249.70117859007,"B"
80114,0,2012,12.62,"0",250.414101577453,"A"
80114,1,2012,5.64,"partly intersecting",49.7842689236529,"B"
80114,0,2012,5.64,"0",50.1028810986798,"A"
80117,1,2012,17.84,"partly intersecting",499.124012752524,"B"
80117,0,2012,17.84,"0",500.280058161532,"A"
80117,1,2012,12.62,"partly intersecting",249.648747341001,"B"
80117,0,2012,12.62,"0",250.466532826521,"A"
80117,1,2012,5.64,"partly intersecting",49.760836891581,"B"
80117,0,2012,5.64,"0",50.1263131307517,"A"
80122,1,2012,17.84,"partly intersecting",499.668478432859,"B"
80122,0,2012,17.84,"0",499.735592481197,"A"
80122,1,2012,12.62,"partly intersecting",250.03390187496,"B"
80122,0,2012,12.62,"0",250.081378292562,"A"
80122,1,2012,5.64,"partly intersecting",49.9329661761712,"B"
80122,0,2012,5.64,"0",49.9541838461615,"A"
80128,1,2012,17.84,"partly intersecting",390.380597322274,"B"
80128,0,2012,17.84,"0",609.023473591782,"A"
80128,1,2012,12.62,"partly intersecting",206.829236927875,"B"
80128,0,2012,12.62,"0",293.286043239647,"A"
80128,1,2012,5.64,"partly intersecting",48.9439470689152,"B"
80128,0,2012,5.64,"0",50.9432029534175,"A"
80129,1,2012,17.84,"partly intersecting",84.5019525341819,"B"
80129,0,2012,17.84,"0",914.902118379874,"A"
80129,1,2012,12.62,"partly intersecting",36.788983386679,"B"
80129,0,2012,12.62,"0",463.326296780843,"A"
80129,1,2012,5.64,"partly intersecting",3.13079567123359,"B"
