"bfhnr","inventur","erhebjahr","horinr","ot","ut","horizont","humus","kalk","oxid","oxid_anteil","red","red_anteil","gefuege_form","gefuege_groesse","pedogen","wurzelintfein","wurzelintgrob","wurzel_verteil","humositaet","bodenart","grus","kies","stein","schichtung","gestein1","gestein2","gestein3","stratigrafie"
70036,2,2006,4,30,60,"qsGro","h0","c0","eh","f4","r","f3","sub","0","-2","Wf3","Wg0","u","-2","Ls2",60,0,0,968,710,511,944,"d-dzG"
70036,2,2006,5,60,90,"II-Cjv-qsGro","h0","c0","eh","f4","r","f3","sub","0","-2","Wf1","Wg0","k","-2","Ls2",50,0,30,966,710,511,972,"d-dzG"
70036,2,2006,6,90,120,"II-qsGro-Cjv","h0","c0","ed","f2","r","f2","sub","0","-2","Wf0","Wg0","-2","-2","Ls2",55,0,35,966,710,511,972,"d-dzG"
70037,2,2006,1,0,5,"Ah","h2","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg1","g","-2","Lt2",15,0,0,968,944,511,-2,"d-dzP"
70037,2,2006,2,5,10,"Bv","h1","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg1","g","-2","Lt2",35,0,0,968,944,511,-2,"d-dzP"
70037,2,2006,3,10,30,"Bv.2","h1","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg0","g","-2","Ls2",40,0,0,968,944,511,-2,"d-dzP"
70037,2,2006,4,30,60,"II-l-Cv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf2","Wg0","g","-2","Ls2",31,0,49,968,944,511,-2,"d-dzP"
70037,2,2006,5,60,90,"III-Cjv-S","h0","c0","e","f1","rb","f1","sub","0","-2","Wf1","Wg0","g","-2","Ls3",31,0,49,961,511,972,-2,"d-dzP"
70037,2,2006,6,90,120,"III-S-Cjv","h0","c0","e","f1","rb","f1","pol","0","eh, e, tb","Wf1","Wg1","k","-2","Ls3",35,0,55,961,511,972,-2,"d-dzP"
70038,2,2006,1,0,5,"Ah","h3","c0","-2","-2","-2","-2","kru","0","-2","Wf3","Wg1","g","-2","Lu",15,0,0,963,944,511,-2,"d-dzM ;dzo(2)"
70038,2,2006,2,5,10,"M-Ah","h3","c0","-2","-2","-2","-2","kru","0","-2","Wf3","Wg1","g","-2","Lu",15,0,0,963,944,511,-2,"d-dzM ;dzo(2)"
70038,2,2006,3,10,30,"M-Bv","h1","c0","-2","-2","-2","-2","sub","0","-2","Wf5","Wg1","g","-2","Lu",15,0,0,963,944,511,-2,"d-dzM ;dzo(2)"
70038,2,2006,4,30,60,"II-Bv-Cv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf2","Wg0","g","-2","Lu",40,0,0,966,511,-2,-2,"d-dzM ;dzo(2)"
70038,2,2006,5,60,90,"III-mCv","h0","c0","-2","-2","-2","-2","gbk","0","-2","Wf1","Wg0","k","-2","Lts",35,0,60,700,511,635,-2,"d-dzM ;dzo(2)"
70039,2,2005,1,0,5,"Ah","h4","c1","-2","-2","-2","-2","sub","0","-2","Wf5","Wg1","g","-2","Lt3",6,0,0,968,944,631,-2,"d-dze"
70039,2,2005,2,5,10,"Ah-Bv","h2","c1","-2","-2","-2","-2","pol","0","-2","Wf4","Wg3","g","-2","Lt3",9,0,0,968,944,631,-2,"d-dze"
70039,2,2005,3,10,30,"Bv","h2","c1","-2","-2","-2","-2","pol","0","-2","Wf4","Wg3","g","-2","Lt2",10,0,0,968,944,631,-2,"d-dze"
70039,2,2005,4,30,60,"II-S-Bv-eCv","h0","c3","-2","-2","-2","-2","pol","0","-2","Wf3","Wg3","n","-2","Lt2",12,0,8,968,944,631,-2,"d-dze"
70039,2,2005,5,60,75,"III-S-eCv","h0","c4","-2","-2","-2","-2","pol","0","-2","Wf1","Wg0","k","-2","Lt2",55,0,0,966,631,610,-2,"d-dze"
70039,2,2005,6,75,90,"IV-S-eCv","h0","c5","-2","-2","-2","-2","pol","0","-2","Wf1","Wg0","k","-2","Lu",60,0,0,966,631,610,-2,"d-dze"
70039,2,2005,7,90,120,"V-cmCv","h0","c5","-2","-2","-2","-2","vbk","0","-2","Wf0","Wg0","-2","-2","Ls2",14,0,84,966,610,631,-2,"d-dze"
70040,2,2007,1,0,5,"Ah","h4","c0","-2","-2","-2","-2","sub","0","-2","Wf5","Wg3","g","-2","Lu",20,0,0,968,944,710,512,"d-dzK"
70040,2,2007,2,5,10,"Ah-Bv","h1","c0","-2","-2","-2","-2","sub","0","-2","Wf5","Wg3","g","-2","Lu",20,0,0,968,944,710,512,"d-dzK"
70040,2,2007,3,10,30,"Bv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg3","u","-2","Lu",30,0,0,968,944,710,512,"d-dzK"
70040,2,2007,4,30,60,"II-Bv-Cjv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg2","g","-2","Lu",45,0,25,966,710,512,972,"d-dzK"
70040,2,2007,5,60,90,"III-lCjv","h0","c0","-2","-2","-2","-2","vbl","0","-2","Wf3","Wg1","u","-2","Lu",32,0,58,961,710,512,972,"d-dzK"
70040,2,2007,6,90,120,"III-mCjv","h0","c0","-2","-2","-2","-2","vbk","0","-2","Wf2","Wg1","k","-2","Lu",38,0,59,700,710,512,-2,"d-dzK"
70041,2,2006,1,0,5,"Ah","h5","c0","-2","-2","-2","-2","kru","0","-2","Wf4","Wg2","g","-2","Ut2",3,0,0,968,944,972,511,"d-dzH"
70041,2,2006,2,5,10,"Bv","h4","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg2","g","-2","Ut2",3,0,0,968,944,972,511,"d-dzH"
70041,2,2006,3,10,30,"Bv.2","h2","c0","-2","-2","-2","-2","sub","0","-2","Wf2","Wg1","g","-2","Ut3",5,0,0,968,944,972,511,"d-dzH"
70041,2,2006,4,30,60,"II-(Bt)-Sw","h0","c0","eh","f4","r","f3","pol","0","eh","Wf2","Wg1","g","-2","Lu",5,0,10,967,944,972,511,"d-dzH"
70041,2,2006,5,60,90,"II-Sw","h0","c0","eh","f7","r","f3","pol","0","eh","Wf1","Wg0","g","-2","Tu4",8,0,13,967,944,972,511,"d-dzH"
70041,2,2006,6,90,140,"III-Sd","h0","c0","eh","f7","r","f3","pol","0","eh","Wf0","Wg0","-2","-2","Tu4",10,0,15,966,511,972,511,"d-dzH"
70042,2,2006,1,0,5,"Ah","h5","c0","-2","-2","-2","-2","sub","0","-2","Wf5","Wg2","g","-2","Ut3",10,0,0,968,944,511,-2,"d-dzP"
70042,2,2006,2,5,10,"Bv","h3","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg2","g","-2","Ut3",10,0,0,968,944,511,-2,"d-dzP"
70042,2,2006,3,10,30,"Bv.2","h2","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg1","g","-2","Ut3",10,0,0,968,944,511,-2,"d-dzP"
70042,2,2006,4,30,60,"II-Sw-B(t)v","h0","c0","eh","f2","r","f2","pol","0","eh","Wf3","Wg0","g","-2","Lt2",15,0,0,968,944,511,-2,"d-dzP"
70042,2,2006,5,60,90,"III-Cjv-Sw","h0","c0","eh","f4","rb","f7","pol","0","eh","Wf2","Wg0","g","-2","Tu4",20,0,0,967,972,511,-2,"d-dzP"
70042,2,2006,6,90,120,"III-Cjv-Sd","h0","c0","eh","f4","rb","f4","pol","0","eh.k","Wf0","Wg0","-2","-2","Tu4",25,0,0,966,972,511,-2,"d-dzP"
70043,2,2006,1,0,5,"Ah","h3","c0","-2","-2","-2","-2","sub","0","-2","Wf5","Wg2","g","-2","Lts",15,0,10,963,511,944,-2,"d-dzM ;dzo(1)"
70043,2,2006,2,5,10,"Ah-Bv","h2","c0","-2","-2","-2","-2","sub","0","-2","Wf5","Wg2","g","-2","Lts",27,0,13,963,511,944,-2,"d-dzM ;dzo(1)"
70043,2,2006,3,10,30,"Bv-xC","h1","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg3","k","-2","Lts",11,0,19,963,511,944,-2,"d-dzM ;dzo(1)"
70043,2,2006,4,30,60,"II-mCv","h0","c0","-2","-2","-2","-2","gbk","0","-2","Wf3","Wg2","k","-2","Lts",10,0,85,700,511,-2,-2,"d-dzM ;dzo(1)"
70043,2,2006,5,60,90,"II-mCn","h0","c0","-2","-2","-2","-2","gbk","0","-2","Wf1","Wg1","k","-2","Lts",10,0,85,700,511,-2,-2,"d-dzM ;dzo(1)"
70044,2,2006,1,0,5,"Ap-Ah","h4","c0","-2","-2","-2","-2","sub","0","-2","Wf5","Wg3","g","-2","Lu",15,0,0,968,944,712,710,"d-dzG"
70044,2,2006,2,5,10,"Ap-Ah.2","h3","c0","-2","-2","-2","-2","sub","0","-2","Wf5","Wg3","g","-2","Lu",15,0,0,968,712,710,944,"d-dzG"
70044,2,2006,3,10,30,"Ap-Bv","h1","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg1","u","-2","Lu",25,0,0,968,712,710,944,"d-dzG"
70044,2,2006,4,30,60,"Bv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg1","u","-2","Lu",29,0,21,966,712,710,944,"d-dzG"
70044,2,2006,5,60,90,"II-Bv-Cjv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf1","Wg0","u","-2","Lu",27,0,48,966,712,710,972,"d-dzG"
70044,2,2006,6,90,115,"II-lCjv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf1","Wg0","k","-2","Lu",34,0,61,966,712,710,972,"d-dzG"
70044,2,2006,7,115,125,"III-(m)Cjv","h0","c0","-2","-2","-2","-2","vbk","0","-2","Wf0","Wg0","-2","-2","Tu4",80,0,0,700,760,710,972,"d-dzG"
70045,2,2006,1,0,5,"Ah","h4","c0","-2","-2","-2","-2","koh","0","-2","Wf4","Wg3","g","-2","Lt2",10,0,10,968,944,511,-2,"d-dzG"
70045,2,2006,2,5,10,"Bv-Ah","h2","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg3","g","-2","Lt2",17,0,8,968,944,511,-2,"d-dzG"
70045,2,2006,3,10,30,"Ah-Bv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg3","g","-2","Lt2",17,0,28,968,944,511,-2,"d-dzG"
70045,2,2006,4,30,60,"Bv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg3","u","-2","Lt2",25,0,45,968,944,511,511,"d-dzG"
70045,2,2006,5,60,90,"II-lCv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg1","k","-2","Lu",9,0,76,970,511,-2,-2,"d-dzG"
70045,2,2006,6,90,95,"II-mCv","h0","c0","-2","-2","-2","-2","vbk","0","-2","Wf0","Wg0","-2","-2","Lu",14,0,83,700,511,-2,-2,"d-dzG"
70046,2,2006,1,0,5,"Ah","h4","c0","-2","-2","-2","-2","sub","0","-2","Wf5","Wg3","g","-2","Ls2",20,0,0,968,512,944,-2,"d-dzP"
70046,2,2006,2,5,10,"Ah/Ah-Bv","h3","c0","-2","-2","-2","-2","sub","0","-2","Wf5","Wg3","g","-2","Ls2",25,0,0,968,512,944,-2,"d-dzP"
70046,2,2006,3,10,20,"Ah-Bv","h1","c0","-2","-2","-2","-2","sub","0","-2","Wf5","Wg3","g","-2","Ls2",30,0,0,968,512,944,-2,"d-dzP"
70046,2,2006,4,20,30,"II-Bv","h1","c0","-2","-2","-2","-2","koh","0","-2","Wf4","Wg2","g","-2","Ls2",40,0,0,966,512,-2,-2,"d-dzP"
70054,2,2005,7,120,125,"III-mCv","h0","c0","-2","-2","-2","-2","vbk","0","-2","Wf0","Wg0","-2","-2","Ls3",25,0,73,700,512,-2,-2,"d-dzG"
70046,2,2006,5,30,40,"II-Bv-ilCv","h0","c0","-2","-2","-2","-2","koh","0","-2","Wf3","Wg1","u","-2","Ls2",55,0,0,966,512,-2,-2,"d-dzP"
70046,2,2006,6,40,60,"II-ilCv","h0","c0","-2","-2","-2","-2","koh","0","-2","Wf1","Wg0","u","-2","Slu",55,0,0,966,512,-2,-2,"d-dzP"
70046,2,2006,7,60,80,"III-ilxCv","h0","c0","-2","-2","-2","-2","vbl","0","-2","Wf1","Wg0","u","-2","Ls2",9,0,81,961,512,-2,-2,"d-dzP"
70046,2,2006,8,80,140,"III-ixCv","h0","c0","-2","-2","-2","-2","vbl","0","-2","Wf1","Wg0","u","-2","Slu",9,0,76,961,512,-2,-2,"d-dzP"
70046,2,2006,9,140,150,"IV-imCv","h0","c0","-2","-2","-2","-2","vbk","0","-2","Wf1","Wg0","u","-2","Sl4",12,0,85,700,512,-2,-2,"d-dzP"
70047,2,2006,1,0,5,"Aeh/M°Bv-Ah","h4","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg3","g","-2","Sl3",6,0,9,964,710,-2,-2,"s-soE ;sumE"
70047,2,2006,2,5,10,"M°Bv-Ah","h3","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg3","g","-2","Sl4",8,0,12,964,710,-2,-2,"s-soE ;sumE"
70047,2,2006,3,10,20,"M°Bv-Ah.2","h3","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg3","g","-2","Sl3",12,0,23,964,710,-2,-2,"s-soE ;sumE"
70047,2,2006,4,20,30,"M°Bv-Ah.3","h3","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg2","g","-2","Sl4",10,0,20,964,710,-2,-2,"s-soE ;sumE"
70047,2,2006,5,30,40,"M°Ah-Bv","h2","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg2","g","-2","Sl4",8,0,17,964,710,-2,-2,"s-soE ;sumE"
70047,2,2006,6,40,60,"II-Bv","h1","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg2","g","-2","Sl4",10,0,15,968,710,-2,-2,"s-soE ;sumE"
70047,2,2006,7,60,80,"III-Bv-ilCv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg2","g","-2","Slu",10,0,15,966,710,-2,-2,"s-soE ;sumE"
70047,2,2006,8,80,90,"III-Bv-ilCv.2","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf2","Wg1","u","-2","Sl4",10,0,15,966,710,-2,-2,"s-soE ;sumE"
70047,2,2006,9,90,140,"III-ilCv/sSw-ilCv","h0","c0","eh","f4","rb","f4","koh","0","-2","Wf2","Wg1","u","-2","Slu",0,8,38,966,710,-2,-2,"s-soE ;sumE"
70047,2,2006,10,140,180,"III-sSw-ilCv","h0","c0","eh","f4","rb","f4","koh","0","-2","Wf1","Wg0","u","-2","Sl3",0,6,54,966,710,-2,-2,"s-soE ;sumE"
70048,2,2006,1,0,5,"Ah","h3","c0","-2","-2","-2","-2","kru","0","Vw","Wf4","Wg2","g","-2","Lu",13,0,7,968,944,711,-2,"d-dzK"
70048,2,2006,2,5,10,"Ah-Bv","h2","c0","-2","-2","-2","-2","kru","0","Vw","Wf4","Wg2","g","-2","Lu",17,0,8,968,944,711,-2,"d-dzK"
70048,2,2006,3,10,30,"Bv","h1","c0","-2","-2","-2","-2","sub","0","Vw","Wf4","Wg1","g","-2","Lu",18,0,12,968,944,711,-2,"d-dzK"
70048,2,2006,4,30,60,"Bv.2","h0","c0","-2","-2","-2","-2","sub","0","Vw","Wf3","Wg2","g","-2","Lu",23,0,12,968,944,711,-2,"d-dzK"
70048,2,2006,5,60,90,"II-Bv-Cjv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg0","k","-2","Lt3",20,0,40,966,972,711,-2,"d-dzK"
70048,2,2006,6,90,140,"II-lCjv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf1","Wg0","k","-2","Lt3",21,0,39,966,711,972,-2,"d-dzK"
70049,2,2006,1,0,5,"Ah","h4","c0","-2","-2","-2","-2","kru","0","-2","Wf4","Wg3","g","-2","Lu",8,0,0,968,944,512,-2,"d-dzG"
70049,2,2006,2,5,10,"Ah.2","h4","c0","-2","-2","-2","-2","kru","0","-2","Wf4","Wg3","g","-2","Lu",15,0,0,968,944,512,-2,"d-dzG"
70049,2,2006,3,10,30,"Ah-Bv","h3","c0","-2","-2","-2","-2","kru","0","-2","Wf4","Wg1","g","-2","Lu",15,0,0,968,944,512,-2,"d-dzG"
70049,2,2006,4,30,60,"Bv/II-Bjv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf2","Wg0","g","-2","Lt2",10,0,5,966,972,512,-2,"d-dzG"
70049,2,2006,5,60,90,"II-Bv-Cjv","h0","c0","-2","-2","-2","-2","pol","0","-2","Wf0","Wg0","-2","-2","Lt3",23,0,12,966,972,512,-2,"d-dzG"
70049,2,2006,6,90,140,"II-(Sw)-Cjv","h0","c0","eh","f4","rb","f4","pol","0","-2","Wf0","Wg0","-2","-2","Lt3",20,0,0,966,972,512,-2,"d-dzG"
70050,2,2006,1,0,5,"Ah","h4","c0","-2","-2","-2","-2","kru","0","hk","Wf5","Wg2","g","-2","Ut2",5,0,0,968,944,972,511,"d-dzH ;qpLöl"
70050,2,2006,2,5,10,"Al","h3","c0","-2","-2","-2","-2","sub","0","hk","Wf4","Wg2","g","-2","Ut2",4,0,0,968,944,972,-2,"d-dzH ;qpLöl"
70050,2,2006,3,10,30,"Al-Sw","h1","c0","eh","f3","r","f2","sub","0","e, k","Wf3","Wg0","g","-2","Ut3",5,0,0,968,944,972,-2,"d-dzH ;qpLöl"
70050,2,2006,4,30,60,"II-Bt-Sw","h0","c0","eh","f5","r","f5","sub","0","eh, k","Wf2","Wg0","g","-2","Lu",6,0,0,967,944,972,511,"d-dzH ;qpLöl"
70050,2,2006,5,60,90,"II-Bt-Sdw","h0","c0","eh","f5","r","f7","pol","0","eh, k","Wf1","Wg0","g","-2","Tu4",10,0,0,967,944,972,511,"d-dzH ;qpLöl"
70050,2,2006,6,90,140,"III-Cjv-Sd","h0","c0","eh","f5","r","f7","pol","0","eh, k","Wf0","Wg0","-2","-2","Tu4",15,0,0,966,972,511,-2,"d-dzH ;qpLöl"
70050,2,2006,7,140,200,"III-Cj-Sd","h0","c0","eh","f5","r","f5","pol","0","e","Wf0","Wg0","-2","-2","Tu4",1,0,0,966,972,-2,-2,"d-dzH ;qpLöl"
70051,2,2006,1,0,5,"Ah","h4","c0","-2","-2","-2","-2","kru","0","-2","Wf4","Wg2","g","-2","Lu",0,8,0,968,944,710,-2,"s-soE ;soOF"
70051,2,2006,2,5,10,"Ah-Bv","h3","c0","-2","-2","-2","-2","kru","0","Vw","Wf4","Wg1","g","-2","Lu",0,7,0,968,944,710,-2,"s-soE ;soOF"
70051,2,2006,3,10,30,"Bv","h2","c0","-2","-2","-2","-2","sub","0","Vw","Wf3","Wg1","g","-2","Ls2",0,8,0,968,944,710,-2,"s-soE ;soOF"
70051,2,2006,4,30,60,"Bv+II-Bv","h0","c0","-2","-2","-2","-2","sub","0","Vw","Wf3","Wg0","g","-2","Ls2",0,17,28,968,944,710,-2,"s-soE ;soOF"
70051,2,2006,5,60,90,"II-Bv","h0","c0","-2","-2","-2","-2","sub","0","Vw; eo,fl","Wf0","Wg0","-2","-2","Ls2",0,10,10,968,710,-2,-2,"s-soE ;soOF"
70051,2,2006,6,90,120,"III-lCv","h0","c0","-2","-2","-2","-2","koh","0","eo,fl","Wf0","Wg0","-2","-2","Ls3",0,17,8,966,710,-2,-2,"s-soE ;soOF"
70051,2,2006,7,120,160,"II-(m)Cv","h0","c0","-2","-2","-2","-2","koh","0","-2","Wf0","Wg0","-2","-2","Ls3",0,15,25,971,710,-2,-2,"s-soE ;soOF"
70052,2,2006,1,0,5,"Ap","h3","c0","-2","-2","-2","-2","kru","0","-2","Wf4","Wg2","g","-2","Lu",20,0,0,968,944,711,-2,"d-dzK"
70052,2,2006,2,5,10,"Ap.2","h3","c0","-2","-2","-2","-2","kru","0","-2","Wf4","Wg2","g","-2","Lu",15,0,0,968,944,711,-2,"d-dzK"
70052,2,2006,3,10,30,"Ap.3","h2","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg1","g","-2","Lu",20,0,0,968,944,711,-2,"d-dzK"
70052,2,2006,4,30,60,"II-Bv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg1","g","-2","Lts",23,0,12,968,944,711,-2,"d-dzK"
70052,2,2006,5,60,90,"III-Bv-Cv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf2","Wg1","g","-2","Lu",25,0,40,966,711,-2,-2,"d-dzK"
70052,2,2006,6,90,140,"III-Cv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf1","Wg0","n","-2","Lu",26,0,44,966,711,-2,-2,"d-dzK"
70053,2,2006,1,0,5,"Ah","h3","c0","-2","-2","-2","-2","los","0","-2","Wf3","Wg2","g","-2","Lts",0,6,0,964,971,711,750,"r-rn"
70053,2,2006,2,5,10,"Ah.2","h2","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg2","g","-2","Lts",0,7,0,964,971,711,750,"r-rn"
70053,2,2006,3,10,30,"Ah-Bv","h1","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg1","g","-2","Lts",0,10,0,964,971,711,750,"r-rn"
70053,2,2006,4,30,60,"Bv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg0","g","-2","Lts",0,15,0,964,971,711,750,"r-rn"
70053,2,2006,5,60,90,"Bv.2","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf2","Wg0","g","-2","Lts",0,6,0,964,971,711,750,"r-rn"
70053,2,2006,6,90,140,"Bv-Cv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf1","Wg0","g","-2","Lts",0,15,0,964,971,711,750,"r-rn"
70053,2,2006,7,140,200,"lCv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf0","Wg0","-2","-2","Lts",0,0,0,964,971,711,750,"r-rn"
70054,2,2005,1,0,5,"Ah","h3","c0","-2","-2","-2","-2","sub","0","-2","Wf5","Wg4","g","-2","Ls2",15,0,0,968,944,712,512,"d-dzG"
70054,2,2005,2,5,10,"Ah-Bv","h2","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg3","g","-2","Ls2",17,0,8,968,944,712,512,"d-dzG"
70054,2,2005,3,10,30,"Bv","h1","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg1","u","-2","Lt2",18,0,12,968,712,512,944,"d-dzG"
70054,2,2005,4,30,60,"Bv-Cv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg1","u","-2","Ls3",29,0,16,966,512,-2,-2,"d-dzG"
70054,2,2005,5,60,90,"II-lCv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf2","Wg0","k","-2","Ls3",41,0,24,966,512,-2,-2,"d-dzG"
70054,2,2005,6,90,120,"III-lCv","h0","c0","-2","-2","-2","-2","zer","0","-2","Wf1","Wg0","k","-2","Sl4",24,0,36,961,512,-2,-2,"d-dzG"
70055,2,2006,1,0,5,"Aeh","h3","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg2","g","-2","Uls",10,0,0,968,944,713,-2,"d-dsT"
70055,2,2006,2,5,10,"Bv1","h2","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg1","g","-2","Uls",25,0,0,968,944,713,-2,"d-dsT"
70055,2,2006,3,10,30,"Bv2","h2","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg1","g","-2","Uls",16,0,9,968,944,713,-2,"d-dsT"
70055,2,2006,4,30,60,"II-Bv-Cjv","h1","c0","-2","-2","-2","-2","pol","0","e","Wf2","Wg1","u","-2","Lt2",32,0,23,966,713,972,-2,"d-dsT"
70055,2,2006,5,60,90,"II-lCjv","h1","c0","-2","-2","-2","-2","pol","0","e","Wf1","Wg0","k","-2","Lts",28,0,47,966,713,972,-2,"d-dsT"
70055,2,2006,6,90,110,"II-lxCjv","h1","c0","-2","-2","-2","-2","ein","0","-2","Wf1","Wg0","k","-2","Lts",35,0,55,966,713,972,-2,"d-dsT"
70056,2,2006,1,0,5,"Ahe","h1","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg4","g","-2","Lu",10,0,0,968,944,710,-2,"qp-fl"
70056,2,2006,2,5,10,"Bh-Sw","h3","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg3","g","-2","Lu",35,0,0,968,944,710,-2,"qp-fl"
70056,2,2006,3,10,30,"Sw","h1","c0","-2","-2","-2","-2","sub","0","Vw","Wf3","Wg4","r","-2","Lu",15,0,10,968,944,710,-2,"qp-fl"
70056,2,2006,4,30,60,"II-Swd","h0","c0","eo","f7","rb","f3","sub","0","Vw","Wf1","Wg0","n","-2","Lt2",15,0,15,967,944,972,710,"qp-fl"
70056,2,2006,5,60,90,"II-Sd","h0","c0","eo","f7","rb","f3","sub","0","-2","Wf0","Wg0","-2","-2","Lt2",25,0,25,967,944,972,710,"qp-fl"
70056,2,2006,6,90,130,"III-Cj-Sd","h0","c0","eo","f7","rb","f3","sub","0","-2","Wf0","Wg0","-2","-2","Lts",34,0,21,966,972,710,-2,"qp-fl"
70057,2,2006,1,0,5,"Ah","h3","c0","-2","-2","-2","-2","sub","0","-2","Wf2","Wg0","f","-2","Lt2",8,0,0,968,944,511,-2,"d-dzH"
70057,2,2006,2,5,10,"Ah-Sw","h2","c0","-2","-2","rb","f2","sub","0","-2","Wf2","Wg1","g","-2","Lt2",8,0,8,968,944,511,-2,"d-dzH"
70057,2,2006,3,10,30,"Sw","h1","c0","-2","-2","rb","f3","sub","0","ed, kh","Wf1","Wg1","g","-2","Lt2",15,0,0,968,944,511,-2,"d-dzH"
70057,2,2006,4,30,60,"II-Sdw","h0","c0","eo","f5","rb","f3","koh","0","ed, kh","Wf0","Wg0","-2","-2","Ut3",13,0,7,967,944,972,511,"d-dzH"
70057,2,2006,5,60,90,"II-Swd","h0","c0","eo","f7","rb","f3","koh","0","-2","Wf0","Wg0","-2","-2","Ut3",25,0,0,967,944,972,511,"d-dzH"
70057,2,2006,6,90,140,"III-Sd","h0","c0","eo","f7","rb","f3","koh","0","-2","Wf0","Wg0","-2","-2","Ut3",15,0,0,966,972,511,-2,"d-dzH"
70057,2,2006,7,140,200,"IV-Sd-Cjv","h0","c0","eo","f3","rb","f4","koh","0","-2","Wf0","Wg0","-2","-2","Ut3",15,0,0,971,972,511,-2,"d-dzH"
70058,2,2006,1,0,5,"Ah","h5","c0","-2","-2","-2","-2","kru","0","-2","Wf2","Wg0","g","-2","Lu",65,0,0,968,944,511,-2,"d-dzH"
70058,2,2006,2,5,10,"Ah.2","h4","c0","-2","-2","-2","-2","kru","0","-2","Wf2","Wg0","g","-2","Lu",65,0,0,968,944,511,-2,"d-dzH"
70058,2,2006,3,10,30,"Ah-Bv","h2","c0","-2","-2","-2","-2","sub","0","Vw","Wf2","Wg0","g","-2","Lu",25,0,0,968,944,511,-2,"d-dzH"
70058,2,2006,4,30,60,"Bv","h0","c0","-2","-2","-2","-2","sub","0","Vw","Wf0","Wg0","-2","-2","Lu",25,0,15,968,511,712,-2,"d-dzH"
70058,2,2006,5,60,90,"II-Cv-Bv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf0","Wg0","-2","-2","Lu",35,0,25,966,511,712,-2,"d-dzH"
70058,2,2006,6,90,120,"III-(m)Cv","h0","c0","-2","-2","-2","-2","sub","0","-2","Wf0","Wg0","-2","-2","Lu",10,0,80,961,511,712,-2,"d-dzH"
70059,2,2005,1,0,5,"Ah","h3","c0","-2","-2","-2","-2","sub","0","-2","Wf4","Wg2","g","-2","Ls2",25,0,0,968,512,944,-2,"d-dzM"
70059,2,2005,2,5,10,"Ah-Bv","h3","c0","-2","-2","-2","-2","sub","0","-2","Wf3","Wg1","g","-2","Ls2",30,0,0,968,512,944,-2,"d-dzM"
