"bund_nr","team","datum","hbi_status","beart","besttyp","struktur","schlussgrad_schi1","schlussgrad_schi2","mischung","pk1_aufnahme","pk2_aufnahme","pk3_aufnahme","geraet","beschreibungbestockung","anmerkung"
130034,"KF",2012-06-20,-9,1,8,1,2,-9,1,1,1,1,"-9",NA,NA
130035,"KF",2012-06-18,-9,1,5,2,2,5,1,1,1,1,"-9",NA,NA
130036,"KF",2012-06-29,-9,1,2,2,2,2,1,1,1,1,"-9",NA,NA
130037,"KF",2012-06-29,-9,1,2,4,4,2,2,1,1,1,"-9",NA,NA
130038,"-9",1970-01-01,-9,-9,-9,-9,-9,-9,-9,-1,-1,-1,"-9",NA,NA
130039,"KF",2012-07-09,-9,1,2,2,2,2,1,1,1,1,"-9",NA,NA
130040,"KF",2012-07-05,-9,1,5,1,1,-9,1,1,1,1,"-9","Aufnahmepunkt 149 gon und 595 m vom  Zentralstamm entfernt",NA
130041,"KF",2012-07-08,-9,1,1,1,6,-9,2,1,1,1,"-9",NA,NA
130042,"KF",2012-05-22,-9,1,2,2,2,6,1,1,1,1,"-9",NA,NA
130043,"KF",2012-06-26,-9,1,5,2,2,6,2,1,1,1,"-9",NA,NA
130044,"KF",2012-06-28,-9,1,2,1,2,-9,3,1,1,1,"-9",NA,NA
130045,"-9",1970-01-01,-9,-9,-9,-9,-9,-9,-9,-1,-1,-1,"-9",NA,NA
130046,"KF",2012-06-24,-9,1,2,1,2,-9,1,1,1,1,"-9",NA,NA
130047,"KF",2012-06-30,-9,1,2,2,4,2,1,1,1,1,"-9",NA,NA
130048,"KF",2012-07-03,-9,1,2,4,2,1,2,1,1,1,"-9",NA,NA
130049,"KF",2012-07-12,-9,1,2,1,1,-9,1,1,1,2,"-9",NA,NA
130050,"kf",2012-06-27,-9,1,4,1,1,-9,1,1,1,1,"-9",NA,NA
130051,"KF",2012-06-24,-9,1,2,1,2,-9,1,1,1,1,"-9",NA,NA
130052,"KF",2012-07-06,-9,1,2,1,6,-9,1,1,1,1,"-9",NA,NA
130053,"KF",2012-07-06,-9,1,8,2,5,1,2,1,1,2,"-9","aufnahmepunkt 11,72m und 273 gon vom Zentralstamm",NA
130054,"KF",2012-07-07,-9,1,8,1,6,-9,2,1,1,1,"-9",NA,NA
130055,"KF",2012-07-07,-9,1,5,2,2,2,1,1,1,1,"-9",NA,NA
130056,"KF",2012-06-19,-9,1,4,1,1,-9,1,1,1,1,"-9",NA,NA
130057,"KF",2012-06-19,-9,1,4,1,1,-9,1,1,1,1,"-9",NA,NA
130058,"KF",2012-06-26,-9,1,8,1,2,-9,1,1,1,1,"-9",NA,NA
130059,"KF",2012-07-01,-9,1,2,5,2,2,2,1,1,1,"-9",NA,NA
130060,"KF",2012-07-02,-9,1,2,1,2,-9,1,1,1,1,"-9",NA,NA
130061,"KF",2012-07-02,-9,1,2,1,2,-9,1,1,1,1,"-9",NA,NA
130062,"-9",1970-01-01,-9,-9,-9,-9,-9,-9,-9,-1,-1,-1,"-9",NA,NA
130063,"KF",2012-07-10,-9,1,2,2,2,6,1,1,1,1,"-9",NA,NA
130064,"KF",2012-07-01,-9,1,2,1,1,-9,1,1,1,1,"-9",NA,NA
130065,"-9",1970-01-01,-9,-9,-9,-9,-9,-9,-9,-1,-1,-1,"-9",NA,NA
130066,"-9",1970-01-01,-9,-9,-9,-9,-9,-9,-9,-1,-1,-1,"-9",NA,NA
130068,"KF",2012-07-12,-9,1,2,1,2,-9,1,1,1,1,"-9",NA,NA
130069,"KF",2012-06-07,-9,1,8,1,2,-9,1,1,1,1,"-9",NA,NA
130070,"KF",2012-06-08,-9,1,8,1,2,-9,1,1,1,1,"-9",NA,NA
130071,"KF",2012-05-25,-9,1,2,2,2,5,2,1,1,1,"-9",NA,NA
130072,"KF",2012-06-13,-9,1,8,6,2,3,2,1,1,1,"-9",NA,NA
130073,"KF",2012-05-23,-9,1,5,1,5,-9,2,2,2,2,"-9",NA,NA
130074,"KF",2012-06-13,-9,1,5,1,1,-9,3,1,1,2,"-9",NA,NA
130075,"KF",2012-05-24,-9,1,8,1,2,-9,1,1,1,2,"-9",NA,NA
130076,"KF",2012-06-30,-9,1,2,2,2,6,2,1,1,1,"-9",NA,NA
130077,"KF",2012-07-01,-9,1,2,1,2,-9,1,1,1,1,"-9",NA,NA
130078,"KF",2012-07-05,-9,1,1,1,2,-9,1,1,1,1,"-9",NA,NA
130079,"KF",2012-06-03,-9,1,2,1,2,-9,2,1,1,1,"-9",NA,NA
130080,"KF",2012-06-25,-9,1,2,2,2,6,1,1,1,1,"-9",NA,NA
130081,"KF",2012-07-10,-9,1,2,6,5,4,1,1,1,1,"-9",NA,NA
130082,"KF",2012-07-13,-9,1,3,1,1,-9,1,1,1,1,"-9",NA,NA
130083,"KF",2012-07-05,-9,1,2,1,6,-9,1,1,1,1,"-9",NA,NA
130084,"KF",2012-06-27,-9,1,3,2,2,6,2,1,1,1,"-9",NA,NA
130085,"-9",1970-01-01,-9,-9,-9,-9,-9,-9,-9,-1,-1,-1,"-9",NA,NA
130086,"-9",1970-01-01,-9,-9,-9,-9,-9,-9,-9,-1,-1,-1,"-9",NA,NA
130087,"-9",1970-01-01,-9,-9,-9,-9,-9,-9,-9,-1,-1,-1,"-9",NA,NA
130088,"KF",2012-06-14,-9,1,2,1,2,-9,2,1,1,1,"-9",NA,NA
140001,"Matthias Stade,  Alexander Griesbach",2012-05-15,-9,1,7,2,4,3,3,1,1,1,"-9",NA,NA
140002,"Matthias Stade,  Alexander Griesbach",2012-05-15,-9,1,8,2,2,6,3,1,1,1,"-9",NA,NA
140003,"Matthias Stade,  Alexander Griesbach",2012-05-15,-9,1,6,1,2,-9,3,1,1,1,"-9",NA,NA
140004,"Matthias Stade,  Alexander Griesbach",2011-09-23,-9,1,6,1,2,-9,2,1,1,1,"-9",NA,NA
140005,"Matthias Stade,  Alexander Griesbach",2012-04-26,-9,1,7,1,2,-9,2,1,1,1,"-9",NA,NA
140006,"Matthias Stade,  Alexander Griesbach",2012-04-25,-9,1,1,1,2,-9,1,1,1,1,"-9",NA,NA
140007,"Matthias Stade,  Alexander Griesbach",2012-05-09,-9,1,6,1,5,-9,3,1,1,1,"-9",NA,NA
140008,"Matthias Stade,  Alexander Griesbach",2012-05-09,-9,1,2,1,2,-9,1,1,1,1,"-9",NA,NA
140009,"Matthias Stade,  Alexander Griesbach",2012-05-11,-9,1,2,1,2,-9,2,1,1,1,"-9","begonnene Harzung bei stärkeren Kiefern am Stammfuss alt",NA
140010,"Matthias Stade,  Alexander Griesbach",2012-05-11,-9,1,8,1,3,-9,2,1,1,2,"-9",NA,NA
150002,"Hennecke, Gries",2011-10-04,-9,1,2,1,6,-1,1,1,1,1,"-9","Bussole an Ei-Pfosten
Alter=mittlere Alter",NA
140011,"Matthias Stade,  Alexander Griesbach",1970-01-01,-9,-9,-9,-9,-9,-9,-9,3,3,3,"-9","Vorfeldbereich Tagebau Nochten; besucht am:11.05.2012",NA
140012,"Matthias Stade,  Alexander Griesbach",2012-04-25,-9,1,2,1,4,-9,1,1,1,1,"-9","gezäunt",NA
140013,"Matthias Stade,  Alexander Griesbach",2012-05-10,-9,1,2,1,2,-9,1,1,1,2,"-9",NA,NA
140014,"Matthias Stade,  Alexander Griesbach",2012-05-10,-9,1,2,1,2,-9,1,1,1,2,"-9",NA,NA
140015,"Matthias Stade,  Alexander Griesbach",2012-05-10,-9,1,2,1,2,-9,1,1,1,1,"-9",NA,NA
140016,"Matthias Stade,  Alexander Griesbach",2011-09-07,-9,1,6,2,2,4,2,1,1,1,"-9",NA,NA
140017,"Matthias Stade,  Alexander Griesbach",2012-04-24,-9,1,6,1,2,-9,3,1,1,1,"-9",NA,NA
140018,"Matthias Stade,  Alexander Griesbach",2012-04-24,-9,1,2,1,2,-9,2,1,1,1,"-9",NA,NA
140019,"Matthias Stade,  Alexander Griesbach",2012-04-26,-9,1,5,2,3,2,2,1,1,1,"-9",NA,NA
140020,"Matthias Stade,  Alexander Griesbach",2012-04-26,-9,1,2,1,1,-9,1,1,1,2,"-9",NA,NA
140021,"Matthias Stade,  Alexander Griesbach",2011-09-09,-9,1,2,2,4,5,2,1,1,1,"-9",NA,NA
140022,"Matthias Stade,  Alexander Griesbach",2011-09-09,-9,1,8,1,3,-9,2,1,1,1,"-9",NA,NA
140023,"Matthias Stade,  Alexander Griesbach",2011-11-15,-9,1,8,1,2,-9,2,1,1,1,"-9",NA,NA
140024,"Matthias Stade,  Alexander Griesbach",2011-11-15,-9,1,2,1,2,-9,1,1,1,1,"-9",NA,NA
140025,"Matthias Stade,  Alexander Griesbach",2011-11-15,-9,1,2,1,2,-9,2,1,1,1,"-9",NA,NA
140026,"Matthias Stade,  Alexander Griesbach",2011-08-12,-9,1,8,1,2,-9,2,1,1,1,"-9",NA,NA
140027,"Matthias Stade,  Alexander Griesbach",2011-09-07,-9,1,1,1,2,-9,2,1,1,1,"-9",NA,NA
140028,"Matthias Stade,  Alexander Griesbach",2011-08-31,-9,1,3,1,4,-9,1,1,1,1,"-9",NA,NA
140029,"Matthias Stade,  Alexander Griesbach",2011-09-19,-9,1,6,1,2,-9,3,1,1,1,"-9",NA,NA
140030,"Matthias Stade,  Alexander Griesbach",2011-08-17,-9,1,2,1,3,-9,3,1,1,2,"-9",NA,NA
140031,"Matthias Stade,  Alexander Griesbach",2011-08-17,-9,1,1,1,2,-9,2,1,1,1,"-9",NA,NA
140032,"Matthias Stade,  Alexander Griesbach",2011-09-19,-9,1,6,1,1,-9,3,1,1,1,"-9",NA,NA
140033,"Matthias Stade,  Alexander Griesbach",2011-08-10,-9,1,1,1,6,-9,2,1,1,1,"-9",NA,NA
140034,"Matthias Stade,  Alexander Griesbach",2011-08-11,-9,1,1,1,6,-9,1,1,1,1,"-9","Unterflurmarke lag in Bodengrube; an Stirnseite der Grube wieder gesetzt.",NA
140035,"Matthias Stade,  Alexander Griesbach",2011-08-18,-9,1,1,1,6,-9,3,1,1,1,"-9",NA,NA
140036,"Matthias Stade,  Alexander Griesbach",2011-08-15,-9,1,1,1,3,-9,1,1,1,1,"-9",NA,NA
140037,"Matthias Stade,  Alexander Griesbach",2011-08-18,-9,1,1,1,2,-9,1,1,1,1,"-9","alte Schälschäden",NA
140038,"Matthias Stade,  Alexander Griesbach",2011-08-30,-9,1,1,1,4,-9,1,1,1,1,"-9","Unterflurmarke nicht vorhanden. Mittelpunkt nur durch Stäbchen markiert
Entfernung vom Zentralbaum (WZE-Nr. 174) 8,55m; Azimut 239 gon
+ WZE-Baum Nr. 36 Entfernung 10,35m; Azimut 98 gon
Inventur BZE 2 2011: Baumplotnummer 22 entspricht WZE-Baum32",NA
140039,"Matthias Stade,  Alexander Griesbach",2011-08-30,-9,1,1,1,4,-9,1,1,1,1,"-9",NA,NA
140040,"Matthias Stade,  Alexander Griesbach",2011-09-05,-9,1,1,1,4,-9,1,1,1,1,"-9","Frisch durchforstet",NA
140041,"Matthias Stade,  Alexander Griesbach",2011-09-05,-9,1,1,1,5,-9,1,1,1,1,"-9",NA,NA
140042,"Matthias Stade,  Alexander Griesbach",2011-09-06,-9,1,1,1,3,-9,1,1,1,1,"-9",NA,NA
140043,"Matthias Stade,  Alexander Griesbach",2011-09-06,-9,1,6,1,1,-9,3,1,1,1,"-9","keine Bodebgrube mehr  vorhanden. 
Messung bei Pinnoccio 2 (Zentralbaum Nr. 194 bzw. WZE Nr. 19 Rbu  Entfernung 324cm Azimut 135gon)",NA
140044,"Matthias Stade,  Alexander Griesbach",2011-09-05,-9,1,1,1,2,-9,1,1,1,1,"-9",NA,NA
140045,"Matthias Stade,  Alexander Griesbach",2011-09-22,-9,1,1,1,3,-9,2,1,1,1,"-9",NA,NA
140046,"Matthias Stade,  Alexander Griesbach",2011-09-06,-9,1,1,1,1,-9,3,1,1,1,"-9",NA,NA
140047,"Matthias Stade,  Alexander Griesbach",2011-09-22,-9,1,1,2,4,2,1,1,1,1,"-9",NA,NA
140048,"Matthias Stade,  Alexander Griesbach",2011-09-22,-9,1,1,1,6,-9,3,2,1,1,"-9",NA,NA
140049,"Matthias Stade,  Alexander Griesbach",2011-09-20,-9,1,1,1,1,-9,1,1,1,1,"-9",NA,NA
140050,"Matthias Stade,  Alexander Griesbach",2011-09-21,-9,1,1,1,5,-9,2,1,1,2,"-9","noch nicht aufgearbeiteter Schnebruch/-wurf aus Winter 2010/2011",NA
140051,"Matthias Stade,  Alexander Griesbach",2011-09-21,-9,1,1,1,2,-9,1,1,1,1,"-9",NA,NA
140052,"Matthias Stade,  Alexander Griesbach",2011-09-21,-9,1,1,1,2,-9,2,1,1,1,"-9",NA,NA
140053,"Matthias Stade,  Alexander Griesbach",2012-05-29,-9,1,6,1,4,-9,3,1,1,1,"-9",NA,NA
140054,"Matthias Stade,  Alexander Griesbach",2011-08-16,-9,1,1,1,1,-9,2,1,1,1,"-9",NA,NA
140055,"Matthias Stade,  Alexander Griesbach",2011-08-16,-9,1,1,1,2,-9,3,1,1,1,"-9",NA,NA
140056,"Matthias Stade,  Alexander Griesbach",2011-11-14,-9,1,1,1,1,-9,7,1,1,1,"-9",NA,NA
140057,"Matthias Stade,  Alexander Griesbach",2011-11-14,-9,1,1,1,1,-9,2,1,1,1,"-9",NA,NA
140058,"Matthias Stade,  Alexander Griesbach",2011-11-14,-9,1,1,1,1,-9,2,1,1,1,"-9",NA,NA
140059,"Matthias Stade,  Alexander Griesbach",2012-04-23,-9,1,7,4,2,6,4,1,1,1,"-9",NA,NA
140060,"Matthias Stade,  Alexander Griesbach",2012-04-27,-9,1,8,2,2,5,2,1,1,1,"-9",NA,NA
140061,"Matthias Stade,  Alexander Griesbach",2012-04-27,-9,1,2,1,3,-9,2,1,1,1,"-9",NA,NA
140062,"Matthias Stade,  Alexander Griesbach",2012-05-16,-9,1,2,1,2,-9,1,1,1,1,"-9",NA,NA
140063,"Matthias Stade,  Alexander Griesbach",2012-05-16,-9,1,2,1,4,-9,1,1,1,1,"-9",NA,NA
140064,"Matthias Stade,  Alexander Griesbach",2012-05-16,-9,1,2,1,1,-9,1,1,1,2,"-9",NA,NA
140065,"Matthias Stade,  Alexander Griesbach",2012-05-07,-9,1,8,1,2,-9,2,1,1,2,"-9",NA,NA
140066,"Matthias Stade,  Alexander Griesbach",2012-05-07,-9,1,1,1,2,-9,3,1,1,1,"-9",NA,NA
140067,"Matthias Stade,  Alexander Griesbach",2012-05-07,-9,1,2,1,3,-9,2,1,1,1,"-9",NA,NA
140068,"Matthias Stade,  Alexander Griesbach",2012-04-23,-9,1,1,1,1,-9,1,1,1,1,"-9",NA,NA
140089,"Matthias Stade,  Alexander Griesbach",2012-04-25,-9,1,2,1,2,-9,1,1,1,1,"-9",NA,NA
140102,"Matthias Stade,  Alexander Griesbach",2012-05-09,-9,1,2,2,2,3,4,1,1,1,"-9",NA,NA
140175,"Matthias Stade,  Alexander Griesbach",2011-08-15,-9,1,1,1,6,-9,2,1,1,1,"-9",NA,NA
140187,"Matthias Stade,  Alexander Griesbach",2011-08-29,-9,1,1,1,2,-9,3,1,1,1,"-9",NA,NA
140234,"Matthias Stade,  Alexander Griesbach",2011-09-20,-9,1,1,1,1,-9,3,1,1,1,"-9",NA,NA
140252,"Matthias Stade,  Alexander Griesbach",2012-05-30,-9,1,1,1,3,-9,1,1,1,1,"-9",NA,NA
140254,"Matthias Stade,  Alexander Griesbach",2012-04-27,-9,1,8,3,5,1,3,1,1,1,"-9",NA,NA
140315,"Matthias Stade,  Alexander Griesbach",2012-05-29,-9,1,6,1,2,-9,3,1,1,1,"-9",NA,NA
140316,"Matthias Stade,  Alexander Griesbach",2012-05-31,-9,1,5,1,1,-9,2,1,1,1,"-9",NA,NA
140317,"-9",1970-01-01,-9,-9,-9,-9,-9,-9,-9,-1,-1,-1,"-9",NA,NA
150000,"Janssen, Heile",2012-02-29,-9,1,2,1,2,-9,1,1,1,2,"-9",NA,NA
150003,"Hennecke, Gries",2011-10-04,-9,1,1,1,2,-1,1,1,1,1,"-9","Bussole an Ei-Pflock

Bestandesgrenze = Fi rein zu Ki-Ei",NA
150004,"Hennecke, Gries",2011-08-22,-9,1,4,2,6,1,2,1,1,2,"-9","Bu-Ei-Altholz 50/50

Bussole an Ei-Pflock",NA
150005,"Hennecke, Gries",2011-08-22,-9,1,1,1,6,-1,1,1,1,1,"-9","Bussole an Ei-Pflock

VJ-Plot 1 auf 16,50 mund VJ-Plot 2 auf Südost, da RW = Störung",NA
150006,"Hennecke, Gries",2011-10-11,-9,0,-9,-2,-2,-2,-2,2,2,2,"-9","Bussole an Ei-Pflock",NA
150007,"Hennecke, Gries",2011-09-28,-9,1,4,3,1,6,3,1,1,1,"-9","Bussole an Ei-Pflock",NA
150008,"Hennecke, Menne",2011-08-31,-9,1,1,1,2,-1,1,1,1,1,"-9","Bussole an Ei-Pflock",NA
150009,"Hennecke, Gries",2011-11-30,-9,1,2,1,3,-1,1,1,1,1,"-9","Bussole an Ei-Pflock",NA
150010,"Hennecke, Gries",2011-11-30,-9,1,6,1,2,-1,2,1,1,1,"-9","Bussole an Ei-Pflock",NA
150011,"Gries, Wahler",2012-01-11,-9,1,5,2,2,6,2,1,1,1,"-9","Bussole an Ei-Pflock

Boniturbaum Nr. 2 im Satellit Nord mit Bandmaß kontrolliert

Grenze Nr. 1 und 2 = 
Straße

Grenze 3 = befriedetes Grundstück",NA
150012,"Hennecke, Gries",2011-11-08,-9,1,2,1,1,-1,1,1,1,2,"-9","Bussole an Ei-Pflock",NA
150013,"Hennecke, Gries",2011-11-09,-9,1,8,1,3,-1,2,1,1,1,"-9","Bussole an Ei-Pflock",NA
150014,"Hennecke, Gries",2011-11-10,-9,1,8,3,6,5,2,1,1,1,"-9","Bussole an Ei-Pflock",NA
150015,"Janssen, Heile",2012-03-08,-9,1,2,1,2,-9,1,1,1,1,"-9","Faulbaum (bis 4m Höhe) truppw. auf ganzer Fläche; tlw. Mistel an Kiefer;",NA
150016,"Janssen, Heile",2012-03-19,-9,1,2,1,3,-9,1,1,1,1,"-9","Plot liegt unmittelbar an Lichtleitungstrasse;",NA
150017,"Janssen, Heile",2012-03-29,-9,1,8,1,2,-9,4,1,1,1,"-9","SEi tlw. abgängig, Nester des Eichenprozessionsspinners aus dem Vorjahr im Plot;",NA
150019,"Hennecke, Gries",2012-02-07,-9,1,2,1,2,-1,2,1,1,1,"-9","Bussole an Pflock

Rbu truppweise gemischt

totholz um profil = geländer",NA
150020,"Hennecke, Gries",2012-02-08,-9,1,2,1,2,-1,2,1,1,1,"-9","Bussole an Pflock",NA
150021,"Janssen, Heile",2012-03-26,-9,1,3,2,1,4,4,1,1,1,"-9","GEs als Gruppe im SW des Plots konzentriert;",NA
150022,"Hennecke, Gries",2011-08-24,-9,1,5,1,2,-1,3,1,1,1,"-9","Bussole an Ei-Pflock",NA
150023,"Hennecke, Gries",2011-08-24,-9,1,4,1,2,-1,1,1,1,1,"-9","Bussole an Ei-Pflock",NA
150024,"Hennecke, Gries",2011-08-30,-9,1,8,1,6,-1,2,1,1,1,"-9","Bussole an Ei-Pflock",NA
150025,"Gries, Wahler, Hennecke",2012-01-10,-9,1,2,1,3,-1,1,1,1,1,"-9","Bussole an Ei-Pflock",NA
150026,"Gries, Wahler",2012-01-11,-9,1,2,5,6,6,2,1,1,1,"-9","Bussole an Ei-Pflock",NA
150029,"Gries, Wahler, Hennecke",2011-12-19,-9,1,7,2,6,6,3,1,1,1,"-9","Bussole an Ei-Pflock",NA
150030,"Janssen, Heile",2012-02-27,-9,1,2,1,2,-9,1,1,1,1,"-9",NA,NA
150032,"Hennecke, Gries",2011-08-25,-9,1,1,1,2,-1,2,1,1,1,"-9","Bussole an Ei-Pflock",NA
150033,"Hennecke, Gries",2011-08-29,-9,1,8,1,2,-1,2,1,1,1,"-9","Bussole an Ei-Pflock
Baum Nr. 7 und 51 gelöscht, da jeweils ausserhalb der PK-Grenzen-Bandmaßkontrolle",NA
150034,"Hennecke, Gries",2012-02-08,-9,1,2,1,2,-1,1,1,1,1,"-9","Bussole an Pflock",NA
150036,"Janssen, Heile",2012-03-22,-9,1,2,1,3,-9,1,1,1,1,"-9",NA,NA
150037,"Janssen, Heile",2012-03-22,-9,1,2,1,2,-9,1,1,1,1,"-9","tlw. Mistelbefall der GKi;",NA
150040,"Janssen, Heile",2012-03-19,-9,1,2,4,2,4,4,1,1,1,"-9","Nester des Eichenprozessionsspinners aus dem Vorjahr im Plot;",NA
150041,"Janssen, Heile",2012-03-20,-9,1,2,4,3,3,1,1,1,1,"-9","Bestand aktuell 2012 DF;",NA
150042,"Janssen, Heile",2012-03-01,-9,1,2,4,3,2,1,1,1,1,"-9","Voranbau mit RBu (6j.) auf ganzer Fläche nach Vorbereitung mit Streifenpflug;",NA
150043,"Hennecke, Gries",2011-09-27,-9,1,6,1,6,-1,2,1,1,1,"-9","Bussole an Ei-Pflock
Ei Nr. 2 starker Stammbruch",NA
150044,"Hennecke, Gries",2011-10-11,-9,1,1,1,6,-1,1,1,1,1,"-9",NA,NA
150045,"Hennecke, Gries",2011-09-27,-9,1,1,1,1,-1,1,1,1,1,"-9","Bussole an Ei-Pflock

Baum-Nr.62 und 63 = Zwiesel bis auf 2,5 m zusammengewachsen, BHD mittels Kluppe ermittelt",NA
150047,"Janssen, Heile",2012-03-27,-9,1,6,2,3,5,5,1,1,1,"-9","Altkiefer diente der Harzgewinnung 
(s. Messhöhe!), REi im NW des Plots konzentriert ;",NA
150049,"Janssen, Heile",2012-04-02,-9,1,2,1,1,-9,2,1,1,2,"-9",NA,NA
150050,"Hennecke, Gries",2011-08-23,-9,1,8,1,1,-1,2,1,1,1,"-9","Bussole an Ei-Pflock",NA
150051,"Hennecke, Gries",2011-10-05,-9,1,5,1,1,-1,2,1,1,1,"-9","Bussole an kleinem Ei-Pflock",NA
150052,"Hennecke, Gries",2011-10-05,-9,1,4,1,1,-1,2,1,1,2,"-9","Busole an Ei-Pflock

Bei 7 GPS-Messungen kein dop-Wert unter 6 realisierbar---übernommen",NA
150053,"Hennecke, Gries",2011-12-05,-9,1,3,4,2,6,1,1,1,1,"-9","Bussole an Ei-Pflock",NA
150054,"Hennecke, Gries",2011-12-05,-9,1,5,2,6,2,2,1,1,1,"-9","Bussole an Ei-Pflock",NA
150055,"Hennecke, Gries",2011-12-29,-9,1,2,5,2,6,1,1,1,1,"-9","Bussole an Ei-Pflock

Baum-Nr 31=Grenzbaum, Maßbandkontrolle durchgeführt!

Achtung in NV-Plot 2 3x Faulbaum!

Totholz-Nr 2 ist real ein liegender Baum mit Wurzel und Krone; durch Abschneiden im EU-Verf. Wird daraus ein dickes liegendes Stück mit Mi",NA
150057,"Janssen, Heile",2012-03-07,-9,1,2,2,3,6,1,1,1,1,"-9",NA,NA
150058,"Janssen, Heile",2012-03-06,-9,1,2,1,2,-9,1,1,1,1,"-9","Bestand anno 2011 DF",NA
150059,"Janssen, Heile",2012-03-05,-9,1,2,1,3,-9,1,1,1,1,"-9",NA,NA
150060,"Janssen, Heile",2012-03-08,-9,1,2,1,2,-9,2,1,1,1,"-9","Nester des Eichenprozessionsspinners aus dem Vorjahr an der SEi;",NA
150061,"Janssen, Heile",2012-03-21,-9,1,2,1,1,-9,1,1,1,2,"-9","Plot liegt unmittelbar auf Rückegasse;",NA
150062,"Janssen, Heile",2012-03-28,-9,1,8,1,2,-9,3,1,1,1,"-9",NA,NA
150063,"Hennecke, Gries",2012-02-06,-9,1,1,1,2,-1,1,1,1,1,"-9","Bussole an Pflock",NA
150064,"Janssen, Heile",2012-03-27,-9,1,8,2,3,6,3,1,1,1,"-9","SPa verstärkt abgängig bzw. mit trockenen Kronen;",NA
150065,"Gries, Wahler, Hennecke",2012-01-10,-9,1,2,1,2,-1,1,1,1,1,"-9","Bussole Ei-Plock",NA
150066,"Hennecke, Gries",2011-12-01,-9,1,8,2,2,6,2,1,1,1,"-9","Bussole an Ei-Pflock",NA
150067,"Gries, Wahler, Hennecke",2011-12-19,-9,1,6,4,6,6,2,1,1,1,"-9","Bussole an 
Eichenpflock.",NA
150068,"Gries, Wahler, Hennecke",2011-12-21,-9,1,2,1,2,-1,1,1,1,2,"-9","Bussole an Ei-Pflock. Baumnr. 84 gelöscht - Distanz!",NA
150069,"Hennecke, Gries",2011-11-28,-9,1,2,1,2,-1,2,1,1,1,"-9","Bussole an Ei-Pflock SW des Profils",NA
150070,"Hennecke, Gries",2011-11-09,-9,1,8,2,4,2,2,1,1,1,"-9","Bussole an Ei-Pflock",NA
150071,"Hennecke, Gries",2011-09-29,-9,1,1,1,1,-1,1,1,1,2,"-9","Bussole an Ei-Pflock",NA
150072,"Hennecke, Gries",2011-08-24,-9,1,4,1,6,-1,1,1,1,1,"-9","Bussole an Ei-Pflock",NA
150073,"Hennecke, Gries",2011-09-28,-9,1,4,1,2,-1,1,1,1,1,"-9",NA,NA
150074,"Janssen, Heile",2012-03-21,-9,1,2,4,4,1,3,1,1,1,"-9",NA,NA
150075,"Hennecke, Gries",2011-10-06,-9,1,1,1,6,-1,3,1,1,1,"-9","Bussole an Ei-Pflock",NA
150501,"Janssen, Heile",2012-03-07,-9,1,2,1,3,-9,1,1,1,1,"-9","Plot liegt unmittelbar an Feldkante;",NA
150502,"Janssen, Heile",2012-02-28,-9,1,2,4,6,6,1,1,2,2,"-9","Altkiefer (104j.) anno 2010 vollständig geräumt, 2 Individuen GKi (aus NV, 30j.) im Radius 30m, sowie NV der GKi durch Bodenverwundung mit Streifenpflug;",NA
150503,"Janssen, Heile",2012-02-27,-9,1,2,2,4,5,3,1,1,1,"-9","Voranbau mit RBu (34j.) auf ganzer Fläche; Bestand 2011 DF;",NA
150504,"Janssen, Heile",2012-03-01,-9,1,2,1,2,-9,1,1,1,1,"-9","Plot liegt im militärischen Sperrgbiet; starker Bewuchs mit Adlerfarn;",NA
150505,"Janssen, Heile",2012-03-20,-9,1,2,1,4,-9,1,1,1,1,"-9","Plot liegt unmittelbar an neu angelegter GKi-Kultur (2j.) aus Pflanzung;",NA
150506,"Hennecke, Gries",2012-02-09,-9,1,5,2,2,6,1,1,1,1,"-9","Bussole an Pflock",NA
150507,"Hennecke, Gries",2012-02-07,-9,1,5,1,6,-1,2,1,1,2,"-9","Bussole an Pflock

grenze 1 = wildacker
grenze 2 = weg mit äsungsstreifen ostseite; breite: 9m",NA
150508,"Janssen, Heile",2012-03-28,-9,1,2,4,2,6,2,1,1,1,"-9",NA,NA
150509,"Gries, Wahler, Hennecke",2011-12-20,-9,1,2,2,6,2,2,1,1,1,"-9","Bussole an Ei-Pflock",NA
150510,"Hennecke, Gries",2011-08-23,-9,1,5,1,1,-1,1,1,1,2,"-9","Bussole an Ei-Pflock",NA
150550,"Janssen, Heile",2012-03-06,-9,1,2,1,3,-9,1,1,1,1,"-9","Bestand anno 2010 DF",NA
160052,"Matthias Stade; Alexander Griesbach",2011-10-28,-9,1,1,1,2,-9,4,1,1,1,"-9","Schälschadensbestand",NA
160001,"Matthias Stade; Alexander Griesbach",2012-06-05,-9,1,4,4,3,6,2,1,1,1,"-9",NA,NA
160003,"Matthias Stade; Alexander Griesbach",2012-06-07,-9,1,3,2,2,6,1,1,1,1,"-9",NA,NA
160004,"Matthias Stade; Alexander Griesbach",2012-06-07,-9,1,4,1,2,-9,3,1,1,1,"-9",NA,NA
160005,"Matthias Stade; Alexander Griesbach",2012-06-07,-9,1,4,4,5,1,1,1,1,1,"-9",NA,NA
160006,"Matthias Stade; Alexander Griesbach",2011-10-19,-9,1,4,1,1,-9,2,1,1,1,"-9",NA,NA
160007,"Matthias Stade; Alexander Griesbach",2012-05-24,-9,1,2,2,2,3,1,1,1,1,"-9",NA,NA
