"bund_nr","team","datum","hbi_status","beart","besttyp","struktur","schlussgrad_schi1","schlussgrad_schi2","mischung","pk1_aufnahme","pk2_aufnahme","pk3_aufnahme","geraet","beschreibungbestockung","anmerkung"
160008,"Matthias Stade; Alexander Griesbach",2012-05-23,-9,2,4,1,3,-9,2,1,1,1,"-9",NA,NA
160009,"Matthias Stade; Alexander Griesbach",2012-05-23,-9,1,6,1,3,-9,4,1,1,1,"-9",NA,NA
160010,"Matthias Stade; Alexander Griesbach",2012-01-18,-9,1,4,1,3,-9,1,1,1,1,"-9",NA,NA
160011,"Matthias Stade; Alexander Griesbach",2012-01-18,-9,1,5,1,2,-9,3,1,1,1,"-9",NA,NA
160012,"Matthias Stade; Alexander Griesbach",2012-05-24,-9,1,5,1,3,-9,3,1,1,1,"-9",NA,NA
160013,"Matthias Stade; Alexander Griesbach",2012-05-23,-9,1,4,1,1,-9,2,1,1,1,"-9",NA,NA
160015,"Matthias Stade; Alexander Griesbach",2012-01-16,-9,1,1,1,1,-9,2,1,1,1,"-9",NA,NA
160016,"Matthias Stade; Alexander Griesbach",2012-05-24,-9,1,4,1,3,-9,2,1,1,1,"-9",NA,NA
160018,"Matthias Stade; Alexander Griesbach",2012-01-17,-9,1,8,2,3,3,2,1,1,1,"-9",NA,NA
160019,"Matthias Stade; Alexander Griesbach",2011-11-08,-9,1,8,1,2,-9,2,1,1,1,"-9",NA,NA
160020,"Matthias Stade; Alexander Griesbach",2011-10-20,-9,1,2,1,2,-9,3,1,1,1,"-9",NA,NA
160021,"Matthias Stade; Alexander Griesbach",2011-10-20,-9,1,4,2,3,2,2,1,1,1,"-9",NA,NA
160022,"Matthias Stade; Alexander Griesbach",2011-11-08,-9,1,8,1,1,-9,2,1,1,1,"-9",NA,NA
160023,"Matthias Stade; Alexander Griesbach",2012-05-31,-9,1,8,1,2,-9,2,1,1,1,"-9",NA,NA
160024,"Matthias Stade; Alexander Griesbach",2012-05-31,-9,1,6,2,4,2,2,1,1,1,"-9",NA,NA
160026,"Matthias Stade; Alexander Griesbach",2011-10-27,-9,1,4,1,1,-9,1,1,1,1,"-9",NA,NA
160027,"Matthias Stade; Alexander Griesbach",2011-11-01,-9,1,1,1,1,-9,2,1,1,1,"-9",NA,NA
160028,"Matthias Stade; Alexander Griesbach",2011-11-03,-9,1,7,1,2,-9,3,1,1,1,"-9",NA,NA
160029,"Matthias Stade; Alexander Griesbach",2011-11-03,-9,1,2,1,2,-9,2,1,1,1,"-9",NA,NA
160031,"Matthias Stade; Alexander Griesbach",2011-11-09,-9,1,4,1,1,-9,2,1,1,1,"-9",NA,NA
160032,"Matthias Stade; Alexander Griesbach",2012-01-09,-9,1,6,1,3,-9,3,1,1,1,"-9",NA,NA
160033,"Matthias Stade; Alexander Griesbach",2011-10-26,-9,1,4,1,2,-9,3,1,1,1,"-9",NA,NA
160034,"Matthias Stade; Alexander Griesbach",2011-10-12,-9,1,1,1,2,-9,1,1,1,1,"-9","Kronenbrüche",NA
160035,"Matthias Stade; Alexander Griesbach",2011-10-27,-9,1,1,1,1,-9,2,1,1,2,"-9",NA,NA
160036,"Matthias Stade; Alexander Griesbach",2011-10-27,-9,1,3,1,1,-9,2,1,1,1,"-9",NA,NA
160037,"Matthias Stade; Alexander Griesbach",2011-11-03,-9,1,1,1,1,-9,2,1,1,1,"-9",NA,NA
160038,"Matthias Stade; Alexander Griesbach",2011-11-10,-9,1,2,1,1,-9,2,1,1,1,"-9",NA,NA
160014,"KT",2012-05-09,-9,1,8,1,2,-9,4,1,1,1,"-9","Unterständige Linde auf  1272 MB",NA
160017,"Matthias Stade; Alexander Griesbach",2011-10-19,-9,1,8,1,2,-9,3,1,1,1,"-9",NA,NA
160025,"Matthias Stade; Alexander Griesbach",2011-10-20,-9,1,3,1,1,-9,2,1,1,1,"-9",NA,NA
160030,"Matthias Stade; Alexander Griesbach",2011-11-09,-9,1,8,1,3,-9,2,1,1,1,"-9",NA,NA
160039,"Matthias Stade; Alexander Griesbach",2011-11-09,-9,1,1,1,1,-9,3,1,1,1,"-9",NA,NA
160040,"Matthias Stade; Alexander Griesbach",2012-01-10,-9,1,2,1,2,-9,2,1,1,1,"-9",NA,NA
160041,"Matthias Stade; Alexander Griesbach",2011-10-26,-9,1,1,1,1,-9,3,1,1,1,"-9",NA,NA
160042,"Matthias Stade; Alexander Griesbach",2011-11-02,-9,1,1,4,4,2,1,1,1,1,"-9",NA,NA
160043,"Matthias Stade; Alexander Griesbach",2011-11-02,-9,1,1,1,1,-9,4,1,1,2,"-9","Schälschadensbestand",NA
160044,"Matthias Stade; Alexander Griesbach",2011-11-03,-9,1,2,4,2,3,1,1,1,1,"-9",NA,NA
160045,"Matthias Stade; Alexander Griesbach",2011-11-04,-9,1,4,1,2,-9,4,1,1,1,"-9",NA,NA
160046,"Matthias Stade; Alexander Griesbach",2011-11-10,-9,1,2,1,1,-9,2,1,1,1,"-9",NA,NA
160047,"Matthias Stade; Alexander Griesbach",2012-01-10,-9,1,1,1,1,-9,2,1,1,1,"-9",NA,NA
160048,"Matthias Stade; Alexander Griesbach",2012-01-12,-9,1,6,1,2,-9,3,1,1,1,"-9",NA,NA
160049,"Matthias Stade; Alexander Griesbach",2012-01-12,-9,1,7,1,3,-9,3,1,1,1,"-9","Mittelpunktmakierung fehlt
frischer Hieb im Bestand",NA
160050,"Matthias Stade; Alexander Griesbach",2011-10-26,-9,1,6,1,2,-9,3,1,1,1,"-9",NA,NA
160051,"Matthias Stade; Alexander Griesbach",2011-10-28,-9,1,8,1,3,-9,2,1,1,1,"-9",NA,NA
160053,"Matthias Stade; Alexander Griesbach",2011-11-02,-9,1,1,1,2,-9,1,1,1,1,"-9","Schälschadensbestand",NA
160054,"Matthias Stade; Alexander Griesbach",2011-10-04,-9,1,2,1,1,-9,1,1,1,1,"-9",NA,NA
160055,"KT",2011-09-28,-9,1,2,1,4,-9,1,1,1,1,"-9",NA,NA
160056,"Matthias Stade; Alexander Griesbach",2011-09-26,-9,1,6,1,1,-9,3,1,1,1,"-9",NA,NA
160057,"Matthias Stade; Alexander Griesbach",2011-09-30,-9,1,2,1,1,-9,1,1,1,2,"-9",NA,NA
160058,"Matthias Stade; Alexander Griesbach",2011-11-04,-9,1,2,2,2,2,2,1,1,1,"-9","Kefer geharzt",NA
160059,"Matthias Stade; Alexander Griesbach",2012-01-12,-9,1,6,1,2,-9,4,2,1,2,"-9","Jungwuchs",NA
160060,"Matthias Stade; Alexander Griesbach",2012-05-29,-9,1,1,1,3,-9,3,1,1,1,"-9",NA,NA
160061,"Matthias Stade; Alexander Griesbach",2011-10-18,-9,1,2,4,4,1,3,1,1,1,"-9",NA,NA
160062,"Matthias Stade; Alexander Griesbach",2011-10-17,-9,1,2,2,2,5,2,1,1,1,"-9",NA,NA
160064,"Matthias Stade; Alexander Griesbach",2011-10-25,-9,1,4,1,1,-9,4,1,1,1,"-9",NA,NA
160065,"Matthias Stade; Alexander Griesbach",2011-10-25,-9,1,1,1,2,-9,1,1,1,1,"-9",NA,NA
160066,"KT",2011-11-29,-9,1,1,1,2,-9,1,1,1,1,"-9",NA,NA
160067,"Matthias Stade; Alexander Griesbach",2011-10-04,-9,1,1,1,2,-9,1,1,1,1,"-9",NA,NA
160068,"Matthias Stade; Alexander Griesbach",2011-09-30,-9,1,2,1,2,-9,3,1,1,1,"-9",NA,NA
160069,"Matthias Stade; Alexander Griesbach",2011-11-11,-9,1,1,1,1,-9,2,1,1,2,"-9",NA,NA
160070,"Matthias Stade; Alexander Griesbach",2012-01-11,-9,1,2,1,2,-9,3,1,1,1,"-9","Weiße Mittelpunktmarkierung fehlt",NA
160071,"Matthias Stade; Alexander Griesbach",2012-01-11,-9,1,2,1,2,-9,3,1,1,1,"-9",NA,NA
160072,"Matthias Stade; Alexander Griesbach",2011-10-18,-9,1,8,1,1,-9,3,1,1,1,"-9",NA,NA
160073,"Matthias Stade; Alexander Griesbach",2011-10-18,-9,1,1,1,2,-9,2,1,1,2,"-9","frisch gepfleger Jungbestand",NA
160074,"Matthias Stade; Alexander Griesbach",2011-10-11,-9,1,1,1,1,-9,1,1,1,2,"-9",NA,NA
160075,"Matthias Stade; Alexander Griesbach",2011-10-10,-9,1,1,1,6,-9,1,1,1,1,"-9",NA,NA
160076,"KT",2011-11-29,-9,1,6,4,5,2,4,1,1,1,"-9",NA,NA
160077,"KT",2011-11-29,-9,1,1,1,2,-9,1,1,1,1,"-9",NA,NA
160078,"Matthias Stade; Alexander Griesbach",2011-09-27,-9,1,1,1,1,-9,2,1,1,1,"-9","Schälschadebsbestand",NA
160079,"Matthias Stade; Alexander Griesbach",2011-09-27,-9,1,1,1,2,-9,1,1,1,1,"-9","Schälschadensbestand",NA
160080,"Matthias Stade; Alexander Griesbach",1970-01-01,-9,1,1,1,-1,-9,2,2,2,2,"-9","30.09.2011;Absprache m. Landesinventurleitung:Der Punkt ist eine Blöße, der Bezugspunkt der BZE - Fläche war nicht mehr auffindbar und ist noch nicht wieder eingerichtet.",NA
160081,"Matthias Stade; Alexander Griesbach",2012-01-11,-9,1,1,1,6,-9,1,1,1,1,"-9",NA,NA
160082,"Matthias Stade; Alexander Griesbach",2011-10-11,-9,1,1,1,2,-9,2,1,1,1,"-9",NA,NA
160083,"Matthias Stade; Alexander Griesbach",2011-10-05,-9,1,1,1,1,-9,2,1,1,2,"-9",NA,NA
160084,"Matthias Stade; Alexander Griesbach",2011-10-05,-9,1,1,1,6,-9,1,1,1,1,"-9","Eingeschränkte Baumhöhenmessung 
wegen Kronenbrüchen",NA
160085,"Matthias Stade; Alexander Griesbach",2011-09-29,-9,1,1,1,1,-9,1,1,1,1,"-9",NA,NA
160086,"KT",2011-11-29,-9,1,1,1,2,-9,2,1,1,1,"-9",NA,NA
160087,"Matthias Stade; Alexander Griesbach",2011-10-06,-9,1,8,1,2,-9,3,1,1,1,"-9",NA,NA
160088,"Matthias Stade; Alexander Griesbach",2011-10-07,-9,1,3,1,3,-9,2,1,1,2,"-9","Colorado-Tanne",NA
160089,"Matthias Stade; Alexander Griesbach",2011-10-05,-9,1,1,1,2,-9,2,1,1,1,"-9",NA,NA
160090,"Matthias Stade; Alexander Griesbach",2011-09-28,-9,1,2,1,4,-9,2,1,1,1,"-9",NA,NA
160091,"Matthias Stade; Alexander Griesbach",2011-09-28,-9,1,1,1,1,-9,1,1,1,1,"-9","Schälschadensbestand",NA
160092,"Matthias Stade; Alexander Griesbach",2011-09-28,-9,1,1,1,1,-9,1,1,1,2,"-9",NA,NA
160093,"Matthias Stade; Alexander Griesbach",2011-10-06,-9,1,1,1,6,-9,1,1,1,1,"-9",NA,NA
160094,"Matthias Stade; Alexander Griesbach",2011-10-07,-9,1,1,1,1,-9,2,1,1,1,"-9","Grube verfüllt",NA
160095,"Matthias Stade; Alexander Griesbach",2011-10-11,-9,1,5,1,2,-9,3,1,1,1,"-9","Elsbeere im Probekreis",NA
160096,"Matthias Stade; Alexander Griesbach",2012-06-05,-9,1,8,1,6,-9,3,1,1,1,"-9","stark verbuschte Suzssionsfläche - Wald ?",NA
160097,"Matthias Stade; Alexander Griesbach",2012-01-09,-9,1,8,1,2,-9,7,1,1,2,"-9",NA,NA
160098,"Matthias Stade; Alexander Griesbach",2011-11-11,-9,1,1,1,1,-9,2,1,1,1,"-9",NA,NA
