"bund_nr","pk_nr","pk_aufnahme","pk_richtung","pk_dist","pk_maxdist","pk_anmerkung"
60018,1,1,"n",1000,73,NA
60019,1,1,"n",1000,466,NA
60115,1,1,"n",1000,70,NA
60114,1,1,"n",1000,252,NA
60113,1,2,"n",1000,-9,NA
60116,1,1,"n",1000,292,NA
60020,1,2,"n",1000,-9,NA
60121,1,1,"n",1000,116,NA
60123,1,1,"n",1000,440,NA
60122,1,1,"n",1000,500,NA
60125,1,1,"n",1000,465,NA
60124,1,1,"n",1000,453,NA
60126,1,1,"n",1000,475,NA
60021,1,1,"n",1000,90,NA
60127,1,1,"n",1000,144,NA
60022,1,1,"n",1010,192,NA
60023,1,1,"n",1000,492,NA
60128,1,1,"n",1000,224,NA
60024,1,1,"n",1000,390,NA
60025,1,1,"n",1000,62,NA
60026,1,1,"n",1000,497,NA
60130,1,1,"n",1000,362,NA
60129,1,1,"n",1000,138,NA
60027,1,1,"n",1000,442,NA
60028,1,2,"n",1000,-9,NA
60029,1,1,"n",1000,340,NA
60132,1,1,"n",1000,221,NA
60134,1,1,"n",1000,307,NA
60133,1,1,"n",1000,87,NA
60030,1,1,"n",1000,272,NA
60135,1,1,"n",1000,185,NA
60136,1,1,"n",1000,112,NA
60032,1,1,"n",1000,136,NA
60031,1,1,"n",1000,498,NA
60033,1,1,"n",1000,327,NA
60137,1,1,"n",1000,246,NA
60034,1,1,"n",1000,247,NA
60035,1,2,"n",1000,-9,NA
60038,1,1,"n",1000,267,NA
60037,1,1,"n",1000,282,NA
60036,1,1,"n",1000,487,NA
60039,1,1,"n",1000,180,NA
60040,1,1,"n",1000,459,NA
60138,1,1,"n",1000,125,NA
60041,1,1,"n",1000,169,NA
60042,1,1,"n",1000,299,NA
60043,1,1,"n",1000,488,NA
60139,1,1,"n",1000,485,NA
60044,1,1,"n",1000,167,NA
60046,1,1,"n",1000,472,NA
60045,1,1,"n",1000,76,NA
60049,1,2,"n",1000,-9,NA
60048,1,1,"n",1000,44,NA
60047,1,1,"n",1000,303,NA
60051,1,1,"n",1000,265,NA
60050,1,1,"n",1100,234,NA
60052,1,1,"n",1000,100,NA
60053,1,1,"n",1000,122,NA
60054,1,1,"n",1000,392,NA
60055,1,1,"n",1000,155,NA
60056,1,1,"n",1000,463,NA
60057,1,1,"n",1000,327,NA
60058,1,1,"no",1400,138,NA
60105,1,1,"n",1000,114,NA
60120,1,1,"n",1000,157,NA
60059,1,1,"n",1000,231,NA
60109,1,1,"n",1000,372,NA
60112,1,1,"n",1000,119,NA
60111,1,1,"n",1000,212,NA
60110,1,1,"n",1000,304,NA
60131,1,1,"n",1000,303,NA
60118,1,2,"n",1000,-9,NA
60119,1,1,"n",1000,106,NA
60117,1,1,"n",1000,418,NA
60061,1,1,"n",1000,221,NA
60060,1,1,"n",1000,404,NA
60062,1,1,"n",1000,404,NA
60064,1,2,"n",1000,-9,NA
60063,1,1,"n",1000,54,NA
60065,1,1,"n",1600,93,NA
60067,1,2,"n",1000,-9,NA
60066,1,1,"n",1000,113,NA
60068,1,1,"n",1000,497,NA
60069,1,1,"n",1000,124,NA
60070,1,1,"n",1000,211,NA
60071,1,1,"n",1000,201,NA
60072,1,1,"n",1000,391,NA
60074,1,1,"n",1000,342,NA
60073,1,1,"n",1000,443,NA
60076,1,1,"n",2000,273,NA
60075,1,1,"n",1000,252,NA
60078,1,1,"n",1000,451,NA
60077,1,1,"n",1000,44,NA
60082,1,1,"n",1000,153,NA
60084,1,1,"n",1000,57,NA
60085,1,1,"n",1000,497,NA
60086,1,1,"n",1000,268,NA
60087,1,1,"w",1000,476,NA
60088,1,1,"n",1000,242,NA
60089,1,1,"n",1000,142,NA
60090,1,1,"n",1000,436,NA
60091,1,1,"n",1000,69,NA
60093,1,1,"n",1000,289,NA
60092,1,1,"n",1000,141,NA
60094,1,1,"n",1000,103,NA
60095,1,2,"n",1000,-9,NA
60097,1,1,"n",1000,477,NA
60096,1,1,"n",1000,205,NA
60098,1,1,"n",1000,151,NA
60099,1,1,"n",1000,83,NA
60100,1,2,"n",1000,-9,NA
60102,1,1,"n",1000,142,NA
60101,1,1,"n",1000,222,NA
60103,1,1,"n",1000,154,NA
60104,2,2,"o",1000,-9,NA
60001,2,1,"o",1000,334,NA
60002,2,1,"o",1000,70,NA
60003,2,1,"o",1000,449,NA
60004,2,2,"o",1000,-9,NA
60005,2,1,"o",1000,68,NA
60006,2,1,"o",1000,441,NA
60007,2,1,"o",1000,159,NA
60008,2,1,"o",1000,383,NA
60009,2,1,"o",1000,457,NA
60010,2,1,"o",1000,207,NA
60106,2,1,"o",1000,47,NA
60107,2,1,"o",1000,498,NA
60108,2,1,"o",1000,367,NA
60011,2,1,"o",1000,310,NA
60013,2,1,"o",1000,102,NA
60014,2,1,"o",1000,379,NA
60012,2,2,"o",1000,-9,NA
60015,2,1,"o",1000,305,NA
60016,2,1,"o",1000,342,NA
60017,2,1,"o",1000,371,NA
60018,2,1,"o",1000,151,NA
60019,2,1,"o",1000,454,NA
60115,2,1,"o",1000,162,NA
60114,2,1,"o",1000,312,NA
60113,2,1,"o",1000,295,NA
60116,2,1,"o",1000,209,NA
60020,2,1,"o",1000,353,NA
60121,2,1,"o",1000,67,NA
60123,2,1,"o",1000,418,NA
60122,2,1,"o",1000,459,NA
60125,2,1,"o",1000,319,NA
60124,2,2,"o",1000,-9,NA
60126,2,1,"o",1000,341,NA
60021,2,1,"o",1000,315,NA
60127,2,1,"o",1000,190,NA
60022,2,1,"o",1000,357,NA
60023,2,1,"o",1000,408,NA
60128,2,1,"o",1000,187,NA
60024,2,1,"o",1000,498,NA
60025,2,1,"o",1000,53,NA
60026,2,1,"o",1000,495,NA
60130,2,1,"o",1000,352,NA
60129,2,1,"o",1000,197,NA
60027,2,1,"o",1000,445,NA
60028,2,2,"o",1000,-9,NA
60029,2,1,"o",1000,151,NA
60132,2,1,"o",1000,92,NA
60134,2,1,"o",1000,272,NA
60133,2,1,"o",1000,222,NA
60030,2,1,"o",1000,290,NA
60135,2,1,"o",1000,263,NA
60136,2,1,"o",1000,472,NA
60032,2,1,"o",1000,183,NA
60031,2,1,"o",1000,496,NA
60033,2,1,"no",1000,267,NA
60137,2,1,"o",1000,174,NA
60034,2,1,"o",1000,468,NA
60035,2,1,"o",1000,451,NA
60038,2,1,"o",600,236,NA
60037,2,1,"o",1000,286,NA
60036,2,1,"o",1000,488,NA
60039,2,1,"o",1000,485,NA
60040,2,1,"o",1000,410,NA
60138,2,1,"o",1000,256,NA
60041,2,1,"o",1000,157,NA
60042,2,1,"o",1000,499,NA
60043,2,1,"o",1000,454,NA
60139,2,1,"o",1000,440,NA
60044,2,1,"o",1000,404,NA
60046,2,2,"o",1000,-9,NA
60045,2,1,"o",1000,46,NA
60049,2,1,"o",1000,475,NA
60048,2,1,"o",1000,103,NA
60047,2,2,"o",1000,-9,NA
60051,2,1,"o",700,167,NA
60050,2,1,"o",1000,382,NA
60052,2,1,"o",1000,274,NA
60053,2,1,"o",1000,116,NA
60054,2,1,"o",1000,272,NA
60055,2,1,"o",1000,116,NA
60056,2,1,"o",1000,339,NA
60057,2,1,"o",1020,217,NA
60058,2,1,"o",1000,392,NA
60105,2,1,"o",1000,61,NA
60120,2,1,"o",1000,208,NA
60059,2,1,"o",1000,244,NA
60109,2,1,"o",1000,54,NA
60112,2,1,"o",1000,370,NA
60111,2,1,"o",1000,435,NA
60110,2,2,"o",1000,-9,NA
60131,2,1,"o",760,485,NA
60118,2,1,"o",1000,168,NA
60119,2,1,"o",1000,229,NA
60117,2,1,"o",1000,358,NA
60061,2,1,"o",1000,318,NA
60060,2,1,"o",1000,304,NA
60062,2,1,"o",1000,286,NA
60064,2,2,"o",1000,-9,NA
60063,2,1,"o",1000,71,NA
60065,2,1,"o",1000,394,NA
60067,2,2,"o",1000,-9,NA
60066,2,1,"o",1000,149,NA
60068,2,1,"o",1000,361,NA
60069,2,1,"o",1000,115,NA
60070,2,1,"o",1000,277,NA
60071,2,1,"o",1000,156,NA
60072,2,1,"o",1000,500,NA
60074,2,2,"o",1000,-9,NA
60073,2,1,"o",1000,304,NA
60076,2,1,"o",2000,410,NA
60075,2,1,"o",1000,182,NA
60078,2,1,"o",1000,472,NA
60077,2,1,"o",1000,194,NA
60082,2,1,"o",1000,196,NA
60084,2,1,"o",1000,77,NA
60085,2,1,"o",1000,486,NA
60086,2,2,"o",1000,-9,NA
60087,2,1,"o",1000,245,NA
60088,2,1,"o",1000,158,NA
60089,2,1,"o",1000,232,NA
60090,2,2,"o",1000,-9,NA
60091,2,1,"o",1000,320,NA
60093,2,2,"o",1000,-9,NA
60092,2,1,"o",1000,361,NA
60094,2,1,"o",1000,94,NA
60095,2,2,"o",1000,-9,NA
60097,2,1,"o",1000,434,NA
60096,2,1,"o",1000,496,NA
60098,2,1,"o",1000,233,NA
60099,2,1,"o",1000,139,NA
60100,2,2,"o",1000,-9,NA
60102,2,1,"o",1000,101,NA
60101,2,1,"o",1000,129,NA
60103,2,1,"o",1000,434,NA
60104,3,2,"s",1000,-9,NA
60001,3,1,"s",1500,160,NA
60002,3,1,"s",1000,302,NA
60003,3,1,"s",1000,459,NA
60004,3,1,"s",1000,433,NA
60005,3,1,"s",1000,118,NA
60006,3,1,"s",1000,435,NA
60007,3,1,"s",1000,274,NA
60008,3,2,"s",1000,-9,NA
60009,3,1,"s",1000,319,NA
60010,3,1,"s",1000,439,NA
60106,3,1,"s",1000,79,NA
60107,3,1,"s",1000,480,NA
60108,3,1,"s",1000,390,NA
60011,3,1,"s",1000,471,NA
60013,3,1,"s",1000,108,NA
60014,3,1,"s",1000,289,NA
60012,3,2,"s",1000,-9,NA
60015,3,1,"s",1000,390,NA
60016,3,1,"s",1000,194,NA
60017,3,1,"s",1000,473,NA
60018,3,1,"s",1000,219,NA
60019,3,1,"s",1000,470,NA
60115,3,1,"s",1000,84,NA
60114,3,1,"s",1000,315,NA
60113,3,2,"s",1000,-9,NA
60116,3,1,"s",1000,461,NA
60020,3,1,"s",1000,475,NA
60121,3,1,"s",1000,175,NA
60123,3,1,"s",1000,212,NA
60122,3,1,"s",1000,463,NA
60125,3,1,"s",1000,415,NA
60124,3,1,"s",1000,252,NA
60126,3,1,"s",1000,215,NA
60021,3,1,"s",1000,325,NA
60127,3,1,"s",1000,498,NA
60022,3,1,"s",1000,245,NA
60023,3,2,"s",1000,-9,NA
60128,3,1,"s",1000,205,NA
60024,3,1,"s",1000,39,NA
60025,3,1,"s",1000,189,NA
60026,3,1,"s",1000,493,NA
60130,3,1,"s",1000,425,NA
60129,3,1,"s",900,207,NA
60027,3,2,"s",1000,-9,NA
60028,3,1,"s",1000,378,NA
60029,3,1,"s",1000,330,NA
60132,3,1,"s",1000,217,NA
60134,3,1,"s",1000,351,NA
60133,3,1,"s",1000,182,NA
60030,3,1,"s",1000,246,NA
60135,3,1,"s",1000,228,NA
60136,3,1,"s",1000,263,NA
60032,3,1,"s",1000,66,NA
60031,3,1,"s",1040,295,NA
60033,3,1,"s",2500,495,NA
60137,3,1,"s",1000,310,NA
60034,3,1,"s",1000,499,NA
60035,3,1,"s",1000,453,NA
60038,3,1,"s",1000,484,NA
60037,3,1,"s",1000,462,NA
60036,3,2,"s",1000,-9,NA
60039,3,1,"s",1700,215,NA
60040,3,1,"s",1000,161,NA
60138,3,1,"s",1000,262,NA
60041,3,1,"s",1000,66,NA
60042,3,1,"s",1000,416,NA
60043,3,2,"s",1000,-9,NA
60139,3,1,"s",500,494,NA
60044,3,1,"s",1000,309,NA
60046,3,2,"s",1000,-9,NA
60045,3,1,"s",1000,75,NA
60049,3,1,"s",1000,194,NA
60048,3,1,"s",700,435,NA
60047,3,2,"s",1000,-9,NA
60051,3,1,"s",500,75,NA
60050,3,1,"s",1000,362,NA
60052,3,1,"s",1000,209,NA
60053,3,1,"s",1000,146,NA
60054,3,1,"s",1000,417,NA
60055,3,1,"s",1000,145,NA
60056,3,1,"s",1000,139,NA
60057,3,1,"s",1000,114,NA
60058,3,1,"s",1000,271,NA
60105,3,1,"s",1000,228,NA
60120,3,1,"s",1000,154,NA
60059,3,1,"s",1000,285,NA
60109,3,1,"s",1000,166,NA
60112,3,1,"s",1000,184,NA
60111,3,1,"s",1000,282,NA
60110,3,1,"s",1000,497,NA
60131,3,1,"s",1000,203,NA
60118,3,1,"w",1000,494,NA
60119,3,1,"s",1000,294,NA
60117,3,1,"s",1000,274,NA
60061,3,1,"s",1000,247,NA
60060,3,1,"s",1000,459,NA
60062,3,1,"s",1500,259,NA
60064,3,1,"s",1000,492,NA
60063,3,1,"s",1000,56,NA
60065,3,1,"s",1000,277,NA
60067,3,2,"s",1000,-9,NA
60066,3,1,"s",1000,63,NA
60068,3,1,"s",1000,429,NA
60069,3,1,"s",1000,143,NA
60070,3,1,"s",1000,187,NA
60071,3,1,"s",1000,173,NA
60072,3,1,"s",1000,500,NA
60074,3,1,"s",1000,264,NA
60073,3,1,"s",1000,500,NA
60076,3,2,"s",1000,-9,NA
60075,3,1,"s",1000,298,NA
60078,3,1,"s",1000,157,NA
60077,3,1,"s",1000,332,NA
60082,3,1,"s",1000,474,NA
60084,3,1,"s",1000,93,NA
60085,3,1,"s",1000,492,NA
60086,3,1,"s",1000,349,NA
60087,3,1,"s",1000,376,NA
60088,3,1,"s",1000,129,NA
60089,3,1,"s",1000,459,NA
60090,3,2,"s",1000,-9,NA
60091,3,1,"s",1000,255,NA
60093,3,2,"s",1000,-9,NA
60092,3,1,"s",1000,279,NA
60094,3,1,"s",1000,106,NA
60095,3,2,"s",1000,-9,NA
60097,3,1,"s",1000,489,NA
60096,3,1,"s",1000,281,NA
60098,3,1,"s",1000,189,NA
60099,3,1,"s",1000,142,NA
60100,3,2,"s",1000,-9,NA
60102,3,1,"s",1000,189,NA
60101,3,1,"s",1000,224,NA
60103,3,1,"s",1000,132,NA
60104,4,2,"w",1000,-9,NA
60001,4,1,"w",1000,434,NA
60002,4,1,"w",1000,76,NA
60003,4,1,"w",1000,500,NA
60004,4,1,"w",1000,423,NA
60005,4,1,"w",1000,94,NA
60006,4,2,"w",1500,-9,NA
60007,4,1,"w",1000,281,NA
60008,4,2,"w",1000,-9,NA
60009,4,1,"w",1000,264,NA
60010,4,2,"w",1000,-9,NA
60106,4,1,"w",1000,224,NA
60107,4,1,"w",1000,340,NA
60108,4,1,"w",1000,227,NA
60011,4,1,"w",1000,143,NA
60013,4,1,"w",1000,496,NA
60014,4,1,"w",1000,312,NA
60012,4,2,"w",1000,-9,NA
60015,4,1,"w",1000,169,NA
60016,4,1,"w",1000,465,NA
60017,4,1,"w",1000,265,NA
60018,4,1,"w",1000,166,NA
60019,4,1,"w",600,167,NA
60115,4,1,"w",1000,187,NA
60114,4,1,"w",1000,305,NA
60113,4,1,"w",1000,355,NA
60116,4,1,"w",1000,198,NA
60020,4,1,"w",1000,430,NA
60121,4,1,"w",1000,435,NA
60123,4,1,"w",1000,270,NA
60122,4,2,"w",1000,-9,NA
60125,4,1,"w",1000,302,NA
60124,4,1,"w",1000,335,NA
60126,4,1,"w",1000,495,NA
60021,4,1,"w",1000,223,NA
60127,4,1,"w",1000,100,NA
60022,4,1,"w",1000,173,NA
60023,4,2,"w",1000,-9,NA
60128,4,1,"w",1000,483,NA
60024,4,1,"w",1000,182,NA
60025,4,1,"w",1000,87,NA
60026,4,1,"w",1000,399,NA
60130,4,1,"w",1000,135,NA
60129,4,1,"w",1000,94,NA
60027,4,2,"w",1000,-9,NA
60028,4,1,"w",1000,355,NA
60029,4,1,"w",1000,292,NA
60132,4,1,"w",1000,213,NA
60134,4,1,"w",1000,271,NA
60133,4,1,"w",1000,206,NA
60030,4,1,"w",1000,144,NA
60135,4,1,"w",1000,208,NA
60136,4,1,"w",1000,213,NA
60032,4,1,"w",1000,56,NA
60031,4,1,"w",1000,479,NA
60033,4,1,"w",1000,497,NA
60137,4,1,"w",1000,168,NA
60034,4,1,"w",1000,486,NA
60035,4,1,"w",1000,95,NA
60038,4,1,"w",1000,177,NA
60037,4,1,"w",1000,500,NA
60036,4,2,"w",1000,-9,NA
60039,4,1,"w",2400,315,NA
60040,4,1,"w",1000,282,NA
60138,4,1,"w",1000,162,NA
60041,4,1,"w",1000,137,NA
60042,4,1,"w",1000,236,NA
60043,4,1,"w",1000,246,NA
60139,4,1,"w",2315,463,NA
60044,4,1,"w",1000,465,NA
60046,4,1,"w",1000,429,NA
60045,4,1,"w",1000,341,NA
60049,4,1,"w",1000,445,NA
60048,4,1,"w",1000,139,NA
60047,4,2,"w",1000,-9,NA
60051,4,1,"w",1000,318,NA
60050,4,1,"w",1000,420,NA
60052,4,1,"w",1000,172,NA
60053,4,1,"w",1000,205,NA
60054,4,1,"w",1000,355,NA
60055,4,1,"w",1000,244,NA
60056,4,1,"w",1000,49,NA
60057,4,1,"w",1000,117,NA
60058,4,1,"w",1000,495,NA
60105,4,1,"w",1000,124,NA
60120,4,1,"w",1000,374,NA
60059,4,1,"w",1000,385,NA
60109,4,1,"w",1000,464,NA
60112,4,1,"w",1000,262,NA
60111,4,1,"w",1000,408,NA
60110,4,1,"w",1000,266,NA
60131,4,1,"w",1000,115,NA
60118,4,1,"s",1000,232,NA
60119,4,1,"w",1000,349,NA
60117,4,1,"w",1000,264,NA
60061,4,1,"w",1000,245,NA
60060,4,1,"w",1000,389,NA
60062,4,1,"w",1000,137,NA
60064,4,1,"w",2000,475,NA
60063,4,1,"w",1000,120,NA
60065,4,1,"w",1000,400,NA
60067,4,2,"w",1000,-9,NA
60066,4,1,"w",1000,102,NA
60068,4,2,"w",1000,-9,NA
60069,4,1,"w",2000,224,NA
60070,4,1,"w",1000,123,NA
60071,4,1,"w",1000,173,NA
60072,4,2,"w",1000,-9,NA
60074,4,1,"w",500,397,NA
60073,4,1,"w",1000,405,NA
60076,4,1,"w",1000,284,NA
60075,4,1,"w",1000,398,NA
60078,4,1,"w",1000,254,NA
60077,4,1,"w",1000,500,NA
60082,4,1,"w",1000,359,NA
60084,4,1,"w",1000,78,NA
60085,4,1,"w",1000,304,NA
60086,4,1,"w",1000,137,NA
60087,4,1,"n",1000,496,NA
60088,4,1,"w",1000,188,NA
60089,4,1,"w",1000,357,NA
60090,4,2,"w",1000,-9,NA
60091,4,1,"w",1000,95,NA
60093,4,1,"w",1000,500,NA
60092,4,1,"w",1000,489,NA
60094,4,1,"w",1000,148,NA
60095,4,1,"w",1000,434,NA
60097,4,1,"w",1000,344,NA
60096,4,1,"w",1000,427,NA
60098,4,1,"w",1000,166,NA
60099,4,1,"w",1000,79,NA
60100,4,2,"w",1000,-9,NA
60102,4,1,"w",1000,160,NA
60101,4,1,"w",1000,500,NA
60103,4,1,"w",1000,252,NA
60079,1,1,"n",1000,232,NA
60079,2,1,"no",1100,232,NA
60079,3,1,"sw",1000,432,NA
60079,4,1,"w",600,481,NA
60080,1,1,"n",1000,154,NA
60080,2,1,"o",1000,94,NA
60080,3,1,"s",1000,342,NA
60080,4,1,"w",1000,120,NA
60081,1,1,"n",1000,382,NA
60081,2,1,"o",1000,366,NA
60081,3,1,"s",1000,83,NA
60081,4,1,"w",1000,65,NA
60083,1,1,"n",1000,108,NA
60083,2,1,"o",1000,55,NA
60083,3,1,"s",1000,103,NA
60083,4,1,"w",1000,72,NA
70001,1,2,"n",1000,-9,NA
70002,1,1,"n",1000,360,NA
70003,1,2,"n",1000,-9,NA
70004,1,1,"n",1000,336,NA
70005,1,1,"n",1000,498,NA
70006,1,2,"n",1000,-9,NA
70007,1,2,"n",1000,-9,NA
70008,1,1,"n",1000,253,NA
70009,1,2,"n",1000,-9,NA
70010,1,1,"n",1000,326,NA
70011,1,1,"n",1000,198,NA
70012,1,1,"n",1000,312,NA
70013,1,1,"n",1000,418,NA
70014,1,2,"n",1000,-9,NA
70015,1,2,"n",1000,-9,NA
70016,1,1,"n",1000,138,NA
70017,1,1,"n",1000,170,NA
70018,1,1,"n",1000,330,NA
70019,1,2,"n",1000,-9,NA
70020,1,1,"n",1000,137,NA
70021,1,1,"n",1000,285,NA
70022,1,1,"n",1000,491,NA
70023,1,1,"n",1000,465,NA
70024,1,2,"n",1000,-9,NA
70025,1,2,"n",1000,-9,NA
70026,1,1,"n",1000,498,NA
70027,1,1,"n",1000,448,NA
70028,1,1,"n",1000,158,NA
70029,1,1,"n",1000,99,NA
70030,1,1,"n",1000,339,NA
70031,1,1,"n",1000,230,NA
70032,1,1,"n",1000,495,NA
70033,1,1,"n",1000,453,NA
70034,1,2,"n",1000,-9,NA
70035,1,2,"n",1000,-9,NA
70036,1,1,"n",1000,393,NA
70037,1,1,"n",1000,356,NA
70038,1,1,"n",1000,197,NA
70039,1,1,"n",1000,133,NA
70040,1,1,"n",1000,378,NA
70041,1,1,"n",1000,75,NA
70042,1,1,"n",1000,296,NA
70043,1,1,"n",1000,240,NA
70044,1,1,"n",1000,381,NA
70045,1,1,"n",1000,257,NA
70046,1,1,"n",1000,374,NA
70047,1,2,"n",1000,-9,NA
70048,1,1,"n",1000,398,NA
70049,1,1,"n",1000,200,NA
70050,1,1,"n",1000,49,NA
70051,1,1,"n",1000,37,NA
70052,1,1,"n",1000,462,NA
70053,1,1,"n",1000,157,NA
70054,1,1,"n",1000,155,NA
70055,1,1,"n",1000,135,NA
70056,1,1,"n",1000,254,NA
70057,1,1,"n",1000,240,NA
70058,1,1,"n",1000,333,NA
70059,1,1,"n",1000,170,NA
70060,1,2,"n",1000,-9,NA
70061,1,1,"n",1000,450,NA
70062,1,1,"n",1000,495,NA
70063,1,1,"n",1000,285,NA
70064,1,2,"n",1000,-9,NA
70065,1,1,"n",1000,211,NA
70066,1,1,"n",1000,319,NA
70067,1,1,"n",1000,459,NA
70068,1,1,"n",1000,340,NA
70069,1,2,"n",1000,-9,NA
70070,1,1,"n",1000,165,NA
70071,1,1,"n",1000,140,NA
70072,1,1,"n",1000,14,NA
70073,1,1,"n",1000,351,NA
70074,1,2,"n",1000,-9,NA
70075,1,1,"n",1000,140,NA
70076,1,1,"n",1000,317,NA
70077,1,1,"n",1000,280,NA
70078,1,2,"n",1000,-9,NA
70079,1,1,"n",1000,447,NA
70080,1,1,"n",1000,478,NA
70081,1,1,"n",1000,128,NA
70082,1,1,"n",1000,428,NA
70083,1,1,"n",1000,449,NA
70084,1,2,"n",1000,-9,NA
70085,1,1,"n",1000,466,NA
70086,1,1,"n",1000,240,NA
70087,1,2,"n",1000,-9,NA
70088,1,1,"n",1000,86,NA
70089,1,1,"n",1000,140,NA
70090,1,1,"n",1000,180,NA
70091,1,1,"n",1000,315,NA
70092,1,2,"n",1000,-9,NA
70093,1,1,"n",1000,80,NA
70094,1,1,"n",1000,384,NA
70095,1,1,"n",1000,208,NA
70096,1,1,"n",1000,228,NA
70097,1,2,"n",1000,-9,NA
70098,1,1,"n",1000,480,NA
70099,1,1,"n",1000,222,NA
70100,1,1,"n",1000,190,NA
70101,1,1,"n",1000,165,NA
70102,1,2,"n",1000,-9,NA
70103,1,1,"n",1000,418,NA
70104,1,1,"n",1000,390,NA
70105,1,1,"n",1000,463,NA
70106,1,1,"n",1000,365,NA
70107,1,1,"n",1000,88,NA
70108,1,1,"n",1000,498,NA
70109,1,1,"n",1000,351,NA
70110,1,2,"n",1000,-9,NA
70111,1,1,"n",1000,432,NA
70112,1,1,"n",1000,294,NA
70113,1,1,"n",1000,283,NA
70114,1,1,"n",1000,330,NA
70115,1,1,"n",1000,79,NA
70132,1,1,"n",1000,440,NA
70117,1,1,"n",1000,344,NA
70118,1,1,"n",1000,373,NA
70119,1,1,"n",1000,180,NA
70120,1,1,"n",1000,495,NA
70121,1,1,"n",1000,374,NA
70122,1,2,"n",1000,-9,NA
70123,1,1,"n",1000,205,NA
70124,1,3,"n",1000,-9,NA
70125,1,1,"n",1000,327,NA
70126,1,1,"n",1000,340,NA
70127,1,2,"n",1000,-9,NA
70128,1,1,"n",1000,418,NA
70129,1,1,"n",1000,233,NA
70130,1,1,"n",1000,280,NA
70131,1,1,"n",1000,190,NA
70116,1,1,"n",1000,395,NA
70133,1,1,"n",1000,143,NA
70134,1,1,"n",1000,495,NA
70135,1,1,"n",1000,186,NA
70136,1,1,"n",1000,164,NA
70137,1,2,"n",1000,-9,NA
70138,1,1,"n",1000,345,NA
70139,1,1,"n",1000,339,NA
70140,1,1,"n",1000,495,NA
70141,1,1,"n",1000,283,NA
70142,1,1,"n",1000,300,NA
70143,1,1,"n",1000,498,NA
70144,1,2,"n",1000,-9,NA
70145,1,1,"n",500,127,NA
70146,1,2,"n",1000,-9,NA
70147,1,1,"n",1000,391,NA
70148,1,1,"n",1000,432,NA
70149,1,1,"n",1000,443,NA
70150,1,2,"n",1000,-9,NA
70151,1,1,"n",1000,423,NA
70152,1,1,"n",1000,276,NA
70153,1,1,"n",1000,324,NA
70154,1,1,"n",1000,349,NA
70155,1,1,"n",1000,435,NA
70156,1,2,"n",1000,-9,NA
70157,1,1,"n",1000,412,NA
70158,1,1,"n",1000,280,NA
70159,1,1,"n",1000,292,NA
70160,1,2,"n",1000,-9,NA
70161,1,1,"n",1000,303,NA
70162,1,1,"n",1000,163,NA
70163,1,1,"n",1000,321,NA
70164,1,1,"n",1000,431,NA
70165,1,1,"n",1000,464,NA
70001,2,1,"o",1000,374,NA
70002,2,1,"o",1000,190,NA
70003,2,1,"o",1000,465,NA
70004,2,1,"o",1000,119,NA
70005,2,1,"o",1000,152,NA
70006,2,1,"o",1000,330,NA
70007,2,2,"o",1000,-9,NA
70008,2,1,"o",1000,125,NA
70009,2,1,"o",1000,463,NA
70010,2,1,"o",1000,178,NA
70011,2,1,"o",1000,182,NA
70012,2,1,"o",1000,124,NA
70013,2,1,"o",1000,90,NA
70014,2,1,"o",1000,370,NA
70015,2,1,"o",1000,441,NA
70016,2,1,"o",1000,356,NA
70017,2,1,"o",1000,202,NA
70018,2,2,"o",1000,-9,NA
70019,2,2,"o",1000,-9,NA
70020,2,1,"o",1000,174,NA
70021,2,1,"o",1000,160,NA
70022,2,1,"o",1000,432,NA
70023,2,2,"o",1000,-9,NA
70024,2,2,"o",1000,-9,NA
70025,2,1,"o",1000,480,NA
70026,2,1,"o",1000,382,NA
70027,2,1,"o",1000,454,NA
70028,2,1,"o",1000,228,NA
70029,2,1,"o",1000,407,NA
70030,2,1,"o",1000,230,NA
70031,2,1,"o",1000,349,NA
70032,2,2,"o",1000,-9,NA
70033,2,1,"o",1000,498,NA
70034,2,1,"o",1000,484,NA
70035,2,1,"o",1000,334,NA
70036,2,1,"o",1000,367,NA
70037,2,1,"o",1000,435,NA
70038,2,1,"o",1000,215,NA
70039,2,1,"o",1000,334,NA
70040,2,1,"o",1000,478,NA
70041,2,1,"o",1000,135,NA
70042,2,1,"o",1000,348,NA
70043,2,1,"o",1000,436,NA
70044,2,1,"o",1000,343,NA
70045,2,2,"o",1000,-9,NA
70046,2,1,"o",1000,354,NA
70047,2,2,"o",1000,-9,NA
70048,2,1,"o",1000,72,NA
70049,2,1,"o",1000,332,NA
70050,2,1,"o",1000,70,NA
70051,2,1,"o",1000,373,NA
70052,2,1,"o",1000,491,NA
70053,2,1,"o",1000,341,NA
70054,2,1,"o",1000,137,NA
70055,2,1,"o",1000,487,NA
70056,2,1,"o",1000,303,NA
70057,2,1,"o",1000,214,NA
70058,2,1,"o",1000,445,NA
70059,2,1,"o",1000,105,NA
70060,2,2,"o",1000,-9,NA
70061,2,1,"o",1000,347,NA
70062,2,1,"o",1000,329,NA
70063,2,1,"o",1000,108,NA
70064,2,2,"o",1000,-9,NA
70065,2,1,"o",1000,394,NA
70066,2,1,"o",1000,323,NA
70067,2,1,"o",1000,493,NA
70068,2,1,"o",1000,230,NA
70069,2,1,"o",1000,405,NA
