"bund_nr","pk_nr","pk_aufnahme","pk_richtung","pk_dist","pk_maxdist","pk_anmerkung"
30013,1,1,"n",1000,215,NA
30014,1,2,"n",1000,-9,NA
30016,1,1,"n",1000,212,NA
30019,1,1,"n",1000,376,NA
30022,1,1,"n",1000,146,NA
30023,1,1,"n",1000,316,NA
30024,1,1,"n",1000,119,NA
30026,1,1,"n",1000,349,NA
30028,1,1,"n",1000,51,NA
30029,1,1,"n",1000,383,NA
30603,1,1,"n",1000,192,NA
30604,1,1,"n",1000,304,NA
30031,1,2,"n",1000,-9,NA
30032,1,1,"n",1000,78,NA
30033,1,1,"n",1000,486,NA
30034,1,1,"n",1000,181,NA
30036,1,2,"n",1000,-9,NA
30605,1,1,"n",1000,81,NA
30037,1,1,"n",1000,85,NA
30606,1,2,"n",1000,-9,NA
30039,1,1,"n",1000,188,NA
30040,1,1,"n",1000,138,NA
30042,1,1,"n",1000,377,NA
30044,1,2,"n",1000,-9,NA
30607,1,1,"n",1000,444,NA
30051,1,1,"n",1000,465,NA
30053,1,1,"n",1000,347,NA
30055,1,1,"n",1000,198,NA
30058,1,1,"n",1000,138,NA
30059,1,1,"n",500,139,NA
30608,1,1,"n",1000,494,NA
30060,1,1,"n",1000,405,NA
30062,1,1,"n",1000,142,NA
30063,1,1,"n",1000,342,NA
30064,1,1,"n",1000,244,NA
30069,1,1,"n",1000,155,NA
30609,1,1,"n",500,253,NA
30610,1,1,"n",1000,73,NA
30070,1,1,"n",500,227,NA
30510,1,1,"n",1000,455,NA
30515,1,1,"n",1000,475,NA
30611,1,1,"n",1000,496,NA
30077,1,1,"n",1000,330,NA
30079,1,1,"n",1000,71,NA
30080,1,1,"n",1000,481,NA
30081,1,1,"n",1000,418,NA
30083,1,1,"n",1000,485,NA
30522,1,1,"n",1000,271,NA
30086,1,1,"n",1000,487,NA
30088,1,1,"n",1000,461,NA
30089,1,1,"n",1000,212,NA
30094,1,1,"n",1000,317,NA
30612,1,2,"n",1000,-9,NA
30521,1,1,"n",1000,251,NA
30098,1,1,"n",1000,343,NA
30613,1,1,"n",1000,492,NA
30099,1,1,"n",1000,181,NA
30614,1,1,"n",1000,423,NA
30615,1,1,"n",1000,377,NA
30616,1,1,"n",1000,313,NA
30617,1,1,"n",1000,172,NA
30618,1,2,"n",1000,-9,NA
30105,1,1,"n",1000,416,NA
30619,1,1,"n",500,259,NA
30107,1,1,"n",1000,298,NA
30109,1,1,"n",1000,213,NA
30110,1,1,"n",1000,384,NA
30111,1,1,"n",1000,495,NA
30112,1,1,"n",1000,469,NA
30620,1,2,"n",1000,-9,NA
30501,1,1,"n",1000,412,NA
30621,1,1,"n",1000,435,NA
30118,1,1,"n",1000,495,NA
30119,1,1,"n",1000,402,NA
30622,1,1,"n",300,408,NA
30123,1,1,"n",1000,479,NA
30125,1,1,"n",1000,315,NA
30513,1,1,"n",1000,205,NA
30623,1,1,"n",1000,376,NA
30514,1,1,"n",1000,489,NA
30127,1,1,"n",1000,500,NA
30128,1,1,"n",1000,456,NA
30129,1,2,"n",1000,-9,NA
30130,1,1,"n",1000,185,NA
30131,1,2,"n",1000,-9,NA
30624,1,1,"n",1000,470,NA
30509,1,1,"n",1000,119,NA
30132,1,1,"n",1000,442,NA
30625,1,1,"n",1000,498,NA
30626,1,2,"n",1000,-9,NA
30627,1,1,"n",1000,488,NA
30138,1,1,"n",1000,266,NA
30139,1,1,"n",1000,266,NA
30141,1,1,"n",1000,479,NA
30142,1,1,"n",1000,266,NA
30143,1,1,"n",1000,443,NA
30628,1,1,"n",1000,449,NA
30629,1,1,"n",1000,90,NA
30630,1,1,"n",1000,342,NA
30504,1,1,"n",1000,412,NA
30507,1,1,"n",1000,278,NA
30147,1,1,"n",1000,278,NA
30148,1,1,"n",1000,156,NA
30150,1,1,"n",1000,380,NA
30154,1,1,"n",1000,427,NA
30157,1,1,"n",1000,253,NA
30505,1,1,"n",1000,498,NA
30158,1,1,"n",1000,281,NA
30159,1,1,"n",400,216,NA
30160,1,1,"n",1000,447,NA
30631,1,1,"n",1000,348,NA
30161,1,1,"n",1000,272,NA
30163,1,1,"n",1000,283,NA
30632,1,1,"n",1000,267,NA
30164,1,1,"n",1000,204,NA
30165,1,1,"n",1000,245,NA
30508,1,1,"n",1000,432,NA
30511,1,1,"n",1000,472,NA
30167,1,1,"n",1000,396,NA
30633,1,1,"n",1000,367,NA
30634,1,1,"n",1000,495,NA
30635,1,1,"n",1000,349,NA
30636,1,1,"n",1000,246,NA
30168,1,1,"n",1000,495,NA
30169,1,1,"n",1000,353,NA
30637,1,2,"n",1000,-9,NA
30170,1,1,"n",1000,393,NA
30171,1,1,"n",1000,406,NA
30503,1,1,"n",1000,297,NA
30638,1,1,"n",1000,478,NA
30639,1,1,"n",1000,466,NA
30178,1,2,"n",700,-9,NA
30179,1,1,"n",1000,475,NA
30502,1,1,"n",1000,431,NA
30506,1,1,"n",1000,461,NA
30640,1,2,"n",1000,-9,NA
30641,1,1,"n",0,120,NA
30182,1,1,"n",1000,485,NA
30512,1,1,"n",1000,453,NA
30186,1,1,"n",1000,395,NA
30188,1,1,"n",1000,452,NA
30191,1,1,"n",1000,485,NA
30192,1,1,"n",1000,169,NA
30642,1,1,"n",1000,155,NA
30516,1,1,"n",1000,209,NA
30517,1,1,"n",1000,491,NA
30643,1,1,"n",1000,325,NA
30518,1,1,"n",1000,362,NA
30644,1,2,"n",1000,-9,NA
30519,1,1,"n",1000,361,NA
30645,1,1,"n",1000,462,NA
30646,1,1,"n",1000,494,NA
30520,1,1,"n",1000,147,NA
30647,1,1,"n",1000,487,NA
30648,1,1,"n",1000,365,NA
30649,1,1,"n",1000,483,NA
30523,1,2,"n",1000,-9,NA
30650,1,1,"n",1000,158,NA
30651,1,1,"n",1000,493,NA
30652,1,2,"n",1000,-9,NA
50001,1,2,"n",1000,-9,NA
50002,1,2,"n",1000,-9,NA
50003,1,1,"n",1000,500,NA
50004,1,1,"n",1000,202,NA
50005,1,1,"n",1000,349,NA
50006,1,2,"n",1000,-9,NA
50007,1,1,"n",1000,472,NA
50008,1,2,"n",1000,-9,NA
50009,1,1,"n",1000,82,NA
50010,1,1,"n",1000,370,NA
50011,1,1,"n",1000,297,NA
50014,1,1,"n",1000,320,NA
50015,1,1,"n",1000,375,NA
50016,1,1,"n",1000,136,NA
50017,1,1,"n",1000,315,NA
50018,1,1,"n",1000,443,NA
50019,1,2,"n",1000,-9,NA
50020,1,1,"n",1000,500,NA
50021,1,1,"n",1000,240,NA
50022,1,1,"n",1000,500,NA
50023,1,1,"n",1000,359,NA
50024,1,1,"n",1000,397,NA
50025,1,1,"n",1000,474,NA
50026,1,1,"n",1000,80,NA
50027,1,1,"n",1000,438,NA
50028,1,2,"n",1000,-9,NA
50029,1,1,"n",1000,499,NA
50030,1,1,"n",1000,500,NA
50031,1,1,"n",1000,480,NA
50032,1,2,"n",1000,-9,NA
50033,1,1,"n",1000,220,NA
50034,1,1,"n",1000,371,NA
50036,1,1,"n",1000,480,NA
50037,1,1,"n",1000,497,NA
50038,1,1,"n",1000,466,NA
50039,1,1,"n",1000,440,NA
50040,1,1,"n",1000,500,NA
50041,1,2,"n",1000,-9,NA
50042,1,1,"n",1000,160,NA
50043,1,2,"n",1000,-9,NA
50044,1,1,"n",1000,245,NA
50045,1,1,"n",1000,270,NA
50046,1,1,"n",1000,285,NA
50047,1,2,"n",1000,-9,NA
50075,1,1,"n",1000,190,NA
50076,1,2,"n",1000,-9,NA
50077,1,1,"n",1000,211,NA
50078,1,1,"n",1000,485,NA
50079,1,2,"n",1000,-9,NA
50080,1,1,"n",1000,108,NA
50081,1,1,"n",1000,500,NA
50082,1,2,"n",1000,-9,NA
50083,1,1,"n",1000,425,NA
50084,1,1,"n",1000,212,NA
50085,1,1,"n",1000,87,NA
50086,1,2,"n",1000,-9,NA
50087,1,1,"n",1000,321,NA
50088,1,1,"n",1000,140,NA
50089,1,1,"n",1000,165,NA
50090,1,1,"n",1000,290,NA
50091,1,2,"n",1000,-9,NA
50092,1,1,"n",1000,427,NA
50093,1,1,"n",1000,270,NA
50094,1,2,"n",1000,-9,NA
50095,1,1,"n",1000,280,NA
50096,1,2,"n",1000,-9,NA
50097,1,1,"n",1000,44,NA
50098,1,1,"n",1000,157,NA
50099,1,2,"n",1000,-9,NA
50100,1,1,"n",1000,448,NA
50101,1,2,"n",1000,-9,NA
50102,1,1,"n",1000,60,NA
50103,1,2,"n",1000,-9,NA
50104,1,2,"n",1000,-9,NA
50105,1,1,"n",1000,412,NA
50106,1,2,"n",1000,-9,NA
50107,1,1,"n",1000,270,NA
50108,1,1,"n",1000,110,NA
50109,1,1,"n",1000,399,NA
50110,1,1,"n",1000,150,NA
50111,1,2,"n",1000,-9,NA
50112,1,2,"n",1000,-9,NA
50113,1,1,"n",1000,25,NA
50114,1,1,"n",1000,473,NA
50115,1,1,"n",1000,41,NA
50116,1,1,"n",1000,36,NA
50117,1,1,"n",1000,450,NA
50119,1,1,"n",1000,205,NA
50120,1,1,"n",1000,500,NA
50121,1,1,"n",1000,490,NA
50122,1,2,"n",1000,-9,NA
50123,1,2,"n",1000,-9,NA
50124,1,1,"n",1000,447,NA
50125,1,1,"n",1000,280,NA
50126,1,1,"n",1000,243,NA
50127,1,1,"n",1000,429,NA
50128,1,2,"n",1000,-9,NA
50129,1,2,"n",1000,-9,NA
50130,1,1,"n",1000,390,NA
50131,1,1,"n",1000,500,NA
50132,1,1,"n",1000,195,NA
50133,1,1,"n",1000,251,NA
50134,1,2,"n",1000,-9,NA
50135,1,1,"n",1000,490,NA
50136,1,1,"n",1000,50,NA
50137,1,2,"n",1000,-9,NA
50138,1,1,"n",1000,122,NA
50139,1,1,"n",1000,130,NA
50140,1,1,"n",1000,466,NA
50141,1,1,"n",1000,495,NA
50142,1,1,"n",500,225,NA
50144,1,2,"n",1000,-9,NA
50145,1,2,"n",1000,-9,NA
50146,1,1,"n",1000,307,NA
50048,1,2,"n",1000,-9,NA
50049,1,1,"n",1000,128,NA
50050,1,2,"n",1000,-9,NA
50051,1,1,"n",1000,170,NA
50052,1,1,"n",1000,500,NA
50053,1,1,"n",500,321,NA
50054,1,1,"n",1000,80,NA
50055,1,2,"n",1000,-9,NA
50056,1,1,"n",1000,145,NA
50057,1,1,"n",1000,470,NA
50058,1,1,"n",1000,320,NA
50059,1,1,"n",1000,500,NA
50060,1,1,"n",1000,171,NA
50061,1,2,"n",1000,-9,NA
50062,1,1,"n",1000,303,NA
50063,1,1,"n",1000,383,NA
50064,1,1,"n",500,482,NA
50065,1,1,"n",500,216,NA
50066,1,1,"n",1000,275,NA
50067,1,2,"n",1000,-9,NA
50068,1,1,"n",1000,498,NA
50069,1,1,"n",1000,262,NA
50070,1,1,"n",1000,38,NA
50071,1,1,"n",1000,170,NA
50072,1,1,"n",1000,228,NA
50074,1,2,"n",1000,-9,NA
50001,2,2,"o",1000,-9,NA
50002,2,2,"o",1000,-9,NA
50003,2,1,"o",1000,230,NA
50004,2,1,"o",1000,500,NA
50005,2,1,"o",1000,455,NA
50006,2,1,"o",1000,344,NA
50007,2,1,"o",1000,300,NA
50008,2,1,"o",1000,400,NA
50009,2,1,"o",1000,460,NA
50010,2,1,"o",1000,215,NA
50011,2,1,"o",1000,238,NA
50014,2,2,"o",1000,-9,NA
50015,2,1,"o",1000,145,NA
50016,2,1,"o",1000,485,NA
50017,2,1,"o",1000,480,NA
50018,2,1,"o",1000,214,NA
50019,2,1,"o",1000,390,NA
50020,2,1,"o",1000,275,NA
50021,2,1,"o",1000,228,NA
50022,2,1,"o",1000,363,NA
50023,2,1,"o",1000,42,NA
50024,2,1,"o",1000,328,NA
50025,2,1,"o",1000,480,NA
50026,2,1,"o",1000,240,NA
50027,2,1,"o",1000,496,NA
50028,2,2,"o",1000,-9,NA
50029,2,2,"o",1000,-9,NA
50030,2,1,"o",1000,370,NA
50031,2,2,"o",1000,-9,NA
50032,2,2,"o",1000,-9,NA
50033,2,1,"o",1000,158,NA
50034,2,2,"o",1000,-9,NA
50036,2,1,"o",1000,379,NA
50037,2,1,"o",1000,480,NA
50038,2,1,"o",1000,450,NA
50039,2,1,"o",1000,50,NA
50040,2,1,"o",1000,330,NA
50041,2,2,"o",1000,-9,NA
50042,2,1,"o",1000,499,NA
50043,2,2,"o",1000,-9,NA
50044,2,1,"o",1000,245,NA
50045,2,2,"o",1000,-9,NA
50046,2,1,"o",1000,240,NA
50047,2,1,"o",1000,497,NA
50075,2,1,"o",1000,500,NA
50076,2,2,"o",1000,-9,NA
50077,2,1,"o",1000,250,NA
50078,2,2,"o",1000,-9,NA
50079,2,2,"o",1000,-9,NA
50080,2,1,"o",1000,165,NA
50081,2,1,"o",1000,465,NA
50082,2,2,"o",1000,-9,NA
50083,2,2,"o",1000,-9,NA
50084,2,1,"o",1000,255,NA
50085,2,1,"o",1000,320,NA
50086,2,2,"o",1000,-9,NA
50087,2,1,"o",1000,366,NA
50088,2,1,"o",1000,480,NA
50089,2,1,"o",1000,242,NA
50090,2,1,"o",1000,342,NA
50091,2,2,"o",1000,-9,NA
50092,2,1,"o",1000,177,NA
50093,2,1,"o",1000,241,NA
50094,2,2,"o",1000,-9,NA
50095,2,1,"o",1000,130,NA
50096,2,2,"o",1000,-9,NA
50097,2,1,"o",1000,29,NA
50098,2,1,"o",1000,200,NA
50099,2,2,"o",1000,-9,NA
50100,2,1,"o",1000,358,NA
50101,2,1,"o",1000,490,NA
50102,2,1,"o",1000,110,NA
50103,2,2,"o",1000,-9,NA
50104,2,2,"o",1000,-9,NA
50105,2,1,"o",1000,450,NA
50106,2,2,"o",1000,-9,NA
50107,2,1,"o",1000,465,NA
50108,2,1,"o",1000,85,NA
50109,2,1,"o",1000,380,NA
50110,2,1,"o",500,98,NA
50111,2,2,"o",1000,-9,NA
50112,2,2,"o",1000,-9,NA
50113,2,1,"o",1000,52,NA
50114,2,1,"o",1000,175,NA
50115,2,1,"o",1000,190,NA
50116,2,1,"o",1000,82,NA
50117,2,1,"o",1000,415,NA
50119,2,1,"o",1000,120,NA
50120,2,1,"o",1000,125,NA
50121,2,1,"o",1000,460,NA
50122,2,2,"o",1000,-9,NA
50123,2,2,"o",1000,-9,NA
50124,2,1,"o",1000,495,NA
50125,2,1,"o",1000,180,NA
50126,2,1,"o",1000,212,NA
50127,2,1,"o",1000,220,NA
50128,2,2,"o",1000,-9,NA
50129,2,2,"o",1000,-9,NA
50130,2,1,"o",1000,425,NA
50131,2,1,"o",1000,210,NA
50132,2,1,"o",1000,255,NA
50133,2,1,"o",1000,220,NA
50134,2,1,"o",1000,289,NA
50135,2,1,"o",1000,360,NA
50136,2,1,"o",1000,220,NA
50137,2,1,"o",1000,495,NA
50138,2,1,"o",1000,350,NA
50139,2,1,"o",1000,95,NA
50140,2,2,"o",1000,-9,NA
50141,2,1,"o",1000,477,NA
50142,2,1,"o",500,300,NA
50144,2,1,"o",1000,285,NA
50145,2,2,"o",1000,-9,NA
50146,2,1,"o",1000,288,NA
50048,2,1,"o",1000,261,NA
50049,2,1,"o",1000,330,NA
50050,2,1,"o",1000,442,NA
50051,2,1,"o",1000,190,NA
50052,2,1,"o",1000,400,NA
50053,2,1,"o",1000,130,NA
50054,2,1,"o",1000,117,NA
50055,2,2,"o",1000,-9,NA
50056,2,1,"o",1000,330,NA
50057,2,2,"o",1000,-9,NA
50058,2,1,"o",1000,500,NA
50059,2,1,"o",1000,500,NA
50060,2,1,"o",1000,196,NA
50061,2,2,"o",1000,-9,NA
50062,2,1,"o",1000,290,NA
50063,2,2,"o",1000,-9,NA
50064,2,1,"o",1000,333,NA
50065,2,1,"o",1000,190,NA
50066,2,1,"o",1000,206,NA
50067,2,1,"o",1000,494,NA
50068,2,2,"o",1000,-9,NA
50069,2,1,"o",1000,98,NA
50070,2,1,"o",1000,125,NA
50071,2,1,"o",1000,55,NA
50072,2,2,"o",1000,-9,NA
50074,2,2,"o",1000,-9,NA
50001,3,2,"s",1000,-9,NA
50002,3,2,"s",1000,-9,NA
50003,3,1,"s",1000,425,NA
50004,3,1,"s",1000,500,NA
50005,3,1,"s",1000,457,NA
50006,3,2,"s",1000,-9,NA
50007,3,1,"s",1000,325,NA
50008,3,1,"s",1000,170,NA
50009,3,1,"s",1000,480,NA
50010,3,1,"s",1000,477,NA
50011,3,2,"s",1000,-9,NA
50014,3,2,"s",1000,-9,NA
50015,3,1,"s",1000,310,NA
50016,3,1,"s",1000,285,NA
50017,3,1,"s",1000,480,NA
50018,3,1,"s",1000,405,NA
50019,3,2,"s",1000,-9,NA
50020,3,1,"s",1000,270,NA
50021,3,1,"s",1000,210,NA
50022,3,1,"s",1000,350,NA
50023,3,1,"s",1000,396,NA
50024,3,1,"s",1000,140,NA
50025,3,1,"s",1000,454,NA
50026,3,1,"s",1000,188,NA
50027,3,1,"s",1000,445,NA
50028,3,2,"s",1000,-9,NA
50029,3,1,"s",1000,391,NA
50030,3,2,"s",1000,-9,NA
50031,3,2,"s",1000,-9,NA
50032,3,1,"s",1000,500,NA
50033,3,1,"s",1000,90,NA
50034,3,2,"s",1000,-9,NA
50036,3,2,"s",1000,-9,NA
50037,3,1,"s",1000,500,NA
50038,3,1,"s",1000,291,NA
50039,3,1,"s",1000,135,NA
50040,3,1,"s",1000,160,NA
50041,3,2,"s",1000,-9,NA
50042,3,1,"s",1000,500,NA
50043,3,2,"s",1000,-9,NA
50044,3,1,"s",1000,175,NA
50045,3,2,"s",1000,-9,NA
50046,3,1,"s",1000,110,NA
50047,3,1,"s",1000,390,NA
50075,3,1,"s",1000,390,NA
50076,3,2,"s",1000,-9,NA
50077,3,1,"s",1000,145,NA
50078,3,2,"s",1000,-9,NA
50079,3,2,"s",1000,-9,NA
50080,3,1,"s",1000,154,NA
50081,3,1,"s",1000,495,NA
50082,3,1,"s",1000,380,NA
50083,3,2,"s",1000,-9,NA
50084,3,1,"s",1000,224,NA
50085,3,1,"s",1000,126,NA
50086,3,2,"s",1000,-9,NA
50087,3,1,"s",1000,200,NA
50088,3,2,"s",1000,-9,NA
50089,3,1,"s",1000,115,NA
50090,3,1,"s",1000,481,NA
50091,3,2,"s",1000,-9,NA
50092,3,1,"s",1000,232,NA
50093,3,1,"s",1000,135,NA
50094,3,2,"s",1000,-9,NA
50095,3,1,"s",1000,195,NA
50096,3,2,"s",1000,-9,NA
50097,3,1,"s",1000,97,NA
50098,3,1,"s",1000,265,NA
50099,3,2,"s",1000,-9,NA
50100,3,1,"s",1000,431,NA
50101,3,1,"s",1000,106,NA
50102,3,1,"s",1000,60,NA
50103,3,2,"s",1000,-9,NA
50104,3,2,"s",1000,-9,NA
50105,3,1,"s",1000,415,NA
50106,3,1,"s",1000,410,NA
50107,3,1,"s",1000,455,NA
50108,3,1,"s",1000,95,NA
50109,3,1,"s",500,462,NA
50110,3,1,"s",1000,300,NA
50111,3,1,"s",1000,223,NA
50112,3,2,"s",1000,-9,NA
50113,3,1,"s",1000,67,NA
50114,3,1,"s",1000,409,NA
50115,3,1,"s",1000,124,NA
50116,3,1,"s",1000,80,NA
50117,3,2,"s",1000,-9,NA
50119,3,1,"s",1000,177,NA
50120,3,1,"s",1000,240,NA
50121,3,1,"s",1000,400,NA
50122,3,2,"s",1000,-9,NA
50123,3,2,"s",1000,-9,NA
50124,3,1,"s",1000,55,NA
50125,3,1,"s",1000,185,NA
50126,3,1,"s",1000,153,NA
50127,3,1,"s",1000,485,NA
50128,3,2,"s",1000,-9,NA
50129,3,2,"s",1000,-9,NA
50130,3,1,"s",1000,400,NA
50131,3,1,"s",1000,426,NA
50132,3,1,"s",1000,500,NA
50133,3,1,"s",1000,63,NA
50134,3,2,"s",1000,-9,NA
50135,3,1,"s",1000,480,NA
50136,3,1,"s",1000,85,NA
50137,3,2,"s",1000,-9,NA
50138,3,1,"s",1000,365,NA
50139,3,1,"s",1000,68,NA
50140,3,1,"s",1000,422,NA
50141,3,1,"s",1000,495,NA
50142,3,1,"s",1000,125,NA
50144,3,2,"s",1000,-9,NA
50145,3,2,"s",1000,-9,NA
50146,3,1,"s",1000,195,NA
50048,3,1,"s",1000,500,NA
50049,3,2,"s",1000,-9,NA
50050,3,1,"s",1000,419,NA
50051,3,1,"s",1000,160,NA
50052,3,1,"s",1000,345,NA
50053,3,1,"s",1000,395,NA
50054,3,1,"s",1000,120,NA
50055,3,1,"s",1000,420,NA
50056,3,1,"s",1000,480,NA
50057,3,1,"s",1000,494,NA
50058,3,1,"s",1000,480,NA
50059,3,1,"s",1000,500,NA
50060,3,1,"s",1000,253,NA
50061,3,2,"s",1000,-9,NA
50062,3,1,"s",1000,320,NA
50063,3,2,"s",1000,-9,NA
50064,3,2,"s",1000,-9,NA
50065,3,1,"s",1000,300,NA
50066,3,1,"s",1000,450,NA
50067,3,1,"s",1000,400,NA
50068,3,2,"s",1000,-9,NA
50069,3,1,"s",1000,97,NA
50070,3,1,"s",1000,380,NA
50071,3,1,"s",1000,110,NA
50072,3,1,"s",1000,500,NA
50074,3,2,"s",1000,-9,NA
50001,4,2,"w",1000,-9,NA
50002,4,2,"w",1000,-9,NA
50003,4,1,"w",1000,237,NA
50004,4,1,"w",1000,500,NA
50005,4,1,"w",1000,288,NA
50006,4,1,"w",1000,444,NA
50007,4,1,"w",1000,320,NA
50008,4,2,"w",1000,-9,NA
50009,4,1,"w",1000,120,NA
50010,4,1,"w",1000,500,NA
50011,4,2,"w",1000,-9,NA
50014,4,1,"w",1000,335,NA
50015,4,1,"w",1000,300,NA
50016,4,1,"w",1000,120,NA
50017,4,1,"w",1000,190,NA
50018,4,1,"w",1000,165,NA
50019,4,2,"w",1000,-9,NA
50020,4,1,"w",1000,260,NA
50021,4,1,"w",1000,275,NA
50022,4,1,"w",1000,330,NA
50023,4,1,"w",1000,491,NA
50024,4,2,"w",1000,-9,NA
50025,4,1,"w",1000,426,NA
50026,4,1,"w",1000,163,NA
50027,4,1,"w",1000,405,NA
50028,4,2,"w",1000,-9,NA
50029,4,2,"w",1000,-9,NA
50030,4,1,"w",1000,173,NA
50031,4,1,"w",1000,500,NA
50032,4,2,"w",1000,-9,NA
50033,4,1,"w",1000,71,NA
50034,4,2,"w",1000,-9,NA
50036,4,1,"w",1000,493,NA
50037,4,2,"w",1000,-9,NA
50038,4,1,"w",1000,462,NA
50039,4,1,"w",1000,150,NA
50040,4,1,"w",1000,470,NA
50041,4,2,"w",1000,-9,NA
50042,4,1,"w",1000,395,NA
50043,4,2,"w",1000,-9,NA
50044,4,1,"w",1000,234,NA
50045,4,1,"w",1000,500,NA
50046,4,1,"w",1000,190,NA
50047,4,2,"w",1000,-9,NA
50075,4,1,"w",1000,344,NA
50076,4,2,"w",1000,-9,NA
50077,4,1,"w",1000,61,NA
50078,4,1,"w",1000,483,NA
50079,4,2,"w",1000,-9,NA
50080,4,1,"w",1000,145,NA
50081,4,1,"w",1000,25,NA
50082,4,1,"w",1000,424,NA
50083,4,2,"w",1000,-9,NA
50084,4,1,"w",1000,240,NA
50085,4,1,"w",1000,310,NA
50086,4,2,"w",1000,-9,NA
50087,4,1,"w",1000,317,NA
50088,4,2,"w",1000,-9,NA
50089,4,1,"w",1000,215,NA
50090,4,2,"w",1000,-9,NA
50091,4,2,"w",1000,-9,NA
50092,4,1,"w",1000,455,NA
50093,4,1,"w",1000,80,NA
50094,4,2,"w",1000,-9,NA
50095,4,1,"w",1000,300,NA
50096,4,2,"w",1000,-9,NA
50097,4,1,"w",1000,37,NA
50098,4,1,"w",1000,162,NA
50099,4,2,"w",1000,-9,NA
50100,4,2,"w",1000,-9,NA
50101,4,1,"w",1000,213,NA
50102,4,1,"w",1000,40,NA
50103,4,2,"w",1000,-9,NA
50104,4,2,"w",1000,-9,NA
50105,4,1,"w",1000,353,NA
50106,4,2,"w",1000,-9,NA
50107,4,1,"w",1000,120,NA
50108,4,1,"w",500,80,NA
50109,4,1,"nw",1000,193,NA
50110,4,1,"w",1000,397,NA
50111,4,2,"w",1000,-9,NA
50112,4,1,"w",1000,440,NA
50113,4,1,"w",1000,18,NA
50114,4,1,"w",1000,301,NA
50115,4,1,"w",1000,105,NA
50116,4,1,"w",1000,100,NA
50117,4,2,"w",1000,-9,NA
50119,4,1,"w",1000,49,NA
50120,4,1,"w",1000,145,NA
50121,4,1,"w",1000,410,NA
50122,4,1,"w",500,437,NA
50123,4,2,"w",1000,-9,NA
50124,4,1,"w",1000,497,NA
50125,4,1,"w",1000,347,NA
50126,4,1,"w",1000,93,NA
50127,4,1,"w",1000,476,NA
50128,4,2,"w",1000,-9,NA
50129,4,2,"w",1000,-9,NA
50130,4,1,"w",1000,418,NA
50131,4,1,"w",1000,285,NA
50132,4,1,"w",1000,270,NA
50133,4,1,"w",1000,110,NA
50134,4,2,"w",1000,-9,NA
50135,4,1,"w",1000,295,NA
50136,4,1,"w",1000,80,NA
50137,4,2,"w",1000,-9,NA
50138,4,1,"w",1000,167,NA
50139,4,1,"w",500,168,NA
50140,4,1,"w",1000,425,NA
50141,4,1,"w",1000,498,NA
50142,4,1,"w",1000,80,NA
50144,4,2,"w",1000,-9,NA
50145,4,2,"w",1000,-9,NA
50146,4,1,"w",1000,155,NA
50048,4,1,"w",1000,140,NA
50049,4,2,"w",1000,-9,NA
50050,4,1,"w",1000,468,NA
50051,4,1,"w",1000,500,NA
50052,4,1,"w",1000,500,NA
50053,4,1,"w",1000,190,NA
50054,4,1,"w",1000,82,NA
50055,4,1,"w",1000,423,NA
50056,4,1,"w",1000,500,NA
50057,4,1,"w",1000,466,NA
50058,4,1,"w",1000,500,NA
50059,4,1,"w",1000,500,NA
50060,4,1,"w",1000,214,NA
50061,4,2,"w",1000,-9,NA
50062,4,1,"w",1000,370,NA
50063,4,1,"w",1000,455,NA
50064,4,1,"w",1000,498,NA
50065,4,1,"w",500,255,NA
50066,4,1,"w",1000,226,NA
50067,4,2,"w",1000,-9,NA
50068,4,2,"w",1000,-9,NA
50069,4,1,"w",1000,450,NA
50070,4,1,"w",1000,356,NA
50071,4,1,"w",1000,140,NA
50072,4,1,"w",1000,115,NA
50074,4,2,"w",1000,-9,NA
50012,1,1,"n",1000,473,NA
50012,2,1,"o",1000,420,NA
50012,3,1,"s",1000,495,NA
50012,4,1,"w",1000,472,NA
50013,1,1,"n",1000,441,NA
50013,2,1,"o",1000,443,NA
50013,3,2,"s",1000,-9,NA
50013,4,1,"w",1000,188,NA
50035,1,1,"n",1000,270,NA
50035,2,1,"o",1000,185,NA
50035,3,1,"s",1000,410,NA
50035,4,1,"w",1000,210,NA
50118,1,1,"n",1000,143,NA
50118,2,1,"o",1000,205,NA
50118,3,1,"s",1000,321,NA
50118,4,1,"w",1000,286,NA
50143,1,1,"n",1000,490,NA
50143,2,1,"o",1000,480,NA
50143,3,1,"s",1000,420,NA
50143,4,1,"w",1000,450,NA
50073,1,1,"n",1000,407,NA
50073,2,1,"o",1000,315,NA
50073,3,1,"s",1000,458,NA
50073,4,1,"w",1000,380,NA
60104,1,2,"n",1000,-9,NA
60001,1,1,"n",1000,354,NA
60002,1,1,"n",1000,114,NA
60003,1,1,"n",1000,464,NA
60004,1,1,"n",1000,418,NA
60005,1,1,"n",1000,70,NA
60006,1,1,"n",1000,190,NA
60007,1,1,"n",1000,258,NA
60008,1,2,"n",1000,-9,NA
60009,1,1,"n",1000,264,NA
60010,1,1,"n",1000,319,NA
60106,1,1,"n",1000,134,NA
60107,1,1,"n",1000,492,NA
60108,1,2,"n",1000,-9,NA
60011,1,1,"n",1000,452,NA
60013,1,1,"n",1500,221,NA
60014,1,1,"n",1000,367,NA
60012,1,2,"n",1000,-9,NA
60015,1,1,"n",1000,495,NA
60016,1,1,"n",1000,473,NA
60017,1,1,"n",1000,469,NA
