"bfhnr_2","bfhnr_1","erhebjahr_1","erhebjahr_2","bestandestyp_2","besttyp_2d","humusform_2","agghu_typ_2","eu_humusform","bodentyp_2","bodentypgr_2","bodenklasse_2","podsoligkeit_2","gruendigkeit_2","wrb"
60040,6040,1992,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","ROR","RO","-9","SS","SS","S","p1","+0","-1/-1/-1/-1/-1"
60041,6041,1992,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU","-9","BB","BB","B","p3","+0","-1/-1/-1/-1/-1"
60042,6042,1992,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","BB","BB","B","p2","+0","-1/-1/-1/-1/-1"
60043,6043,1992,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","2","BB","BB","B","p4","+0","-1/CM/-1/-1/-1"
60044,6044,1992,2008,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","-9","GG-BB","BB","B","p3","+0","-1/-1/-1/-1/-1"
60045,6045,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60046,6046,1992,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","SS-LL","LL","L","p1","+0","-1/LV/-1/-1/-1"
60047,6047,1992,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","BB","BB","B","p3","+0","-1/AR/-1/-1/-1"
60048,6048,1992,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","BB","BB","B","p3","+0","-1/-1/-1/-1/-1"
60049,6049,1992,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOA","MOT","-9","BB-GG","GG","G","p3","+0","-1/-1/-1/-1/-1"
60050,6050,1993,2008,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MRR","MR","-9","BB","BB","B","p3","+0","-1/-1/-1/-1/-1"
60051,6051,1992,2008,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","-9","BB","BB","B","p3","+0","-1/-1/-1/-1/-1"
60052,6052,1992,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU","-9","SS-LF","LF","L","p1","+0","-1/-1/-1/-1/-1"
60053,6053,1992,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","SS-BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60054,6054,1992,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","2","SS","SS","S","p1","+0","-1/ST/-1/-1/-1"
60055,6055,1992,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU","-9","BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60056,6056,1992,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","-9","SS-BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60057,6057,1992,2008,-1,"Merkmal wurde nicht erhoben. Obl: Fehler; Fak: Warnung.","-9","-9","-9","LL-BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60058,6058,1992,2008,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM","-9","BB-SS","SS","S","p3","+0","-1/-1/-1/-1/-1"
60059,6059,1993,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR","2","LL-BB","BB","B","p1","+0","-1/LV/-1/-1/-1"
60060,6060,1993,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","-9","SS-BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60061,6061,1993,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","-9","BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60062,6062,1993,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-9","BB","BB","B","p2","+0","-1/-1/-1/-1/-1"
60063,6063,1993,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60064,6064,1993,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","2","SS-BB","BB","B","p4","+0","-1/CM/-1/-1/-1"
60065,6065,1992,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-9","BB","BB","B","p3","+0","-1/-1/-1/-1/-1"
60066,6066,1993,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU","-9","LF","LF","L","p1","+0","-1/-1/-1/-1/-1"
60067,6067,1993,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-9","LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60068,6068,1993,2007,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOR","MOT","-9","BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60069,6069,1993,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB","BB","B","p1","+0","-1/CM/-1/-1/-1"
60070,6070,1993,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","-9","BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60071,6071,1993,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOA","MOT","-9","BB-LL","LL","L","p3","+0","-1/-1/-1/-1/-1"
60072,6072,1992,2008,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU","-9","LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60073,6073,1992,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU","-9","BB","BB","B","p3","+0","-1/-1/-1/-1/-1"
60074,6074,1992,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MRR","MR","-9","BB","BB","B","p2","+0","-1/-1/-1/-1/-1"
60075,6075,1992,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU","-9","BB-CF","CF","C","p1","+0","-1/-1/-1/-1/-1"
60076,6076,1993,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","-9","BB","BB","B","p3","+0","-1/-1/-1/-1/-1"
60077,6077,1992,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","1","BB","BB","B","p1","+0","-1/LV/-1/-1/-1"
60078,6078,1992,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU","-9","BB","BB","B","p2","+0","-1/-1/-1/-1/-1"
60079,6079,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-9","BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60080,6080,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-9","LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60081,6081,1992,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","2","BB-LL","LL","L","p1","+0","-1/LV/-1/-1/-1"
60082,6082,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","-9","BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60083,6083,1992,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","LL-BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60084,6084,1992,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60085,6085,1992,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU","-9","RZ","RZ","R","p1","+0","-1/-1/-1/-1/-1"
60086,6086,1992,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU","1","BB","BB","B","p3","+0","-1/CM/-1/-1/-1"
60087,6087,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","-9","SS","SS","S","p3","+0","-1/-1/-1/-1/-1"
60088,6088,1992,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","-9","SS-LL","LL","L","p2","+0","-1/-1/-1/-1/-1"
60089,6089,1993,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","SS","SS","S","p1","+0","-1/-1/-1/-1/-1"
60090,6090,1992,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","2","BB","BB","B","p1","+0","-1/CM/-1/-1/-1"
60091,6091,1992,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","SS-LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60092,6092,1993,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","SS-BB","BB","B","p1","+0","-1/CM/-1/-1/-1"
60093,6093,1993,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROR","RO","-9","SG","SG","S","p3","+0","-1/-1/-1/-1/-1"
60094,6094,1992,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB","BB","B","p3","+0","-1/CM/-1/-1/-1"
60095,6095,1992,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","-9","BB","BB","B","p3","+0","-1/-1/-1/-1/-1"
60096,6096,1992,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","2","BB","BB","B","p1","+0","-1/CM/-1/-1/-1"
60097,6097,1992,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-9","BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60098,6098,1992,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","-9","SS-BB","BB","B","p2","+0","-1/-1/-1/-1/-1"
60099,6099,1993,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","2","SS-LL","LL","L","p1","+0","-1/CM/-1/-1/-1"
60100,6100,1992,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60101,6101,1992,2008,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","ROR","RO","-9","SS","SS","S","p1","+0","-1/-1/-1/-1/-1"
60102,6102,1992,2008,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOM","MOM","-9","SS-LL","LL","L","p2","+0","-1/-1/-1/-1/-1"
60103,6103,1992,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","-9","PP-BB","BB","B","-9","+0","-1/-1/-1/-1/-1"
60104,6104,1993,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","SS","SS","S","p1","+0","-1/ST/-1/-1/-1"
60105,6105,1992,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","2","SS-LL","LL","L","p1","+0","-1/ST/-1/-1/-1"
60106,6106,1992,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","SS-LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60107,6107,1992,2008,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU","-9","LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60108,6108,1992,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60109,6109,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU","-9","BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60110,6110,1992,2008,-1,"Merkmal wurde nicht erhoben. Obl: Fehler; Fak: Warnung.","MRA","MR","-9","LL-BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60111,6111,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","-9","SS-LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60112,6112,1992,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOM","MOM","-9","SS-LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60113,6113,1992,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU","1","YK","YK","Y","p1","+0","-1/CM/-1/-1/-1"
60114,6114,1992,2006,-1,"Merkmal wurde nicht erhoben. Obl: Fehler; Fak: Warnung.","MUO","MU","-9","LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60115,6115,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60116,6116,1992,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MU","MU","1","LL","LL","L","p1","+0","-1/LV/-1/-1/-1"
60117,6117,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROR","RO","-9","BB-PP","PP","P","-9","+0","-1/-1/-1/-1/-1"
60118,6118,1992,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","-9","LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60119,6119,1992,2007,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOM","MOM","2","BB-LL","LL","L","p1","+0","-1/LV/-1/-1/-1"
60120,6120,1992,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOM","MOM","-9","LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60121,6121,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","-9","SS-LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60122,6122,1992,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOM","MOM","-9","LF","LF","L","p2","+0","-1/-1/-1/-1/-1"
60123,6123,1992,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","BB","BB","B","p2","+0","-1/-1/-1/-1/-1"
60124,6124,1992,2006,-1,"Merkmal wurde nicht erhoben. Obl: Fehler; Fak: Warnung.","MUO","MU","-9","LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60125,6125,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","-9","BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60126,6126,1992,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","-9","BB-RQ","RQ","R","p1","+0","-1/-1/-1/-1/-1"
60127,6127,1992,2006,-1,"Merkmal wurde nicht erhoben. Obl: Fehler; Fak: Warnung.","MOM","MOM","-9","PP-BB","BB","B","-9","+0","-1/-1/-1/-1/-1"
60128,6128,1992,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOA","MOT","-9","BB-RN","RN","R","p1","+0","-1/-1/-1/-1/-1"
60129,6129,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60130,6130,1992,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","1","SS-LL","LL","L","p1","+0","-1/LV/-1/-1/-1"
60131,6131,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","-9","LF-BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60132,6132,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60133,6133,1992,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","-9","LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60134,6134,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","-9","SS","SS","S","p1","+0","-1/-1/-1/-1/-1"
60135,6135,1992,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","LL","LL","L","p1","+0","-1/LV/-1/-1/-1"
60136,6136,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","-9","BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60137,6137,1992,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60138,6138,1992,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","-9","LL-BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60139,6139,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-9","SS-LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
70001,7001,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOA","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70002,7002,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70003,7003,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70004,7004,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB-SS","SS","S","p2",NA,"-1/-1/-1/-1/-1"
70005,7005,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","SS","SS","S","p2",NA,"-1/-1/-1/-1/-1"
70006,7006,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70007,7007,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","-2","SS-LL","LL","L","p1",NA,"-1/-1/-1/-1/-1"
70008,7008,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
70009,7009,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","-2","GG-SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
70010,7010,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","-2","LL","LL","L","p1",NA,"-1/-1/-1/-1/-1"
70011,7011,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM","2","BB","BB","B","p1",NA,"116/CM/hcm;pan;/an/hu;eu,h;sk"
70012,7012,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-2","BB-LL","LL","L","p1",NA,"-1/-1/-1/-1/-1"
70013,7013,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","-2","SS-BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70014,7014,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","2","BB","BB","B","p1",NA,"147/CM/hcm/ha/co;au;dy,p"
70015,7015,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUT","MU","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70016,7016,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70017,7017,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOM","MOM","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70018,7018,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70019,7019,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70020,7020,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70021,7021,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70022,7022,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB","BB","B","p1",NA,"147/AN/pan/ha/ed;;;;"
70023,7023,1989,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU","1","BB","BB","B","p1",NA,"193/AN/pvi;mtf;/vi/ne;;;;"
70024,7024,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-2","SS-BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70025,7025,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70026,7026,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUT","MU","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70027,7027,1989,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
70028,7028,1989,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MRA","MR","-2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70029,7029,1989,2005,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MRR","MR","-2","SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
70030,7030,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","-2","SS-BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70031,7031,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-2","SS-LL","LL","L","p1",NA,"-1/-1/-1/-1/-1"
70032,7032,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","1","RN","RN","R","p1",NA,"122/LP/hmo/mo/br;eu,h;sk"
70033,7033,1989,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOR","MOT","-2","SS-BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
70034,7034,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MRA","MR","-2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
70035,7035,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70036,7036,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOF","MOF","-2","BB-GG","GG","G","p1",NA,"-1/-1/-1/-1/-1"
70037,7037,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70038,7038,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70039,7039,1989,2005,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70040,7040,1989,2007,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOA","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70041,7041,1989,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU","-2","BB-SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
70042,7042,1989,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOA","MOT","-2","SS-BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70043,7043,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","HMO","RO","-2","BB-RN","RN","R","p1",NA,"-1/-1/-1/-1/-1"
70044,7044,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70045,7045,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOR","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70046,7046,1989,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOA","MOT","2","BB","BB","B","p1",NA,"147/CM/hcm/le/au;dy,o;sk"
70047,7047,1989,2006,-1,"Merkmal wurde nicht erhoben. Obl: Fehler; Fak: Warnung.","MOR","MOT","2","BB","BB","B","p2",NA,"147/CM/hcm/ha/co;au;dy,h"
70048,7048,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70049,7049,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","-2","SS-BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70050,7050,1989,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU","-2","LL-SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
70051,7051,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70052,7052,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70053,7053,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70054,7054,1989,2005,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOA","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70055,7055,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","-2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
70056,7056,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","SS","SS","S","p3",NA,"-1/-1/-1/-1/-1"
70057,7057,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","GMO","MOT","-2","SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
70058,7058,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70059,7059,1989,2005,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOA","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70060,7060,1989,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-2","BB-SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
70061,7061,1989,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70062,7062,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","GMO","MOT","-2","BB-PP","PP","P","p1",NA,"-1/-1/-1/-1/-1"
70063,7063,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","LL-BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70064,7064,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOT","MOT","2","BB","BB","B","p1",NA,"147/CM/hcm/le/au;dy,h;sk"
70065,7065,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOR","MOT","-2","BB-RN","RN","R","p1",NA,"-1/-1/-1/-1/-1"
70066,7066,1989,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROR","RO","3","SS-PP","PP","P","p1",NA,"147/CM/hcm;pgl;/st/au;dy;rp;s"
