"bfhnr_2","bfhnr_1","erhebjahr_1","erhebjahr_2","bestandestyp_2","besttyp_2d","humusform_2","agghu_typ_2","eu_humusform","bodentyp_2","bodentypgr_2","bodenklasse_2","podsoligkeit_2","gruendigkeit_2","wrb"
30624,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR","-9","BB-PP","PP","P","-9","+200","-1/-1/-1/-1/-1"
30625,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOF","MOF","-9","KV-KM","KM","K","p1","+90","-1/-1/-1/-1/-1"
30626,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROR","RO","-9","PP-BB","BB","B","-9","+200","-1/-1/-1/-1/-1"
30627,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","BB","BB","B","p2","+170","-1/-1/-1/-1/-1"
30628,NA,-2,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU","-9","GG-YU","YU","Y","p1","+120","-1/-1/-1/-1/-1"
30629,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM","-9","RQ","RQ","R","p1","+130","-1/-1/-1/-1/-1"
30630,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR","-9","BB","BB","B","p2","+200","-1/-1/-1/-1/-1"
30631,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB-RQ","RQ","R","p2","+170","-1/-1/-1/-1/-1"
30632,NA,-2,2007,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOR","MOT","-9","SS","SS","S","p1","+140","-1/-1/-1/-1/-1"
30633,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-9","PP","PP","P","-9","+160","-1/-1/-1/-1/-1"
30634,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MRR","MR","-9","GG-YU","YU","Y","p1","+110","-1/-1/-1/-1/-1"
30635,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOF","MOF","-9","HN","HN","H","p1",NA,"-1/-1/-1/-1/-1"
30636,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","-1","-1","-9","-1","-1","-1",NA,NA,"-1/-1/-1/-1/-1"
30637,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-9","BB-PP","PP","P","-9","+200","-1/-1/-1/-1/-1"
30638,NA,-2,2007,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","GMO","MOT","-9","YU","YU","Y","p1","+200","-1/-1/-1/-1/-1"
30639,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU","-9","BB-RQ","RQ","R","p3","+200","-1/-1/-1/-1/-1"
30640,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","BB","BB","B","p2","+200","-1/-1/-1/-1/-1"
30641,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","-9","BB-SS","SS","S","p2","+140","-1/-1/-1/-1/-1"
30642,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2","+200","-1/-1/-1/-1/-1"
30643,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","PP","PP","P","-9",NA,"-1/-1/-1/-1/-1"
30644,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","GG-PP","PP","P","-9","+95","-1/-1/-1/-1/-1"
30645,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","BB","BB","B","p2","+200","-1/-1/-1/-1/-1"
30646,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOR","MOT","-9","GH","GH","G","p3","+200","-1/-1/-1/-1/-1"
30647,NA,-2,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOA","MOT","-9","PP-YU","YU","Y","-9","+180","-1/-1/-1/-1/-1"
30648,NA,-2,2007,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUT","MU","-9","GG-YU","YU","Y","p1","+130","-1/-1/-1/-1/-1"
30649,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM","-9","RN-BB","BB","B","p1","+100","-1/-1/-1/-1/-1"
30650,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUT","MU","-9","RR","RR","R","p1","+32","-1/-1/-1/-1/-1"
30651,NA,-2,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOF","MOF","-9","KV","KV","K","p1","+120","-1/-1/-1/-1/-1"
30652,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROA","RO","-9","GG-YU","YU","Y","p1","+90","-1/-1/-1/-1/-1"
40001,4001,1991,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","-9","BB-PP","PP","P","-9","+200","-1/-1/-1/-1/-1"
40003,4003,1991,2007,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOR","MOT","-9","PP","PP","P","-9","+200","-1/-1/-1/-1/-1"
40004,4004,1991,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","-9","BB-YU","YU","Y","p1","+180","-1/-1/-1/-1/-1"
40005,4005,1991,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOM","MOM","-9","GG-PP","PP","P","-9","+130","-1/-1/-1/-1/-1"
50001,5001,1989,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","PP-BB","BB","B",NA,NA,NA
50002,5002,1990,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","2","PP-BB","BB","B",NA,NA,NA
50003,5003,1990,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","GMO","MOT","2","BB","BB","B","p1",NA,NA
50004,5004,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","3","BB-SS","SS","S","p2",NA,NA
50005,5005,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOM","MOM","2","BB","BB","B","p1",NA,NA
50006,5006,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOA","MOT","2","BB-GG","GG","G","p4",NA,NA
50007,5007,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","1","SS-GG","GG","G","p1",NA,NA
50008,5008,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p1",NA,NA
50009,5009,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","2","BB","BB","B","p1",NA,NA
50010,5010,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","1","BB","BB","B","p1",NA,NA
50011,5011,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOA","MOT","2","BB","BB","B","p1",NA,NA
50012,5012,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOF","MOF","6","SS","SS","S","p1",NA,NA
50013,5013,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOA","MOT","2","SS","SS","S","p1",NA,NA
50014,5014,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOR","MOT","2","PP-BB","BB","B",NA,NA,NA
50015,5015,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","1","BB","BB","B","p1",NA,NA
50016,5016,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","2","BB","BB","B","p1",NA,NA
50017,5017,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","1","BB","BB","B","p1",NA,NA
50018,5018,1990,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOR","MOT","2","BB-SS","SS","S","p4",NA,NA
50019,5019,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB-SS","SS","S","p4",NA,NA
50020,5020,1990,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU","1","BB","BB","B","p1",NA,NA
50021,5021,1990,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU","1","BB-RR","RR","R","p1",NA,NA
50022,5022,1990,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM","2","SS","SS","S","p1",NA,NA
50023,5023,1990,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU","1","SS-BB","BB","B","p1",NA,NA
50024,5024,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","2","PP-GG","GG","G",NA,NA,NA
50025,5025,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOM","MOM","1","SS","SS","S","p1",NA,NA
50026,5026,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","1","PP-BB","BB","B",NA,NA,NA
50027,5027,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MRR","MR","3","PP-SS","SS","S",NA,NA,NA
50028,5028,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","2","SS-BB","BB","B","p1",NA,NA
50029,5029,1990,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOM","MOM","2","RQ","RQ","R","p1",NA,NA
50030,5030,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","2","BB","BB","B","p4",NA,NA
50031,5031,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","1","SS","SS","S","p4",NA,NA
50032,5032,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","-9","SS","SS","S","p1",NA,NA
50033,5033,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","1","AB","AB","A","p1",NA,NA
50034,5034,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","2","SS-LL","LL","L","p1",NA,NA
50035,5035,1990,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOT","MOT","2","SS-PP","PP","P",NA,NA,NA
50036,5036,1990,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR","2","PP-GG","GG","G",NA,NA,NA
50037,5037,1990,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOA","MOT","2","BB","BB","B","p1",NA,NA
50038,5038,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","2","BB","BB","B","p2",NA,NA
50039,5039,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","1","RQ","RQ","R","p1",NA,NA
50040,5040,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","SS","SS","S","p1",NA,NA
50041,5041,1990,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOM","MOM","2","BB","BB","B","p1",NA,NA
50042,5042,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM","2","AB-GG","GG","G","p1",NA,NA
50043,5043,1990,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOA","MOT","2","BB","BB","B","p2",NA,NA
50044,5044,1990,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOM","MOM","2","BB","BB","B","p1",NA,NA
50045,5045,1990,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MRA","MR","3","SS-BB","BB","B","p4",NA,NA
50046,5046,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","2","SS-BB","BB","B","p1",NA,NA
50047,5047,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p2",NA,NA
50048,5048,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p1",NA,NA
50049,5049,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","2","BB","BB","B","p2",NA,NA
50050,5050,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM","2","SS-BB","BB","B","p1",NA,NA
50051,5051,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","ROR","RO","3","SS","SS","S","p2",NA,NA
50052,5052,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOM","MOM","1","SS-BB","BB","B","p2",NA,NA
50053,5053,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p2",NA,NA
50054,5054,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","2","SS-BB","BB","B","p2",NA,NA
50055,5055,1991,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOA","MOT","2","SS-BB","BB","B","p2",NA,NA
50056,5056,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","2","BB","BB","B","p1",NA,NA
50057,5057,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MRA","MR","3","BB","BB","B","p2",NA,NA
50058,5058,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","1","BB-GG","GG","G","p1",NA,NA
50059,5059,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOA","MOT","2","SS-BB","BB","B","p1",NA,NA
50060,5060,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","GMO","MOT","2","BB","BB","B","p2",NA,NA
50061,5061,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","SS-BB","BB","B","p4",NA,NA
50062,5062,1991,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOM","MOM","1","SS-BB","BB","B","p2",NA,NA
50063,5063,1991,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOM","MOM","2","GG-YK","YK","Y","p1",NA,NA
50064,5064,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MRA","MR","3","PP-BB","BB","B",NA,NA,NA
50065,5065,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","1","BB","BB","B","p2",NA,NA
50066,5066,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p2",NA,NA
50067,5067,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB","BB","B","p1",NA,NA
50068,5068,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB","BB","B","p1",NA,NA
50069,5069,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","1","GG","GG","G","p1",NA,NA
50070,5070,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","1","SS-BB","BB","B","p1",NA,NA
50071,5071,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM","1","BB","BB","B","p2",NA,NA
50072,5072,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p2",NA,NA
50073,5073,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM","2","BB","BB","B","p2",NA,NA
50074,5074,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p1",NA,NA
50075,5075,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p1",NA,NA
50076,5076,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","2","BB","BB","B","p1",NA,NA
50077,5077,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","1","BB-SS","SS","S","p1",NA,NA
50078,5078,1990,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MUO","MU","2","GG-PP","PP","P",NA,NA,NA
50079,5079,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","2","BB","BB","B","p2",NA,NA
50080,5080,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","GMO","MOT","2","BB","BB","B","p2",NA,NA
50081,5081,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","2","BB","BB","B","p2",NA,NA
50082,5082,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","GMO","MOT","2","BB","BB","B","p2",NA,NA
50083,5083,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p2",NA,NA
50084,5084,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p1",NA,NA
50085,5085,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","2","BB","BB","B","p2",NA,NA
50086,5086,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","SS-BB","BB","B","p1",NA,NA
50087,5087,1990,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","1","SS","SS","S","p1",NA,NA
50088,5088,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p1",NA,NA
50089,5089,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","GMO","MOT","2","BB","BB","B","p2",NA,NA
50090,5090,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","2","BB","BB","B","p2",NA,NA
50091,5091,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","2","BB","BB","B","p2",NA,NA
50092,5092,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","GMO","MOT","2","BB","BB","B","p2",NA,NA
50093,5093,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","2","BB","BB","B","p2",NA,NA
50094,5094,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","SS-BB","BB","B","p2",NA,NA
50095,5095,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","2","BB","BB","B","p2",NA,NA
50096,5096,1990,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOR","MOT","2","BB","BB","B","p2",NA,NA
50097,5097,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","2","BB","BB","B","p2",NA,NA
50098,5098,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","2","BB","BB","B","p1",NA,NA
50099,5099,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","2","BB","BB","B","p2",NA,NA
50100,5100,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","2","PP-BB","BB","B",NA,NA,NA
50101,5101,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","SS-BB","BB","B","p1",NA,NA
50102,5102,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB","BB","B","p1",NA,NA
50103,5103,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p1",NA,NA
50104,5104,1990,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MRA","MR","3","BB","BB","B","p2",NA,NA
50105,5105,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","2","BB","BB","B","p1",NA,NA
50106,5106,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","2","BB","BB","B","p2",NA,NA
50107,5107,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","2","BB","BB","B","p2",NA,NA
50108,5108,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","1","BB","BB","B","p1",NA,NA
50109,5109,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","SS-BB","BB","B","p4",NA,NA
50110,5110,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","1","GG","GG","G","p1",NA,NA
50111,5111,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","2","BB","BB","B","p1",NA,NA
50112,5112,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p4",NA,NA
50113,5113,1990,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","1","BB","BB","B","p1",NA,NA
50114,5114,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","2","BB","BB","B","p2",NA,NA
50115,5115,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB","BB","B","p1",NA,NA
50116,5116,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","SS-BB","BB","B","p1",NA,NA
50117,5117,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","2","BB-SS","SS","S","p1",NA,NA
50118,5118,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","GG","GG","G","p1",NA,NA
50119,5119,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB","BB","B","p1",NA,NA
50120,5120,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","3","SS-BB","BB","B","p4",NA,NA
50121,5121,1991,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU","1","BB","BB","B","p1",NA,NA
50122,5122,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","1","BB","BB","B","p1",NA,NA
50123,5123,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","PP-YU","YU","Y",NA,NA,NA
50124,5124,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","PP","PP","P",NA,NA,NA
50125,5125,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","PP-GG","GG","G",NA,NA,NA
50126,5126,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB","BB","B","p1",NA,NA
50127,5127,1991,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","1","BB","BB","B","p1",NA,NA
50128,5128,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","1","BB","BB","B","p1",NA,NA
50129,5129,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROA","RO","3","SS-PP","PP","P",NA,NA,NA
50130,5130,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB","BB","B","p1",NA,NA
50131,5131,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","DD-BB","BB","B","p1",NA,NA
50132,5132,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","2","SS","SS","S","p2",NA,NA
50133,5133,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","2","SS","SS","S","p2",NA,NA
50134,5134,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","1","SS-BB","BB","B","p1",NA,NA
50135,5135,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","1","BB","BB","B","p1",NA,NA
50136,5136,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB","BB","B","p1",NA,NA
50137,5137,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB","BB","B","p1",NA,NA
50138,5138,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB","BB","B","p1",NA,NA
50139,5139,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB","BB","B","p1",NA,NA
50140,5140,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","SS-BB","BB","B","p1",NA,NA
50141,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUT","MU","1","RQ","RQ","R","p1",NA,NA
50142,NA,-2,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOA","MOT","2","RQ","RQ","R","p1",NA,NA
50143,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","1","GG","GG","G","p1",NA,NA
50144,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p1",NA,NA
50145,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","1","BB","BB","B","p1",NA,NA
50146,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOA","MOT","2","BB","BB","B","p1",NA,NA
60001,6001,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","PP-BB","BB","B","-9","+0","-1/-1/-1/-1/-1"
60002,6002,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","-9","SS-LL","LL","L","p2","+0","-1/-1/-1/-1/-1"
60003,6003,1992,2008,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM","-9","SS-BB","BB","B","p4","+0","-1/-1/-1/-1/-1"
60004,6004,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-9","SS-LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60005,6005,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","-9","SS-LL","LL","L","p1","+0","-1/-1/-1/-1/-1"
60006,6006,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-9","BB","BB","B","p1","+0","-1/-1/-1/-1/-1"
60007,6007,1992,2008,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MRA","MR","-9","SS-BB","BB","B","p3","+0","-1/-1/-1/-1/-1"
60008,6008,1992,2008,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MRR","MR","-9","BB","BB","B","p3","+0","-1/-1/-1/-1/-1"
60009,6009,1992,2008,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","BB","BB","B","p3","+0","-1/-1/-1/-1/-1"
60010,6010,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","-9","BB","BB","B","p2","+0","-1/-1/-1/-1/-1"
60011,6011,1992,2008,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU","-9","SS","SS","S","p1","+0","-1/-1/-1/-1/-1"
60012,6012,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-9","PP-BB","BB","B","-9","+0","-1/-1/-1/-1/-1"
60013,6013,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","-1","-1","-9","PP-BB","BB","B","-9","+0","-1/-1/-1/-1/-1"
