"bfhnr","inventur","tiefenstufe","ot","ut","m_trd_fbv2","m_ea_corg2","m_ea_cco32","m_ea_cges2","m_ea_n2","m_ak_ca2","m_ak_k2","m_ak_mg2","m_ak_na2","m_ak_al2","m_ak_mn2","m_ak_h2","m_ak_fe2","m_ak_ak2","m_ak_bs2","m_as_p2","m_as_ca2","m_as_k2","m_as_mg2","m_as_mn2","m_as_na2","m_as_al2","m_as_fe2","m_as_s2","m_ph_h2o2","m_ph_k2","m_ph_ca2","m_cn2","m_cp2"
140051,2,"30 - 60",30,60,913.866294588692,9.7,0,9.7,0.53,0.499,0.552,0.276,0.365,24.995,1.025,NA,2.084,29.8,0.06,1.32,0.675,1.71,0.664,0.238,0.114,19,11.7,0.164,4.6,4.34,4.42,18.3,7.35
140051,2,"60 - 90",60,90,NA,8.76,0,8.76,0.49,0.519,0.552,0.217,0.47,18.146,0.896,NA,5.415,26.22,0.07,1.35,0.751,1.59,0.635,0.256,0.111,17.2,10.4,0.18,4.67,4.4,4.47,17.88,6.49
140052,2,"0 - 5",0,5,344.648253275109,65.63,0,65.63,2.62,12.016,1.381,11.895,0.887,99.626,0.971,21.894,18.393,167.06,0.16,0.371,0.4205,2.107,2.9825,0.44575,0.2985,21.409,33.1605,0.31875,3.8,3.17,3.32,25.05,176.9
140052,2,"5 - 10",5,10,380.911462655602,24.55,0,24.55,1.33,3.174,0.788,2.972,0.574,83.748,2.234,4.449,8.101,106.04,0.07,0.3295,0.2305,2.063,3.556,0.6675,0.2615,23.7355,35.5845,0.212,4.17,3.51,3.69,18.46,74.51
140052,2,"10 - 30",10,30,1114.4312181693,13.59,0,13.59,0.96,1.078,0.808,1.287,0.609,56.173,3.322,1.077,1.074,65.43,0.06,0.338,0.212,2.73,3.75,0.723,0.305,25.6,30.8,0.309,4.3,3.8,3.98,14.16,40.21
140052,2,"30 - 60",30,60,1513.56205393321,4.15,0,4.15,0.62,0.499,1.023,0.477,0.47,46.032,2.42,NA,0.494,51.42,0.05,0.299,0.392,4.18,5.65,0.783,0.354,34.7,38.7,0.427,4.39,4.22,4.18,6.69,13.88
140053,2,"0 - 5",0,5,294.823337005338,75.22,0,75.22,3.26,5.788,1.596,3.122,0.905,107.409,1.203,17.195,14.955,152.17,0.07,0.36275,0.305350006103515,2.2675,3.5275,0.38925,0.377100006103516,21.725,33.375,0.475,3.74,3.17,3.29,23.07,207.36
140053,2,"5 - 10",5,10,300.977183022439,19.55,0,19.55,1.21,1.477,0.962,1.469,0.748,68.493,2.259,4.957,2.75,83.12,0.06,0.288,0.2625,2.299,5.002,0.707,0.2985,27.2435,41.2085,0.2175,3.8,3.43,3.65,16.16,67.88
140053,2,"10 - 30",10,30,1188.78258924489,10.69,0,10.69,0.9,0.599,0.849,0.744,0.626,51.992,2.141,1.795,0.516,59.26,0.05,0.298,0.312,3.26,5.47,0.927,0.319,31.4,40.2,0.257,4.15,3.72,3.94,11.88,35.87
140053,2,"30 - 60",30,60,1838.80923387097,6.82,0,6.82,0.6,0.12,0.143,0.082,0.122,24.373,0.552,0.333,0.043,25.77,0.02,0.284,0.493,3.3,4.84,0.773,0.298,31.1,34.8,0.509,4.12,3.9,4.06,11.37,24.01
140054,2,"0 - 5",0,5,568.4,43.98,0,43.98,1.77,3.094,1.146,1.498,0.696,87.484,0.058,12.606,13.709,120.29,0.05,0.1745,0.659,1.412,1.584,0.08545,0.11025,13.513,14.049,0.2675,3.73,3.16,3.22,24.85,252.03
140054,2,"5 - 10",5,10,761.9,19.2,0,19.2,0.79,2.216,1.432,1.235,0.713,72.896,0.063,9.968,9.197,97.72,0.06,0.09375,0.6105,1.3355,1.512,0.112,0.0716,12.5,12.726,0.109450000762939,3.91,3.22,3.4,24.3,204.8
140054,2,"10 - 30",10,30,3043.84,10.035,0,10.035,0.5,0.978,0.563,0.6155,0.393332244927944,33.3345,0.0815,4.924,2.02,42.91,0.06,0.108466666666667,0.8075,1.80066666666667,2.017,0.222333333333333,0.0913333333333333,16.757,16.6496666666667,0.118166666666667,3.965,3.385,3.57,20.07,92.52
140054,2,"30 - 60",30,60,4342.32,2.895,0,2.895,0.33,6.8065,1.959,4.201,0.722,69.627,0.518,2.507,0.2365,86.58,0.16,0.155333333333333,0.851333333333333,3.53966666666667,3.25066666666667,0.208,0.114,23.6863333333333,22.7196666666667,0.108,4.28,3.545,3.64,8.77,18.64
140054,2,"60 - 90",60,90,4327.92,1.77,0,1.77,0.29,14.651,2.435,8.788,0.679,55.239,0.777,1.925,0.021,84.52,0.31,0.203,1.16,4.12,3.7,0.312,0.107,25.91,24.5,0.0885,4.44,3.59,3.71,6.1,8.72
140055,2,"0 - 5",0,5,475.7,58.55,0,58.55,3.48,4.391,1.934,1.952,0.522,96.423,0.633,13.147,8.659,127.66,0.07,0.5935,0.632,2.5435,3.009,0.282,0.1615,19.7595,23.9875,0.5515,3.7,3.23,3.2,16.82,98.65
140055,2,"5 - 10",5,10,459.4,28.59,0,28.59,2,2.735,1.504,1.326,0.47,82.992,1.222,7.797,2.192,100.24,0.06,0.505,0.5455,2.332,3.0845,0.344,0.173,19.323,22.6385,0.412,3.89,3.36,3.5,14.3,56.61
140055,2,"10 - 30",10,30,1999.2,25.94,0,25.94,1.88,2.295,1.535,1.149,0.539,73.563,1.89,2.638,0.494,84.1,0.07,0.514,0.79,3.47,3.92,0.6,0.138,25.8,25.7,0.462,3.85,3.53,3.56,13.8,50.47
140055,2,"30 - 60",30,60,4064.88,10.21,0,10.21,0.95,2.196,1.852,1.119,0.557,61.11,1.577,NA,0.021,68.43,0.08,0.501,0.82,4.07,4.17,0.809,0.146,27.01,25.9,0.432,4.15,3.98,3.92,10.75,20.38
140055,2,"60 - 90",60,90,4390.08,4.46,0,4.46,0.52,7.186,2.609,3.841,0.557,58.041,1.842,NA,0.021,74.1,0.19,0.426,0.8025,4.69,4.96,0.696,0.1235,28.8,29.6,0.284,4.3,3.87,3.85,8.58,10.47
140056,2,"0 - 5",0,5,469.3,60.78,0,60.78,2.79,12.036,2.824,2.207,0.87,106.43,1.105,7.512,6.511,139.5,0.13,0.3085,0.729,2.4725,2.612,0.326,0.201,19.8075,23.3705,0.508,3.89,3.44,3.48,21.78,197.02
140056,2,"5 - 10",5,10,521.5,26.18,0,26.18,1.24,0.22,0.092,0.037,0.0386644898558878,15.878,0.094,3.973,1.504,21.84,0.02,0.229,0.5695,2.4915,2.8375,0.3605,0.1825,20.464,24.5765,0.302,3.94,3.41,3.5,21.11,114.32
140056,2,"10 - 30",10,30,1863.2,18.2,0,18.2,1.02,4.591,2.926,1.482,0.696,73.607,1.752,0.758,0.537,86.35,0.11,0.238,0.7,3.16,3.18,0.662,0.172,23.4,25.5,0.375,4.05,3.75,3.8,17.84,76.47
140056,2,"30 - 60",30,60,3504.96,5.73,0,5.73,0.52,7.246,3.888,3.343,0.609,59.775,1.797,0.101,0.107,76.87,0.2,0.25,0.7405,4.29,4.185,0.666,0.159,26.3,27.1,0.2595,4.36,3.82,3.84,11.02,22.92
140056,2,"60 - 90",60,90,4628.64,3.26,0,3.26,0.42,13.333,3.509,9.825,0.696,58.664,2.342,1.064,0.129,89.56,0.31,0.297,0.864,5.04,4.69,0.593,0.199,27.8,27,0.194,4.43,3.81,3.91,7.76,10.98
140057,2,"0 - 5",0,5,256.736018957346,118.6,0,118.6,4.56,12.535,2.056,6.524,0.94,124.799,0.754,15.442,17.297,180.35,0.12,0.3925,0.4755,2.043,2.361,0.233,0.2225,16.894,26.729,0.7565,3.8,3.25,3.23,26.01,302.17
140057,2,"5 - 10",5,10,372.400784062725,41.08,0,41.08,1.4,4.671,1.115,2.584,0.487,85.616,1.064,9.43,12.742,117.71,0.08,0.258,0.368,2.157,3.087,0.4405,0.2125,21.522,33.4985,0.2925,3.99,3.4,3.5,29.34,159.22
140057,2,"10 - 30",10,30,1171.69059578954,16.91,0,16.91,0.8,2.036,0.972,1.557,0.713,56.306,2.245,1.447,4.856,70.13,0.08,0.25,0.258,2.97,3.8,0.463,0.192,21.9,27.5,0.413,4.05,3.76,3.84,21.14,67.64
140057,2,"30 - 60",30,60,1869.04314090833,4.16,0,4.16,0.37,0.778,1.125,0.889,0.539,35.047,3.038,NA,3.825,45.24,0.07,0.229,0.32,4.76,5.92,0.71,0.195,30.2,36.41,0.342,4.25,4.06,4.12,11.24,18.17
140057,2,"60 - 90",60,90,769.466102840519,2.04,0,2.04,0.32,0.519,1.084,0.75,0.522,20.993,2.719,0.176,4.749,31.51,0.09,0.281,0.0778,6.01,5.97,0.735,0.158,26.51,38.3,0.188,4.49,4.06,4.1,6.38,7.26
140058,2,"0 - 5",0,5,524.1,52.22,0,52.22,2.18,3.952,1.361,2.125,0.661,92.332,0.581,7.837,9.089,117.94,0.07,0.2645,0.515,1.628,1.6515,0.1965,0.149,13.8745,18.878,0.4235,3.83,3.39,3.37,23.95,197.43
140058,2,"5 - 10",5,10,608.8,16.32,0,16.32,0.84,1.617,0.818,1.16,0.574,60.665,1.341,1.959,2.127,70.26,0.06,0.203,0.46,1.69,1.8445,0.3025,0.142,14.495,18.655,0.252,3.95,3.62,3.73,19.43,80.39
140058,2,"10 - 30",10,30,2463.04,11.14,0,11.14,0.67,1.138,0.921,0.917,0.679,53.727,1.592,0.343,0.387,59.7,0.06,0.2195,0.6955,2.81,2.56,0.494,0.136,20.1,20.6,0.2995,4.03,3.8,3.82,16.63,50.75
140058,2,"30 - 60",30,60,3866.16,4.02,0,4.02,0.37,1.457,1.391,0.83,0.47,47.634,1.22,NA,0.086,53.09,0.08,0.219,0.586,3.71,3.54,0.515,0.105,23.4,26,0.24,4.27,3.95,3.93,10.86,18.36
140058,2,"60 - 90",60,90,4630.08,2.46,0,2.46,0.31,5.349,2.036,2.778,0.487,48.879,1.016,0.13,1.569,62.24,0.17,0.232,0.314,4.22,3.06,0.26,0.114,25.9,31.01,0.169,4.44,3.82,3.87,7.94,10.6
140059,2,"0 - 5",0,5,456.079630195599,58.09,0,58.09,2.4,12.495,1.954,1.185,0.574,69.026,1.556,6.108,3.997,96.9,0.17,0.3165,0.652,1.1995,0.7565,0.3485,0.1212,14.385,20.701,0.485,4.05,3.44,3.47,24.2,183.54
140059,2,"5 - 10",5,10,594.727359876305,31.19,0,31.19,1.21,6.766,1.34,0.53,0.383,48.834,0.582,5.219,3.416,67.07,0.13,0.25,0.5005,1.136,0.7495,0.294,0.11105,13.57,19.9295,0.245,4.08,3.45,3.52,25.78,124.76
150020,2,"10 - 30",10,30,2537.3455,8.29,0,8.29,0.43,7.5808,2.0881,2.4061,0.5864,53.1919,0.1267,3.6342,0.4942,70.11,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24,3.41,3.61,19.28,NA
140059,2,"10 - 30",10,30,1976.60068588377,9.22,0,9.22,0.52,3.034,1.136,0.283,0.452,34.469,0.814,NA,0.215,40.4,0.12,0.222,0.493,1.57,1.04,0.646,0.0863,21.2,25.7,0.144,4.39,3.98,3.99,17.73,41.53
140059,2,"30 - 60",30,60,3161.43919977668,1.67,0,1.67,0.27,3.912,1.811,0.642,0.452,40.073,2,NA,0.021,48.91,0.14,0.208,0.191,2.5,0.97,0.754,0.0835,25.4,37.8,0.154,4.49,3.94,3.86,6.19,8.03
140059,2,"60 - 90",60,90,2684.22187185309,1.59,0,1.59,0.22,12.754,1.197,2.57,0.418,10.763,1.093,1.52,0.021,30.34,0.56,0.187,0.593,2.93,0.817,1.1,0.0831,26.4,57.4,0.218,4.59,3.91,3.91,7.23,8.5
140060,2,"0 - 5",0,5,2158.15,90.94,0,90.94,3.525,97.026,2.261,8.653,0.539,41.718,1.525,2.782,2.793,157.3,0.69,0.248066670735677,2.20126668294271,1.09616666666667,0.564800000508626,0.0789,0.0872666676839193,11.1861334635417,6.38309993489583,0.522066670735677,4.575,3.775,4.015,25.8,366.59
140060,2,"5 - 10",5,10,2224.5,73.44,0,73.44,2.73,42.495,1.709,3.765,0.47,61.999,0.52,3.399,3.997,118.35,0.41,0.182,1.293,0.987666666666667,0.723666666666667,0.0431666666666667,0.0897333333333333,11.031,5.56133333333333,0.352,4.47,3.705,3.89,26.9,403.52
140060,2,"10 - 30",10,30,8770.12875596486,29.775,0,29.775,1.085,21.038,1.412,1.804,0.47,62.844,0.141,2.857,5.264,95.83,0.26,0.1166,0.8395,1.3125,0.9335,1.511775,0.0681,13.675,8.095,0.17275,4.2125,3.615,3.6925,27.44,255.36
140060,2,"30 - 60",30,60,13001.2434549909,7.86134,0,7.86134,0.401529,11.657,1.524,2.238,0.574,61.332,0.041,1.157,6.962,85.49,0.19,0.0888713,0.8058843,1.784211,1.383054,1.06716093,0.07345413,15.86018,15.27498,0.09249227,4.121991,3.628426,3.703565,19.58,88.46
140060,2,"60 - 90",60,90,12239.6263125135,3.15,0,3.15,0.23,9.321,1.013,2.956,0.452,30.244,0.064,0.383,6.618,51.05,0.27,0.0977,0.6645,1.62,1.265,0.07585,0.0652,12.65,13.1,0.05655,4.18,3.69,3.725,13.7,32.24
140061,2,"0 - 5",0,5,324.114376377594,89.75,0,89.75,3.62,13.972,1.719,1.34,0.592,87.84,0.846,9.063,6.511,121.88,0.14,0.2845,0.877,1.017,0.977,0.147,0.0907,10.795,10.42,0.6055,3.95,3.38,3.38,24.79,315.47
140061,2,"5 - 10",5,10,458.200748205833,30.82,0,30.82,1.27,8.044,1.003,0.708,0.574,59.242,0.963,5.977,2.664,79.18,0.13,0.166900001525879,0.801549987792969,1.20929998779297,0.717449996948242,0.23,0.134400001525879,12.5012001953125,11.2933999023438,0.190449996948242,4.05,3.41,3.5,24.27,184.66
140061,2,"10 - 30",10,30,1356.79106290672,17.69,0,17.69,0.81,5.788,1.013,0.592,0.626,46.388,1.338,2.153,1.074,58.97,0.14,0.144,0.746,1.26,1.32,0.297,0.107,13,10.2,0.157,4.11,3.62,3.72,21.84,122.85
140061,2,"30 - 60",30,60,NA,6.63,0,6.63,0.43,4.571,0.992,0.55,0.609,36.47,1.378,0.518,1.526,46.61,0.14,0.12,0.619,1.57,1.54,0.279,0.109,13.3,9.97,0.0873,4.19,3.71,3.83,15.42,55.25
140062,2,"0 - 5",0,5,569.858522595148,64.86,0,64.86,2.41,7.505,1.074,0.783,0.435,40.34,0.188,17.769,4.169,72.26,0.14,0.2165,0.413,0.3615,0.2715,0.04395,0.1173,3.724,3.963,0.369,3.7,3.14,3.13,26.91,299.58
140062,2,"5 - 10",5,10,612.17016160976,24.25,0,24.25,0.96,3.313,0.563,0.349,0.331,23.972,0.344,8.518,2.944,40.33,0.11,0.16175,0.33525,0.36325,0.312,0.074475,0.076275,3.9565,3.862,0.128,3.87,3.34,3.32,25.26,149.92
140062,2,"10 - 30",10,30,2364.07674022759,9.95,0,9.95,0.46,1.4375,0.3175,0.14,0.296,15.767,0.5065,1.4495,0.999,20.91,0.1,0.238333333333333,0.291333333333333,0.362666666666667,0.337666666666667,0.129666666666667,0.0308666667938232,4.18,3.52,0.0642666661580404,4.16,3.79,3.78,21.63,41.75
140062,2,"30 - 60",30,60,3873.24617845659,6.87,0,6.87,0.37,0.938,0.256,0.102,0.244,12.765,0.339,NA,2.45,17.09,0.09,0.286,0.312,0.386,0.408,0.0793,0.0294,5.09,4.07,0.0495,4.43,4.14,4.09,18.57,24.02
140062,2,"60 - 90",60,90,4298.5424144844,2.78,0,2.78,0.19,0.519,0.297,0.076,0.278,8.45,0.082,NA,1.697,11.4,0.1,0.161,0.314,0.471,0.496,0.0555,0.0325,4.63,3.69,0.031,4.47,4.29,4.27,14.63,17.27
140063,2,"0 - 5",0,5,518.6,42.49,0,42.49,1.81,5.808,0.921,0.543,0.47,31.222,0.109,8.54,2.879,50.49,0.15,0.1645,0.367,0.3175,0.2915,0.0260000001907349,0.0640999992370605,3.803,3.512,0.259,3.86,3.38,3.4,23.48,258.3
140063,2,"5 - 10",5,10,665.8,19.29,0,19.29,0.79,3.194,0.583,0.206,0.487,22.905,0.121,4.227,2.17,33.89,0.13,0.1098,0.3385,0.356,0.403,0.0493000003814697,0.0462499996185303,4.7375,4.3525,0.11195,3.92,3.58,3.61,24.42,175.68
140063,2,"10 - 30",10,30,2894.56,8.84,0,8.84,0.4,0.958,0.317,0.036,0.331,15.967,0.158,0.132,0.58,18.48,0.09,0.0873,0.29,0.373,0.437,0.0674,0.0301,5.72,3.95,0.0542,4.31,4,3.98,22.1,101.26
140063,2,"30 - 60",30,60,4221.1296693015,3.2,0,3.2,0.2,0.16,0.184,0.013,0.157,7.872,0.039,NA,0.559,8.98,0.06,0.0865,0.273,0.419,0.478,0.0469,0.0307,5.67,3.64,0.0347,4.5,4.29,4.25,16,36.99
140063,2,"60 - 90",60,90,4260.23653220951,0.79,0,0.79,0.05,0.16,0.2095,0.0215,0.3045,6.0265,0.047,NA,0.709,7.48,0.09,0.0433999997456868,0.237666666666667,0.388666666666667,0.287666666666667,0.0315000002543132,0.0625333333333333,3.31966666666667,1.67433333333333,0.0157,4.52,4.4,4.295,15.8,18.2
140064,2,"0 - 5",0,5,663.42,56.15,0,56.15,2.13,15.589,0.778,0.515,0.522,31.978,0.638,5.612,2.772,58.4,0.3,0.132,0.5335,0.2915,0.2745,0.05485,0.0676,3.9525,4.1,0.278,4.31,3.55,3.59,26.36,425.38
140064,2,"5 - 10",5,10,712.58,25.11,0,25.11,0.97,7.325,0.491,0.176,0.487,20.414,0.77,2.661,1.311,33.64,0.25,0.09145,0.335,0.282,0.2775,0.0585,0.0562,3.3825,3.558,0.139,4.33,3.68,3.7,25.89,274.58
140064,2,"10 - 30",10,30,2665.52,12.76,0,12.76,0.55,4.032,0.327,0.066,0.452,14.054,0.63,NA,0.988,20.55,0.24,0.0725,0.304,0.329,0.319,0.101,0.0259,4.98,3.85,0.0907,4.38,3.79,3.82,23.2,176
140064,2,"30 - 60",30,60,3746.77261980717,3.42,0,3.42,0.2,0.798,0.246,0.013,0.4,9.384,0.213,NA,0.731,11.79,0.12,0.067,0.251,0.414,0.352,0.0582,0.0312,5.44,3.39,0.0645,4.56,4.22,4.18,17.1,51.04
140064,2,"60 - 90",60,90,3875.95056238284,1.07,0,1.07,0.11,0.379,0.215,0.013,0.244,4.759,0.134,NA,1.697,7.44,0.11,0.0432,0.225,0.424,0.301,0.046,0.0324,3.9,2.61,0.0477,4.67,4.34,4.31,9.73,24.77
140065,2,"0 - 5",0,5,654.6,30.71,0,30.71,1.14,4.711,1.443,1.139,0.383,21.037,0.098,8.313,5.78,42.9,0.18,0.0966,0.333,0.3205,0.205,0.0328499998092651,0.1057,2.685,4.805,0.128,4.08,3.35,3.41,26.94,317.91
140065,2,"5 - 10",5,10,596.8,9.47,0,9.47,0.36,0.599,0.501,0.237,0.244,12.898,0.012,1.845,3.395,19.73,0.08,0.04905,0.226,0.2855,0.178,0.02545,0.1137,2.7945,2.325,0.03635,4.13,3.69,3.74,26.31,193.07
140065,2,"10 - 30",10,30,2093.04479374013,6.28,0,6.28,0.25,0.419,0.542,0.197,0.244,12.542,0.039,0.362,3.76,18.11,0.08,0.0408,0.202,0.322,0.25,0.0333,0.025,4.15,3.14,0.0394,4.29,3.89,3.95,25.12,153.92
140065,2,"30 - 60",30,60,3620.89337770383,3.57,0,3.57,0.17,0.279,0.338,0.105,0.209,8.495,0.01,NA,2.063,11.5,0.08,0.0413,0.163,0.373,0.353,0.03,0.0287,4.89,3.23,0.0376,4.5,4.2,4.18,21,86.44
140065,2,"60 - 90",60,90,3075.54644361119,1.42,0,1.42,0.05,0.16,0.338,0.056,0.191,5.693,0.017,NA,1.633,8.09,0.09,0.0346,0.145,0.439,0.351,0.025,0.0318,4.59,2.62,0.021,4.61,4.33,4.29,28.4,41.04
140066,2,"0 - 5",0,5,511.2,37.46,0,37.46,1.44,5.968,1.187,1.073,0.505,47.5,0.323,13.096,8.251,77.9,0.11,0.138,0.4235,0.7785,0.7365,0.06705,0.0927,8.4905,7.7175,0.2185,3.84,3.19,3.24,26.01,271.45
140066,2,"5 - 10",5,10,549.6,17.77,0,17.77,0.68,1.996,0.767,0.474,0.47,43.987,0.243,4.313,5.157,57.41,0.06,0.09805,0.4085,0.777,0.93,0.1055,0.0998,10.0645,8.981,0.1275,3.99,3.51,3.59,26.13,181.23
140066,2,"10 - 30",10,30,2107.52,10.26,0,10.26,0.48,0.758,0.532,0.359,0.557,33.935,0.253,2.148,1.805,40.35,0.05,0.00416666666666667,0.0111111111111111,0.0222222222222222,0.0111111111111111,0.00222222222222222,0.000845,0.137,0.102,0.00158,3.86,3.58,3.67,21.38,2462.4
140066,2,"30 - 60",30,60,3685.92,8.08,0,8.08,0.4,1.038,0.9,0.379,0.452,41.273,0.581,0.898,0.752,46.27,0.06,0.124,0.379,1.03,1.04,0.149,0.0828,9.99,7.57,0.106,4.05,3.71,3.73,20.2,65.16
140066,2,"60 - 90",60,90,3472.32,2.76,0,2.76,0.27,2.216,1.125,0.754,0.609,47.322,0.703,0.766,0.172,53.67,0.09,0.154,0.568,1.82,1.91,0.233,0.0928,15.1,12.8,0.15,4,3.66,3.72,10.22,17.92
140067,2,"0 - 5",0,5,515.04,18.13,0,18.13,1.01,1.956,0.798,0.454,0.174,20.236,0.719,4.188,1.096,29.62,0.11,0.2145,0.697,1.1145,0.991,0.3655,0.11795,9.8935,10.2795,0.2105,4.03,3.5,3.54,17.95,84.52
140067,2,"5 - 10",5,10,634.74,10.71,0,10.71,0.73,2.375,1.545,0.655,0.331,28.82,2.008,1.972,0.516,38.22,0.13,0.185,0.65375,1.1245,0.9965,0.42275,0.109775,10.068,9.7555,0.14475,4.13,3.71,3.71,14.67,57.89
140067,2,"10 - 30",10,30,2427.136,6.23,0,6.23,0.49,1.417,0.696,0.464,0.244,15.077,1.404,0.886,0.365,20.55,0.14,0.151,0.8,1.58,1.3,0.562,0.106,12.7,11.8,0.102,4.29,3.79,3.86,12.71,41.26
140067,2,"30 - 60",30,60,3518.424,1.76,0,1.76,0.25,26.766,1.842,11.84,0.887,21.615,2.015,2.474,0.859,68.3,0.61,0.128,0.914,2.7,2.28,0.231,0.0958,20.41,17.3,0.105,4.48,3.65,3.93,7.04,13.75
140067,2,"60 - 90",60,90,NA,1.2,0,1.2,0.25,59.242,1.872,30.743,1.949,23.261,0.864,4.562,0.709,123.2,0.76,0.138,1.33,3.32,3.36,0.198,0.129,27,22.9,0.22,4.42,3.51,3.99,NA,8.7
140068,2,"0 - 5",0,5,473.109876981455,34.59,0,34.59,2.04,7.006,2.138,2.689,0.713,74.052,1.573,7.933,3.76,99.86,0.13,0.475,0.709,1.513,2.142,0.309,0.1435,12.9445,16.013,0.3965,3.84,3.34,3.4,16.96,72.82
140068,2,"5 - 10",5,10,551.485862046266,17.32,0,17.32,1.19,3.533,1.862,1.652,0.661,61.465,1.766,3.544,1.096,75.58,0.1,0.28725,0.7635,1.7145,2.542,0.47525,0.13975,15.5215,17.6205,0.319,3.91,3.49,3.62,14.55,60.3
140068,2,"10 - 30",10,30,2152.90054889367,10.38,0,10.38,0.8,3.453,1.719,1.524,0.679,55.417,1.622,0.777,0.172,65.36,0.11,0.363,0.929,2.13,2.61,0.619,0.122,17,16.4,0.312,3.97,3.74,3.76,12.98,28.6
140068,2,"30 - 60",30,60,3051.29224995591,3.05,0,3.05,0.35,20.818,1.882,4.236,0.783,39.494,1.978,NA,0.064,69.26,0.4,0.378,1.24,2.89,2.99,0.622,0.124,18.9,18.5,0.279,4.38,3.84,4.02,8.71,8.07
140068,2,"60 - 90",60,90,3349.34383004479,1.37,0,1.37,0.2,62.595,2.435,17.656,0.992,20.37,1.196,0.72,0.279,106.24,0.79,0.79,2.75,5.84,5.93,0.482,0.117,28,33.71,0.17,4.87,3.87,4.32,6.85,1.73
140089,2,"0 - 5",0,5,719.22,18.38,0,18.38,0.6,2.495,0.501,0.457,0.331,18.324,0.018,5.833,3.588,31.55,0.12,0.0989,0.235,0.1765,0.181,0.015335,0.0718,2.2855,3.352,0.09275,4.07,3.4,3.47,30.63,185.84
140089,2,"5 - 10",5,10,718.53,14.62,0,14.62,0.46,1.637,0.348,0.303,0.296,15.655,0.008,3.286,2.514,24.05,0.11,0.1055,0.1945,0.175,0.1575,0.02005,0.0587,2.3235,3.314,0.0579,4.21,3.54,3.62,31.78,138.58
140089,2,"10 - 30",10,30,2968.72,5.7,0,5.7,0.23,0.579,0.307,0.17,0.174,11.786,0.014,0.168,1.074,14.27,0.09,0.129,0.212,0.211,0.216,0.0145,0.0403,3.2,2.84,0.0425,4.48,4.04,4.06,24.78,44.19
140089,2,"30 - 60",30,60,4818.6,1.73,0,1.73,0.05,0.379,0.307,0.14,0.244,6.938,0.013,NA,0.301,8.32,0.13,0.0715,0.264,0.311,0.319,0.0199,0.0513,3.29,2.37,0.0314,4.57,4.23,4.22,34.6,24.2
140089,2,"60 - 90",60,90,4887.144,0.42,0,0.42,0.05,0.419,0.235,0.186,0.261,4.848,0.054,NA,0.021,6.02,0.18,0.06465,0.279,0.525,0.4045,0.0658,0.07685,3.21,3.215,0.01985,4.59,4.18,4.14,8.4,6.5
140102,2,"0 - 5",0,5,724.98,17.75,0,17.75,0.64,2.295,0.512,0.46,0.609,12.097,0.015,9.222,1.44,26.65,0.15,0.05585,0.1097,0.10675,0.0474000003814697,0.007775,0.05695,1.027,0.538,0.1745,3.87,3.19,3.27,27.73,317.82
140102,2,"5 - 10",5,10,783.78,12.69,0,12.69,0.49,1.457,0.358,0.288,0.557,10.229,0.008,5.51,0.795,19.2,0.14,0.0421,0.1237,0.0961,0.0547500003814698,0.00716,0.15345,1.0105,0.417,0.1115,3.91,3.38,3.4,25.9,301.43
140102,2,"10 - 30",10,30,3188.864,5.84,0,5.84,0.28,1.098,0.256,0.246,0.609,8.806,0.005,2.341,0.559,13.92,0.16,0.0745,0.0618,0.113,0.0575,0.0102,0.0376,1.35,4.75,0.105,3.96,3.59,3.6,20.86,78.39
140102,2,"30 - 60",30,60,4798.992,1.03,0,1.03,0.05,0.319,0.153,0.059,0.47,3.647,0.001,NA,1.762,6.41,0.16,0.0166666666666667,0.0558,0.167,0.0465,0.00971,0.0734,1.12,1.01,0.036,4.57,4.29,4.22,20.6,61.8
140102,2,"60 - 90",60,90,NA,0.65,0,0.65,0.05,0.319,0.153,0.056,0.4,2.58,0.006,NA,0.193,3.71,0.25,0.0166666666666667,0.0778,0.203,0.0504,0.0113,0.0735,1.1,0.486,0.0299,4.78,4.53,4.4,13,39
140175,2,"0 - 5",0,5,267.012411054112,49.65,0,49.65,2.6,14.331,1.913,9.317,0.505,80.857,1.382,10.078,18.737,137.12,0.19,0.661,0.997,6.8575,4.5025,0.337,0.162,22.195,28.707,0.3585,4.03,3.24,3.39,19.1,75.11
140175,2,"5 - 10",5,10,296.050195104647,17.68,0,17.68,1.17,9.661,1.524,5.064,0.435,79.078,3.597,2.82,13.15,115.33,0.14,0.6265,1.0285,7.6655,5.7125,0.5105,0.1595,23.93,30.47,0.2305,4.17,3.44,3.71,15.11,28.22
140175,2,"10 - 30",10,30,1135.803141602,9.97,0,9.97,0.81,3.194,1.688,2.771,0.47,65.068,5.032,1.162,7.026,86.41,0.09,0.688,1.19,10.9,7.61,0.792,0.139,29.6,30.2,0.148,4.31,3.63,3.85,12.31,14.49
140175,2,"30 - 60",30,60,1151.9689793005,3.17,0,3.17,0.32,22.874,2.558,6.689,0.435,17.212,1.428,NA,10.185,61.38,0.53,1.08,3.59,13.6,9.45,0.48,0.213,33.4,48.7,0.0498,5.07,4.19,4.58,9.91,2.94
140175,2,"60 - 90",60,90,NA,2.88,0,2.88,0.32,17.745,1.801,6.489,0.383,22.816,1.426,NA,3.309,53.97,0.49,1.01,2.04,8.09,4.43,0.273,0.134,24.5,26.9,0.0481,4.89,4.06,4.33,9,2.85
