"MoMoK_Nr","Name","Bundesland","Datum","Nr_PK","Nr","Baumartengruppe","TYP","Hoehe/Laenge [dm]","Durchmesser [cm]","Zersetzungsgrad"
33300,"Buchenhorst","MV",NA,"1",5,1,4,1,"13",5
33300,"Buchenhorst","MV",NA,"1",6,1,5,99,"15.4",1
33300,"Buchenhorst","MV",NA,"1",7,1,4,2,"12",5
33300,"Buchenhorst","MV",NA,"1",8,1,4,1,"21",5
33300,"Buchenhorst","MV",NA,"1",9,1,1,79,"13",2
33300,"Buchenhorst","MV",NA,"1",10,1,1,26,"15.5",2
33300,"Buchenhorst","MV",NA,"1",11,1,1,44,"10",3
33300,"Buchenhorst","MV",NA,"1",12,1,1,68,"10",2
33300,"Buchenhorst","MV",NA,"1",13,1,4,1,"17",4
33300,"Buchenhorst","MV",NA,"1",14,1,5,88,"11.1",2
33300,"Buchenhorst","MV",NA,"1",15,1,4,1,"22",5
33300,"Buchenhorst","MV",NA,"1",16,1,1,49,"10.5",3
33300,"Buchenhorst","MV",NA,"1",17,1,4,1,"11",4
33300,"Buchenhorst","MV",NA,"1",18,1,1,55,"10",2
33300,"Buchenhorst","MV",NA,"1",19,1,1,33,"10.5",3
33300,"Buchenhorst","MV",NA,"2",1,1,2,136,"12.9",1
33300,"Buchenhorst","MV",NA,"2",2,1,2,75,"10.9",2
33300,"Buchenhorst","MV",NA,"2",3,1,1,25,"11.5",2
33300,"Buchenhorst","MV",NA,"2",4,1,4,2,"11.5",5
33300,"Buchenhorst","MV",NA,"2",5,1,4,2,"15",5
33300,"Buchenhorst","MV",NA,"2",6,1,5,45,"11",2
33300,"Buchenhorst","MV",NA,"2",7,1,1,82,"14",2
33300,"Buchenhorst","MV",NA,"2",8,1,4,2,"14",4
33300,"Buchenhorst","MV",NA,"2",9,1,1,56,"11",2
33300,"Buchenhorst","MV",NA,"2",10,1,1,33,"12.5",3
33300,"Buchenhorst","MV",NA,"2",11,1,4,5,"13",4
33300,"Buchenhorst","MV",NA,"2",12,1,1,63,"18.2",2
33300,"Buchenhorst","MV",NA,"2",13,1,1,44,"11.5",2
33300,"Buchenhorst","MV",NA,"2",14,1,1,15,"22",4
33300,"Buchenhorst","MV",NA,"2",15,1,1,127,"19",3
33300,"Buchenhorst","MV",NA,"2",16,1,2,146,"12.8",1
33300,"Buchenhorst","MV",NA,"2",17,1,2,124,"11.2",2
33300,"Buchenhorst","MV",NA,"2",18,1,1,72,"16",4
33300,"Buchenhorst","MV",NA,"2",19,1,4,4,"16",5
33300,"Buchenhorst","MV",NA,"2",20,1,1,51,"10",4
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"MB",1,1,1,48,"26",5
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"MB",2,1,1,80,"10",3
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"MB",3,1,4,2,"11",4
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"MB",4,1,1,95,"9",4
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"MB",5,1,1,24,"11",4
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"MB",6,1,1,17,"16",5
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"MB",7,1,1,14,"25",5
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"MB",8,1,1,34,"20",4
36041,"Sommerbachskopf 2","TH",2023-08-22,"MB",1,2,2,61,"12",1
36041,"Sommerbachskopf 2","TH",2023-08-22,"MB",2,2,3,16,"18",5
36041,"Sommerbachskopf 2","TH",2023-08-22,"MB",3,2,2,63,"13",1
36041,"Sommerbachskopf 2","TH",2023-08-22,"MB",4,2,3,34,"13",3
36041,"Sommerbachskopf 2","TH",2023-08-22,"MB",5,2,4,8,"11",5
36041,"Sommerbachskopf 2","TH",2023-08-22,"MB",6,2,1,32,"8",5
36041,"Sommerbachskopf 2","TH",2023-08-22,"MB",7,2,4,3,"12",5
36041,"Sommerbachskopf 2","TH",2023-08-22,"MB",8,2,1,22,"8",4
36041,"Sommerbachskopf 2","TH",2023-08-22,"MB",9,2,4,4,"37",5
36041,"Sommerbachskopf 2","TH",2023-08-22,"MB",10,2,4,4,"38",5
36041,"Sommerbachskopf 2","TH",2023-08-22,"MB",11,2,4,4,"29",5
36041,"Sommerbachskopf 2","TH",2023-08-22,"MB",12,2,4,2,"28",5
36041,"Sommerbachskopf 2","TH",2023-08-22,"MB",13,2,4,6,"30",5
36041,"Sommerbachskopf 2","TH",2023-08-22,"MB",14,2,4,3,"36",5
36010,"Siegmundsburg","TH",2023-08-23,"MB",1,2,4,3,"30",4
36010,"Siegmundsburg","TH",2023-08-23,"MB",2,2,4,3,"22",5
36010,"Siegmundsburg","TH",2023-08-23,"MB",3,1,1,105,"12",3
36010,"Siegmundsburg","TH",2023-08-23,"MB",4,2,4,3,"30",4
36010,"Siegmundsburg","TH",2023-08-23,"MB",5,2,4,3,"30",4
36010,"Siegmundsburg","TH",2023-08-23,"MB",6,2,4,2,"18",5
36010,"Siegmundsburg","TH",2023-08-23,"MB",7,2,4,2,"20",5
36010,"Siegmundsburg","TH",2023-08-23,"MB",8,2,4,3,"40",4
36010,"Siegmundsburg","TH",2023-08-23,"MB",9,2,4,3,"25",4
36010,"Siegmundsburg","TH",2023-08-23,"MB",10,2,4,2,"34",4
36010,"Siegmundsburg","TH",2023-08-23,"MB",11,2,4,3,"33",5
36010,"Siegmundsburg","TH",2023-08-23,"MB",12,2,4,3,"35",4
36010,"Siegmundsburg","TH",2023-08-23,"MB",13,2,4,3,"30",4
36010,"Siegmundsburg","TH",2023-08-23,"MB",14,2,4,2,"30",4
36010,"Siegmundsburg","TH",2023-08-23,"MB",15,2,4,3,"25",4
36010,"Siegmundsburg","TH",2023-08-23,"MB",16,2,4,3,"26",4
23110,"Brambosteler Moor","NS",2023-09-12,"MB",1,2,2,173,"18",2
23110,"Brambosteler Moor","NS",2023-09-12,"MB",2,2,2,148,"21",2
23110,"Brambosteler Moor","NS",2023-09-12,"MB",3,2,1,70,"16",4
23110,"Brambosteler Moor","NS",2023-09-12,"MB",4,2,1,23,"12",5
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",1,2,1,50,"26",3
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",2,2,1,70,"15",3
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",3,2,1,30,"11",3
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",4,2,1,15,"12",3
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",5,2,1,48,"16",4
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",6,2,4,3,"29",4
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",7,2,1,28,"12",4
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",8,2,1,28,"15",4
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",9,2,1,36,"17",4
36020,"Hermsdorf","TH",2024-04-23,"MB",1,2,2,77,"13",3
36020,"Hermsdorf","TH",2024-04-23,"MB",2,2,2,110,"14",3
36020,"Hermsdorf","TH",2024-04-23,"MB",3,2,3,43,"21",3
36020,"Hermsdorf","TH",2024-04-23,"MB",4,2,3,49,"23",3
36020,"Hermsdorf","TH",2024-04-23,"MB",5,2,3,75,"25",3
36020,"Hermsdorf","TH",2024-04-23,"MB",6,2,3,39,"19",3
36020,"Hermsdorf","TH",2024-04-23,"MB",7,2,2,114,"14",2
36020,"Hermsdorf","TH",2024-04-23,"MB",8,2,2,118,"13",2
36020,"Hermsdorf","TH",2024-04-23,"MB",9,2,2,95,"15",3
36020,"Hermsdorf","TH",2024-04-23,"MB",10,2,2,90,"12",3
36020,"Hermsdorf","TH",2024-04-23,"MB",11,2,2,82,"11",2
36020,"Hermsdorf","TH",2024-04-23,"MB",12,2,2,93,"14",2
36020,"Hermsdorf","TH",2024-04-23,"MB",13,2,2,108,"10",3
36020,"Hermsdorf","TH",2024-04-23,"MB",14,2,2,108,"20",3
36020,"Hermsdorf","TH",2024-04-23,"MB",15,2,5,87,"12",4
36020,"Hermsdorf","TH",2024-04-23,"MB",16,2,3,150,"16",4
36020,"Hermsdorf","TH",2024-04-23,"MB",17,2,5,95,"18",2
36020,"Hermsdorf","TH",2024-04-23,"MB",18,2,5,80,"13",2
36020,"Hermsdorf","TH",2024-04-23,"MB",19,2,1,70,"10",2
36020,"Hermsdorf","TH",2024-04-23,"MB",20,2,3,20,"15",3
36020,"Hermsdorf","TH",2024-04-23,"MB",21,1,3,15,"18",5
36020,"Hermsdorf","TH",2024-04-23,"MB",22,2,5,80,"9",2
36020,"Hermsdorf","TH",2024-04-23,"MB",23,2,5,98,"14",2
36020,"Hermsdorf","TH",2024-04-23,"MB",24,2,5,97,"14",3
36020,"Hermsdorf","TH",2024-04-23,"MB",25,2,1,23,"17",4
36020,"Hermsdorf","TH",2024-04-23,"MB",26,2,4,4,"18",5
36020,"Hermsdorf","TH",2024-04-23,"MB",27,2,4,3,"15",5
36020,"Hermsdorf","TH",2024-04-23,"MB",28,2,1,62,"7",5
36020,"Hermsdorf","TH",2024-04-23,"MB",29,1,1,27,"10",5
36020,"Hermsdorf","TH",2024-04-23,"MB",30,2,1,30,"11",4
36020,"Hermsdorf","TH",2024-04-23,"MB",31,2,5,75,"13",3
36020,"Hermsdorf","TH",2024-04-23,"MB",32,2,1,23,"16",3
36020,"Hermsdorf","TH",2024-04-23,"MB",33,2,4,11,"10",5
36020,"Hermsdorf","TH",2024-04-23,"MB",34,1,3,19,"14",5
36020,"Hermsdorf","TH",2024-04-23,"MB",35,1,1,17,"14",5
36020,"Hermsdorf","TH",2024-04-23,"MB",36,1,1,7,"12",5
36020,"Hermsdorf","TH",2024-04-23,"MB",37,2,1,71,"13",4
36020,"Hermsdorf","TH",2024-04-23,"MB",38,2,1,40,"7",4
36020,"Hermsdorf","TH",2024-04-23,"MB",39,2,1,76,"9",4
36020,"Hermsdorf","TH",2024-04-23,"MB",40,2,1,58,"6",4
36020,"Hermsdorf","TH",2024-04-23,"MB",41,2,1,57,"6",4
36020,"Hermsdorf","TH",2024-04-23,"MB",42,2,5,90,"16",4
36020,"Hermsdorf","TH",2024-04-23,"MB",43,2,1,25,"6",4
36020,"Hermsdorf","TH",2024-04-23,"MB",44,1,4,13,"18",5
28100,"Wurzacher Ried","BW",2024-06-04,"MB",1,2,3,32,"10",2
28100,"Wurzacher Ried","BW",2024-06-04,"MB",2,2,2,64,"12",3
28100,"Wurzacher Ried","BW",2024-06-04,"MB",3,2,2,57,"12",2
28100,"Wurzacher Ried","BW",2024-06-04,"MB",4,2,2,53,"10",2
28100,"Wurzacher Ried","BW",2024-06-04,"MB",5,2,2,53,"11",2
28100,"Wurzacher Ried","BW",2024-06-04,"MB",6,2,2,62,"14",2
28100,"Wurzacher Ried","BW",2024-06-04,"MB",7,2,2,37,"10",2
28100,"Wurzacher Ried","BW",2024-06-04,"MB",8,2,2,50,"10",1
28100,"Wurzacher Ried","BW",2024-06-04,"MB",9,2,2,54,"10",1
28100,"Wurzacher Ried","BW",2024-06-04,"MB",10,2,2,57,"10",1
28100,"Wurzacher Ried","BW",2024-06-04,"MB",11,2,2,78,"11",1
28100,"Wurzacher Ried","BW",2024-06-04,"MB",12,2,2,56,"10",2
28100,"Wurzacher Ried","BW",2024-06-04,"MB",13,2,2,62,"14",1
28100,"Wurzacher Ried","BW",2024-06-04,"MB",14,2,2,60,"10",2
28100,"Wurzacher Ried","BW",2024-06-04,"MB",15,2,2,76,"10",1
28100,"Wurzacher Ried","BW",2024-06-04,"MB",16,2,2,76,"10",1
28100,"Wurzacher Ried","BW",2024-06-04,"MB",17,2,2,81,"13",1
28100,"Wurzacher Ried","BW",2024-06-04,"MB",18,2,1,29,"6",3
28100,"Wurzacher Ried","BW",2024-06-04,"MB",19,2,1,55,"7",2
28100,"Wurzacher Ried","BW",2024-06-04,"MB",20,2,1,64,"9",4
28130,"Bodenmoos","BW",2024-06-02,"MB",1,2,1,75,"16",3
28130,"Bodenmoos","BW",2024-06-02,"MB",2,2,1,130,"65",5
28130,"Bodenmoos","BW",2024-06-02,"MB",3,2,4,80,"30",3
28130,"Bodenmoos","BW",2024-06-02,"MB",4,2,4,12,"30",5
28130,"Bodenmoos","BW",2024-06-02,"MB",5,2,1,80,"27",5
28130,"Bodenmoos","BW",2024-06-02,"MB",6,2,3,17,"41",5
28130,"Bodenmoos","BW",2024-06-02,"MB",7,2,4,13,"41",5
28130,"Bodenmoos","BW",2024-06-02,"MB",8,2,1,124,"11",2
28130,"Bodenmoos","BW",2024-06-02,"MB",9,2,1,75,"40",5
28130,"Bodenmoos","BW",2024-06-02,"MB",10,2,1,99,"14",5
28130,"Bodenmoos","BW",2024-06-02,"MB",11,2,1,80,"12",5
28130,"Bodenmoos","BW",2024-06-02,"MB",12,2,1,120,"14",5
28130,"Bodenmoos","BW",2024-06-02,"MB",13,2,4,4,"50",5
28021,"Haubacher Moos","BW",2024-06-01,"MB",1,2,2,164,"22",2
28021,"Haubacher Moos","BW",2024-06-01,"MB",2,2,1,99,"7",3
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",1,2,1,93,"9",5
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",2,2,1,80,"11",2
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",3,2,4,40,"3",2
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",4,2,1,66,"6",2
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",5,2,1,62,"8",4
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",6,2,4,2,"43",2
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",7,2,4,2,"28",2
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",8,2,4,1,"28",3
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",9,2,1,60,"9",4
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",10,2,4,2,"26",4
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",11,2,4,2,"38",3
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",12,2,4,4,"39",3
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",13,2,4,3,"18",5
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",14,2,1,112,"11",3
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",15,2,4,2,"29",4
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",16,2,4,2,"24",3
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",17,2,4,3,"48",3
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",18,2,4,2,"36",3
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",19,2,4,2,"34",3
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",20,2,2,81,"27",2
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",21,2,4,2,"20",3
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",22,2,4,2,"41",3
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",23,2,2,77,"13",2
28120,"Bitzenbrunner Moos","BW",2024-05-30,"MB",24,2,2,82,"11",2
23070,"Otternhagener Moor","NS",2024-06-18,"MB",1,1,3,99,"15",2
23070,"Otternhagener Moor","NS",2024-06-18,"MB",2,1,3,29,"13",3
23070,"Otternhagener Moor","NS",2024-06-18,"MB",3,1,3,40,"13",2
23070,"Otternhagener Moor","NS",2024-06-18,"MB",4,1,3,27,"12",3
23070,"Otternhagener Moor","NS",2024-06-18,"MB",5,1,1,44,"9",3
23070,"Otternhagener Moor","NS",2024-06-18,"MB",6,1,1,16,"7",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",7,1,4,8,"13",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",8,1,1,19,"11",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",9,1,1,40,"8",5
23070,"Otternhagener Moor","NS",2024-06-18,"MB",10,1,1,11,"9",5
23070,"Otternhagener Moor","NS",2024-06-18,"MB",11,1,1,11,"10",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",12,1,1,12,"10",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",13,1,3,14,"10",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",14,1,1,100,"8",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",15,1,1,7,"9",5
23070,"Otternhagener Moor","NS",2024-06-18,"MB",16,1,4,9,"10",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",17,1,4,10,"10",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",18,1,4,12,"20",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",19,1,1,15,"17",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",20,1,1,16,"14",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",21,1,3,18,"12",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",22,1,4,5,"20",5
23070,"Otternhagener Moor","NS",2024-06-18,"MB",23,1,1,40,"14",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",24,1,1,8,"10",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",25,1,1,14,"11",4
23070,"Otternhagener Moor","NS",2024-06-18,"MB",26,1,1,18,"12",5
23070,"Otternhagener Moor","NS",2024-06-18,"MB",27,1,4,7,"11",5
23070,"Otternhagener Moor","NS",2024-06-18,"MB",28,1,3,72,"18",3
23081,"Rischmoor","NS",2024-06-17,"MB",1,2,2,204,"20",2
23081,"Rischmoor","NS",2024-06-17,"MB",2,2,3,87,"13",1
23081,"Rischmoor","NS",2024-06-17,"MB",3,2,1,20,"10",2
23081,"Rischmoor","NS",2024-06-17,"MB",4,2,4,2,"25",5
36030,"Spitziger Berg","TH",2024-08-19,"MB",1,2,2,85,"19",3
36030,"Spitziger Berg","TH",2024-08-19,"MB",2,2,2,119,"19",2
36030,"Spitziger Berg","TH",2024-08-19,"MB",3,2,2,157,"23",2
36030,"Spitziger Berg","TH",2024-08-19,"MB",4,2,4,2,"36",5
36030,"Spitziger Berg","TH",2024-08-19,"MB",5,2,1,65,"12",4
36030,"Spitziger Berg","TH",2024-08-19,"MB",6,2,4,2,"20",5
36030,"Spitziger Berg","TH",2024-08-19,"MB",7,2,4,2,"16",5
