"MoMoK_Nr","Spalte1","Bundeland","Datum","Nr_VJ_PK","Lage","Distanz MB [cm]","pk_maxdist [cm]","LfdNr","Baumart (Code)","Baumart","Hoehe [cm]","grklasse"
34030,"Steinbach/Steinbach","SN",2022-08-24,"E","Ost",1000,409,1,207,"GFI",85,0
34030,"Steinbach/Steinbach","SN",2022-08-24,"E","Ost",1000,409,2,207,"GFI",240,1
34030,"Steinbach/Steinbach","SN",2022-08-24,"S","Süd",1000,159,1,207,"GFI",25,0
34030,"Steinbach/Steinbach","SN",2022-08-24,"S","Süd",1000,159,2,207,"GFI",25,0
34030,"Steinbach/Steinbach","SN",2022-08-24,"S","Süd",1000,159,3,207,"GFI",50,0
34030,"Steinbach/Steinbach","SN",2022-08-24,"S","Süd",1000,159,4,207,"GFI",45,0
34030,"Steinbach/Steinbach","SN",2022-08-24,"S","Süd",1000,159,5,207,"GFI",25,0
34030,"Steinbach/Steinbach","SN",2022-08-24,"S","Süd",1000,159,6,207,"GFI",35,0
34030,"Steinbach/Steinbach","SN",2022-08-24,"S","Süd",1000,159,7,207,"GFI",20,0
34030,"Steinbach/Steinbach","SN",2022-08-24,"S","Süd",1000,159,8,207,"GFI",25,0
34030,"Steinbach/Steinbach","SN",2022-08-24,"S","Süd",1000,159,9,207,"GFI",30,0
34030,"Steinbach/Steinbach","SN",2022-08-24,"S","Süd",1000,159,10,207,"GFI",35,0
34030,"Steinbach/Steinbach","SN",2022-08-24,"W","West",1000,380,1,121,"VBE",30,0
34030,"Steinbach/Steinbach","SN",2022-08-24,"W","West",1000,380,2,121,"VBE",40,0
34030,"Steinbach/Steinbach","SN",2022-08-24,"W","West",1000,380,3,207,"GFI",280,1
34030,"Steinbach/Steinbach","SN",2022-08-24,"W","West",1000,380,4,207,"GFI",200,1
34030,"Steinbach/Steinbach","SN",2022-08-24,"W","West",1000,380,5,207,"GFI",320,1
34030,"Steinbach/Steinbach","SN",2022-08-24,"W","West",1000,380,6,207,"GFI",500,3
34030,"Steinbach/Steinbach","SN",2022-08-24,"W","West",1000,380,7,207,"GFI",280,1
34030,"Steinbach/Steinbach","SN",2022-08-24,"W","West",1000,380,8,207,"GFI",110,0
34030,"Steinbach/Steinbach","SN",2022-08-24,"W","West",1000,380,9,207,"GFI",270,1
34030,"Steinbach/Steinbach","SN",2022-08-24,"W","West",1000,380,10,207,"GFI",85,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"N","Nord",1000,330,1,207,"GFI",20,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"N","Nord",1000,330,2,207,"GFI",35,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"N","Nord",1000,330,3,207,"GFI",20,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"N","Nord",1000,330,4,207,"GFI",30,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"N","Nord",1000,330,5,207,"GFI",35,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"N","Nord",1000,330,6,207,"GFI",30,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"N","Nord",1000,330,7,207,"GFI",20,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"N","Nord",1000,330,8,207,"GFI",20,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"N","Nord",1000,330,9,207,"GFI",20,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"N","Nord",1000,330,10,207,"GFI",30,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"E","Ost",1000,215,1,121,"VBE",30,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"E","Ost",1000,215,2,121,"VBE",30,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"E","Ost",1000,215,3,121,"VBE",20,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"E","Ost",1000,215,4,121,"VBE",45,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"E","Ost",1000,215,5,121,"VBE",30,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"E","Ost",1000,215,6,121,"VBE",30,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"S","Süd",1000,217,1,207,"GFI",65,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"S","Süd",1000,217,2,207,"GFI",80,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"S","Süd",1000,217,3,121,"VBE",80,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"S","Süd",1000,217,4,121,"VBE",55,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"S","Süd",1000,217,5,121,"VBE",50,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"S","Süd",1000,217,6,121,"VBE",55,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"S","Süd",1000,217,7,201,"WTA",20,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"S","Süd",1000,217,8,201,"WTA",20,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"S","Süd",1000,217,9,121,"VBE",150,1
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"S","Süd",1000,217,10,121,"VBE",130,1
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"W","West",1000,312,1,121,"VBE",60,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"W","West",1000,312,2,121,"VBE",160,1
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"W","West",1000,312,3,207,"GFI",40,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"W","West",1000,312,4,121,"VBE",60,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"W","West",1000,312,5,207,"GFI",40,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"W","West",1000,312,6,207,"GFI",40,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"W","West",1000,312,7,207,"GFI",40,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"W","West",1000,312,8,207,"GFI",60,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"W","West",1000,312,9,207,"GFI",20,0
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"W","West",1000,312,10,121,"VBE",115,0
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"N","Nord",1000,278,1,214,"BKI",220,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"N","Nord",1000,278,2,214,"BKI",100,0
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"N","Nord",1000,278,3,214,"BKI",400,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"N","Nord",1000,278,4,214,"BKI",270,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"N","Nord",1000,278,5,214,"BKI",80,0
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"N","Nord",1000,278,6,214,"BKI",300,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"N","Nord",1000,278,7,214,"BKI",300,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"N","Nord",1000,278,8,214,"BKI",170,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"N","Nord",1000,278,9,214,"BKI",260,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"N","Nord",1000,278,10,214,"BKI",140,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"E","Ost",1000,84,1,214,"BKI",105,0
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"E","Ost",1000,84,2,214,"BKI",95,0
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"E","Ost",1000,84,3,214,"BKI",140,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"E","Ost",1000,84,4,214,"BKI",45,0
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"E","Ost",1000,84,5,214,"BKI",70,0
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"E","Ost",1000,84,6,214,"BKI",85,0
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"E","Ost",1000,84,7,214,"BKI",105,0
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"E","Ost",1000,84,8,214,"BKI",50,0
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"E","Ost",1000,84,9,214,"BKI",155,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"E","Ost",1000,84,10,214,"BKI",175,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"S","Süd",1000,280,1,214,"BKI",400,3
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"S","Süd",1000,280,2,214,"BKI",110,0
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"S","Süd",1000,280,3,214,"BKI",120,0
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"S","Süd",1000,280,4,214,"BKI",230,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"S","Süd",1000,280,5,214,"BKI",105,0
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"S","Süd",1000,280,6,214,"BKI",140,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"S","Süd",1000,280,7,214,"BKI",350,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"S","Süd",1000,280,8,214,"BKI",160,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"S","Süd",1000,280,9,214,"BKI",200,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"S","Süd",1000,280,10,214,"BKI",400,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"W","West",1000,263,1,214,"BKI",250,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"W","West",1000,263,2,214,"BKI",340,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"W","West",1000,263,3,214,"BKI",130,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"W","West",1000,263,4,214,"BKI",150,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"W","West",1000,263,5,214,"BKI",150,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"W","West",1000,263,6,214,"BKI",180,1
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"W","West",1000,263,7,214,"BKI",310,3
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"W","West",1000,263,8,214,"BKI",310,2
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"W","West",1000,263,9,214,"BKI",380,2
34020,"Friedrichsheider Hochmoor/Erlabrunn","SN",2022-09-13,"W","West",1000,263,10,214,"BKI",270,1
33040,"Drewensee/Priepert","MV",2022-09-07,"N","Nord",1000,500,1,104,"SER",145,1
33040,"Drewensee/Priepert","MV",2022-09-07,"N","Nord",1000,500,2,104,"SER",70,0
33040,"Drewensee/Priepert","MV",2022-09-07,"N","Nord",1000,500,3,104,"SER",110,0
33040,"Drewensee/Priepert","MV",2022-09-07,"N","Nord",1000,500,4,104,"SER",175,1
33040,"Drewensee/Priepert","MV",2022-09-07,"N","Nord",1000,500,5,104,"SER",205,1
33040,"Drewensee/Priepert","MV",2022-09-07,"N","Nord",1000,500,6,104,"SER",145,0
33040,"Drewensee/Priepert","MV",2022-09-07,"E","Ost",1000,411,1,207,"GFI",55,0
33040,"Drewensee/Priepert","MV",2022-09-07,"E","Ost",1000,411,2,207,"GFI",35,0
33040,"Drewensee/Priepert","MV",2022-09-07,"E","Ost",1000,411,3,207,"GFI",30,0
33040,"Drewensee/Priepert","MV",2022-09-07,"E","Ost",1000,411,4,207,"GFI",30,0
33040,"Drewensee/Priepert","MV",2022-09-07,"E","Ost",1000,411,5,207,"GFI",35,0
33040,"Drewensee/Priepert","MV",2022-09-07,"E","Ost",1000,411,6,207,"GFI",75,0
33040,"Drewensee/Priepert","MV",2022-09-07,"E","Ost",1000,411,7,207,"GFI",35,0
33040,"Drewensee/Priepert","MV",2022-09-07,"E","Ost",1000,411,8,207,"GFI",25,0
33040,"Drewensee/Priepert","MV",2022-09-07,"E","Ost",1000,411,9,104,"SER",110,0
33040,"Drewensee/Priepert","MV",2022-09-07,"E","Ost",1000,411,10,104,"SER",95,0
33040,"Drewensee/Priepert","MV",2022-09-07,"S","Süd",1000,493,1,207,"GFI",30,0
33040,"Drewensee/Priepert","MV",2022-09-07,"S","Süd",1000,493,2,207,"GFI",105,0
33040,"Drewensee/Priepert","MV",2022-09-07,"S","Süd",1000,493,3,207,"GFI",115,0
33040,"Drewensee/Priepert","MV",2022-09-07,"S","Süd",1000,493,4,207,"GFI",110,0
33040,"Drewensee/Priepert","MV",2022-09-07,"S","Süd",1000,493,5,207,"GFI",75,0
33040,"Drewensee/Priepert","MV",2022-09-07,"S","Süd",1000,493,6,207,"GFI",30,0
33040,"Drewensee/Priepert","MV",2022-09-07,"S","Süd",1000,493,7,104,"SER",60,0
33040,"Drewensee/Priepert","MV",2022-09-07,"S","Süd",1000,493,8,104,"SER",60,0
33040,"Drewensee/Priepert","MV",2022-09-07,"S","Süd",1000,493,9,104,"SER",60,0
33040,"Drewensee/Priepert","MV",2022-09-07,"S","Süd",1000,493,10,111,"RBU",65,0
33040,"Drewensee/Priepert","MV",2022-09-07,"W","West",1000,483,1,104,"SER",125,0
33040,"Drewensee/Priepert","MV",2022-09-07,"W","West",1000,483,2,104,"SER",65,0
33040,"Drewensee/Priepert","MV",2022-09-07,"W","West",1000,483,3,104,"SER",170,1
33040,"Drewensee/Priepert","MV",2022-09-07,"W","West",1000,483,4,104,"SER",70,0
33040,"Drewensee/Priepert","MV",2022-09-07,"W","West",1000,483,5,104,"SER",90,0
33040,"Drewensee/Priepert","MV",2022-09-07,"W","West",1000,483,6,104,"SER",80,0
33040,"Drewensee/Priepert","MV",2022-09-07,"W","West",1000,483,7,207,"GFI",30,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"N","Nord",1000,498,1,207,"GFI",60,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"N","Nord",1000,498,2,207,"GFI",30,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"N","Nord",1000,498,3,207,"GFI",20,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"N","Nord",1000,498,4,207,"GFI",25,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"N","Nord",1000,498,5,207,"GFI",50,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"N","Nord",1000,498,6,207,"GFI",50,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"E","Ost",1000,244,1,207,"GFI",20,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"E","Ost",1000,244,2,207,"GFI",25,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"E","Ost",1000,244,3,207,"GFI",40,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"E","Ost",1000,244,4,207,"GFI",25,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"E","Ost",1000,244,5,207,"GFI",35,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"E","Ost",1000,244,6,207,"GFI",45,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"E","Ost",1000,244,7,207,"GFI",60,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"E","Ost",1000,244,8,207,"GFI",55,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"E","Ost",1000,244,9,207,"GFI",30,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"E","Ost",1000,244,10,207,"GFI",65,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"S","Süd",1000,492,1,207,"GFI",95,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"S","Süd",1000,492,2,207,"GFI",125,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"S","Süd",1000,492,3,207,"GFI",300,2
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"S","Süd",1000,492,4,207,"GFI",75,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"S","Süd",1000,492,5,207,"GFI",170,1
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"S","Süd",1000,492,6,207,"GFI",230,1
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"S","Süd",1000,492,7,207,"GFI",180,1
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"S","Süd",1000,492,8,207,"GFI",490,3
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"W","West",1000,358,1,207,"GFI",85,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"W","West",1000,358,2,207,"GFI",310,1
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"W","West",1000,358,3,207,"GFI",380,2
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"W","West",1000,358,4,207,"GFI",20,0
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"W","West",1000,358,5,207,"GFI",80,0
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"N","Nord",1000,352,1,214,"BKI",225,3
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"N","Nord",1000,352,2,214,"BKI",180,1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"N","Nord",1000,352,3,214,"BKI",260,1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"N","Nord",1000,352,4,214,"BKI",140,1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"N","Nord",1000,352,5,214,"BKI",420,3
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"N","Nord",1000,352,6,214,"BKI",305,2
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"N","Nord",1000,352,7,214,"BKI",240,1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"N","Nord",1000,352,8,214,"BKI",230,1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"N","Nord",1000,352,9,214,"BKI",340,2
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"N","Nord",1000,352,10,207,"GFI",95,0
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"E","Ost",1000,295,1,214,"BKI",140,1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"E","Ost",1000,295,2,214,"BKI",300,3
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"E","Ost",1000,295,3,214,"BKI",140,1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"E","Ost",1000,295,4,214,"BKI",220,1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"E","Ost",1000,295,5,214,"BKI",100,0
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"E","Ost",1000,295,6,214,"BKI",155,1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"E","Ost",1000,295,7,214,"BKI",145,1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"E","Ost",1000,295,8,214,"BKI",105,0
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"E","Ost",1000,295,9,214,"BKI",305,1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"E","Ost",1000,295,10,214,"BKI",135,1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"S","Süd",1000,275,1,214,"BKI",120,0
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"S","Süd",1000,275,2,214,"BKI",440,3
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"S","Süd",1000,275,3,214,"BKI",220,2
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"S","Süd",1000,275,4,214,"BKI",95,0
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"S","Süd",1000,275,5,214,"BKI",125,0
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"S","Süd",1000,275,6,214,"BKI",115,0
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"S","Süd",1000,275,7,214,"BKI",330,3
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"S","Süd",1000,275,8,214,"BKI",310,2
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"S","Süd",1000,275,9,214,"BKI",45,0
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"S","Süd",1000,275,10,214,"BKI",90,0
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"W","West",1000,375,1,214,"BKI",310,2
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"W","West",1000,375,2,214,"BKI",135,1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"W","West",1000,375,3,214,"BKI",100,0
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"W","West",1000,375,4,214,"BKI",165,1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"W","West",1000,375,5,214,"BKI",250,1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"W","West",1000,375,6,214,"BKI",100,0
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"W","West",1000,375,7,214,"BKI",280,3
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"W","West",1000,375,8,214,"BKI",45,0
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"W","West",1000,375,9,214,"BKI",85,0
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"W","West",1000,375,10,214,"BKI",110,0
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"E","Ost",1000,462,1,108,"MBI",70,0
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"E","Ost",1000,462,2,108,"MBI",65,0
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"W","West",1000,100,1,108,"MBI",115,0
27040,"Palmbruch/Morbach","RP",2023-02-13,"N","Nord",1000,125,1,108,"MBI",125,0
27040,"Palmbruch/Morbach","RP",2023-02-13,"N","Nord",1000,125,2,108,"MBI",80,0
27040,"Palmbruch/Morbach","RP",2023-02-13,"N","Nord",1000,125,3,108,"MBI",220,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"N","Nord",1000,125,4,108,"MBI",150,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"N","Nord",1000,125,5,108,"MBI",160,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"N","Nord",1000,125,6,108,"MBI",150,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"N","Nord",1000,125,7,108,"MBI",230,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"N","Nord",1000,125,8,108,"MBI",240,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"N","Nord",1000,125,9,108,"MBI",150,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"N","Nord",1000,125,10,108,"MBI",150,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"E","Ost",1000,105,1,108,"MBI",150,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"E","Ost",1000,105,2,108,"MBI",130,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"E","Ost",1000,105,3,108,"MBI",120,0
27040,"Palmbruch/Morbach","RP",2023-02-13,"E","Ost",1000,105,4,108,"MBI",130,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"E","Ost",1000,105,5,108,"MBI",140,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"E","Ost",1000,105,6,108,"MBI",150,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"E","Ost",1000,105,7,108,"MBI",165,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"E","Ost",1000,105,8,108,"MBI",150,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"E","Ost",1000,105,9,108,"MBI",150,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"E","Ost",1000,105,10,108,"MBI",120,0
27040,"Palmbruch/Morbach","RP",2023-02-13,"S","Süd",1000,135,1,108,"MBI",230,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"S","Süd",1000,135,2,108,"MBI",150,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"S","Süd",1000,135,3,108,"MBI",150,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"S","Süd",1000,135,4,108,"MBI",150,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"S","Süd",1000,135,5,108,"MBI",110,0
27040,"Palmbruch/Morbach","RP",2023-02-13,"S","Süd",1000,135,6,108,"MBI",80,0
27040,"Palmbruch/Morbach","RP",2023-02-13,"S","Süd",1000,135,7,108,"MBI",150,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"S","Süd",1000,135,8,108,"MBI",230,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"S","Süd",1000,135,9,108,"MBI",185,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"S","Süd",1000,135,10,108,"MBI",150,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"W","West",1000,210,1,108,"MBI",250,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"W","West",1000,210,2,108,"MBI",260,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"W","West",1000,210,3,108,"MBI",200,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"W","West",1000,210,4,108,"MBI",160,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"W","West",1000,210,5,108,"MBI",135,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"W","West",1000,210,6,108,"MBI",180,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"W","West",1000,210,7,108,"MBI",190,1
27040,"Palmbruch/Morbach","RP",2023-02-13,"W","West",1000,210,8,108,"MBI",110,0
27040,"Palmbruch/Morbach","RP",2023-02-13,"W","West",1000,210,9,108,"MBI",115,0
27040,"Palmbruch/Morbach","RP",2023-02-13,"W","West",1000,210,10,108,"MBI",290,1
27011,"Landstuhler Bruch","RP",2023-02-08,"N","Nord",1000,207,1,207,"GFI",500,3
26010,"Brander Bruch/Münden","RP",2023-02-06,"N","Nord",1000,463,1,207,"GFI",215,1
26010,"Brander Bruch/Münden","RP",2023-02-06,"E","Ost",1000,376,1,121,"VBE",105,0
26010,"Brander Bruch/Münden","RP",2023-02-06,"E","Ost",1000,376,2,121,"VBE",115,0
26010,"Brander Bruch/Münden","RP",2023-02-06,"E","Ost",1000,376,3,121,"VBE",215,1
26010,"Brander Bruch/Münden","RP",2023-02-06,"E","Ost",1000,376,4,207,"GFI",50,0
26010,"Brander Bruch/Münden","RP",2023-02-06,"E","Ost",1000,376,5,121,"VBE",125,0
26010,"Brander Bruch/Münden","RP",2023-02-06,"E","Ost",1000,376,6,121,"VBE",90,0
26010,"Brander Bruch/Münden","RP",2023-02-06,"E","Ost",1000,376,7,121,"VBE",105,0
26010,"Brander Bruch/Münden","RP",2023-02-06,"E","Ost",1000,376,8,121,"VBE",85,0
26010,"Brander Bruch/Münden","RP",2023-02-06,"E","Ost",1000,376,9,121,"VBE",95,0
26010,"Brander Bruch/Münden","RP",2023-02-06,"S","Süd",1000,273,1,121,"VBE",100,0
26010,"Brander Bruch/Münden","RP",2023-02-06,"W","West",1000,313,1,207,"GFI",406,2
26020,"Ellerhorst/Münden","HE",2023-02-06,"N","Nord",1000,396,1,104,"SER",110,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"N","Nord",1000,396,2,108,"MBI",70,0
