"MoMoK_Nr","Spalte1","Bundeland","Datum","Nr_VJ_PK","Lage","Distanz MB [cm]","pk_maxdist [cm]","LfdNr","Baumart (Code)","Baumart","Hoehe [cm]","grklasse"
26020,"Ellerhorst/Münden","HE",2023-02-06,"N","Nord",1000,396,3,104,"SER",90,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"N","Nord",1000,396,4,104,"SER",80,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"N","Nord",1000,396,5,104,"SER",145,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"N","Nord",1000,396,6,104,"SER",60,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"N","Nord",1000,396,7,111,"RBU",260,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"E","Ost",1000,452,1,104,"SER",30,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"E","Ost",1000,452,2,104,"SER",45,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"E","Ost",1000,452,3,104,"SER",65,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"E","Ost",1000,452,4,104,"SER",45,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"E","Ost",1000,452,5,111,"RBU",220,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"E","Ost",1000,452,6,104,"SER",60,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"E","Ost",1000,452,7,104,"SER",40,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"E","Ost",1000,452,8,207,"GFI",35,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"E","Ost",1000,452,9,104,"SER",100,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"S","Süd",1000,197,1,121,"VBE",240,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"S","Süd",1000,197,2,121,"VBE",200,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"S","Süd",1000,197,3,121,"VBE",315,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"S","Süd",1000,197,4,121,"VBE",335,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"S","Süd",1000,197,5,121,"VBE",280,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"S","Süd",1000,197,6,111,"RBU",530,2
26020,"Ellerhorst/Münden","HE",2023-02-06,"S","Süd",1000,197,7,207,"GFI",30,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"S","Süd",1000,197,8,121,"VBE",160,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"S","Süd",1000,197,9,121,"VBE",280,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"S","Süd",1000,197,10,121,"VBE",290,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"W","West",1000,442,1,104,"SER",190,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"W","West",1000,442,2,207,"GFI",220,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"W","West",1000,442,3,104,"SER",50,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"W","West",1000,442,4,104,"SER",80,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"W","West",1000,442,5,207,"GFI",160,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"W","West",1000,442,6,104,"SER",100,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"W","West",1000,442,7,104,"SER",100,0
26020,"Ellerhorst/Münden","HE",2023-02-06,"W","West",1000,442,8,121,"VBE",180,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"W","West",1000,442,9,121,"VBE",170,1
26020,"Ellerhorst/Münden","HE",2023-02-06,"W","West",1000,442,10,104,"SER",130,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"N","Nord",1000,285,1,104,"SER",80,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"N","Nord",1000,285,2,102,"BAH",75,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"N","Nord",1000,285,3,102,"BAH",105,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"N","Nord",1000,285,4,104,"SER",60,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"N","Nord",1000,285,5,102,"BAH",75,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"N","Nord",1000,285,6,104,"SER",100,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"N","Nord",1000,285,7,102,"BAH",120,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"N","Nord",1000,285,8,102,"BAH",110,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"N","Nord",1000,285,9,102,"BAH",120,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"N","Nord",1000,285,10,102,"BAH",310,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"E","Ost",1000,296,1,121,"VBE",350,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"E","Ost",1000,296,2,102,"BAH",140,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"E","Ost",1000,296,3,102,"BAH",230,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"E","Ost",1000,296,4,207,"GFI",60,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"E","Ost",1000,296,5,207,"GFI",40,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"E","Ost",1000,296,6,207,"GFI",40,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"E","Ost",1000,296,7,121,"VBE",160,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"E","Ost",1000,296,8,121,"VBE",230,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"E","Ost",1000,296,9,207,"GFI",60,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"E","Ost",1000,296,10,207,"GFI",40,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"S","Süd",1000,239,1,104,"SER",110,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"S","Süd",1000,239,2,102,"BAH",280,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"S","Süd",1000,239,3,102,"BAH",190,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"S","Süd",1000,239,4,102,"BAH",400,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"S","Süd",1000,239,5,102,"BAH",230,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"S","Süd",1000,239,6,102,"BAH",330,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"S","Süd",1000,239,7,102,"BAH",370,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"S","Süd",1000,239,8,102,"BAH",190,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"S","Süd",1000,239,9,102,"BAH",180,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"S","Süd",1000,239,10,104,"SER",140,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"W","West",1000,352,1,104,"SER",450,3
26030,"Krämersgrund/Wetter","HE",2023-02-14,"W","West",1000,352,2,102,"BAH",450,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"W","West",1000,352,3,104,"SER",50,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"W","West",1000,352,4,102,"BAH",130,1
26030,"Krämersgrund/Wetter","HE",2023-02-14,"W","West",1000,352,5,102,"BAH",90,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"W","West",1000,352,6,102,"BAH",60,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"W","West",1000,352,7,102,"BAH",60,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"W","West",1000,352,8,102,"BAH",60,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"W","West",1000,352,9,102,"BAH",60,0
26030,"Krämersgrund/Wetter","HE",2023-02-14,"W","West",1000,352,10,102,"BAH",120,0
21030,"Schwonau","SH",2023-05-01,"N","Nord",1000,426,1,102,"BAH",260,1
21030,"Schwonau","SH",2023-05-01,"N","Nord",1000,426,2,102,"BAH",450,1
21030,"Schwonau","SH",2023-05-01,"N","Nord",1000,426,3,102,"BAH",422,1
21030,"Schwonau","SH",2023-05-01,"E","Ost",1000,493,1,102,"BAH",230,1
21030,"Schwonau","SH",2023-05-01,"E","Ost",1000,493,2,102,"BAH",430,1
21030,"Schwonau","SH",2023-05-01,"E","Ost",1000,493,3,102,"BAH",70,0
21030,"Schwonau","SH",2023-05-01,"E","Ost",1000,493,4,112,"GES",130,1
21030,"Schwonau","SH",2023-05-01,"E","Ost",1000,493,5,112,"GES",128,0
21030,"Schwonau","SH",2023-05-01,"S","Süd",1000,500,1,102,"BAH",280,1
21020,"Krummsee","SH",2023-05-04,"S","Süd",1000,499,1,104,"SER",590,3
21020,"Krummsee","SH",2023-05-04,"S","Süd",1000,499,2,104,"SER",270,1
21020,"Krummsee","SH",2023-05-04,"S","Süd",1000,499,3,104,"SER",160,1
21020,"Krummsee","SH",2023-05-04,"S","Süd",1000,499,4,108,"MBI",100,0
21020,"Krummsee","SH",2023-05-04,"S","Süd",1000,499,5,104,"SER",80,0
21020,"Krummsee","SH",2023-05-04,"W","West",1000,485,1,104,"SER",170,1
21020,"Krummsee","SH",2023-05-04,"W","West",1000,485,2,108,"MBI",80,0
21020,"Krummsee","SH",2023-05-04,"W","West",1000,485,3,108,"MBI",450,2
21020,"Krummsee","SH",2023-05-04,"W","West",1000,485,4,108,"MBI",500,2
21020,"Krummsee","SH",2023-05-04,"W","West",1000,485,5,108,"MBI",200,1
21020,"Krummsee","SH",2023-05-04,"W","West",1000,485,6,104,"SER",180,1
21020,"Krummsee","SH",2023-05-04,"W","West",1000,485,7,104,"SER",80,0
21020,"Krummsee","SH",2023-05-04,"W","West",1000,485,8,104,"SER",120,0
21020,"Krummsee","SH",2023-05-04,"N","Nord",1000,405,1,104,"SER",580,1
21020,"Krummsee","SH",2023-05-04,"N","Nord",1000,405,2,120,"SWE",120,0
21020,"Krummsee","SH",2023-05-04,"N","Nord",1000,405,3,104,"SER",220,1
21020,"Krummsee","SH",2023-05-04,"N","Nord",1000,405,4,104,"SER",270,1
21020,"Krummsee","SH",2023-05-04,"N","Nord",1000,405,5,120,"SWE",450,1
21020,"Krummsee","SH",2023-05-04,"E","Ost",1000,463,1,104,"SER",180,1
21020,"Krummsee","SH",2023-05-04,"E","Ost",1000,463,2,104,"SER",170,1
21020,"Krummsee","SH",2023-05-04,"E","Ost",1000,463,3,104,"SER",120,0
21020,"Krummsee","SH",2023-05-04,"E","Ost",1000,463,4,104,"SER",90,0
21020,"Krummsee","SH",2023-05-04,"E","Ost",1000,463,5,NA,"SHA",20,0
21020,"Krummsee","SH",2023-05-04,"E","Ost",1000,463,6,104,"SER",70,0
21020,"Krummsee","SH",2023-05-04,"E","Ost",1000,463,7,102,"BAH",110,0
21020,"Krummsee","SH",2023-05-04,"E","Ost",1000,463,8,104,"SER",620,3
23061,"Wildenkiel 2","NS",2023-06-06,"N","Nord",1000,462,1,207,"GFI",20,0
23061,"Wildenkiel 2","NS",2023-06-06,"N","Nord",1000,462,2,207,"GFI",48,0
23061,"Wildenkiel 2","NS",2023-06-06,"N","Nord",1000,462,3,207,"GFI",188,1
23061,"Wildenkiel 2","NS",2023-06-06,"N","Nord",1000,462,4,207,"GFI",245,1
23061,"Wildenkiel 2","NS",2023-06-06,"N","Nord",1000,462,5,207,"GFI",172,1
23061,"Wildenkiel 2","NS",2023-06-06,"N","Nord",1000,462,6,207,"GFI",40,0
23061,"Wildenkiel 2","NS",2023-06-06,"N","Nord",1000,462,7,207,"GFI",198,1
23061,"Wildenkiel 2","NS",2023-06-06,"N","Nord",1000,462,8,108,"MBI",71,0
23061,"Wildenkiel 2","NS",2023-06-06,"E","Ost",1000,498,1,207,"GFI",27,0
23061,"Wildenkiel 2","NS",2023-06-06,"E","Ost",1000,498,2,207,"GFI",23,0
23061,"Wildenkiel 2","NS",2023-06-06,"E","Ost",1000,498,3,207,"GFI",101,0
23061,"Wildenkiel 2","NS",2023-06-06,"E","Ost",1000,498,4,207,"GFI",138,1
23061,"Wildenkiel 2","NS",2023-06-06,"E","Ost",1000,498,5,207,"GFI",24,0
23061,"Wildenkiel 2","NS",2023-06-06,"E","Ost",1000,498,6,207,"GFI",145,1
23061,"Wildenkiel 2","NS",2023-06-06,"E","Ost",1000,498,7,108,"MBI",83,0
23061,"Wildenkiel 2","NS",2023-06-06,"S","Süd",1000,369,1,207,"GFI",128,0
23061,"Wildenkiel 2","NS",2023-06-06,"S","Süd",1000,369,2,207,"GFI",105,0
23061,"Wildenkiel 2","NS",2023-06-06,"S","Süd",1000,369,3,207,"GFI",167,1
23061,"Wildenkiel 2","NS",2023-06-06,"S","Süd",1000,369,4,207,"GFI",221,1
23061,"Wildenkiel 2","NS",2023-06-06,"S","Süd",1000,369,5,207,"GFI",73,0
23061,"Wildenkiel 2","NS",2023-06-06,"S","Süd",1000,369,6,207,"GFI",134,1
23061,"Wildenkiel 2","NS",2023-06-06,"S","Süd",1000,369,7,207,"GFI",252,1
23061,"Wildenkiel 2","NS",2023-06-06,"W","West",1000,373,1,207,"GFI",110,0
23061,"Wildenkiel 2","NS",2023-06-06,"W","West",1000,373,2,207,"GFI",176,1
23061,"Wildenkiel 2","NS",2023-06-06,"W","West",1000,373,3,207,"GFI",154,1
23061,"Wildenkiel 2","NS",2023-06-06,"W","West",1000,373,4,108,"MBI",138,1
23061,"Wildenkiel 2","NS",2023-06-06,"W","West",1000,373,5,207,"GFI",114,0
23061,"Wildenkiel 2","NS",2023-06-06,"W","West",1000,373,6,121,"VBE",150,1
23061,"Wildenkiel 2","NS",2023-06-06,"W","West",1000,373,7,207,"GFI",191,1
23061,"Wildenkiel 2","NS",2023-06-06,"W","West",1000,373,8,207,"GFI",242,1
23061,"Wildenkiel 2","NS",2023-06-06,"W","West",1000,373,9,207,"GFI",91,0
23061,"Wildenkiel 2","NS",2023-06-06,"W","West",1000,373,10,108,"MBI",73,0
23060,"Wildenkiel 1","NS",2023-06-06,"N","Nord",1000,486,1,207,"GFI",20,0
23060,"Wildenkiel 1","NS",2023-06-06,"N","Nord",1000,486,2,207,"GFI",20,0
23060,"Wildenkiel 1","NS",2023-06-06,"N","Nord",1000,486,3,207,"GFI",20,0
23060,"Wildenkiel 1","NS",2023-06-06,"N","Nord",1000,486,4,207,"GFI",35,0
23060,"Wildenkiel 1","NS",2023-06-06,"E","Ost",1000,500,1,121,"VBE",21,0
23060,"Wildenkiel 1","NS",2023-06-06,"E","Ost",1000,500,2,121,"VBE",25,0
23060,"Wildenkiel 1","NS",2023-06-06,"E","Ost",1000,500,3,121,"VBE",39,0
23060,"Wildenkiel 1","NS",2023-06-06,"E","Ost",1000,500,4,121,"VBE",31,0
23060,"Wildenkiel 1","NS",2023-06-06,"E","Ost",1000,500,5,207,"GFI",37,0
23060,"Wildenkiel 1","NS",2023-06-06,"E","Ost",1000,500,6,207,"GFI",26,0
23060,"Wildenkiel 1","NS",2023-06-06,"E","Ost",1000,500,7,207,"GFI",105,0
23060,"Wildenkiel 1","NS",2023-06-06,"E","Ost",1000,500,8,207,"GFI",34,0
23060,"Wildenkiel 1","NS",2023-06-06,"E","Ost",1000,500,9,207,"GFI",45,0
23060,"Wildenkiel 1","NS",2023-06-06,"E","Ost",1000,500,10,207,"GFI",56,0
23060,"Wildenkiel 1","NS",2023-06-06,"S","Süd",1000,476,1,207,"GFI",42,0
23060,"Wildenkiel 1","NS",2023-06-06,"S","Süd",1000,476,2,207,"GFI",26,0
23060,"Wildenkiel 1","NS",2023-06-06,"S","Süd",1000,476,3,121,"VBE",55,0
23060,"Wildenkiel 1","NS",2023-06-06,"W","West",1000,480,1,121,"VBE",20,0
23060,"Wildenkiel 1","NS",2023-06-06,"W","West",1000,480,2,121,"VBE",26,0
23060,"Wildenkiel 1","NS",2023-06-06,"W","West",1000,480,3,121,"VBE",23,0
23150,"Wildenloh","NS",2023-06-29,"N","Nord",1000,463,1,207,"GFI",280,1
23150,"Wildenloh","NS",2023-06-29,"N","Nord",1000,463,2,108,"MBI",330,1
23150,"Wildenloh","NS",2023-06-29,"N","Nord",1000,463,3,108,"MBI",350,1
23150,"Wildenloh","NS",2023-06-29,"N","Nord",1000,463,4,121,"VBE",180,1
23150,"Wildenloh","NS",2023-06-29,"N","Nord",1000,463,5,108,"MBI",310,1
23150,"Wildenloh","NS",2023-06-29,"N","Nord",1000,463,6,108,"MBI",330,1
23150,"Wildenloh","NS",2023-06-29,"N","Nord",1000,463,7,108,"MBI",300,1
23150,"Wildenloh","NS",2023-06-29,"N","Nord",1000,463,8,207,"GFI",325,3
23150,"Wildenloh","NS",2023-06-29,"N","Nord",1000,463,9,108,"MBI",450,1
23150,"Wildenloh","NS",2023-06-29,"N","Nord",1000,463,10,108,"MBI",240,1
23150,"Wildenloh","NS",2023-06-29,"E","Ost",1000,487,1,108,"MBI",450,2
23150,"Wildenloh","NS",2023-06-29,"E","Ost",1000,487,2,108,"MBI",660,2
23150,"Wildenloh","NS",2023-06-29,"E","Ost",1000,487,3,207,"GFI",220,1
23150,"Wildenloh","NS",2023-06-29,"E","Ost",1000,487,4,108,"MBI",360,1
23150,"Wildenloh","NS",2023-06-29,"E","Ost",1000,487,5,108,"MBI",160,1
23150,"Wildenloh","NS",2023-06-29,"E","Ost",1000,487,6,207,"GFI",490,3
23150,"Wildenloh","NS",2023-06-29,"S","Süd",1000,461,1,108,"MBI",360,3
23150,"Wildenloh","NS",2023-06-29,"S","Süd",1000,461,2,207,"GFI",220,1
23150,"Wildenloh","NS",2023-06-29,"S","Süd",1000,461,3,207,"GFI",210,1
23150,"Wildenloh","NS",2023-06-29,"W","West",1000,496,1,207,"GFI",270,1
23150,"Wildenloh","NS",2023-06-29,"W","West",1000,496,2,207,"GFI",160,1
23150,"Wildenloh","NS",2023-06-29,"W","West",1000,496,3,108,"MBI",280,1
23150,"Wildenloh","NS",2023-06-29,"W","West",1000,496,4,235,"STR",510,2
23150,"Wildenloh","NS",2023-06-29,"W","West",1000,496,5,207,"GFI",130,1
23150,"Wildenloh","NS",2023-06-29,"W","West",1000,496,6,108,"MBI",60,0
23150,"Wildenloh","NS",2023-06-29,"W","West",1000,496,7,235,"STR",200,1
23150,"Wildenloh","NS",2023-06-29,"W","West",1000,496,8,108,"MBI",320,1
23150,"Wildenloh","NS",2023-06-29,"W","West",1000,496,9,108,"MBI",270,1
23150,"Wildenloh","NS",2023-06-29,"W","West",1000,496,10,207,"GFI",110,0
23170,"Holzurburg","NS",2023-06-28,"N","Nord",1000,499,1,207,"GKI",180,1
23170,"Holzurburg","NS",2023-06-28,"N","Nord",1000,499,2,108,"MBI",390,1
23170,"Holzurburg","NS",2023-06-28,"N","Nord",1000,499,3,108,"MBI",430,1
23170,"Holzurburg","NS",2023-06-28,"N","Nord",1000,499,4,108,"MBI",510,2
23170,"Holzurburg","NS",2023-06-28,"N","Nord",1000,499,5,108,"MBI",390,1
23170,"Holzurburg","NS",2023-06-28,"N","Nord",1000,499,6,108,"MBI",520,1
23170,"Holzurburg","NS",2023-06-28,"N","Nord",1000,499,7,108,"MBI",520,2
23170,"Holzurburg","NS",2023-06-28,"N","Nord",1000,499,8,108,"MBI",260,1
23170,"Holzurburg","NS",2023-06-28,"E","Ost",1000,452,1,108,"MBI",530,1
23170,"Holzurburg","NS",2023-06-28,"E","Ost",1000,452,2,207,"GKI",140,1
23170,"Holzurburg","NS",2023-06-28,"S","Süd",1000,378,1,207,"GKI",60,0
23170,"Holzurburg","NS",2023-06-28,"S","Süd",1000,378,2,207,"GKI",130,1
23170,"Holzurburg","NS",2023-06-28,"S","Süd",1000,378,3,207,"GKI",260,1
23170,"Holzurburg","NS",2023-06-28,"S","Süd",1000,378,4,108,"MBI",150,1
23170,"Holzurburg","NS",2023-06-28,"S","Süd",1000,378,5,108,"MBI",350,1
23170,"Holzurburg","NS",2023-06-28,"S","Süd",1000,378,6,108,"MBI",550,2
23170,"Holzurburg","NS",2023-06-28,"S","Süd",1000,378,7,108,"MBI",340,1
23170,"Holzurburg","NS",2023-06-28,"S","Süd",1000,378,8,108,"MBI",340,1
23170,"Holzurburg","NS",2023-06-28,"S","Süd",1000,378,9,207,"GKI",90,0
23170,"Holzurburg","NS",2023-06-28,"S","Süd",1000,378,10,108,"MBI",500,1
23170,"Holzurburg","NS",2023-06-28,"W","West",1000,499,1,108,"MBI",450,3
23170,"Holzurburg","NS",2023-06-28,"W","West",1000,499,2,207,"GKI",130,1
23170,"Holzurburg","NS",2023-06-28,"W","West",1000,499,3,207,"GKI",90,0
23170,"Holzurburg","NS",2023-06-28,"W","West",1000,499,4,207,"GKI",140,1
23170,"Holzurburg","NS",2023-06-28,"W","West",1000,499,5,108,"MBI",370,1
23170,"Holzurburg","NS",2023-06-28,"W","West",1000,499,6,211,"GKI",450,1
25100,"Ebbemoor","NRW",2023-07-04,"N","Nord",1000,499,1,207,"GFI",160,1
25100,"Ebbemoor","NRW",2023-07-04,"N","Nord",1000,499,2,104,"SER",120,0
25100,"Ebbemoor","NRW",2023-07-04,"E","Ost",1000,476,1,108,"MBI",50,0
25100,"Ebbemoor","NRW",2023-07-04,"E","Ost",1000,476,2,104,"SER",90,0
25100,"Ebbemoor","NRW",2023-07-04,"E","Ost",1000,476,3,104,"SER",130,1
25100,"Ebbemoor","NRW",2023-07-04,"E","Ost",1000,476,4,104,"SER",140,1
25100,"Ebbemoor","NRW",2023-07-04,"E","Ost",1000,476,5,104,"SER",120,0
25100,"Ebbemoor","NRW",2023-07-04,"S","Süd",1000,469,1,104,"SER",450,3
25100,"Ebbemoor","NRW",2023-07-04,"S","Süd",1000,469,2,104,"SER",150,1
25100,"Ebbemoor","NRW",2023-07-04,"W","West",1000,432,1,207,"GFI",380,2
25100,"Ebbemoor","NRW",2023-07-04,"W","West",1000,432,2,104,"SER",320,2
25100,"Ebbemoor","NRW",2023-07-04,"W","West",1000,432,3,207,"GFI",180,1
25100,"Ebbemoor","NRW",2023-07-04,"W","West",1000,432,4,207,"GFI",120,0
25100,"Ebbemoor","NRW",2023-07-04,"W","West",1000,432,5,207,"GFI",140,1
25100,"Ebbemoor","NRW",2023-07-04,"W","West",1000,432,6,207,"GFI",140,1
25100,"Ebbemoor","NRW",2023-07-04,"W","West",1000,432,7,207,"GFI",160,1
25100,"Ebbemoor","NRW",2023-07-04,"W","West",1000,432,8,207,"GFI",200,1
25100,"Ebbemoor","NRW",2023-07-04,"W","West",1000,432,9,207,"GFI",170,1
25100,"Ebbemoor","NRW",2023-07-04,"W","West",1000,432,10,207,"GFI",90,0
25080,"Warstein 1","NRW",2023-07-03,"N","Nord",1000,137,1,207,"GFI",70,0
25080,"Warstein 1","NRW",2023-07-03,"N","Nord",1000,137,2,207,"GFI",90,0
25080,"Warstein 1","NRW",2023-07-03,"N","Nord",1000,137,3,207,"GFI",50,0
25080,"Warstein 1","NRW",2023-07-03,"N","Nord",1000,137,4,207,"GFI",60,0
25080,"Warstein 1","NRW",2023-07-03,"N","Nord",1000,137,5,207,"GFI",105,0
25080,"Warstein 1","NRW",2023-07-03,"N","Nord",1000,137,6,207,"GFI",80,0
25080,"Warstein 1","NRW",2023-07-03,"N","Nord",1000,137,7,207,"GFI",70,0
25080,"Warstein 1","NRW",2023-07-03,"N","Nord",1000,137,8,207,"GFI",100,0
25080,"Warstein 1","NRW",2023-07-03,"N","Nord",1000,137,9,207,"GFI",110,0
25080,"Warstein 1","NRW",2023-07-03,"N","Nord",1000,137,10,107,"SBI",500,1
25080,"Warstein 1","NRW",2023-07-03,"E","Ost",1000,200,1,207,"GFI",85,0
25080,"Warstein 1","NRW",2023-07-03,"E","Ost",1000,200,2,207,"GFI",65,0
25080,"Warstein 1","NRW",2023-07-03,"E","Ost",1000,200,3,107,"SBI",120,0
25080,"Warstein 1","NRW",2023-07-03,"E","Ost",1000,200,4,107,"SBI",100,0
25080,"Warstein 1","NRW",2023-07-03,"E","Ost",1000,200,5,207,"GFI",145,1
25080,"Warstein 1","NRW",2023-07-03,"E","Ost",1000,200,6,107,"SBI",360,1
25080,"Warstein 1","NRW",2023-07-03,"E","Ost",1000,200,7,207,"GFI",70,0
25080,"Warstein 1","NRW",2023-07-03,"E","Ost",1000,200,8,107,"SBI",280,1
25080,"Warstein 1","NRW",2023-07-03,"E","Ost",1000,200,9,207,"GFI",90,0
25080,"Warstein 1","NRW",2023-07-03,"E","Ost",1000,200,10,107,"SBI",290,1
25080,"Warstein 1","NRW",2023-07-03,"S","Süd",1000,313,1,207,"GFI",120,0
25080,"Warstein 1","NRW",2023-07-03,"S","Süd",1000,313,2,207,"GFI",160,1
25080,"Warstein 1","NRW",2023-07-03,"S","Süd",1000,313,3,207,"GFI",50,0
25080,"Warstein 1","NRW",2023-07-03,"S","Süd",1000,313,4,107,"SBI",450,1
25080,"Warstein 1","NRW",2023-07-03,"S","Süd",1000,313,5,107,"SBI",310,1
25080,"Warstein 1","NRW",2023-07-03,"S","Süd",1000,313,6,107,"SBI",200,1
25080,"Warstein 1","NRW",2023-07-03,"S","Süd",1000,313,7,107,"SBI",390,1
25080,"Warstein 1","NRW",2023-07-03,"S","Süd",1000,313,8,207,"GFI",145,1
25080,"Warstein 1","NRW",2023-07-03,"S","Süd",1000,313,9,207,"GFI",60,0
25080,"Warstein 1","NRW",2023-07-03,"S","Süd",1000,313,10,207,"GFI",220,1
25080,"Warstein 1","NRW",2023-07-03,"W","West",1000,297,1,207,"GFI",50,0
25080,"Warstein 1","NRW",2023-07-03,"W","West",1000,297,2,207,"GFI",40,0
25080,"Warstein 1","NRW",2023-07-03,"W","West",1000,297,3,207,"GFI",50,0
25080,"Warstein 1","NRW",2023-07-03,"W","West",1000,297,4,207,"GFI",170,1
25080,"Warstein 1","NRW",2023-07-03,"W","West",1000,297,5,107,"SBI",240,1
25080,"Warstein 1","NRW",2023-07-03,"W","West",1000,297,6,207,"GFI",70,0
25080,"Warstein 1","NRW",2023-07-03,"W","West",1000,297,7,207,"GFI",40,0
25080,"Warstein 1","NRW",2023-07-03,"W","West",1000,297,8,207,"GFI",45,0
25080,"Warstein 1","NRW",2023-07-03,"W","West",1000,297,9,111,"RBU",90,0
25080,"Warstein 1","NRW",2023-07-03,"W","West",1000,297,10,121,"VBE",80,0
33300,"Buchenhorst","MV",NA,"N","Nord",1000,359,1,104,"SER",160,1
33300,"Buchenhorst","MV",NA,"N","Nord",1000,359,2,NA,"FLB",85,0
33300,"Buchenhorst","MV",NA,"N","Nord",1000,359,3,134,"FLU",42,0
33300,"Buchenhorst","MV",NA,"N","Nord",1000,359,4,134,"FLU",62,0
33300,"Buchenhorst","MV",NA,"N","Nord",1000,359,5,134,"FLU",39,0
33300,"Buchenhorst","MV",NA,"E","Ost",1000,380,1,104,"SER",500,1
33300,"Buchenhorst","MV",NA,"E","Ost",1000,380,2,104,"SER",800,3
33300,"Buchenhorst","MV",NA,"E","Ost",1000,380,3,104,"SER",420,1
33300,"Buchenhorst","MV",NA,"E","Ost",1000,380,4,104,"SER",300,1
33300,"Buchenhorst","MV",NA,"E","Ost",1000,380,5,104,"SER",200,1
33300,"Buchenhorst","MV",NA,"S","Süd",1000,270,1,104,"SER",205,1
33300,"Buchenhorst","MV",NA,"S","Süd",1000,270,2,104,"SER",900,2
33300,"Buchenhorst","MV",NA,"S","Süd",1000,270,3,104,"SER",200,1
33300,"Buchenhorst","MV",NA,"S","Süd",1000,270,4,134,"FLU",24,0
33300,"Buchenhorst","MV",NA,"S","Süd",1000,270,5,134,"FLU",27,0
33300,"Buchenhorst","MV",NA,"S","Süd",1000,270,6,108,"MBI",700,2
33300,"Buchenhorst","MV",NA,"W","West",1000,330,1,134,"FLU",28,0
33300,"Buchenhorst","MV",NA,"W","West",1000,330,2,104,"SER",500,3
33300,"Buchenhorst","MV",NA,"W","West",1000,330,3,104,"SER",400,1
33300,"Buchenhorst","MV",NA,"W","West",1000,330,4,104,"SER",800,3
