"MoMoK_Nr","Name","Bundeland","Datum_Aufnahme","Nr_PK","BNr","ZW","St","Baumart (Code)","Baumart","Schi","Kraft","Alt","Alt-Meth","BHD [mm]","BHD Hoehe [cm]","Permanent-Maßband","Punktdendrometer","BHD Stufen","Hoehe [dm]","Kronenansatz [dm]","Distanz [cm]","Azimut [Gon]","Azimut [°]","Bemerkung"
36010,"Siegmundsburg","TH",2023-08-23,"MB",11,NA,0,207,"GFI",1,"2","67",1,382,130,0,0,7,NA,NA,361,"28.888888888888861",26,NA
36010,"Siegmundsburg","TH",2023-08-23,"MB",12,NA,0,207,"GFI",1,"2","67",1,293,130,0,0,5,202,72,1145,"23.333333333333311",21,NA
36010,"Siegmundsburg","TH",2023-08-23,"MB",13,NA,0,207,"GFI",1,"2","67",1,362,130,0,0,7,NA,NA,1000,"49.99999999999995",45,NA
36010,"Siegmundsburg","TH",2023-08-23,"MB",14,NA,0,207,"GFI",1,"2","67",1,448.9,130,1,0,8,NA,NA,1090,"66.6666666666666",60,NA
36010,"Siegmundsburg","TH",2023-08-23,"MB",15,NA,0,207,"GFI",1,"2","67",1,398,130,1,0,8,NA,NA,701,"69.999999999999929",63,NA
36010,"Siegmundsburg","TH",2023-08-23,"MB",16,NA,0,207,"GFI",1,"2","67",1,425,130,0,0,8,NA,NA,936,"95.555555555555458",86,NA
36010,"Siegmundsburg","TH",2023-08-23,"MB",17,NA,0,207,"GFI",1,"4","67",1,188,130,0,0,3,NA,NA,1062,"116.66666666666656",105,"Kronenbruch"
36010,"Siegmundsburg","TH",2023-08-23,"MB",18,NA,0,207,"GFI",1,"2","67",1,303,130,0,0,6,NA,NA,996,"135.55555555555543",122,NA
36010,"Siegmundsburg","TH",2023-08-23,"MB",19,NA,0,207,"GFI",1,"2","67",1,355,130,0,0,7,NA,NA,321,"98.8888888888888",89,NA
36010,"Siegmundsburg","TH",2023-08-23,"MB",20,NA,0,207,"GFI",1,"2","67",1,305,130,0,0,6,NA,NA,695,"122.2222222222221",110,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",1,NA,0,211,"GKI",1,"3","72",1,191.2,130,1,0,3,170,124,189,"327.77777777777749",295,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",2,NA,0,211,"GKI",1,"2","72",1,274,130,1,0,5,162,130,325,"384.44444444444406",346,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",3,NA,0,211,"GKI",1,"2","72",1,241,130,1,0,4,176,141,550,"358.88888888888857",323,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",4,NA,0,211,"GKI",1,"3","72",1,280,130,0,0,5,NA,NA,1168,"342.22222222222189",308,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",5,NA,0,211,"GKI",1,"3","124",1,306,130,0,0,6,NA,NA,1227,"352.22222222222189",317,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",6,NA,0,211,"GKI",1,"2","72",1,254,130,0,0,5,NA,NA,609,"15.555555555555541",14,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",7,NA,0,211,"GKI",1,"3","124",1,369,130,0,0,7,NA,NA,815,"388.88888888888852",350,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",8,NA,0,211,"GKI",1,"3","124",1,290,130,0,0,5,NA,NA,903,"374.44444444444406",337,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",9,NA,0,211,"GKI",1,"2","124",1,334,130,0,0,6,NA,NA,1080,"31.111111111111082",28,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",10,NA,0,211,"GKI",1,"2","124",1,323,130,0,0,6,NA,NA,1192,"47.777777777777729",43,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",11,NA,0,211,"GKI",1,"2","124",1,304,130,0,0,6,NA,NA,653,"81.111111111111029",73,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",12,NA,0,211,"GKI",1,"3","72",1,242,130,0,0,4,NA,NA,832,"102.22222222222213",92,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",13,NA,0,211,"GKI",1,"2","124",1,310.8,130,1,0,6,194,123,245,"163.33333333333317",147,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",14,NA,0,211,"GKI",1,"3","72",1,200,130,0,0,4,NA,NA,439,"152.22222222222209",137,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",15,NA,0,211,"GKI",1,"2","124",1,333,130,0,0,6,NA,NA,550,"151.11111111111097",136,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",16,NA,0,211,"GKI",1,"3","72",1,211,130,0,0,4,NA,NA,581,"133.3333333333332",120,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",17,NA,0,211,"GKI",1,"2","124",1,326,130,0,0,6,NA,NA,966,"194.44444444444426",175,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",18,NA,0,211,"GKI",1,"2","72",1,259,130,0,0,5,NA,NA,982,"179.99999999999983",162,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",19,NA,0,211,"GKI",1,"2","124",1,298,130,0,0,5,NA,NA,646,"221.11111111111089",199,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",20,NA,0,211,"GKI",1,"2","124",1,382.3,130,1,0,7,197,136,507,"246.66666666666643",222,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",21,NA,0,211,"GKI",1,"2","72",1,246,130,0,0,4,NA,NA,1050,"257.77777777777754",232,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",22,NA,0,211,"GKI",1,"4","72",1,254,130,0,0,5,NA,NA,1123,"249.99999999999977",225,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",23,NA,0,211,"GKI",1,"3","72",1,245,130,0,0,4,NA,NA,1253,"254.4444444444442",229,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",24,NA,0,211,"GKI",1,"2","124",1,323,130,0,0,6,NA,NA,1256,"283.33333333333309",255,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",25,NA,0,211,"GKI",1,"2","72",1,263,130,0,0,5,NA,NA,586,"279.99999999999972",252,NA
23110,"Brambosteler Moor","NS",2023-09-12,"MB",26,NA,0,211,"GKI",1,"2","72",1,270,130,0,0,5,NA,NA,908,"305.55555555555526",275,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",1,NA,0,211,"GKI",1,"2","64",1,327,130,1,0,6,208,158,485,"192.22222222222203",173,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",2,NA,0,211,"GKI",1,"3","64",1,365,130,0,0,7,190,144,823,"205.55555555555537",185,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",3,NA,0,211,"GKI",1,"2","64",1,325,130,0,0,6,NA,NA,668,"254.4444444444442",229,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",4,NA,0,211,"GKI",1,"2","64",1,356,130,0,0,7,NA,NA,996,"247.77777777777754",223,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",5,NA,0,211,"GKI",1,"3","64",1,369,130,0,0,7,NA,NA,1262,"271.11111111111086",244,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",6,NA,0,211,"GKI",1,"2","64",1,320,130,0,0,6,NA,NA,664,"288.88888888888863",260,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",7,NA,0,211,"GKI",1,"3","64",1,260,130,0,0,5,183,142,740,"321.1111111111108",289,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",8,NA,0,211,"GKI",1,"2","64",1,376,130,0,0,7,NA,NA,1047,"312.22222222222194",281,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",9,NA,0,211,"GKI",1,"2","64",1,212.4,130,1,0,4,231,183,536,"361.11111111111074",325,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",10,NA,0,211,"GKI",1,"3","64",1,281,130,0,0,5,NA,NA,904,"378.88888888888852",341,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",11,NA,0,211,"GKI",1,"3","64",1,300.8,130,1,0,6,214,150,1066,"395.5555555555552",356,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",12,NA,0,211,"GKI",1,"2","64",1,405.7,130,1,0,8,238,147,572,"56.666666666666615",51,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",13,NA,0,211,"GKI",1,"2","64",1,363,130,0,0,7,NA,NA,1140,"31.111111111111082",28,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",14,NA,0,211,"GKI",1,"2","64",1,339,130,0,0,6,NA,NA,1208,"68.888888888888829",62,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",15,NA,0,211,"GKI",1,"2","64",1,456.7,130,1,0,9,291,151,916,"113.33333333333323",102,NA
23090,"Großes Moor bei Malloh","NS",2023-09-11,"MB",16,NA,0,211,"GKI",1,"2","64",1,418,130,0,0,8,NA,NA,799,"149.99999999999986",135,NA
36020,"Hermsdorf","TH",2024-04-23,"MB",1,NA,0,211,"GKI",1,"3",NA,NA,213,130,1,0,4,108,83,292,"211.11111111111092",190,NA
36020,"Hermsdorf","TH",2024-04-23,"MB",2,NA,0,211,"GKI",1,"4",NA,NA,93,130,0,0,1,NA,NA,700,"188.88888888888872",170,"gekrümmt"
36020,"Hermsdorf","TH",2024-04-23,"MB",3,NA,0,211,"GKI",1,"3",NA,NA,143,130,0,0,2,NA,NA,1014,"221.11111111111089",199,NA
36020,"Hermsdorf","TH",2024-04-23,"MB",4,NA,0,211,"GKI",1,"3",NA,NA,135,130,0,0,2,NA,NA,1215,"274.44444444444417",247,NA
36020,"Hermsdorf","TH",2024-04-23,"MB",5,NA,0,211,"GKI",1,"4",NA,NA,142,130,0,0,2,NA,NA,1040,"288.88888888888863",260,NA
36020,"Hermsdorf","TH",2024-04-23,"MB",6,NA,0,211,"GKI",1,"3",NA,NA,205,130,0,0,4,NA,NA,1071,"298.88888888888863",269,NA
36020,"Hermsdorf","TH",2024-04-23,"MB",7,NA,0,211,"GKI",1,"3",NA,NA,190,130,0,0,3,NA,NA,896,"305.55555555555526",275,NA
36020,"Hermsdorf","TH",2024-04-23,"MB",8,NA,0,211,"GKI",1,"3",NA,NA,137,130,0,0,2,NA,NA,1153,"315.55555555555526",284,NA
36020,"Hermsdorf","TH",2024-04-23,"MB",9,NA,0,211,"GKI",1,"3",NA,NA,173.9,130,1,0,3,104,83,696,"11.1111111111111",10,NA
36020,"Hermsdorf","TH",2024-04-23,"MB",10,NA,0,211,"GKI",1,"4",NA,NA,126,130,0,0,2,100,90,956,"394.44444444444406",355,NA
36020,"Hermsdorf","TH",2024-04-23,"MB",11,NA,0,211,"GKI",1,"3",NA,NA,132,130,0,0,2,NA,NA,1145,"398.88888888888852",359,NA
36020,"Hermsdorf","TH",2024-04-23,"MB",12,NA,0,211,"GKI",1,"2",NA,NA,246.7,130,1,0,4,130,99,978,"63.333333333333272",57,NA
36020,"Hermsdorf","TH",2024-04-23,"MB",13,NA,0,211,"GKI",1,"3",NA,NA,176.3,130,1,0,3,NA,NA,914,"86.666666666666586",78,NA
36020,"Hermsdorf","TH",2024-04-23,"MB",14,NA,0,211,"GKI",1,"2",NA,NA,276.8,130,1,0,5,132,89,1198,"79.999999999999929",72,NA
36020,"Hermsdorf","TH",2024-04-23,"MB",15,NA,0,211,"GKI",1,"3",NA,NA,177,130,0,0,3,NA,NA,1250,"94.444444444444358",85,NA
36020,"Hermsdorf","TH",2024-04-23,"MB",16,NA,0,211,"GKI",1,"4",NA,NA,139,130,0,0,2,NA,NA,1037,"157.77777777777763",142,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",1,NA,0,214,"BKI",1,"3",NA,NA,154.8,130,1,0,3,69,59,65,"185.55555555555537",167,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",2,NA,0,214,"BKI",1,"3",NA,NA,105,130,0,0,2,NA,NA,214,"185.55555555555537",167,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",3,NA,0,214,"BKI",1,"4",NA,NA,142,130,0,0,2,NA,NA,445,"203.33333333333314",183,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",4,NA,0,214,"BKI",1,"2",NA,NA,122,130,0,0,2,NA,NA,515,"188.88888888888872",170,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",5,NA,0,214,"BKI",1,"4",NA,NA,100,130,0,0,2,NA,NA,706,"193.33333333333314",174,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",6,NA,0,214,"BKI",1,"4",NA,NA,91,130,0,0,1,NA,NA,871,"203.33333333333314",183,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",7,NA,0,214,"BKI",1,"4",NA,NA,96,130,0,0,1,NA,NA,1020,"203.33333333333314",183,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",8,NA,0,214,"BKI",1,"4",NA,NA,110,130,0,0,2,NA,NA,960,"211.11111111111092",190,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",9,NA,0,214,"BKI",1,"4",NA,NA,93,130,0,0,1,NA,NA,797,"251.11111111111086",226,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",10,NA,0,214,"BKI",1,"4",NA,NA,111,130,0,0,2,NA,NA,742,"233.33333333333312",210,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",11,NA,0,214,"BKI",1,"3",NA,NA,162,130,0,0,3,NA,NA,797,"223.33333333333312",201,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",12,NA,0,214,"BKI",1,"3",NA,NA,190,130,0,0,3,NA,NA,990,"241.11111111111089",217,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",13,NA,0,214,"BKI",1,"3",NA,NA,166,130,0,0,3,NA,NA,1082,"241.11111111111089",217,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",14,NA,0,214,"BKI",1,"3",NA,NA,110,130,0,0,2,NA,NA,1221,"226.66666666666646",204,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",15,NA,0,214,"BKI",1,"3",NA,NA,151,130,0,0,3,NA,NA,236,"324.44444444444412",292,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",16,NA,0,214,"BKI",1,"3",NA,NA,186.7,130,1,0,3,72,53,409,"293.33333333333303",264,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",17,NA,0,214,"BKI",1,"4",NA,NA,111,130,0,0,2,NA,NA,582,"274.44444444444417",247,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",18,NA,0,214,"BKI",1,"4",NA,NA,112,130,0,0,2,NA,NA,699,"281.11111111111086",253,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",19,NA,0,214,"BKI",1,"4",NA,NA,124,130,0,0,2,NA,NA,917,"258.88888888888863",233,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",20,NA,0,214,"BKI",1,"2",NA,NA,144,130,0,0,3,NA,NA,862,"296.6666666666664",267,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",21,NA,0,214,"BKI",1,"4",NA,NA,85,130,0,0,1,NA,NA,867,"309.99999999999972",279,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",22,NA,0,214,"BKI",1,"4",NA,NA,135,130,0,0,2,NA,NA,1139,"325.55555555555526",293,"liegend"
28100,"Wurzacher Ried","BW",2024-06-04,"MB",23,NA,0,214,"BKI",1,"4",NA,NA,120,130,0,0,2,NA,NA,1208,"318.88888888888857",287,"liegend"
28100,"Wurzacher Ried","BW",2024-06-04,"MB",24,NA,0,214,"BKI",1,"4",NA,NA,79,130,0,0,1,NA,NA,1097,"316.66666666666634",285,"liegend"
28100,"Wurzacher Ried","BW",2024-06-04,"MB",25,NA,0,214,"BKI",1,"4",NA,NA,124,130,0,0,2,NA,NA,1247,"321.1111111111108",289,"liegend"
28100,"Wurzacher Ried","BW",2024-06-04,"MB",26,NA,0,214,"BKI",1,"2",NA,NA,128,130,0,0,2,NA,NA,1095,"303.33333333333303",273,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",27,NA,0,214,"BKI",1,"3",NA,NA,113.5,130,0,0,2,64,50,311,"367.77777777777743",331,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",28,NA,0,214,"BKI",1,"4",NA,NA,119,130,0,0,2,NA,NA,604,"353.33333333333297",318,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",29,NA,0,214,"BKI",1,"4",NA,NA,105,130,0,0,2,NA,NA,695,"356.66666666666634",321,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",30,NA,0,214,"BKI",1,"4",NA,NA,103,130,0,0,2,NA,NA,653,"365.5555555555552",329,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",31,NA,0,214,"BKI",1,"2",NA,NA,91,130,1,0,1,65,59,667,"367.77777777777743",331,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",32,NA,0,214,"BKI",1,"4",NA,NA,100,130,0,0,2,NA,NA,768,"348.88888888888857",314,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",33,NA,0,214,"BKI",1,"4",NA,NA,99,130,0,0,1,NA,NA,816,"373.33333333333297",336,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",34,NA,0,214,"BKI",1,"2",NA,NA,90,130,0,0,1,NA,NA,978,"338.88888888888857",305,"schräg"
28100,"Wurzacher Ried","BW",2024-06-04,"MB",35,NA,0,214,"BKI",1,"2",NA,NA,198,130,0,0,3,NA,NA,1128,"365.5555555555552",329,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",36,NA,0,214,"BKI",1,"4",NA,NA,105,130,0,0,2,NA,NA,407,"378.88888888888852",341,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",37,NA,0,214,"BKI",1,"2",NA,NA,157,130,0,0,3,NA,NA,544,"387.77777777777743",349,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",38,NA,0,214,"BKI",1,"2",NA,NA,106.5,130,1,0,2,71,55,751,"9.9999999999999911",9,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",39,NA,0,214,"BKI",1,"2",NA,NA,122,130,0,0,2,NA,NA,835,"0",0,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",40,NA,0,214,"BKI",1,"2",NA,NA,131,130,0,0,2,NA,NA,224,"11.1111111111111",10,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",41,NA,0,214,"BKI",1,"2",NA,NA,159,130,0,0,3,NA,NA,608,"24.444444444444422",22,"schräg"
28100,"Wurzacher Ried","BW",2024-06-04,"MB",42,NA,0,214,"BKI",1,"3",NA,NA,136,130,0,0,2,NA,NA,896,"24.444444444444422",22,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",43,NA,0,214,"BKI",1,"3",NA,NA,141,130,0,0,2,NA,NA,1065,"22.2222222222222",20,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",44,NA,0,214,"BKI",1,"3",NA,NA,90,130,0,0,1,NA,NA,998,"33.3333333333333",30,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",45,NA,0,214,"BKI",1,"3",NA,NA,116,130,0,0,2,NA,NA,959,"38.88888888888885",35,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",46,NA,0,214,"BKI",1,"3",NA,NA,99,130,0,0,1,NA,NA,1058,"42.222222222222179",38,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",47,NA,0,214,"BKI",1,"4",NA,NA,83,130,0,0,1,NA,NA,923,"49.99999999999995",45,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",48,NA,0,214,"BKI",1,"4",NA,NA,89,130,0,0,1,NA,NA,815,"53.333333333333286",48,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",49,NA,0,214,"BKI",1,"4",NA,NA,90,130,0,0,1,NA,NA,811,"59.999999999999943",54,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",50,NA,0,214,"BKI",1,"2",NA,NA,134,130,0,0,2,NA,NA,1044,"62.222222222222165",56,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",51,NA,0,214,"BKI",1,"3",NA,NA,162,130,0,0,3,NA,NA,1211,"79.999999999999929",72,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",52,NA,0,214,"BKI",1,"4",NA,NA,133,130,0,0,2,NA,NA,943,"106.66666666666657",96,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",53,NA,0,214,"BKI",1,"4",NA,NA,188,130,0,0,3,NA,NA,609,"108.88888888888879",98,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",54,NA,0,214,"BKI",1,"4",NA,NA,164,130,0,0,3,NA,NA,542,"112.22222222222211",101,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",55,NA,0,214,"BKI",1,"4",NA,NA,179,130,0,0,3,NA,NA,754,"139.99999999999986",126,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",56,NA,0,214,"BKI",1,"3",NA,NA,97,130,0,0,1,NA,NA,1207,"143.3333333333332",129,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",57,NA,0,214,"BKI",1,"4",NA,NA,147,130,0,0,2,NA,NA,1176,"152.22222222222209",137,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",58,NA,0,214,"BKI",1,"3",NA,NA,120,130,0,0,2,NA,NA,1102,"155.5555555555554",140,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",59,NA,0,214,"BKI",1,"4",NA,NA,98,130,0,0,1,NA,NA,1152,"159.99999999999986",144,NA
28100,"Wurzacher Ried","BW",2024-06-04,"MB",60,NA,0,214,"BKI",1,"3",NA,NA,132,130,0,0,2,NA,NA,1158,"178.88888888888872",161,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",1,NA,0,207,"GFI",1,"3",NA,NA,229.6,130,1,0,4,163,89,242,"97.777777777777686",88,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",2,NA,0,207,"GFI",2,NA,NA,NA,84,130,0,0,1,59,36,414,"122.2222222222221",110,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",3,NA,0,207,"GFI",2,NA,NA,NA,109.6,130,1,0,2,76,35,635,"105.55555555555546",95,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",4,NA,0,207,"GFI",1,"2",NA,NA,254,130,0,0,5,NA,NA,696,"77.7777777777777",70,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",5,NA,0,207,"GFI",1,"3",NA,NA,137,130,0,0,2,NA,NA,864,"67.777777777777715",61,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",6,NA,0,207,"GFI",2,NA,NA,NA,97,130,0,0,1,80,58,1203,"83.333333333333258",75,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",7,NA,0,207,"GFI",2,NA,NA,NA,122,130,0,0,2,90,46,1204,"97.777777777777686",88,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",8,NA,0,207,"GFI",1,"3",NA,NA,196.5,130,1,0,3,151,84,331,"182.22222222222206",164,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",9,NA,0,207,"GFI",1,"1",NA,NA,580,130,0,0,11,259,71,1144,"134.44444444444431",121,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",10,NA,0,207,"GFI",2,NA,NA,NA,91,130,0,0,1,61,19,897,"173.33333333333317",156,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",11,NA,0,207,"GFI",1,"1",NA,NA,351,130,0,0,7,219,60,1164,"163.33333333333317",147,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",12,NA,0,207,"GFI",1,"2",NA,NA,222,130,0,0,4,NA,NA,1101,"183.33333333333317",165,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",13,NA,0,207,"GFI",1,"4",NA,NA,178,130,0,0,3,NA,NA,865,"198.88888888888869",179,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",14,NA,0,207,"GFI",1,"1",NA,NA,542.2,130,1,0,10,323,117,407,"249.99999999999977",225,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",15,NA,0,207,"GFI",1,"3",NA,NA,235,130,0,0,4,NA,NA,615,"214.44444444444423",193,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",16,NA,0,207,"GFI",1,"3",NA,NA,156,140,0,0,3,NA,NA,725,"238.88888888888866",215,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",17,NA,0,207,"GFI",1,"1",NA,NA,337,130,0,0,6,215,37,1104,"217.77777777777757",196,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",18,NA,0,207,"GFI",2,NA,NA,NA,119,130,0,0,2,NA,NA,861,"271.11111111111086",244,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",19,NA,0,207,"GFI",2,NA,NA,NA,130,130,0,0,2,NA,NA,1105,"313.33333333333303",282,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",20,NA,0,207,"GFI",2,NA,NA,NA,97,130,0,0,1,NA,NA,1053,"337.77777777777743",304,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",21,NA,0,207,"GFI",2,NA,NA,NA,87,130,0,0,1,NA,NA,1051,"344.44444444444412",310,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",22,NA,0,207,"GFI",2,NA,NA,NA,96,130,0,0,1,NA,NA,1077,"347.77777777777743",313,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",23,NA,0,207,"GFI",2,NA,NA,NA,90,130,0,0,1,NA,NA,975,"347.77777777777743",313,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",24,NA,0,207,"GFI",2,NA,NA,NA,91,130,0,0,1,NA,NA,816,"347.77777777777743",313,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",25,NA,0,207,"GFI",1,"2",NA,NA,278.3,130,1,0,5,197,57,325,"361.11111111111074",325,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",26,NA,0,207,"GFI",2,NA,NA,NA,115,130,0,0,2,NA,NA,1019,"366.66666666666634",330,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",27,NA,0,207,"GFI",2,NA,NA,NA,103,130,0,0,2,NA,NA,1165,"384.44444444444406",346,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",28,NA,0,207,"GFI",2,NA,NA,NA,120,130,0,0,2,NA,NA,1104,"384.44444444444406",346,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",29,NA,0,207,"GFI",2,NA,NA,NA,88,130,0,0,1,NA,NA,952,"5.55555555555555",5,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",30,NA,0,207,"GFI",2,NA,NA,NA,109,130,0,0,2,NA,NA,1149,"16.66666666666665",15,NA
28130,"Bodenmoos","BW",2024-06-02,"MB",31,NA,0,207,"GFI",1,"2",NA,NA,161,130,0,0,3,NA,NA,1018,"31.111111111111082",28,NA
28021,"Haubacher Moos","BW",2024-06-01,"MB",1,NA,0,207,"GFI",1,"2",NA,NA,157.3,130,1,0,3,154,81,211,"66.6666666666666",60,NA
28021,"Haubacher Moos","BW",2024-06-01,"MB",2,NA,0,207,"GFI",2,NA,NA,NA,105,130,0,0,2,111,92,507,"64.444444444444386",58,NA
28021,"Haubacher Moos","BW",2024-06-01,"MB",3,NA,0,207,"GFI",1,"3",NA,NA,195,130,0,0,3,NA,NA,582,"38.88888888888885",35,NA
28021,"Haubacher Moos","BW",2024-06-01,"MB",4,NA,0,207,"GFI",1,"2",NA,NA,340,130,0,0,6,NA,NA,941,"43.333333333333293",39,NA
