"bund_nr","lfd_nr","typ","baumgruppe","durchmesser","laenge","zersetzung","anzahl"
26020,14,4,1,"22",2,5,-9
26020,15,4,1,"11",55,3,-9
26020,16,4,1,"11",105,3,-9
26020,17,1,1,"24",140,1,-9
26020,18,1,1,"14",100,2,-9
26020,19,4,1,"23",3,5,-9
26020,20,4,1,"25",3,5,-9
26020,21,4,1,"22",2,5,-9
26020,22,4,1,"27",4,5,-9
26020,23,4,1,"35",4,4,-9
26020,24,4,1,"11",4,4,-9
26020,25,1,1,"8",75,2,-9
26020,26,4,1,"11",5,4,-9
26020,27,4,1,"12",3,4,-9
26020,28,1,1,"9",57,2,-9
26020,29,1,1,"10",11,3,-9
26020,30,4,1,"37",2,5,-9
26020,31,4,1,"36",2,5,-9
26020,32,1,1,"10",12,4,-9
26020,33,4,1,"25",2,5,-9
26020,34,1,1,"9",26,3,-9
26020,35,4,1,"30",2,5,-9
26020,36,4,1,"17",2,5,-9
26020,37,4,1,"16",2,5,-9
26020,38,4,1,"7",42,3,-9
26030,1,3,1,"14",105,3,-9
26030,2,3,1,"13",110,3,-9
26030,3,4,1,"20",2,5,-9
26030,4,4,1,"31",3,5,-9
26030,5,4,1,"20",1,5,-9
26030,6,4,1,"11",6,4,-9
26030,7,1,1,"10",63,4,-9
26030,8,4,1,"10",3,5,-9
26030,9,1,1,"9",31,4,-9
26030,10,4,1,"15",2,5,-9
26030,11,4,1,"14",2,5,-9
26030,12,4,1,"26",2,5,-9
26030,13,4,1,"38",2,5,-9
26030,14,4,1,"27",2,5,-9
26030,15,4,1,"31",2,5,-9
26030,16,4,1,"25",2,5,-9
26030,17,4,1,"13",2,5,-9
26030,18,4,1,"32",2,5,-9
26030,19,4,1,"16",2,5,-9
26030,20,4,1,"20",2,5,-9
26030,21,4,1,"20",2,5,-9
26030,22,1,1,"10",14,4,-9
26030,23,4,1,"17",4,4,-9
26030,24,4,1,"14",3,5,-9
26030,25,4,1,"20",2,4,-9
21030,1,1,1,"13",97,2,-9
21030,2,1,1,"10",22,5,-9
21030,3,1,1,"15",55,5,-9
21030,4,4,1,"17",5,5,-9
21030,5,1,1,"12",58,3,-9
21030,6,2,1,"25",169,1,-9
21020,1,2,1,"31",153,1,-9
21020,2,3,1,"21",67,2,-9
21020,3,2,1,"22",141,2,-9
21020,4,3,1,"23",85,2,-9
21020,5,4,1,"14",13,4,-9
21020,6,1,1,"16",36,4,-9
21020,7,1,1,"13",27,5,-9
21020,8,1,1,"14",21,4,-9
21020,9,1,1,"10",16,5,-9
21020,10,3,1,"17",18,5,-9
21020,11,1,1,"15",18,5,-9
21020,12,1,1,"10",42,3,-9
21020,13,1,1,"16",105,3,-9
21020,14,1,1,"16",46,2,-9
21020,15,1,1,"19",24,3,-9
21020,16,1,1,"18",16,3,-9
21020,17,1,1,"14",121,3,-9
21020,18,1,1,"13",43,4,-9
21020,19,1,1,"15",55,5,-9
21020,20,1,1,"14",50,5,-9
21020,21,1,1,"9",52,3,-9
21020,22,4,1,"28",6,5,-9
21020,23,1,1,"17",20,5,-9
21020,24,1,1,"16",33,5,-9
21020,25,1,1,"19",30,4,-9
21020,26,1,1,"14",60,4,-9
21020,27,1,1,"16",22,5,-9
21020,28,1,1,"13",20,5,-9
21020,29,4,1,"20",12,5,-9
21020,30,1,1,"12",24,5,-9
21020,31,4,1,"20",4,5,-9
21020,32,1,1,"13",22,5,-9
21020,33,4,1,"8",13,5,-9
23061,1,4,1,"12",3,5,-9
23061,2,4,1,"31",3,5,-9
23061,3,1,1,"7",88,3,-9
23061,4,4,1,"18",2,5,-9
23061,5,4,1,"27",4,5,-9
23061,6,4,1,"17",2,5,-9
23061,7,1,1,"9",71,3,-9
23061,8,4,1,"16",3,4,-9
23061,9,4,1,"13",2,4,-9
23061,10,1,1,"9",92,4,-9
23061,11,4,1,"28",2,4,-9
23061,12,4,1,"18",3,5,-9
23061,13,4,1,"18",3,3,-9
23061,14,1,1,"10",60,4,-9
23061,15,4,1,"31",2,5,-9
23061,16,4,1,"40",2,5,-9
23061,17,4,1,"18",4,4,-9
23061,18,1,1,"11",13,4,-9
23061,19,1,1,"11",25,5,-9
23061,20,4,1,"15",2,5,-9
23061,21,4,1,"23",2,4,-9
23061,22,1,1,"9",83,4,-9
23061,23,1,1,"13",75,4,-9
23061,24,3,1,"10",46,4,-9
23061,25,4,1,"39",2,5,-9
23061,26,4,1,"13",2,5,-9
23061,27,1,1,"8",57,4,-9
23061,28,1,1,"11",82,4,-9
23061,29,4,1,"18",2,4,-9
23061,30,1,1,"8",66,4,-9
23061,31,1,1,"10",56,4,-9
23061,32,4,1,"23",2,5,-9
23061,33,1,1,"9",4,5,-9
23061,34,1,1,"14",55,4,-9
23061,35,1,1,"11",47,4,-9
23061,36,4,1,"17",2,5,-9
23061,37,4,1,"20",2,5,-9
23060,1,2,2,"17",141,2,-9
23060,2,2,2,"12",89,2,-9
23060,3,4,2,"21",2,5,-9
23060,4,1,2,"7",113,3,-9
23060,5,4,2,"55",3,5,-9
23060,6,4,2,"14",2,5,-9
23060,7,1,2,"7",81,3,-9
23060,8,4,2,"27",2,5,-9
23060,9,4,2,"22",2,5,-9
23060,10,4,2,"22",2,4,-9
23060,11,4,2,"21",2,5,-9
23060,12,4,2,"26",2,5,-9
23060,13,4,2,"27",6,5,-9
23060,14,1,2,"19",84,2,-9
23060,15,1,2,"19",45,4,-9
23060,16,1,2,"18",20,5,-9
23060,17,4,2,"32",2,5,-9
23060,18,4,2,"40",2,5,-9
23150,1,2,2,"20",110,2,-9
23150,2,2,2,"15",95,2,-9
23150,3,4,1,"19",10,5,-9
23150,4,2,2,"27",106,2,-9
23150,5,2,2,"17",84,2,-9
23150,6,1,1,"11",22,5,-9
23150,7,3,1,"11",39,4,-9
23150,8,1,2,"15",34,5,-9
23150,9,1,2,"11",88,4,-9
23150,10,1,2,"8",41,2,-9
23150,11,1,2,"15",122,3,-9
23150,12,1,2,"9",52,2,-9
23170,1,1,2,"13",73,3,-9
23170,2,1,2,"27",35,2,-9
23170,3,4,2,"3",22,4,-9
23170,4,1,2,"17",83,5,-9
23170,5,1,2,"11",60,3,-9
23170,6,1,2,"18",60,4,-9
23170,7,1,2,"10",74,3,-9
23170,8,1,2,"11",118,4,-9
23170,9,4,2,"3",24,5,-9
23170,10,1,2,"12",101,4,-9
23170,11,1,2,"12",150,3,-9
23170,12,1,2,"23",110,4,-9
23170,13,1,2,"8",53,4,-9
23170,14,1,2,"24",38,4,-9
23170,15,1,2,"17",115,4,-9
23170,16,1,2,"9",35,4,-9
23170,17,1,2,"23",13,4,-9
23170,18,4,2,"17",2,5,-9
23170,19,1,2,"17",115,3,-9
23170,20,1,2,"9",62,3,-9
23170,21,4,2,"31",3,4,-9
23170,22,1,2,"11",56,4,-9
25100,1,4,1,"21",3,5,-9
25100,2,4,1,"17",4,5,-9
33300,1,4,1,"24.5",1,5,-9
33300,2,1,1,"13.5",23,3,-9
33300,3,5,1,"12.3",127,2,-9
33300,4,4,1,"12.5",1,5,-9
33300,5,4,1,"13",1,5,-9
33300,6,5,1,"15.4",99,1,-9
33300,7,4,1,"12",2,5,-9
33300,8,4,1,"21",1,5,-9
33300,9,1,1,"13",79,2,-9
33300,10,1,1,"15.5",26,2,-9
33300,11,1,1,"10",44,3,-9
33300,12,1,1,"10",68,2,-9
33300,13,4,1,"17",1,4,-9
33300,14,5,1,"11.1",88,2,-9
33300,15,4,1,"22",1,5,-9
33300,16,1,1,"10.5",49,3,-9
33300,17,4,1,"11",1,4,-9
33300,18,1,1,"10",55,2,-9
33300,19,1,1,"10.5",33,3,-9
33300,1,2,1,"12.9",136,1,-9
33300,2,2,1,"10.9",75,2,-9
33300,3,1,1,"11.5",25,2,-9
33300,4,4,1,"11.5",2,5,-9
33300,5,4,1,"15",2,5,-9
33300,6,5,1,"11",45,2,-9
33300,7,1,1,"14",82,2,-9
33300,8,4,1,"14",2,4,-9
33300,9,1,1,"11",56,2,-9
33300,10,1,1,"12.5",33,3,-9
33300,11,4,1,"13",5,4,-9
33300,12,1,1,"18.2",63,2,-9
33300,13,1,1,"11.5",44,2,-9
33300,14,1,1,"22",15,4,-9
33300,15,1,1,"19",127,3,-9
33300,16,2,1,"12.8",146,1,-9
33300,17,2,1,"11.2",124,2,-9
33300,18,1,1,"16",72,4,-9
33300,19,4,1,"16",4,5,-9
33300,20,1,1,"10",51,4,-9
28040,1,1,1,"26",48,5,-9
28040,2,1,1,"10",80,3,-9
28040,3,4,1,"11",2,4,-9
28040,4,1,1,"9",95,4,-9
28040,5,1,1,"11",24,4,-9
28040,6,1,1,"16",17,5,-9
28040,7,1,1,"25",14,5,-9
28040,8,1,1,"20",34,4,-9
36041,1,2,2,"12",61,1,-9
36041,2,3,2,"18",16,5,-9
36041,3,2,2,"13",63,1,-9
36041,4,3,2,"13",34,3,-9
36041,5,4,2,"11",8,5,-9
36041,6,1,2,"8",32,5,-9
36041,7,4,2,"12",3,5,-9
36041,8,1,2,"8",22,4,-9
36041,9,4,2,"37",4,5,-9
36041,10,4,2,"38",4,5,-9
36041,11,4,2,"29",4,5,-9
36041,12,4,2,"28",2,5,-9
36041,13,4,2,"30",6,5,-9
36041,14,4,2,"36",3,5,-9
36010,1,4,2,"30",3,4,-9
36010,2,4,2,"22",3,5,-9
36010,3,1,1,"12",105,3,-9
36010,4,4,2,"30",3,4,-9
36010,5,4,2,"30",3,4,-9
36010,6,4,2,"18",2,5,-9
36010,7,4,2,"20",2,5,-9
36010,8,4,2,"40",3,4,-9
36010,9,4,2,"25",3,4,-9
36010,10,4,2,"34",2,4,-9
36010,11,4,2,"33",3,5,-9
36010,12,4,2,"35",3,4,-9
36010,13,4,2,"30",3,4,-9
36010,14,4,2,"30",2,4,-9
36010,15,4,2,"25",3,4,-9
36010,16,4,2,"26",3,4,-9
23110,1,2,2,"18",173,2,-9
23110,2,2,2,"21",148,2,-9
23110,3,1,2,"16",70,4,-9
23110,4,1,2,"12",23,5,-9
23090,1,1,2,"26",50,3,-9
23090,2,1,2,"15",70,3,-9
23090,3,1,2,"11",30,3,-9
23090,4,1,2,"12",15,3,-9
23090,5,1,2,"16",48,4,-9
23090,6,4,2,"29",3,4,-9
23090,7,1,2,"12",28,4,-9
23090,8,1,2,"15",28,4,-9
23090,9,1,2,"17",36,4,-9
36020,1,2,2,"13",77,3,-9
36020,2,2,2,"14",110,3,-9
36020,3,3,2,"21",43,3,-9
36020,4,3,2,"23",49,3,-9
36020,5,3,2,"25",75,3,-9
36020,6,3,2,"19",39,3,-9
36020,7,2,2,"14",114,2,-9
36020,8,2,2,"13",118,2,-9
36020,9,2,2,"15",95,3,-9
36020,10,2,2,"12",90,3,-9
36020,11,2,2,"11",82,2,-9
36020,12,2,2,"14",93,2,-9
36020,13,2,2,"10",108,3,-9
36020,14,2,2,"20",108,3,-9
36020,15,5,2,"12",87,4,-9
36020,16,3,2,"16",150,4,-9
36020,17,5,2,"18",95,2,-9
36020,18,5,2,"13",80,2,-9
36020,19,1,2,"10",70,2,-9
36020,20,3,2,"15",20,3,-9
36020,21,3,1,"18",15,5,-9
36020,22,5,2,"9",80,2,-9
36020,23,5,2,"14",98,2,-9
36020,24,5,2,"14",97,3,-9
36020,25,1,2,"17",23,4,-9
36020,26,4,2,"18",4,5,-9
36020,27,4,2,"15",3,5,-9
36020,28,1,2,"7",62,5,-9
36020,29,1,1,"10",27,5,-9
36020,30,1,2,"11",30,4,-9
36020,31,5,2,"13",75,3,-9
36020,32,1,2,"16",23,3,-9
36020,33,4,2,"10",11,5,-9
36020,34,3,1,"14",19,5,-9
36020,35,1,1,"14",17,5,-9
36020,36,1,1,"12",7,5,-9
36020,37,1,2,"13",71,4,-9
36020,38,1,2,"7",40,4,-9
36020,39,1,2,"9",76,4,-9
36020,40,1,2,"6",58,4,-9
36020,41,1,2,"6",57,4,-9
36020,42,5,2,"16",90,4,-9
36020,43,1,2,"6",25,4,-9
36020,44,4,1,"18",13,5,-9
28100,1,3,2,"10",32,2,-9
28100,2,2,2,"12",64,3,-9
28100,3,2,2,"12",57,2,-9
28100,4,2,2,"10",53,2,-9
28100,5,2,2,"11",53,2,-9
28100,6,2,2,"14",62,2,-9
28100,7,2,2,"10",37,2,-9
28100,8,2,2,"10",50,1,-9
28100,9,2,2,"10",54,1,-9
28100,10,2,2,"10",57,1,-9
28100,11,2,2,"11",78,1,-9
28100,12,2,2,"10",56,2,-9
28100,13,2,2,"14",62,1,-9
28100,14,2,2,"10",60,2,-9
28100,15,2,2,"10",76,1,-9
28100,16,2,2,"10",76,1,-9
28100,17,2,2,"13",81,1,-9
28100,18,1,2,"6",29,3,-9
28100,19,1,2,"7",55,2,-9
28100,20,1,2,"9",64,4,-9
28130,1,1,2,"16",75,3,-9
28130,2,1,2,"65",130,5,-9
28130,3,4,2,"30",80,3,-9
28130,4,4,2,"30",12,5,-9
28130,5,1,2,"27",80,5,-9
28130,6,3,2,"41",17,5,-9
28130,7,4,2,"41",13,5,-9
28130,8,1,2,"11",124,2,-9
28130,9,1,2,"40",75,5,-9
28130,10,1,2,"14",99,5,-9
28130,11,1,2,"12",80,5,-9
28130,12,1,2,"14",120,5,-9
28130,13,4,2,"50",4,5,-9
28021,1,2,2,"22",164,2,-9
28021,2,1,2,"7",99,3,-9
28120,1,1,2,"9",93,5,-9
28120,2,1,2,"11",80,2,-9
28120,3,4,2,"3",40,2,-9
28120,4,1,2,"6",66,2,-9
28120,5,1,2,"8",62,4,-9
28120,6,4,2,"43",2,2,-9
28120,7,4,2,"28",2,2,-9
28120,8,4,2,"28",1,3,-9
28120,9,1,2,"9",60,4,-9
28120,10,4,2,"26",2,4,-9
28120,11,4,2,"38",2,3,-9
28120,12,4,2,"39",4,3,-9
28120,13,4,2,"18",3,5,-9
28120,14,1,2,"11",112,3,-9
28120,15,4,2,"29",2,4,-9
28120,16,4,2,"24",2,3,-9
28120,17,4,2,"48",3,3,-9
28120,18,4,2,"36",2,3,-9
28120,19,4,2,"34",2,3,-9
28120,20,2,2,"27",81,2,-9
28120,21,4,2,"20",2,3,-9
28120,22,4,2,"41",2,3,-9
28120,23,2,2,"13",77,2,-9
28120,24,2,2,"11",82,2,-9
23070,1,3,1,"15",99,2,-9
23070,2,3,1,"13",29,3,-9
23070,3,3,1,"13",40,2,-9
23070,4,3,1,"12",27,3,-9
23070,5,1,1,"9",44,3,-9
23070,6,1,1,"7",16,4,-9
23070,7,4,1,"13",8,4,-9
23070,8,1,1,"11",19,4,-9
23070,9,1,1,"8",40,5,-9
23070,10,1,1,"9",11,5,-9
23070,11,1,1,"10",11,4,-9
23070,12,1,1,"10",12,4,-9
23070,13,3,1,"10",14,4,-9
23070,14,1,1,"8",100,4,-9
23070,15,1,1,"9",7,5,-9
23070,16,4,1,"10",9,4,-9
23070,17,4,1,"10",10,4,-9
23070,18,4,1,"20",12,4,-9
23070,19,1,1,"17",15,4,-9
23070,20,1,1,"14",16,4,-9
23070,21,3,1,"12",18,4,-9
23070,22,4,1,"20",5,5,-9
23070,23,1,1,"14",40,4,-9
23070,24,1,1,"10",8,4,-9
23070,25,1,1,"11",14,4,-9
23070,26,1,1,"12",18,5,-9
23070,27,4,1,"11",7,5,-9
23070,28,3,1,"18",72,3,-9
23081,1,2,2,"20",204,2,-9
23081,2,3,2,"13",87,1,-9
23081,3,1,2,"10",20,2,-9
23081,4,4,2,"25",2,5,-9
36030,1,2,2,"19",85,3,-9
36030,2,2,2,"19",119,2,-9
36030,3,2,2,"23",157,2,-9
36030,4,4,2,"36",2,5,-9
36030,5,1,2,"12",65,4,-9
36030,6,4,2,"20",2,5,-9
36030,7,4,2,"16",2,5,-9
