"bund_nr","ld","ld_bze","ld_wze","bwi_tnr","bwi_eck","eu_wze","srid_ist","istre","istho","raster_8x8","raster_16x16","raster","hoehenn"
90015,-9,-9,-9,NA,NA,-9,31468,4316694,5537033,TRUE,FALSE,"-9",-9
90016,-9,-9,-9,NA,NA,-9,31468,4317015,5545030,TRUE,FALSE,"-9",-9
90017,-9,-9,-9,NA,NA,-9,31468,4317336,5553026,TRUE,FALSE,"-9",-9
90018,-9,-9,-9,NA,NA,557,31468,4323173,5536861,TRUE,TRUE,"-9",-9
90019,-9,-9,-9,NA,NA,531,31468,4325410,5552806,TRUE,TRUE,"-9",-9
90020,-9,-9,-9,NA,NA,-9,31468,4325654,5560701,TRUE,FALSE,"-9",-9
90021,-9,-9,-9,NA,NA,505,31468,4326053,5568805,TRUE,TRUE,"-9",-9
90022,-9,-9,-9,NA,NA,-9,31468,4328368,5528556,TRUE,FALSE,"-9",-9
90023,-9,-9,-9,NA,NA,-9,31468,4333008,5544388,TRUE,FALSE,"-9",-9
90024,-9,-9,-9,NA,NA,-9,31468,4333650,5560380,TRUE,FALSE,"-9",-9
90025,-9,-9,-9,NA,NA,-9,31468,4337970,5568215,TRUE,FALSE,"-9",-9
90026,-9,-9,-9,NA,NA,-9,31468,4330288,5272198,TRUE,FALSE,"-9",-9
90027,-9,-9,-9,NA,NA,-9,31468,4341646,5560058,TRUE,FALSE,"-9",-9
90028,-9,-9,-9,NA,NA,506,31468,4322926,5568754,TRUE,TRUE,"-9",-9
90029,-9,-9,-9,NA,NA,-9,31468,4343720,5511924,TRUE,FALSE,"-9",-9
90030,-9,-9,-9,NA,NA,-9,31468,4347398,5503768,TRUE,FALSE,"-9",-9
90031,-9,-9,-9,NA,NA,-9,31468,4348678,5535750,TRUE,FALSE,"-9",-9
90032,-9,-9,-9,NA,NA,-9,31468,4349963,5567732,TRUE,FALSE,"-9",-9
90033,-9,-9,-9,NA,NA,-9,31468,4356994,5543425,TRUE,FALSE,"-9",-9
90034,-9,-9,-9,NA,NA,507,31468,4358029,5567514,TRUE,TRUE,"-9",-9
90041,-9,-9,-9,NA,NA,-9,31468,4363511,5302941,TRUE,FALSE,"-9",-9
90035,-9,-9,-9,NA,NA,483,31468,4358675,5583512,TRUE,TRUE,"-9",-9
90036,-9,-9,-9,NA,NA,-9,31468,4363708,5511125,TRUE,FALSE,"-9",-9
90037,-9,-9,-9,NA,NA,-9,31468,4366598,5583077,TRUE,FALSE,"-9",-9
90038,-9,-9,-9,NA,NA,-9,31468,4358583,5279111,TRUE,FALSE,"-9",-9
90039,-9,-9,-9,NA,NA,-9,31468,4362890,5286951,TRUE,FALSE,"-9",-9
90040,-9,-9,-9,NA,NA,958,31468,4363276,5295015,TRUE,TRUE,"-9",-9
90042,-9,-9,-9,NA,NA,936,31468,4363903,5311007,TRUE,TRUE,"-9",-9
90043,-9,-9,-9,NA,NA,866,31468,4365155,5342992,TRUE,TRUE,"-9",-9
90044,-9,-9,-9,NA,NA,-9,31468,4365380,5350911,TRUE,FALSE,"-9",-9
90045,-9,-9,-9,NA,NA,640,31468,4370825,5486911,TRUE,TRUE,"-9",-9
90046,-9,-9,-9,NA,NA,560,31468,4372743,5534900,TRUE,TRUE,"-9",-9
90047,-9,-9,-9,NA,NA,534,31468,4373381,5550897,TRUE,TRUE,"-9",-9
90048,-9,-9,-9,NA,NA,484,31468,4374674,5582862,TRUE,TRUE,"-9",-9
90049,-9,-9,-9,NA,NA,464,31468,4375310,5598860,TRUE,TRUE,"-9",-9
90050,-9,-9,-9,NA,NA,-9,31468,4377623,5558611,TRUE,FALSE,"-9",-9
90051,-9,-9,-9,NA,NA,-9,31468,4369340,5246668,TRUE,FALSE,"-9",-9
90052,-9,-9,-9,NA,NA,-9,31468,4370885,5286641,TRUE,FALSE,"-9",-9
90053,-9,-9,-9,NA,NA,-9,31468,4372127,5318620,TRUE,FALSE,"-9",-9
90054,-9,-9,-9,NA,NA,-9,31468,4373375,5350599,TRUE,FALSE,"-9",-9
90055,-9,-9,-9,NA,NA,-9,31468,4374001,5366588,TRUE,FALSE,"-9",-9
90056,-9,-9,-9,NA,NA,-9,31468,4379697,5510486,TRUE,FALSE,"-9",-9
90057,-9,-9,-9,NA,NA,-9,31468,4381299,5550456,TRUE,FALSE,"-9",-9
90058,-9,-9,-9,NA,NA,-9,31468,4382264,5574438,TRUE,FALSE,"-9",-9
90059,-9,-9,-9,NA,NA,-9,31468,4382419,5478350,TRUE,FALSE,"-9",-9
90060,-9,-9,-9,NA,NA,-9,31468,4377643,5254354,TRUE,FALSE,"-9",-9
90083,-9,-9,-9,NA,NA,-9,31468,4396000,5350000,TRUE,FALSE,"-9",-9
90061,-9,-9,-9,NA,NA,967,31468,4378028,5262430,TRUE,TRUE,"-9",-9
90062,-9,-9,-9,NA,NA,-9,31468,4378261,5270343,TRUE,FALSE,"-9",-9
90063,-9,-9,-9,NA,NA,-9,31468,4378880,5286332,TRUE,FALSE,"-9",-9
90064,-9,-9,-9,NA,NA,959,31468,4379279,5294413,TRUE,TRUE,"-9",-9
90065,-9,-9,-9,NA,NA,914,31468,4380506,5326397,TRUE,TRUE,"-9",-9
90066,-9,-9,-9,NA,NA,890,31468,4381149,5342390,TRUE,TRUE,"-9",-9
90067,-9,-9,-9,NA,NA,843,31468,4381771,5358383,TRUE,TRUE,"-9",-9
90068,-9,-9,-9,NA,NA,-9,31468,4384513,5430227,TRUE,FALSE,"-9",-9
90069,-9,-9,-9,NA,NA,692,31468,4385543,5454317,TRUE,TRUE,"-9",-9
90070,-9,-9,-9,NA,NA,-9,31468,4385780,5462203,TRUE,FALSE,"-9",-9
90071,-9,-9,-9,NA,NA,667,31468,4386179,5470313,TRUE,TRUE,"-9",-9
90072,-9,-9,-9,NA,NA,-9,31468,4386416,5478191,TRUE,FALSE,"-9",-9
90073,-9,-9,-9,NA,NA,-9,31468,4387691,5510166,TRUE,FALSE,"-9",-9
90074,-9,-9,-9,NA,NA,-9,31468,4388171,5522157,TRUE,FALSE,"-9",-9
90075,-9,-9,-9,NA,NA,561,31468,4388729,5534267,TRUE,TRUE,"-9",-9
90076,-9,-9,-9,NA,NA,-9,31468,4389132,5546138,TRUE,FALSE,"-9",-9
90077,-9,-9,-9,NA,NA,535,31468,4389379,5550233,TRUE,TRUE,"-9",-9
90078,-9,-9,-9,NA,NA,509,31468,4390028,5566231,TRUE,TRUE,"-9",-9
90079,-9,-9,-9,NA,NA,-9,31468,4382258,5270188,TRUE,FALSE,"-9",-9
90080,-9,-9,-9,NA,NA,-9,31468,4383963,5314156,TRUE,FALSE,"-9",-9
90081,-9,-9,-9,NA,NA,-9,31468,4392000,5270000,TRUE,FALSE,"-9",-9
90082,-9,-9,-9,NA,NA,-9,31468,4396000,5278000,TRUE,FALSE,"-9",-9
90084,-9,-9,-9,NA,NA,844,31468,4396079,5358103,TRUE,TRUE,"-9",-9
90085,-9,-9,-9,NA,NA,-9,31468,4396000,5458000,TRUE,FALSE,"-9",-9
90086,-9,-9,-9,NA,NA,-9,31468,4396000,5462000,TRUE,FALSE,"-9",-9
90087,-9,-9,-9,NA,NA,668,31468,4396086,5470116,TRUE,TRUE,"-9",-9
90088,-9,-9,-9,NA,NA,641,31468,4396087,5486093,TRUE,TRUE,"-9",-9
90089,-9,-9,-9,NA,NA,-9,31468,4396000,5510000,TRUE,FALSE,"-9",-9
90090,-9,-9,-9,NA,NA,587,31468,4396078,5518111,TRUE,TRUE,"-9",-9
90091,-9,-9,-9,NA,NA,-9,31468,4396000,5526000,TRUE,FALSE,"-9",-9
90092,-9,-9,-9,NA,NA,562,31468,4396088,5534120,TRUE,TRUE,"-9",-9
90093,-9,-9,-9,NA,NA,-9,31468,4400000,5518000,TRUE,FALSE,"-9",-9
90094,-9,-9,-9,NA,NA,-9,31468,4404000,5286000,TRUE,FALSE,"-9",-9
90095,-9,-9,-9,NA,NA,-9,31468,4404000,5302000,TRUE,FALSE,"-9",-9
90096,-9,-9,-9,NA,NA,-9,31468,4404000,5342000,TRUE,FALSE,"-9",-9
90097,-9,-9,-9,NA,NA,-9,31468,4404000,5366000,TRUE,FALSE,"-9",-9
90098,-9,-9,-9,NA,NA,-9,31468,4404000,5374000,TRUE,FALSE,"-9",-9
90099,-9,-9,-9,NA,NA,-9,31468,4404000,5398000,TRUE,FALSE,"-9",-9
90100,-9,-9,-9,NA,NA,-9,31468,4404000,5414000,TRUE,FALSE,"-9",-9
90101,-9,-9,-9,NA,NA,-9,31468,4404000,5422000,TRUE,FALSE,"-9",-9
90102,-9,-9,-9,NA,NA,-9,31468,4404000,5470000,TRUE,FALSE,"-9",-9
90103,-9,-9,-9,NA,NA,-9,31468,4404000,5478000,TRUE,FALSE,"-9",-9
90104,-9,-9,-9,NA,NA,-9,31468,4404000,5486000,TRUE,FALSE,"-9",-9
90105,-9,-9,-9,NA,NA,-9,31468,4404000,5494000,TRUE,FALSE,"-9",-9
90106,-9,-9,-9,NA,NA,-9,31468,4404000,5510000,TRUE,FALSE,"-9",-9
90107,-9,-9,-9,NA,NA,-9,31468,4404000,5566000,TRUE,FALSE,"-9",-9
90108,-9,-9,-9,NA,NA,-9,31468,4408000,5294000,TRUE,FALSE,"-9",-9
90109,-9,-9,-9,NA,NA,-9,31468,4408000,5550000,TRUE,FALSE,"-9",-9
90110,-9,-9,-9,NA,NA,-9,31468,4412000,5318000,TRUE,FALSE,"-9",-9
90111,-9,-9,-9,NA,NA,892,31468,4412081,5326074,TRUE,TRUE,"-9",-9
90122,-9,-9,-9,NA,NA,-9,31468,4412000,5542000,TRUE,FALSE,"-9",-9
90112,-9,-9,-9,NA,NA,845,31468,4412079,5358080,TRUE,TRUE,"-9",-9
90113,-9,-9,-9,NA,NA,819,31468,4412081,5374083,TRUE,TRUE,"-9",-9
90114,-9,-9,-9,NA,NA,-9,31468,4412000,5382000,TRUE,FALSE,"-9",-9
90115,-9,-9,-9,NA,NA,767,31468,4412090,5406092,TRUE,TRUE,"-9",-9
90116,-9,-9,-9,NA,NA,741,31468,4412077,5422097,TRUE,TRUE,"-9",-9
90117,-9,-9,-9,NA,NA,-9,31468,4412000,5430000,TRUE,FALSE,"-9",-9
90118,-9,-9,-9,NA,NA,-9,31468,4412000,5446000,TRUE,FALSE,"-9",-9
90119,-9,-9,-9,NA,NA,615,31468,4412084,5502097,TRUE,TRUE,"-9",-9
90120,-9,-9,-9,NA,NA,-9,31468,4412000,5510000,TRUE,FALSE,"-9",-9
90121,-9,-9,-9,NA,NA,588,31468,4412084,5518104,TRUE,TRUE,"-9",-9
90123,-9,-9,-9,NA,NA,510,31468,4412075,5566098,TRUE,TRUE,"-9",-9
90124,-9,-9,-9,NA,NA,-9,31468,4416000,5558000,TRUE,FALSE,"-9",-9
90125,-9,-9,-9,NA,NA,-9,31468,4420000,5262000,TRUE,FALSE,"-9",-9
90126,-9,-9,-9,NA,NA,-9,31468,4420000,5270000,TRUE,FALSE,"-9",-9
90127,-9,-9,-9,NA,NA,-9,31468,4420000,5278000,TRUE,FALSE,"-9",-9
90128,-9,-9,-9,NA,NA,-9,31468,4420000,5302000,TRUE,FALSE,"-9",-9
90129,-9,-9,-9,NA,NA,-9,31468,4420000,5350000,TRUE,FALSE,"-9",-9
90130,-9,-9,-9,NA,NA,-9,31468,4420000,5422000,TRUE,FALSE,"-9",-9
90131,-9,-9,-9,NA,NA,-9,31468,4420000,5462000,TRUE,FALSE,"-9",-9
90132,-9,-9,-9,NA,NA,-9,31468,4420000,5478000,TRUE,FALSE,"-9",-9
90133,-9,-9,-9,NA,NA,-9,31468,4420000,5550000,TRUE,FALSE,"-9",-9
90134,-9,-9,-9,NA,NA,-9,31468,4420000,5566000,TRUE,FALSE,"-9",-9
90135,-9,-9,-9,NA,NA,-9,31468,4424000,5502000,TRUE,FALSE,"-9",-9
90136,-9,-9,-9,NA,NA,969,31468,4428083,5262064,TRUE,TRUE,"-9",-9
90137,-9,-9,-9,NA,NA,-9,31468,4428000,5270000,TRUE,FALSE,"-9",-9
90138,-9,-9,-9,NA,NA,-9,31468,4428000,5286000,TRUE,FALSE,"-9",-9
90139,-9,-9,-9,NA,NA,940,31468,4428082,5294096,TRUE,TRUE,"-9",-9
90140,-9,-9,-9,NA,NA,917,31468,4428094,5310096,TRUE,TRUE,"-9",-9
90141,-9,-9,-9,NA,NA,-9,31468,4428000,5370000,TRUE,FALSE,"-9",-9
90142,-9,-9,-9,NA,NA,-9,31468,4428000,5382000,TRUE,FALSE,"-9",-9
90156,-9,-9,-9,NA,NA,-9,31468,4436000,5278000,TRUE,FALSE,"-9",-9
90143,-9,-9,-9,NA,NA,794,31468,4428095,5390107,TRUE,TRUE,"-9",-9
90144,-9,-9,-9,NA,NA,768,31468,4428096,5406110,TRUE,TRUE,"-9",-9
90145,-9,-9,-9,NA,NA,-9,31468,4428000,5414000,TRUE,FALSE,"-9",-9
90146,-9,-9,-9,NA,NA,742,31468,4428078,5422083,TRUE,TRUE,"-9",-9
90147,-9,-9,-9,NA,NA,-9,31468,4428000,5430000,TRUE,FALSE,"-9",-9
90148,-9,-9,-9,NA,NA,-9,31468,4428000,5446000,TRUE,FALSE,"-9",-9
90149,-9,-9,-9,NA,NA,694,31468,4428088,5454092,TRUE,TRUE,"-9",-9
90150,-9,-9,-9,NA,NA,-9,31468,4428000,5462000,TRUE,FALSE,"-9",-9
90151,-9,-9,-9,NA,NA,669,31468,4428095,5470097,TRUE,TRUE,"-9",-9
90152,-9,-9,-9,NA,NA,-9,31468,4428000,5510000,TRUE,FALSE,"-9",-9
90153,-9,-9,-9,NA,NA,-9,31468,4428000,5558000,TRUE,FALSE,"-9",-9
90154,-9,-9,-9,NA,NA,-9,31468,4436000,5262000,TRUE,FALSE,"-9",-9
90155,-9,-9,-9,NA,NA,-9,31468,4436000,5270000,TRUE,FALSE,"-9",-9
90157,-9,-9,-9,NA,NA,-9,31468,4436000,5334000,TRUE,FALSE,"-9",-9
90158,-9,-9,-9,NA,NA,-9,31468,4436000,5374000,TRUE,FALSE,"-9",-9
90159,-9,-9,-9,NA,NA,-9,31468,4436000,5406000,TRUE,FALSE,"-9",-9
90160,-9,-9,-9,NA,NA,-9,31468,4436000,5414000,TRUE,FALSE,"-9",-9
90161,-9,-9,-9,NA,NA,-9,31468,4436000,5446000,TRUE,FALSE,"-9",-9
90162,-9,-9,-9,NA,NA,-9,31468,4436000,5454000,TRUE,FALSE,"-9",-9
90163,-9,-9,-9,NA,NA,-9,31468,4436000,5470000,TRUE,FALSE,"-9",-9
90164,-9,-9,-9,NA,NA,-9,31468,4436000,5486000,TRUE,FALSE,"-9",-9
90165,-9,-9,-9,NA,NA,-9,31468,4436000,5526000,TRUE,FALSE,"-9",-9
90166,-9,-9,-9,NA,NA,-9,31468,4436000,5534000,TRUE,FALSE,"-9",-9
90167,-9,-9,-9,NA,NA,-9,31468,4436000,5566000,TRUE,FALSE,"-9",-9
90168,-9,-9,-9,NA,NA,-9,31468,4440000,5494000,TRUE,FALSE,"-9",-9
90169,-9,-9,-9,NA,NA,-9,31468,4444000,5302000,TRUE,FALSE,"-9",-9
90170,-9,-9,-9,NA,NA,918,31468,4444080,5310073,TRUE,TRUE,"-9",-9
90171,-9,-9,-9,NA,NA,-9,31468,4444000,5322000,TRUE,FALSE,"-9",-9
90172,-9,-9,-9,NA,NA,-9,31468,4444000,5350000,TRUE,FALSE,"-9",-9
90173,-9,-9,-9,NA,NA,743,31468,4444097,5422085,TRUE,TRUE,"-9",-9
90174,-9,-9,-9,NA,NA,-9,31468,4444000,5430000,TRUE,FALSE,"-9",-9
90175,-9,-9,-9,NA,NA,-9,31468,4444000,5462000,TRUE,FALSE,"-9",-9
90176,-9,-9,-9,NA,NA,670,31468,4444097,5470096,TRUE,TRUE,"-9",-9
90177,-9,-9,-9,NA,NA,-9,31468,4444000,5478000,TRUE,FALSE,"-9",-9
90178,-9,-9,-9,NA,NA,644,31468,4444080,5486100,TRUE,TRUE,"-9",-9
90179,-9,-9,-9,NA,NA,-9,31468,4444000,5510000,TRUE,FALSE,"-9",-9
90180,-9,-9,-9,NA,NA,590,31468,4444089,5518110,TRUE,TRUE,"-9",-9
90181,-9,-9,-9,NA,NA,-9,31468,4444000,5542000,TRUE,FALSE,"-9",-9
90182,-9,-9,-9,NA,NA,538,31468,4444083,5550122,TRUE,TRUE,"-9",-9
90183,-9,-9,-9,NA,NA,-9,31468,4448000,5270000,TRUE,FALSE,"-9",-9
90184,-9,-9,-9,NA,NA,-9,31468,4448000,5278000,TRUE,FALSE,"-9",-9
90185,-9,-9,-9,NA,NA,-9,31468,4452000,5278000,TRUE,FALSE,"-9",-9
90186,-9,-9,-9,NA,NA,-9,31468,4452000,5302000,TRUE,FALSE,"-9",-9
90187,-9,-9,-9,NA,NA,-9,31468,4452000,5310000,TRUE,FALSE,"-9",-9
90188,-9,-9,-9,NA,NA,-9,31468,4452000,5326000,TRUE,FALSE,"-9",-9
90189,-9,-9,-9,NA,NA,-9,31468,4452000,5398000,TRUE,FALSE,"-9",-9
90190,-9,-9,-9,NA,NA,-9,31468,4452000,5406000,TRUE,FALSE,"-9",-9
90191,-9,-9,-9,NA,NA,-9,31468,4452000,5430000,TRUE,FALSE,"-9",-9
90192,-9,-9,-9,NA,NA,-9,31468,4452000,5478000,TRUE,FALSE,"-9",-9
90193,-9,-9,-9,NA,NA,-9,31468,4452000,5494000,TRUE,FALSE,"-9",-9
90194,-9,-9,-9,NA,NA,-9,31468,4452000,5506000,TRUE,FALSE,"-9",-9
90195,-9,-9,-9,NA,NA,-9,31468,4452000,5518000,TRUE,FALSE,"-9",-9
90196,-9,-9,-9,NA,NA,-9,31468,4452000,5550000,TRUE,FALSE,"-9",-9
90197,-9,-9,-9,NA,NA,-9,31468,4452000,5558000,TRUE,FALSE,"-9",-9
90198,-9,-9,-9,NA,NA,-9,31468,4452000,5574000,TRUE,FALSE,"-9",-9
90199,-9,-9,-9,NA,NA,-9,31468,4460000,5266000,TRUE,FALSE,"-9",-9
90200,-9,-9,-9,NA,NA,964,31468,4460095,5278097,TRUE,TRUE,"-9",-9
90201,-9,-9,-9,NA,NA,-9,31468,4460000,5302000,TRUE,FALSE,"-9",-9
90202,-9,-9,-9,NA,NA,895,31468,4460094,5326094,TRUE,TRUE,"-9",-9
90203,-9,-9,-9,NA,NA,-9,31468,4460000,5382000,TRUE,FALSE,"-9",-9
90204,-9,-9,-9,NA,NA,618,31468,4460091,5502118,TRUE,TRUE,"-9",-9
90205,-9,-9,-9,NA,NA,-9,31468,4460000,5510000,TRUE,FALSE,"-9",-9
90206,-9,-9,-9,NA,NA,-9,31468,4460000,5542000,TRUE,FALSE,"-9",-9
90207,-9,-9,-9,NA,NA,-9,31468,4460000,5558000,TRUE,FALSE,"-9",-9
90208,-9,-9,-9,NA,NA,513,31468,4460088,5566108,TRUE,TRUE,"-9",-9
90209,-9,-9,-9,NA,NA,-9,31468,4460000,5574000,TRUE,FALSE,"-9",-9
90210,-9,-9,-9,NA,NA,487,31468,4460090,5582114,TRUE,TRUE,"-9",-9
90211,-9,-9,-9,NA,NA,-9,31468,4464000,5286000,TRUE,FALSE,"-9",-9
90212,-9,-9,-9,NA,NA,-9,31468,4464000,5310000,TRUE,FALSE,"-9",-9
90213,-9,-9,-9,NA,NA,-9,31468,4464000,5442000,TRUE,FALSE,"-9",-9
90214,-9,-9,-9,NA,NA,-9,31468,4464000,5494000,TRUE,FALSE,"-9",-9
90215,-9,-9,-9,NA,NA,-9,31468,4464000,5582000,TRUE,FALSE,"-9",-9
90216,-9,-9,-9,NA,NA,-9,31468,4468000,5270000,TRUE,FALSE,"-9",-9
90217,-9,-9,-9,NA,NA,-9,31468,4468000,5278000,TRUE,FALSE,"-9",-9
90218,-9,-9,-9,NA,NA,-9,31468,4468000,5318000,TRUE,FALSE,"-9",-9
90219,-9,-9,-9,NA,NA,-9,31468,4468000,5326000,TRUE,FALSE,"-9",-9
90220,-9,-9,-9,NA,NA,-9,31468,4468000,5390000,TRUE,FALSE,"-9",-9
90221,-9,-9,-9,NA,NA,-9,31468,4468000,5414000,TRUE,FALSE,"-9",-9
90222,-9,-9,-9,NA,NA,-9,31468,4468000,5430000,TRUE,FALSE,"-9",-9
90223,-9,-9,-9,NA,NA,-9,31468,4468000,5466000,TRUE,FALSE,"-9",-9
90224,-9,-9,-9,NA,NA,-9,31468,4468000,5502000,TRUE,FALSE,"-9",-9
90225,-9,-9,-9,NA,NA,-9,31468,4468000,5510000,TRUE,FALSE,"-9",-9
90226,-9,-9,-9,NA,NA,-9,31468,4468000,5518000,TRUE,FALSE,"-9",-9
90227,-9,-9,-9,NA,NA,-9,31468,4468000,5542000,TRUE,FALSE,"-9",-9
90228,-9,-9,-9,NA,NA,-9,31468,4468000,5574000,TRUE,FALSE,"-9",-9
90229,-9,-9,-9,NA,NA,-9,31468,4472000,5294000,TRUE,FALSE,"-9",-9
90230,-9,-9,-9,NA,NA,-9,31468,4472000,5486000,TRUE,FALSE,"-9",-9
90231,-9,-9,-9,NA,NA,965,31468,4476104,5278070,TRUE,TRUE,"-9",-9
90232,-9,-9,-9,NA,NA,-9,31468,4476000,5286000,TRUE,FALSE,"-9",-9
90239,-9,-9,-9,NA,NA,-9,31468,4476000,5494000,TRUE,FALSE,"-9",-9
90233,-9,-9,-9,NA,NA,920,31468,4476091,5310099,TRUE,TRUE,"-9",-9
90234,-9,-9,-9,NA,NA,-9,31468,4476000,5366000,TRUE,FALSE,"-9",-9
90235,-9,-9,-9,NA,NA,-9,31468,4476000,5446000,TRUE,FALSE,"-9",-9
90236,-9,-9,-9,NA,NA,-9,31468,4476000,5462000,TRUE,FALSE,"-9",-9
90237,-9,-9,-9,NA,NA,-9,31468,4476000,5466000,TRUE,FALSE,"-9",-9
90238,-9,-9,-9,NA,NA,646,31468,4476087,5486113,TRUE,TRUE,"-9",-9
90240,-9,-9,-9,NA,NA,619,31468,4476097,5502117,TRUE,TRUE,"-9",-9
90241,-9,-9,-9,NA,NA,-9,31468,4476000,5510000,TRUE,FALSE,"-9",-9
90242,-9,-9,-9,NA,NA,592,31468,4476088,5518121,TRUE,TRUE,"-9",-9
90243,-9,-9,-9,NA,NA,566,31468,4476099,5534094,TRUE,TRUE,"-9",-9
90244,-9,-9,-9,NA,NA,-9,31468,4476000,5554000,TRUE,FALSE,"-9",-9
90252,-9,-9,-9,NA,NA,-9,31468,4484000,5422000,TRUE,FALSE,"-9",-9
90245,-9,-9,-9,NA,NA,514,31468,4476084,5566104,TRUE,TRUE,"-9",-9
90246,-9,-9,-9,NA,NA,-9,31468,4480000,5294000,TRUE,FALSE,"-9",-9
90247,-9,-9,-9,NA,NA,-9,31468,4480000,5422000,TRUE,FALSE,"-9",-9
90248,-9,-9,-9,NA,NA,-9,31468,4484000,5282000,TRUE,FALSE,"-9",-9
90249,-9,-9,-9,NA,NA,-9,31468,4484000,5294000,TRUE,FALSE,"-9",-9
90250,-9,-9,-9,NA,NA,-9,31468,4484000,5302000,TRUE,FALSE,"-9",-9
90251,-9,-9,-9,NA,NA,-9,31468,4484000,5398000,TRUE,FALSE,"-9",-9
90253,-9,-9,-9,NA,NA,-9,31468,4484000,5430000,TRUE,FALSE,"-9",-9
90254,-9,-9,-9,NA,NA,-9,31468,4484000,5438000,TRUE,FALSE,"-9",-9
90255,-9,-9,-9,NA,NA,-9,31468,4484000,5446000,TRUE,FALSE,"-9",-9
90256,-9,-9,-9,NA,NA,-9,31468,4484000,5454000,TRUE,FALSE,"-9",-9
90257,-9,-9,-9,NA,NA,-9,31468,4484000,5462000,TRUE,FALSE,"-9",-9
90258,-9,-9,-9,NA,NA,-9,31468,4484000,5470000,TRUE,FALSE,"-9",-9
90259,-9,-9,-9,NA,NA,-9,31468,4484000,5478000,TRUE,FALSE,"-9",-9
90260,-9,-9,-9,NA,NA,-9,31468,4484000,5486000,TRUE,FALSE,"-9",-9
90261,-9,-9,-9,NA,NA,-9,31468,4484000,5494000,TRUE,FALSE,"-9",-9
90262,-9,-9,-9,NA,NA,-9,31468,4484000,5502000,TRUE,FALSE,"-9",-9
90263,-9,-9,-9,NA,NA,-9,31468,4484000,5510000,TRUE,FALSE,"-9",-9
90264,-9,-9,-9,NA,NA,-9,31468,4484000,5534000,TRUE,FALSE,"-9",-9
90265,-9,-9,-9,NA,NA,-9,31468,4484000,5542000,TRUE,FALSE,"-9",-9
90266,-9,-9,-9,NA,NA,-9,31468,4484000,5550000,TRUE,FALSE,"-9",-9
90267,-9,-9,-9,NA,NA,-9,31468,4484000,5566000,TRUE,FALSE,"-9",-9
90268,-9,-9,-9,NA,NA,-9,31468,4484000,5574000,TRUE,FALSE,"-9",-9
90269,-9,-9,-9,NA,NA,9651,31468,4492093,5278088,TRUE,TRUE,"-9",-9
90270,-9,-9,-9,NA,NA,-9,31468,4492000,5286000,TRUE,FALSE,"-9",-9
90271,-9,-9,-9,NA,NA,-9,31468,4492000,5334000,TRUE,FALSE,"-9",-9
90272,-9,-9,-9,NA,NA,-9,31468,4492000,5366000,TRUE,FALSE,"-9",-9
90273,-9,-9,-9,NA,NA,-9,31468,4492000,5382000,TRUE,FALSE,"-9",-9
90274,-9,-9,-9,NA,NA,745,31468,4492088,5422087,TRUE,TRUE,"-9",-9
90275,-9,-9,-9,NA,NA,-9,31468,4492000,5430000,TRUE,FALSE,"-9",-9
90276,-9,-9,-9,NA,NA,698,31468,4492094,5454091,TRUE,TRUE,"-9",-9
90277,-9,-9,-9,NA,NA,620,31468,4492103,5502100,TRUE,TRUE,"-9",-9
90278,-9,-9,-9,NA,NA,567,31468,4492091,5534108,TRUE,TRUE,"-9",-9
90279,-9,-9,-9,NA,NA,-9,31468,4492000,5542000,TRUE,FALSE,"-9",-9
90280,-9,-9,-9,NA,NA,541,31468,4492094,5550113,TRUE,TRUE,"-9",-9
90281,-9,-9,-9,NA,NA,-9,31468,4492000,5558000,TRUE,FALSE,"-9",-9
90282,-9,-9,-9,NA,NA,515,31468,4492098,5566118,TRUE,TRUE,"-9",-9
90283,-9,-9,-9,NA,NA,-9,31468,4496000,5470000,TRUE,FALSE,"-9",-9
90284,-9,-9,-9,NA,NA,-9,31468,4500000,5278000,TRUE,FALSE,"-9",-9
90285,-9,-9,-9,NA,NA,-9,31468,4500000,5286000,TRUE,FALSE,"-9",-9
90286,-9,-9,-9,NA,NA,-9,31468,4500000,5326000,TRUE,FALSE,"-9",-9
90287,-9,-9,-9,NA,NA,-9,31468,4500000,5374000,TRUE,FALSE,"-9",-9
90288,-9,-9,-9,NA,NA,-9,31468,4500000,5382000,TRUE,FALSE,"-9",-9
90289,-9,-9,-9,NA,NA,-9,31468,4500000,5430000,TRUE,FALSE,"-9",-9
90290,-9,-9,-9,NA,NA,-9,31468,4500000,5454000,TRUE,FALSE,"-9",-9
90291,-9,-9,-9,NA,NA,-9,31468,4500000,5462000,TRUE,FALSE,"-9",-9
90292,-9,-9,-9,NA,NA,-9,31468,4500000,5470000,TRUE,FALSE,"-9",-9
90293,-9,-9,-9,NA,NA,-9,31468,4500000,5478000,TRUE,FALSE,"-9",-9
90294,-9,-9,-9,NA,NA,-9,31468,4500000,5482000,TRUE,FALSE,"-9",-9
90295,-9,-9,-9,NA,NA,-9,31468,4500000,5502000,TRUE,FALSE,"-9",-9
90296,-9,-9,-9,NA,NA,-9,31468,4500000,5518000,TRUE,FALSE,"-9",-9
90297,-9,-9,-9,NA,NA,-9,31468,4500000,5526000,TRUE,FALSE,"-9",-9
90298,-9,-9,-9,NA,NA,-9,31468,4500000,5534000,TRUE,FALSE,"-9",-9
90299,-9,-9,-9,NA,NA,-9,31468,4500000,5542000,TRUE,FALSE,"-9",-9
