"bund_nr","ld","ld_bze","ld_wze","bwi_tnr","bwi_eck","eu_wze","srid_ist","istre","istho","raster_8x8","raster_16x16","raster","hoehenn"
50088,-9,332,34455639,NA,NA,-9,25832,444948,5637185,TRUE,FALSE,"-9",540
50089,-9,334,34455647,NA,NA,-9,25832,444948,5645182,TRUE,FALSE,"-9",630
50090,-9,335,34455655,NA,NA,-9,25832,444948,5653178,TRUE,FALSE,"-9",550
50091,-9,337,34455663,NA,NA,-9,25832,444948,5661175,TRUE,FALSE,"-9",560
50092,-9,339,34455687,NA,NA,-9,25832,444948,5685166,TRUE,FALSE,"-9",560
50093,-9,340,34455695,NA,NA,-9,25832,444948,5693163,TRUE,FALSE,"-9",340
50094,-9,342,34455703,NA,NA,-9,25832,444948,5701160,TRUE,FALSE,"-9",325
50095,-9,356,34535639,NA,NA,409,31468,4241888,5645454,TRUE,TRUE,"-9",500
50096,-9,358,34535647,NA,NA,-9,25832,452944,5645182,TRUE,FALSE,"-9",550
50097,-9,360,34535663,NA,NA,-9,25832,452944,5661175,TRUE,FALSE,"-9",650
50098,-9,363,34535679,NA,NA,-9,25832,452945,5677169,TRUE,FALSE,"-9",570
50099,-9,365,34535687,NA,NA,357,31468,4243826,5693254,TRUE,TRUE,"-9",420
50100,-9,366,34535695,NA,NA,-9,25832,452945,5693163,TRUE,FALSE,"-9",490
50101,-9,367,34535703,NA,NA,340,31468,4244747,5709268,TRUE,TRUE,"-9",320
50102,-9,368,34535775,NA,NA,-9,25832,452946,5773131,TRUE,FALSE,"-9",140
50103,-9,383,34615647,NA,NA,-9,25832,460941,5645181,TRUE,FALSE,"-9",490
50104,-9,385,34615663,NA,NA,-9,25832,460941,5661175,TRUE,FALSE,"-9",520
50105,-9,387,34615671,NA,NA,-9,25832,460941,5669172,TRUE,FALSE,"-9",680
50106,-9,389,34615679,NA,NA,-9,25832,460941,5677169,TRUE,FALSE,"-9",640
50107,-9,391,34615687,NA,NA,-9,25832,460941,5685166,TRUE,FALSE,"-9",500
50108,-9,393,34615703,NA,NA,-9,25832,460942,5701159,TRUE,FALSE,"-9",370
50109,-9,394,34615767,NA,NA,-9,25832,460942,5765134,TRUE,FALSE,"-9",240
50110,-9,406,34695671,NA,NA,375,31468,4259268,5676601,TRUE,TRUE,"-9",530
50111,-9,409,34695687,NA,NA,358,31468,4260021,5692665,TRUE,TRUE,"-9",660
50112,-9,412,34695703,NA,NA,341,31468,4260584,5708486,TRUE,TRUE,"-9",380
50113,-9,414,34695719,NA,NA,323,31468,4261047,5724470,TRUE,TRUE,"-9",200
50114,-9,426,34775679,NA,NA,-9,25832,476935,5677169,TRUE,FALSE,"-9",490
50115,-9,427,34775703,NA,NA,-9,25832,476935,5701159,TRUE,FALSE,"-9",440
50116,-9,428,34775719,NA,NA,-9,25832,476935,5717153,TRUE,FALSE,"-9",230
50117,-9,429,34775727,NA,NA,-9,25832,476936,5725149,TRUE,FALSE,"-9",135
50118,-9,431,34775791,NA,NA,-9,25832,476937,5789124,TRUE,FALSE,"-9",88
50119,-9,444,34855695,NA,NA,-9,25832,484932,5693162,TRUE,FALSE,"-9",400
50120,-9,445,34855703,NA,NA,342,31468,4276536,5707926,TRUE,TRUE,"-9",440
50121,-9,447,34855711,NA,NA,-9,25832,484932,5709156,TRUE,FALSE,"-9",340
50122,-9,448,34855727,NA,NA,-9,25832,484932,5725149,TRUE,FALSE,"-9",19
50123,-9,449,34855743,NA,NA,-9,25832,484933,5741143,TRUE,FALSE,"-9",155
50124,-9,450,34855751,NA,NA,286,31468,4278617,5755793,TRUE,TRUE,"-9",220
50125,-9,452,34855807,NA,NA,-9,25832,484934,5805118,TRUE,FALSE,"-9",50
50126,-9,457,34935735,NA,NA,-9,25832,492929,5733146,TRUE,FALSE,"-9",280
50127,-9,459,34935743,NA,NA,-9,25832,492929,5741143,TRUE,FALSE,"-9",320
50128,-9,461,34935775,NA,NA,-9,25832,492930,5773130,TRUE,FALSE,"-9",240
50129,-9,474,35015719,NA,NA,325,31468,4293218,5723424,TRUE,TRUE,"-9",340
50130,-9,475,35015735,NA,NA,306,31468,4294073,5739231,TRUE,TRUE,"-9",320
50131,-9,477,35015743,NA,NA,-9,25832,500926,5741143,TRUE,FALSE,"-9",220
50132,-9,479,35015751,NA,NA,287,31468,4294415,5755206,TRUE,TRUE,"-9",190
50133,-9,482,35015767,NA,NA,267,31468,4295228,5771254,TRUE,TRUE,"-9",180
50134,-9,485,35095703,NA,NA,-9,25832,508923,5701159,TRUE,FALSE,"-9",250
50135,-9,486,35095727,NA,NA,-9,25832,508923,5725149,TRUE,FALSE,"-9",230
50136,-9,488,35095735,NA,NA,-9,25832,508923,5733146,TRUE,FALSE,"-9",285
50137,-9,489,35095759,NA,NA,-9,25832,508923,5757136,TRUE,FALSE,"-9",260
50138,-9,494,35175727,NA,NA,-9,25832,516920,5725149,TRUE,FALSE,"-9",260
50139,-9,495,35175735,NA,NA,307,31468,4310010,5738713,TRUE,TRUE,"-9",250
50140,-9,496,35175751,NA,NA,288,31468,4310495,5754557,TRUE,TRUE,"-9",260
50141,-9,505,25415655,NA,NA,384,31468,4120122,5668950,TRUE,TRUE,"-9",85
50142,-9,513,25815647,NA,NA,-9,25832,370207,5646174,TRUE,FALSE,"-9",105
50143,-9,516,25895719,NA,NA,317,31468,4173426,5728782,TRUE,TRUE,"-9",56
50144,-9,524,34295695,NA,NA,-9,25832,428954,5693163,TRUE,FALSE,"-9",290
50145,-9,527,34775695,NA,NA,-9,25832,476935,5693162,TRUE,FALSE,"-9",436
50146,-9,508,25695603,NA,NA,-9,25832,356435,5602707,TRUE,FALSE,"-9",380
60001,-9,10204,10204,NA,NA,0,31467,3539987,5571914,FALSE,FALSE,"-9",355
60002,-9,10206,10206,NA,NA,0,31467,3548049,5572012,FALSE,FALSE,"-9",330
60016,-9,11605,11605,NA,NA,0,31467,3484027,5588224,FALSE,FALSE,"-9",200
60017,-9,11702,11702,NA,NA,0,31467,3443990,5555998,FALSE,FALSE,"-9",470
60018,-9,11803,11803,NA,NA,0,31467,3475964,5523970,FALSE,FALSE,"-9",180
60019,-9,11903,11903,NA,NA,0,31467,3483973,5532001,FALSE,FALSE,"-9",170
60020,-9,12202,12202,NA,NA,524,31467,3427995,5547984,FALSE,FALSE,"-9",470
60021,-9,13201,13201,NA,NA,0,31467,3435993,5555978,FALSE,FALSE,"-9",350
60022,-9,13401,13401,NA,NA,0,31467,3484021,5556019,FALSE,FALSE,"-9",100
60024,-9,13904,13904,NA,NA,580,31467,3492103,5516007,FALSE,FALSE,"-9",200
60025,-9,13905,13905,NA,NA,0,31467,3499976,5516039,FALSE,FALSE,"-9",190
60026,-9,13907,13907,NA,NA,0,31467,3507982,5515997,FALSE,FALSE,"-9",250
60027,-9,14203,14203,NA,NA,579,31467,3476059,5516024,FALSE,FALSE,"-9",400
60028,-9,14603,14603,NA,NA,500,31467,3459959,5563991,FALSE,FALSE,"-9",620
60029,-9,14607,14607,NA,NA,0,31467,3460011,5572006,FALSE,FALSE,"-9",525
60030,-9,15001,15001,NA,NA,0,31467,3467986,5492014,FALSE,FALSE,"-9",97
60032,-9,15602,15602,NA,NA,607,31467,3491986,5500005,FALSE,FALSE,"-9",400
60033,-9,15608,15608,NA,NA,0,31467,3508018,5507985,FALSE,FALSE,"-9",340
60034,-9,16501,16501,NA,NA,0,31467,3420063,5539943,FALSE,FALSE,"-9",250
60035,-9,16505,16505,NA,NA,0,31467,3419979,5547996,FALSE,FALSE,"-9",260
60036,-9,16607,16607,NA,NA,0,31467,3531978,5571981,FALSE,FALSE,"-9",370
60037,-9,16605,16605,NA,NA,0,31467,3523941,5571989,FALSE,FALSE,"-9",330
60038,-9,16604,16604,NA,NA,0,31467,3516064,5571692,FALSE,FALSE,"-9",375
60039,-9,16610,16610,NA,NA,0,31467,3523961,5587964,FALSE,FALSE,"-9",420
60040,-9,16701,16701,NA,NA,0,31467,3547996,5580007,FALSE,FALSE,"-9",560
60041,-9,16901,16901,NA,NA,0,31467,3491960,5540012,FALSE,FALSE,"-9",140
60042,-9,16903,16903,NA,NA,0,31467,3499986,5540051,FALSE,FALSE,"-9",130
60043,-9,16907,16907,NA,NA,528,31467,3491991,5548002,FALSE,FALSE,"-9",120
60044,-9,17603,17603,NA,NA,0,31467,3499944,5556012,FALSE,FALSE,"-9",111
60045,-9,17705,17705,NA,NA,0,31467,3452192,5571985,FALSE,FALSE,"-9",400
60046,-9,17702,17702,NA,NA,9499,31467,3443974,5564017,FALSE,FALSE,"-9",400
60047,-9,18007,18007,NA,NA,527,31467,3476006,5547994,FALSE,FALSE,"-9",115
60048,-9,18005,18005,NA,NA,0,31467,3467993,5548005,FALSE,FALSE,"-9",110
60049,-9,18003,18003,NA,NA,0,31467,3483957,5547977,FALSE,FALSE,"-9",124
60050,-9,18303,18303,NA,NA,0,31467,3468008,5539979,FALSE,FALSE,"-9",95
60051,-9,18301,18301,NA,NA,0,31467,3460013,5540000,FALSE,FALSE,"-9",95
60052,-9,20102,20102,NA,NA,0,31467,3547995,5619991,FALSE,FALSE,"-9",360
60053,-9,20701,20701,NA,NA,0,31467,3547994,5611966,FALSE,FALSE,"-9",410
60054,-9,20702,20702,NA,NA,447,31467,3556027,5612001,FALSE,FALSE,"-9",355
60055,-9,20703,20703,NA,NA,0,31467,3555998,5620001,FALSE,FALSE,"-9",360
60056,-9,20801,20801,NA,NA,0,31467,3548028,5588000,FALSE,FALSE,"-9",440
60057,-9,20902,20902,NA,NA,0,31467,3531983,5596007,FALSE,FALSE,"-9",470
60058,-9,21001,21001,NA,NA,0,31467,3556092,5604047,FALSE,FALSE,"-9",360
60059,-9,21504,21504,NA,NA,412,31467,3508044,5643984,FALSE,FALSE,"-9",300
60060,-9,22503,22503,NA,NA,0,31467,3555943,5635977,FALSE,FALSE,"-9",325
60061,-9,22502,22502,NA,NA,0,31467,3548054,5636074,FALSE,FALSE,"-9",290
60062,-9,22706,22706,NA,NA,0,31467,3564003,5644022,FALSE,FALSE,"-9",330
60063,-9,22709,22709,NA,NA,0,31467,3555981,5651976,FALSE,FALSE,"-9",320
60064,-9,22708,22708,NA,NA,398,31467,3555918,5659981,FALSE,FALSE,"-9",410
60065,-9,22904,22904,NA,NA,0,31467,3532031,5628093,FALSE,FALSE,"-9",380
60066,-9,23003,23003,NA,NA,0,31467,3540017,5652032,FALSE,FALSE,"-9",420
60067,-9,23001,23001,NA,NA,0,31467,3532024,5643971,FALSE,FALSE,"-9",440
60068,-9,23105,23105,NA,NA,0,31467,3547994,5652006,FALSE,FALSE,"-9",300
60069,-9,23301,23301,NA,NA,413,31467,3523985,5643996,FALSE,FALSE,"-9",370
60070,-9,23305,23305,NA,NA,0,31467,3532007,5651987,FALSE,FALSE,"-9",390
60071,-9,23501,23501,NA,NA,0,31467,3548003,5659997,FALSE,FALSE,"-9",380
60072,-9,23606,23606,NA,NA,0,31467,3563972,5684059,FALSE,FALSE,"-9",350
60073,-9,23804,23804,NA,NA,0,31467,3563975,5667945,FALSE,FALSE,"-9",280
60074,-9,23803,23803,NA,NA,0,31467,3556014,5668005,FALSE,FALSE,"-9",435
60075,-9,24103,24103,NA,NA,0,31467,3572041,5659972,FALSE,FALSE,"-9",380
60076,-9,24101,24101,NA,NA,0,31467,3571984,5652186,FALSE,FALSE,"-9",350
60077,-9,24404,24404,NA,NA,363,31467,3555966,5692015,FALSE,FALSE,"-9",220
60078,-9,24402,24402,NA,NA,0,31467,3555964,5683985,FALSE,FALSE,"-9",480
60079,-9,24508,24508,NA,NA,0,31467,3483985,5675994,FALSE,FALSE,"-9",380
60080,-9,24503,24503,NA,NA,0,31467,3483986,5667985,FALSE,FALSE,"-9",360
60081,-9,24805,24805,NA,NA,393,31467,3475996,5659954,FALSE,FALSE,"-9",450
60082,-9,25104,25104,NA,NA,0,31467,3468016,5652109,FALSE,FALSE,"-9",520
60083,-9,25101,25101,NA,NA,0,31467,3467885,5660064,FALSE,FALSE,"-9",560
60084,-9,25204,25204,NA,NA,0,31467,3516056,5659960,FALSE,FALSE,"-9",270
60085,-9,25502,25502,NA,NA,0,31467,3500015,5675988,FALSE,FALSE,"-9",345
60086,-9,25503,25503,NA,NA,377,31467,3508018,5675976,FALSE,FALSE,"-9",390
60087,-9,25603,25603,NA,NA,0,31467,3484016,5652033,FALSE,FALSE,"-9",340
60088,-9,25606,25606,NA,NA,0,31467,3491986,5651984,FALSE,FALSE,"-9",345
60089,-9,25802,25802,NA,NA,0,31467,3539949,5700314,FALSE,FALSE,"-9",400
60090,-9,26002,26002,NA,NA,344,31467,3524086,5708111,FALSE,FALSE,"-9",250
60091,-9,26202,26202,NA,NA,0,31467,3539924,5715999,FALSE,FALSE,"-9",260
60092,-9,26305,26305,NA,NA,379,31467,3540147,5676000,FALSE,FALSE,"-9",485
60093,-9,26302,26302,NA,NA,0,31467,3547940,5684013,FALSE,FALSE,"-9",460
60094,-9,26505,26505,NA,NA,345,31467,3539956,5707982,FALSE,FALSE,"-9",250
60095,-9,26802,26802,NA,NA,0,31467,3499991,5668003,FALSE,FALSE,"-9",480
60096,-9,26904,26904,NA,NA,395,31467,3508027,5660019,FALSE,FALSE,"-9",360
60097,-9,26902,26902,NA,NA,0,31467,3499925,5659981,FALSE,FALSE,"-9",520
60098,-9,26907,26907,NA,NA,0,31467,3499983,5652001,FALSE,FALSE,"-9",425
60099,-9,27103,27103,NA,NA,9378,31467,3524019,5676000,FALSE,FALSE,"-9",280
60100,-9,27203,27203,NA,NA,0,31467,3484006,5684131,FALSE,FALSE,"-9",520
60101,-9,27504,27504,NA,NA,0,31467,3507998,5684020,FALSE,FALSE,"-9",400
60102,-9,27502,27502,NA,NA,0,31467,3516100,5676093,FALSE,FALSE,"-9",315
60103,-9,27702,27702,NA,NA,0,31467,3500049,5700000,FALSE,FALSE,"-9",320
60104,-9,10104,10104,NA,NA,9428,31467,3507956,5628008,FALSE,FALSE,"-9",325
60105,-9,21106,21106,NA,NA,411,31467,3492027,5643968,FALSE,FALSE,"-9",325
60106,-9,11201,11201,NA,NA,0,31467,3467940,5587997,FALSE,FALSE,"-9",380
60107,-9,11303,11303,NA,NA,0,31467,3452020,5603990,FALSE,FALSE,"-9",310
60108,-9,11305,11305,NA,NA,0,31467,3460015,5603989,FALSE,FALSE,"-9",230
60109,-9,21803,21803,NA,NA,0,31467,3467933,5628005,FALSE,FALSE,"-9",360
60110,-9,21904,21904,NA,NA,0,31467,3491999,5636038,FALSE,FALSE,"-9",300
60111,-9,21902,21902,NA,NA,0,31467,3491982,5619991,FALSE,FALSE,"-9",320
60112,-9,21901,21901,NA,NA,0,31467,3484083,5620148,FALSE,FALSE,"-9",250
60113,-9,12007,12007,NA,NA,425,31467,3460016,5627978,FALSE,FALSE,"-9",585
60114,-9,12003,12003,NA,NA,0,31467,3452002,5620027,FALSE,FALSE,"-9",295
60115,-9,12001,12001,NA,NA,0,31467,3444014,5619991,FALSE,FALSE,"-9",480
60116,-9,12103,12103,NA,NA,440,31467,3444004,5612020,FALSE,FALSE,"-9",520
60117,-9,22203,22203,NA,NA,0,31467,3484005,5643970,FALSE,FALSE,"-9",350
60118,-9,22201,22201,NA,NA,0,31467,3475981,5635988,FALSE,FALSE,"-9",290
60119,-9,22202,22202,NA,NA,410,31467,3476003,5643987,FALSE,FALSE,"-9",280
60120,-9,21202,21202,NA,NA,0,31467,3468091,5643993,FALSE,FALSE,"-9",430
60121,-9,12403,12403,NA,NA,0,31467,3483990,5604008,FALSE,FALSE,"-9",250
60122,-9,12605,12605,NA,NA,0,31467,3532076,5620036,FALSE,FALSE,"-9",350
60123,-9,12603,12603,NA,NA,0,31467,3532016,5612205,FALSE,FALSE,"-9",390
60124,-9,13003,13003,NA,NA,0,31467,3499975,5603992,FALSE,FALSE,"-9",290
60125,-9,13001,13001,NA,NA,0,31467,3499975,5596056,FALSE,FALSE,"-9",250
60126,-9,13101,13101,NA,NA,0,31467,3427990,5587981,FALSE,FALSE,"-9",190
60127,-9,13306,13306,NA,NA,0,31467,3451951,5636028,FALSE,FALSE,"-9",480
60128,-9,13604,13604,NA,NA,0,31467,3459984,5619996,FALSE,FALSE,"-9",380
60129,-9,14004,14004,NA,NA,0,31467,3499932,5620052,FALSE,FALSE,"-9",300
60130,-9,14002,14002,NA,NA,444,31467,3507983,5611990,FALSE,FALSE,"-9",360
60131,-9,22003,22003,NA,NA,0,31467,3459999,5636101,FALSE,FALSE,"-9",440
60132,-9,14902,14902,NA,NA,0,31467,3468002,5612000,FALSE,FALSE,"-9",255
60133,-9,14910,14910,NA,NA,0,31467,3467955,5620050,FALSE,FALSE,"-9",375
60134,-9,14904,14904,NA,NA,0,31467,3483938,5611997,FALSE,FALSE,"-9",280
60135,-9,15303,15303,NA,NA,9458,31467,3492031,5596003,FALSE,FALSE,"-9",160
60136,-9,15502,15502,NA,NA,0,31467,3444053,5603986,FALSE,FALSE,"-9",450
60137,-9,16401,16401,NA,NA,0,31467,3516041,5612023,FALSE,FALSE,"-9",440
60138,-9,16802,16802,NA,NA,0,31467,3515944,5595965,FALSE,FALSE,"-9",650
60139,-9,17402,17402,NA,NA,0,31467,3452010,5587975,FALSE,FALSE,"-9",270
70001,-9,472,2,NA,NA,-9,31468,4205125,5650684,FALSE,FALSE,"-9",350
70002,-9,471,3,NA,NA,-9,31468,4205086,5646865,FALSE,FALSE,"-9",300
70003,-9,463,14,NA,NA,-9,31468,4204488,5634825,FALSE,FALSE,"-9",260
70004,-9,458,19,NA,NA,-9,31468,4192284,5631225,FALSE,FALSE,"-9",335
70005,-9,451,45,NA,NA,-9,31468,4191981,5623183,FALSE,FALSE,"-9",320
70006,-9,450,516,NA,NA,-9,31468,4166122,5552582,FALSE,FALSE,"-9",475
70007,-9,447,63,NA,NA,-9,31468,4203837,5618731,FALSE,FALSE,"-9",465
70008,-9,444,60,NA,NA,-9,31468,4191762,5619047,FALSE,FALSE,"-9",310
70009,-9,437,81,NA,NA,-9,31468,4203660,5614699,FALSE,FALSE,"-9",420
70010,-9,430,94,NA,NA,-9,31468,4170896,5612440,FALSE,FALSE,"-9",270
70011,-9,427,127,NA,NA,454,31468,4215376,5606257,FALSE,TRUE,"-9",480
70012,-9,425,121,NA,NA,-9,31468,4191323,5607180,FALSE,FALSE,"-9",270
70013,-9,423,116,NA,NA,-9,31468,4170643,5608452,FALSE,FALSE,"-9",200
70014,-9,419,109,NA,NA,450,31468,4142623,5610690,FALSE,TRUE,"-9",320
70015,-9,406,162,NA,NA,-9,31468,4191023,5599159,FALSE,FALSE,"-9",250
70016,-9,404,157,NA,NA,-9,31468,4169938,5600482,FALSE,FALSE,"-9",290
70017,-9,402,151,NA,NA,-9,31468,4146016,5602456,FALSE,FALSE,"-9",435
70018,-9,401,148,NA,NA,-9,31468,4134004,5603351,FALSE,FALSE,"-9",350
70019,-9,396,184,NA,NA,-9,31468,4190927,5595272,FALSE,FALSE,"-9",150
70020,-9,392,170,NA,NA,-9,31468,4133714,5599415,FALSE,FALSE,"-9",400
70021,-9,389,209,NA,NA,-9,31468,4202661,5590662,FALSE,FALSE,"-9",325
70022,-9,388,208,NA,NA,473,31468,4198687,5590823,FALSE,TRUE,"-9",290
70023,-9,387,198,NA,NA,471,31468,4157417,5593543,FALSE,TRUE,"-9",450
70024,-9,384,195,NA,NA,-9,31468,4145314,5594437,FALSE,FALSE,"-9",600
70025,-9,379,238,NA,NA,-9,31468,4202518,5586719,FALSE,FALSE,"-9",400
70026,-9,376,227,NA,NA,-9,31468,4157054,5589508,FALSE,FALSE,"-9",380
70027,-9,370,269,NA,NA,-9,31468,4202344,5582736,FALSE,FALSE,"-9",200
70028,-9,364,249,NA,NA,-9,31468,4120725,5588389,FALSE,FALSE,"-9",470
70029,-9,355,284,NA,NA,-9,31468,4132463,5583424,FALSE,FALSE,"-9",580
70030,-9,353,278,NA,NA,-9,31468,4108443,5585333,FALSE,FALSE,"-9",570
70031,-9,350,332,NA,NA,-9,31468,4189993,5575284,FALSE,FALSE,"-9",300
70032,-9,349,330,NA,NA,496,31468,4182029,5575545,FALSE,TRUE,"-9",260
70033,-9,346,308,NA,NA,-9,31468,4096122,5582311,FALSE,FALSE,"-9",620
70034,-9,340,347,NA,NA,-9,31468,4119794,5576428,FALSE,FALSE,"-9",530
70035,-9,333,365,NA,NA,-9,31468,4189903,5571207,FALSE,FALSE,"-9",295
70036,-9,327,353,NA,NA,-9,31468,4143748,5574456,FALSE,FALSE,"-9",470
70037,-9,324,397,NA,NA,-9,31468,4189650,5567167,FALSE,FALSE,"-9",320
70038,-9,321,391,NA,NA,-9,31468,4167355,5568517,FALSE,FALSE,"-9",220
70039,-9,317,379,NA,NA,-9,31468,4119403,5572393,FALSE,FALSE,"-9",540
70040,-9,314,373,NA,NA,-9,31468,4095465,5574374,FALSE,FALSE,"-9",445
70041,-9,312,432,NA,NA,-9,31468,4201528,5562696,FALSE,FALSE,"-9",410
70042,-9,311,429,NA,NA,-9,31468,4189606,5563053,FALSE,FALSE,"-9",355
70043,-9,307,423,NA,NA,-9,31468,4167122,5564388,FALSE,FALSE,"-9",240
70044,-9,305,411,NA,NA,-9,31468,4119120,5568381,FALSE,FALSE,"-9",540
70045,-9,296,449,NA,NA,-9,31468,4142780,5562470,FALSE,FALSE,"-9",315
70046,-9,295,448,NA,NA,520,31468,4138801,5562799,FALSE,TRUE,"-9",360
70047,-9,293,440,NA,NA,518,31468,4106941,5565534,FALSE,TRUE,"-9",420
70048,-9,292,437,NA,NA,-9,31468,4094821,5566298,FALSE,FALSE,"-9",400
70049,-9,290,434,NA,NA,-9,31468,4082841,5567333,FALSE,FALSE,"-9",500
70050,-9,287,492,NA,NA,-9,31468,4189223,5555174,FALSE,FALSE,"-9",460
70051,-9,282,474,NA,NA,-9,31468,4118417,5560375,FALSE,FALSE,"-9",465
70052,-9,279,465,NA,NA,-9,31468,4082575,5563307,FALSE,FALSE,"-9",460
70053,-9,273,510,NA,NA,-9,31468,4142175,5554452,FALSE,FALSE,"-9",250
70054,-9,270,507,NA,NA,-9,31468,4130158,5555451,FALSE,FALSE,"-9",350
70055,-9,267,558,NA,NA,-9,31468,4200915,5546637,FALSE,FALSE,"-9",320
70056,-9,265,555,NA,NA,-9,31468,4188859,5547206,FALSE,FALSE,"-9",460
70057,-9,262,549,NA,NA,-9,31468,4165778,5548562,FALSE,FALSE,"-9",425
70058,-9,261,546,NA,NA,-9,31468,4153786,5549530,FALSE,FALSE,"-9",235
70059,-9,258,540,NA,NA,-9,31468,4129861,5551447,FALSE,FALSE,"-9",300
70060,-9,256,537,NA,NA,-9,31468,4117875,5552439,FALSE,FALSE,"-9",315
70061,-9,253,528,NA,NA,-9,31468,4081878,5555324,FALSE,FALSE,"-9",250
70062,-9,252,591,NA,NA,-9,31468,4188747,5543268,FALSE,FALSE,"-9",600
70063,-9,249,585,NA,NA,-9,31468,4165448,5544562,FALSE,FALSE,"-9",420
70064,-9,248,582,NA,NA,521,31468,4153480,5545530,FALSE,TRUE,"-9",240
70065,-9,247,579,NA,NA,-9,31468,4141498,5546515,FALSE,FALSE,"-9",310
70066,-9,244,574,NA,NA,519,31468,4121536,5548102,FALSE,TRUE,"-9",310
70067,-9,240,629,NA,NA,-9,31468,4188562,5539139,FALSE,FALSE,"-9",500
70068,-9,236,623,NA,NA,-9,31468,4165114,5540543,FALSE,FALSE,"-9",450
70069,-9,234,620,NA,NA,-9,31468,4153223,5541553,FALSE,FALSE,"-9",360
70070,-9,230,611,NA,NA,-9,31468,4117214,5544359,FALSE,FALSE,"-9",350
70071,-9,228,608,NA,NA,-9,31468,4105160,5545287,FALSE,FALSE,"-9",290
70072,-9,213,643,NA,NA,-9,31468,4092970,5542402,FALSE,FALSE,"-9",335
70073,-9,212,704,NA,NA,-9,31468,4188274,5531168,FALSE,FALSE,"-9",320
70074,-9,206,692,NA,NA,-9,31468,4140556,5534575,FALSE,FALSE,"-9",490
70075,-9,203,686,NA,NA,-9,31468,4116579,5536442,FALSE,FALSE,"-9",300
70076,-9,198,728,NA,NA,573,31468,4152182,5529569,FALSE,TRUE,"-9",720
70077,-9,197,725,NA,NA,-9,31468,4140166,5530500,FALSE,FALSE,"-9",300
70078,-9,196,724,NA,NA,572,31468,4136192,5530827,FALSE,TRUE,"-9",420
70079,-9,194,719,NA,NA,-9,31468,4116233,5532426,FALSE,FALSE,"-9",280
70080,-9,192,771,NA,NA,-9,31468,4187910,5523179,FALSE,FALSE,"-9",280
70081,-9,185,759,NA,NA,-9,31468,4139895,5526521,FALSE,FALSE,"-9",520
70082,-9,183,756,NA,NA,-9,31468,4127885,5527464,FALSE,FALSE,"-9",370
70083,-9,180,802,NA,NA,-9,31468,4175808,5519643,FALSE,FALSE,"-9",320
70084,-9,178,796,NA,NA,-9,31468,4151557,5521599,FALSE,FALSE,"-9",690
70085,-9,174,790,NA,NA,-9,31468,4127561,5523444,FALSE,FALSE,"-9",380
70086,-9,170,844,NA,NA,-9,31468,4199647,5514598,FALSE,FALSE,"-9",300
70087,-9,163,829,NA,NA,-9,31468,4139249,5518530,FALSE,FALSE,"-9",580
70088,-9,161,826,NA,NA,-9,31468,4127289,5519497,FALSE,FALSE,"-9",520
70089,-9,156,873,NA,NA,-9,31468,4175240,5511623,FALSE,FALSE,"-9",390
70090,-9,153,871,NA,NA,601,31468,4166868,5512305,FALSE,TRUE,"-9",500
70091,-9,150,864,NA,NA,-9,31468,4138934,5514536,FALSE,FALSE,"-9",610
70092,-9,148,861,NA,NA,-9,31468,4126977,5515608,FALSE,FALSE,"-9",570
70093,-9,146,859,NA,NA,598,31468,4118914,5516194,FALSE,TRUE,"-9",300
70094,-9,145,908,NA,NA,-9,31468,4187250,5507149,FALSE,FALSE,"-9",285
70095,-9,143,905,NA,NA,-9,31468,4175185,5507700,FALSE,FALSE,"-9",310
70096,-9,140,899,NA,NA,-9,31468,4150588,5509568,FALSE,FALSE,"-9",405
70097,-9,138,896,NA,NA,-9,31468,4126518,5511539,FALSE,FALSE,"-9",510
70098,-9,135,944,NA,NA,-9,31468,4211135,5502207,FALSE,FALSE,"-9",250
70099,-9,132,935,NA,NA,-9,31468,4174226,5503761,FALSE,FALSE,"-9",390
70100,-9,129,929,NA,NA,-9,31468,4126318,5507505,FALSE,FALSE,"-9",540
70101,-9,122,970,NA,NA,-9,31468,4210902,5498192,FALSE,FALSE,"-9",300
70102,-9,121,961,NA,NA,-9,31468,4173951,5499657,FALSE,FALSE,"-9",340
70103,-9,117,991,NA,NA,630,31468,4210803,5494170,FALSE,TRUE,"-9",300
70104,-9,114,987,NA,NA,629,31468,4194819,5494791,FALSE,TRUE,"-9",300
70105,-9,110,1011,NA,NA,-9,31468,4210702,5490201,FALSE,FALSE,"-9",380
70106,-9,106,1002,NA,NA,-9,31468,4173248,5491710,FALSE,FALSE,"-9",310
70107,-9,102,1033,NA,NA,-9,31468,4210480,5486173,FALSE,FALSE,"-9",375
70108,-9,100,1030,NA,NA,-9,31468,4198564,5486670,FALSE,FALSE,"-9",270
70109,-9,99,1027,NA,NA,-9,31468,4186528,5487172,FALSE,FALSE,"-9",200
70110,-9,95,1053,NA,NA,-9,31468,4210312,5482213,FALSE,FALSE,"-9",250
70111,-9,92,1050,NA,NA,-9,31468,4198424,5482564,FALSE,FALSE,"-9",345
70112,-9,90,1047,NA,NA,-9,31468,4186356,5483150,FALSE,FALSE,"-9",290
70113,-9,88,1041,NA,NA,-9,31468,4160673,5484699,FALSE,FALSE,"-9",330
70114,-9,86,1073,NA,NA,656,31468,4210038,5478233,FALSE,TRUE,"-9",290
70115,-9,83,1069,NA,NA,655,31468,4194234,5478898,FALSE,TRUE,"-9",420
