"plot_ID","tree_ID","tree_inventory_status","multi_stem","dist_cm","azi_gon","age","age_meth","SP_code","Kraft","C_layer","H_dm","C_h_dm","D_mm","DBH_h_cm","inv_year","inv","X","Nr_code","Chr_code_ger","name","bot_name","bot_genus","bot_species","Flora_EU","LH_NH","IPC","WZE","BWI","BZE_al","tpS_SP_com_name","tpS_ID","H_SP_group","BWI_SP_group","Bio_SP_group","N_SP_group","N_bg_SP_group","N_f_SP_group_MoMoK","RG_Wolff_bio","DBH_cm","CCS_r_m","rem_reason","dist_m","X_tree","Y_tree","e_ID","e_type","e_form","stand","inter_stat","area_m2","stand_plot_A_ha","plot_A_ha","old_tree_inventory_status","old_tree_ID"
100018,30,-9,0,388,275,48,5,"gfi",1,1,-9,-9,431,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","43,1","17,84","LT excluded during forest edges allocation","3,88","-3,5846525861","-1,4848117176",1,2,1,"warning","partly intersecting","499,181719533617","0,0499181719533617","0,0999860870850348",NA,NA
100018,31,-9,0,817,263,48,5,"gfi",2,1,-9,-9,310,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","31","17,84","LT excluded during forest edges allocation","8,17","-6,8285461424","-4,485516423",1,2,1,"warning","partly intersecting","499,181719533617","0,0499181719533617","0,0999860870850348",NA,NA
100018,33,-9,0,1256,267,48,5,"gfi",2,1,-9,-9,332,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","33,2","17,84","LT excluded during forest edges allocation","12,56","-10,9100118213","-6,2229608755",1,2,1,"warning","partly intersecting","499,181719533617","0,0499181719533617","0,0999860870850348",NA,NA
100018,34,-9,0,1272,229,48,5,"gfi",2,1,-9,-9,328,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","32,8","17,84","LT excluded during forest edges allocation","12,72","-5,5960262406","-11,4229107637",1,2,1,"warning","partly intersecting","499,181719533617","0,0499181719533617","0,0999860870850348",NA,NA
100018,35,-9,0,1210,219,48,5,"gfi",2,1,-9,-9,294,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","29,4","12,62","LT excluded during forest edges allocation","12,1","-3,5578879353","-11,5650954791",1,2,1,"warning","partly intersecting","249,689569066191","0,0249689569066191","0,0500343869018386",NA,NA
100018,36,-9,0,1553,220,48,5,"gfi",2,1,-9,-9,316,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","31,6","17,84","LT excluded during forest edges allocation","15,53","-4,7990339226","-14,7699076981",1,2,1,"warning","partly intersecting","499,181719533617","0,0499181719533617","0,0999860870850348",NA,NA
100018,37,-9,0,1093,209,48,5,"gfi",2,1,-9,-9,268,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","26,8","12,62","LT excluded during forest edges allocation","10,93","-1,5400504651","-10,8209585788",1,2,1,"warning","partly intersecting","249,689569066191","0,0249689569066191","0,0500343869018386",NA,NA
100018,38,-9,0,905,186,48,5,"gfi",2,1,-9,-9,254,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","25,4","12,62","LT excluded during forest edges allocation","9,05","1,9741963346","-8,8320466955",1,2,1,"warning","partly intersecting","249,689569066191","0,0249689569066191","0,0500343869018386",NA,NA
100018,39,-9,0,648,226,48,5,"gfi",2,1,-9,-9,322,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","32,2","17,84","LT excluded during forest edges allocation","6,48","-2,5735183313","-5,9470499744",1,2,1,"warning","partly intersecting","499,181719533617","0,0499181719533617","0,0999860870850348",NA,NA
100021,8,-9,0,1604,62,93,1,"rbu",2,1,257,138,443,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","44,3","17,84","LT excluded during forest edges allocation","16,04","13,2663724114","9,0158173807",1,2,1,"warning","partly intersecting","499,387976564729","0,0499387976564729","0,0999860870850348",NA,NA
100021,9,-9,0,387,91,93,1,"rbu",2,1,-9,-9,475,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","47,5","17,84","LT excluded during forest edges allocation","3,87","3,8313915554","0,5452877676",1,2,1,"warning","partly intersecting","499,387976564729","0,0499387976564729","0,0999860870850348",NA,NA
100021,10,-9,0,1013,67,93,1,"tei",2,1,-9,-9,360,130,2011,"HBI",38,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","036.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","36","17,84","LT excluded during forest edges allocation","10,13","8,7992372413","5,0189963112",1,2,1,"warning","partly intersecting","499,387976564729","0,0499387976564729","0,0999860870850348",NA,NA
100021,11,-9,0,1145,95,93,1,"tei",2,1,-9,-9,481,130,2011,"HBI",38,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","036.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","48,1","17,84","LT excluded during forest edges allocation","11,45","11,4147034712","0,8983566461",1,2,1,"warning","partly intersecting","499,387976564729","0,0499387976564729","0,0999860870850348",NA,NA
100021,12,-9,0,1189,107,93,1,"rbu",2,1,174,101,187,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","18,7","12,62","LT excluded during forest edges allocation","11,89","11,8181957604","-1,3047409589",1,2,1,"warning","partly intersecting","249,835475105016","0,0249835475105016","0,0500343869018386",NA,NA
100021,13,-9,0,1315,117,93,1,"rbu",2,1,-9,-9,460,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","46","17,84","LT excluded during forest edges allocation","13,15","12,6839300527","-3,469930607",1,2,1,"warning","partly intersecting","499,387976564729","0,0499387976564729","0,0999860870850348",NA,NA
100021,14,-9,0,1535,124,93,1,"tei",1,1,304,155,651,130,2011,"HBI",38,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","036.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","65,1","17,84","LT excluded during forest edges allocation","15,35","14,2720690584","-5,6507118837",1,2,1,"warning","partly intersecting","499,387976564729","0,0499387976564729","0,0999860870850348",NA,NA
100021,15,-9,0,1751,106,93,1,"rbu",2,1,258,117,518,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","51,8","17,84","LT excluded during forest edges allocation","17,51","17,4322900002","-1,6478365662",1,2,1,"warning","partly intersecting","499,387976564729","0,0499387976564729","0,0999860870850348",NA,NA
100021,16,-9,0,1646,118,93,1,"rbu",2,1,-9,-9,485,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","48,5","17,84","LT excluded during forest edges allocation","16,46","15,8064340662","-4,5921936054",1,2,1,"warning","partly intersecting","499,387976564729","0,0499387976564729","0,0999860870850348",NA,NA
100021,17,-9,0,1394,150,93,1,"tei",2,1,249,175,304,130,2011,"HBI",38,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","036.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","30,4","17,84","LT excluded during forest edges allocation","13,94","9,8570685297","-9,8570685297",1,2,1,"warning","partly intersecting","499,387976564729","0,0499387976564729","0,0999860870850348",NA,NA
100021,18,-9,0,1301,185,93,1,"rbu",1,1,298,171,811,90,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","80,9","17,84","LT excluded during forest edges allocation","13,01","3,0371241838","-12,6505326644",1,2,1,"warning","partly intersecting","499,387976564729","0,0499387976564729","0,0999860870850348",NA,NA
100021,19,-9,2,600,196,93,1,"rbu",2,1,-9,-9,506,190,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","50,9","17,84","LT excluded during forest edges allocation","6","0,3767431172","-5,9881603706",1,2,1,"warning","partly intersecting","499,387976564729","0,0499387976564729","0,0999860870850348",NA,NA
100021,20,-9,2,631,204,93,1,"rbu",2,1,312,188,285,180,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","28,75","12,62","LT excluded during forest edges allocation","6,31","-0,3962081782","-6,2975486564",1,2,1,"warning","partly intersecting","249,835475105016","0,0249835475105016","0,0500343869018386",NA,NA
100021,21,-9,0,1055,210,93,1,"rbu",2,1,-9,-9,531,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","53,1","17,84","LT excluded during forest edges allocation","10,55","-1,6503836062","-10,4201119933",1,2,1,"warning","partly intersecting","499,387976564729","0,0499387976564729","0,0999860870850348",NA,NA
100021,22,-9,0,1481,236,93,1,"rbu",2,1,259,174,583,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","58,3","17,84","LT excluded during forest edges allocation","14,81","-7,9355948336","-12,5044965767",1,2,1,"warning","partly intersecting","499,387976564729","0,0499387976564729","0,0999860870850348",NA,NA
100021,23,-9,3,1225,251,93,1,"rbu",2,1,213,173,239,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","23,9","12,62","LT excluded during forest edges allocation","12,25","-8,7970471476","-8,5249317583",1,2,1,"warning","partly intersecting","249,835475105016","0,0249835475105016","0,0500343869018386",NA,NA
100021,24,-9,3,1206,254,93,1,"rbu",2,1,-9,-9,450,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","45","17,84","LT excluded during forest edges allocation","12,06","-9,0463394997","-7,9754210958",1,2,1,"warning","partly intersecting","499,387976564729","0,0499387976564729","0,0999860870850348",NA,NA
100021,25,-9,0,628,251,93,1,"tei",2,1,-9,-9,447,130,2011,"HBI",38,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","036.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","44,7","17,84","LT excluded during forest edges allocation","6,28","-4,50983315","-4,3703323626",1,2,1,"warning","partly intersecting","499,387976564729","0,0499387976564729","0,0999860870850348",NA,NA
100022,8,-9,0,851,212,53,6,"rbu",2,1,230,159,460,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","46","17,84","LT excluded during forest edges allocation","8,51","-1,5946149871","-8,3592645037",1,2,1,"warning","partly intersecting","499,45003007339","0,049945003007339","0,0999860870850348",NA,NA
100022,9,-9,0,873,215,53,6,"rbu",2,1,244,132,350,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","35","17,84","LT excluded during forest edges allocation","8,73","-2,0379780265","-8,4887894051",1,2,1,"warning","partly intersecting","499,45003007339","0,049945003007339","0,0999860870850348",NA,NA
100022,10,-9,0,900,220,53,6,"rbu",2,1,295,151,330,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","33","17,84","LT excluded during forest edges allocation","9","-2,7811529494","-8,5595086467",1,2,1,"warning","partly intersecting","499,45003007339","0,049945003007339","0,0999860870850348",NA,NA
100022,11,-9,0,942,219,53,6,"rbu",2,1,-9,-9,261,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","26,1","12,62","LT excluded during forest edges allocation","9,42","-2,7698598637","-9,0035701994",1,2,1,"warning","partly intersecting","249,87937170139","0,024987937170139","0,0500343869018386",NA,NA
100022,12,-9,0,685,265,53,6,"tei",2,1,-9,-9,295,130,2011,"HBI",38,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","036.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","29,5","12,62","LT excluded during forest edges allocation","6,85","-5,8405851258","-3,5791151683",1,2,1,"warning","partly intersecting","249,87937170139","0,024987937170139","0,0500343869018386",NA,NA
100022,13,-9,0,586,276,53,6,"rbu",2,1,103,66,161,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","16,1","12,62","LT excluded during forest edges allocation","5,86","-5,4484902073","-2,1572098787",1,2,1,"warning","partly intersecting","249,87937170139","0,024987937170139","0,0500343869018386",NA,NA
100022,14,-9,0,970,298,53,6,"rbu",2,1,208,136,273,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","27,3","12,62","LT excluded during forest edges allocation","9,7","-9,6952136355","-0,3046843631",1,2,1,"warning","partly intersecting","249,87937170139","0,024987937170139","0,0500343869018386",NA,NA
100022,15,-9,0,986,290,53,6,"tei",2,1,257,185,352,130,2011,"HBI",38,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","036.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","35,2","17,84","LT excluded during forest edges allocation","9,86","-9,7386070383","-1,5424438253",1,2,1,"warning","partly intersecting","499,45003007339","0,049945003007339","0,0999860870850348",NA,NA
100022,16,-9,0,1092,303,53,6,"tei",2,1,272,180,428,130,2011,"HBI",38,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","036.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","42,8","17,84","LT excluded during forest edges allocation","10,92","-10,9078774346","0,5144024417",1,2,1,"warning","partly intersecting","499,45003007339","0,049945003007339","0,0999860870850348",NA,NA
100022,17,-9,0,1215,279,53,6,"tei",2,1,-9,-9,366,130,2011,"HBI",38,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","036.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","36,6","17,84","LT excluded during forest edges allocation","12,15","-11,4949371098","-3,9355966311",1,2,1,"warning","partly intersecting","499,45003007339","0,049945003007339","0,0999860870850348",NA,NA
100022,18,-9,0,938,360,53,6,"tei",2,1,-9,-9,281,130,2011,"HBI",38,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","036.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","28,1","12,62","LT excluded during forest edges allocation","9,38","-5,5134256665","7,5885794072",1,2,1,"warning","partly intersecting","249,87937170139","0,024987937170139","0,0500343869018386",NA,NA
100022,19,-9,0,1074,374,53,6,"tei",2,1,236,145,227,130,2011,"HBI",38,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","036.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","22,7","12,62","LT excluded during forest edges allocation","10,74","-4,2653683454","9,8566846798",1,2,1,"warning","partly intersecting","249,87937170139","0,024987937170139","0,0500343869018386",NA,NA
100022,20,-9,0,1138,375,53,6,"tei",2,1,280,160,291,130,2011,"HBI",38,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","036.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","29,1","12,62","LT excluded during forest edges allocation","11,38","-4,3549374603","10,51374908",1,2,1,"warning","partly intersecting","249,87937170139","0,024987937170139","0,0500343869018386",NA,NA
100022,21,-9,0,1610,5,53,6,"tei",2,1,290,204,305,130,2011,"HBI",38,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","036.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","30,5","17,84","LT excluded during forest edges allocation","16,1","1,2631914412","16,0503690731",1,2,1,"warning","partly intersecting","499,45003007339","0,049945003007339","0,0999860870850348",NA,NA
100029,1,-9,0,782,379,38,1,"dgl",2,1,314,213,521,130,2011,"HBI",86,212,"Dgl","Douglasie","Pseudotsuga menziestii","Pseudotsuga","menziestii","026.002.001","NB",136,30012,"DGL","WAHR","Pseudotsuga menziesii",8,"dgl","fi","fi","FI","FI","aNB","FI","52,1","17,84","LT excluded during forest edges allocation","7,82","-2,5330342103","7,398387506",1,2,1,"warning","partly intersecting","499,159276849859","0,0499159276849859","0,0999860870850348",NA,NA
100029,2,-9,0,1592,359,38,1,"dgl",2,1,-9,-9,469,130,2011,"HBI",86,212,"Dgl","Douglasie","Pseudotsuga menziestii","Pseudotsuga","menziestii","026.002.001","NB",136,30012,"DGL","WAHR","Pseudotsuga menziesii",8,"dgl","fi","fi","FI","FI","aNB","FI","46,9","17,84","LT excluded during forest edges allocation","15,92","-9,5586899872","12,7309797631",1,2,1,"warning","partly intersecting","499,159276849859","0,0499159276849859","0,0999860870850348",NA,NA
100029,3,-9,0,1114,399,38,1,"dgl",2,1,-9,-9,429,130,2011,"HBI",86,212,"Dgl","Douglasie","Pseudotsuga menziestii","Pseudotsuga","menziestii","026.002.001","NB",136,30012,"DGL","WAHR","Pseudotsuga menziesii",8,"dgl","fi","fi","FI","FI","aNB","FI","42,9","17,84","LT excluded during forest edges allocation","11,14","-0,1749795149","11,1386256858",1,2,1,"warning","partly intersecting","499,159276849859","0,0499159276849859","0,0999860870850348",NA,NA
100029,4,-9,0,902,25,38,1,"dgl",2,1,-9,-9,430,130,2011,"HBI",86,212,"Dgl","Douglasie","Pseudotsuga menziestii","Pseudotsuga","menziestii","026.002.001","NB",136,30012,"DGL","WAHR","Pseudotsuga menziesii",8,"dgl","fi","fi","FI","FI","aNB","FI","43","17,84","LT excluded during forest edges allocation","9,02","3,4518045599","8,3333933833",1,2,1,"warning","partly intersecting","499,159276849859","0,0499159276849859","0,0999860870850348",NA,NA
100029,5,-9,0,1324,60,38,1,"dgl",2,1,287,187,349,130,2011,"HBI",86,212,"Dgl","Douglasie","Pseudotsuga menziestii","Pseudotsuga","menziestii","026.002.001","NB",136,30012,"DGL","WAHR","Pseudotsuga menziesii",8,"dgl","fi","fi","FI","FI","aNB","FI","34,9","17,84","LT excluded during forest edges allocation","13,24","10,7113850055","7,7822767404",1,2,1,"warning","partly intersecting","499,159276849859","0,0499159276849859","0,0999860870850348",NA,NA
100029,7,-9,0,731,69,38,1,"dgl",2,1,-9,-9,440,130,2011,"HBI",86,212,"Dgl","Douglasie","Pseudotsuga menziestii","Pseudotsuga","menziestii","026.002.001","NB",136,30012,"DGL","WAHR","Pseudotsuga menziesii",8,"dgl","fi","fi","FI","FI","aNB","FI","44","17,84","LT excluded during forest edges allocation","7,31","6,4603267559","3,4205669422",1,2,1,"warning","partly intersecting","499,159276849859","0,0499159276849859","0,0999860870850348",NA,NA
100029,16,-9,0,823,301,38,1,"dgl",2,1,267,159,403,130,2011,"HBI",86,212,"Dgl","Douglasie","Pseudotsuga menziestii","Pseudotsuga","menziestii","026.002.001","NB",136,30012,"DGL","WAHR","Pseudotsuga menziesii",8,"dgl","fi","fi","FI","FI","aNB","FI","40,3","17,84","LT excluded during forest edges allocation","8,23","-8,2289846853","0,1292712215",1,2,1,"warning","partly intersecting","499,159276849859","0,0499159276849859","0,0999860870850348",NA,NA
100029,18,-9,0,496,323,38,1,"kta",2,1,-2,-9,210,130,2011,"HBI",24,202,"KTa","Kuesten-Tanne","Abies grandis","Abies","grandis","026.001.002","NB",103,30012,"TA","WAHR","Abies grandis",4,"ta","fi","fi","FI","FI","aNB","FI","21","12,62","LT excluded during forest edges allocation","4,96","-4,6398023929","1,7532352251",1,2,1,"warning","partly intersecting","249,673693131829","0,0249673693131829","0,0500343869018386",NA,NA
100029,19,-9,0,1224,315,38,1,"dgl",2,1,-9,-9,452,130,2011,"HBI",86,212,"Dgl","Douglasie","Pseudotsuga menziestii","Pseudotsuga","menziestii","026.002.001","NB",136,30012,"DGL","WAHR","Pseudotsuga menziesii",8,"dgl","fi","fi","FI","FI","aNB","FI","45,2","17,84","LT excluded during forest edges allocation","12,24","-11,9018078257","2,8573712536",1,2,1,"warning","partly intersecting","499,159276849859","0,0499159276849859","0,0999860870850348",NA,NA
100029,20,-9,0,1266,299,38,1,"dgl",2,1,-9,-9,487,130,2011,"HBI",86,212,"Dgl","Douglasie","Pseudotsuga menziestii","Pseudotsuga","menziestii","026.002.001","NB",136,30012,"DGL","WAHR","Pseudotsuga menziesii",8,"dgl","fi","fi","FI","FI","aNB","FI","48,7","17,84","LT excluded during forest edges allocation","12,66","-12,6584381672","-0,1988546372",1,2,1,"warning","partly intersecting","499,159276849859","0,0499159276849859","0,0999860870850348",NA,NA
100029,21,-9,0,1660,331,38,1,"dgl",2,1,-9,-9,467,130,2011,"HBI",86,212,"Dgl","Douglasie","Pseudotsuga menziestii","Pseudotsuga","menziestii","026.002.001","NB",136,30012,"DGL","WAHR","Pseudotsuga menziesii",8,"dgl","fi","fi","FI","FI","aNB","FI","46,7","17,84","LT excluded during forest edges allocation","16,6","-14,6705094595","7,7676349167",1,2,1,"warning","partly intersecting","499,159276849859","0,0499159276849859","0,0999860870850348",NA,NA
100029,22,-9,0,1647,28,38,1,"dgl",2,1,-9,-9,495,130,2011,"HBI",86,212,"Dgl","Douglasie","Pseudotsuga menziestii","Pseudotsuga","menziestii","026.002.001","NB",136,30012,"DGL","WAHR","Pseudotsuga menziesii",8,"dgl","fi","fi","FI","FI","aNB","FI","49,5","17,84","LT excluded during forest edges allocation","16,47","7,0125849321","14,9025015541",1,2,1,"warning","partly intersecting","499,159276849859","0,0499159276849859","0,0999860870850348",NA,NA
100040,1,-9,0,189,80,75,6,"gfi",2,1,-9,-9,388,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","38,8","17,84","LT excluded during forest edges allocation","1,89","1,7974968158","0,5840421194",1,2,2,"warning","partly intersecting","392,694407359996","0,0392694407359996","0,0999860870850348",NA,NA
100040,2,-9,0,430,85,75,6,"gfi",2,1,-9,-9,357,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","35,7","17,84","LT excluded during forest edges allocation","4,3","4,1811906577","1,0038150646",1,2,2,"warning","partly intersecting","392,694407359996","0,0392694407359996","0,0999860870850348",NA,NA
100040,3,-9,0,870,100,75,6,"gfi",2,1,-9,-9,353,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","35,3","17,84","LT excluded during forest edges allocation","8,7","8,7","0",1,2,2,"warning","partly intersecting","392,694407359996","0,0392694407359996","0,0999860870850348",NA,NA
100040,4,-9,0,681,120,75,6,"gfi",2,1,-9,-9,329,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","32,9","17,84","LT excluded during forest edges allocation","6,81","6,476694876","-2,1044057317",1,2,2,"warning","partly intersecting","392,694407359996","0,0392694407359996","0,0999860870850348",NA,NA
100040,6,-9,0,563,163,75,6,"gfi",2,1,308,213,325,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","32,5","17,84","LT excluded during forest edges allocation","5,63","3,0909984653","-4,7055954445",1,2,2,"warning","partly intersecting","392,694407359996","0,0392694407359996","0,0999860870850348",NA,NA
100040,7,-9,0,687,145,75,6,"gfi",2,1,328,177,353,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","35,3","17,84","LT excluded during forest edges allocation","6,87","5,2239889837","-4,461708092",1,2,2,"warning","partly intersecting","392,694407359996","0,0392694407359996","0,0999860870850348",NA,NA
